Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Moses Malone,25,C,21,955,22.4,.537,.005,.481,14.3,22.6,18.2,6.2,0.7,2.1,10.1,26.3,2.4,1.0,3.5,.174,4.6,-1.7,2.9,1.2,
2,Robert Reid,25,SF,21,868,16.7,.493,.007,.304,7.0,11.9,9.3,17.3,3.0,1.7,11.4,19.3,1.0,1.0,2.1,.115,2.2,1.8,4.0,1.3,
3,Billy Paultz,32,PF,21,720,13.0,.475,.004,.195,8.0,15.7,11.7,7.4,0.9,2.2,9.2,17.6,0.5,0.6,1.2,.077,-0.3,-0.3,-0.6,0.3,
4,Tom Henderson,29,SG,21,615,10.5,.488,.008,.212,2.5,8.0,5.1,23.6,1.4,0.1,19.1,12.5,0.3,0.3,0.6,.050,-1.1,-0.4,-1.5,0.1,
5,Calvin Murphy,32,PG,19,540,18.4,.549,.024,.209,1.4,3.8,2.5,19.2,2.5,0.0,11.8,28.4,1.0,0.3,1.4,.121,1.8,0.0,1.7,0.5,
6,Mike Dunleavy,26,SG,20,472,12.7,.525,.099,.250,2.1,8.4,5.1,21.6,1.6,0.1,15.1,18.2,0.5,0.3,0.8,.082,-0.8,-0.1,-1.0,0.1,
7,Bill Willoughby,23,SF,19,417,10.2,.427,.009,.345,7.3,16.4,11.6,7.4,1.7,2.7,14.7,16.2,-0.2,0.5,0.3,.033,-2.1,0.8,-1.3,0.1,
8,Allen Leavell,23,PG,17,217,13.6,.444,.000,.221,2.5,6.6,4.5,30.1,4.3,1.1,19.1,20.8,-0.1,0.3,0.2,.038,-1.0,2.2,1.2,0.2,
9,Calvin Garrett,24,SF,13,117,8.1,.510,.000,.381,2.8,12.3,7.3,7.0,2.2,0.5,19.7,11.3,0.0,0.1,0.1,.045,-2.3,0.9,-1.4,0.0,
10,Major Jones,27,PF,12,88,10.7,.474,.000,.238,8.7,15.0,11.7,8.1,1.8,1.4,7.9,12.4,0.1,0.1,0.2,.093,-1.6,0.8,-0.9,0.0,
11,Rudy Tomjanovich,32,PF,8,31,-1.9,.258,.333,.667,7.0,15.5,11.1,0.0,0.0,0.0,14.7,19.0,-0.1,0.0,-0.1,-0.168,-8.7,-4.8,-13.5,-0.1,
