Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,George Gervin,30,SG,11,437,16.2,.581,.010,.332,5.1,11.6,8.5,10.7,1.2,0.5,16.2,24.8,0.6,0.3,1.0,.105,0.9,-1.2,-0.3,0.2,
2,Mike Mitchell,27,SF,11,422,15.5,.536,.010,.165,8.3,16.4,12.5,3.6,0.7,2.3,10.4,21.6,0.5,0.4,0.9,.099,0.7,-1.0,-0.3,0.2,
3,Johnny Moore,24,PG,11,414,25.6,.581,.086,.178,2.0,9.0,5.7,49.7,3.0,0.4,11.6,22.1,1.8,0.4,2.2,.256,7.4,2.0,9.4,1.2,
4,Artis Gilmore,33,C,11,401,17.9,.604,.000,.348,9.8,25.1,17.8,5.3,1.0,4.4,15.1,17.0,0.7,0.6,1.3,.152,1.2,1.1,2.3,0.4,
5,Gene Banks,23,PF,11,398,14.6,.529,.000,.233,7.2,11.8,9.6,14.9,1.2,0.1,11.3,17.8,0.6,0.3,0.9,.107,1.8,-0.6,1.3,0.3,
6,Edgar Jones,26,PF,11,193,11.7,.490,.032,.532,12.6,14.9,13.8,9.9,1.4,3.7,19.0,18.6,0.0,0.2,0.3,.064,-3.3,1.0,-2.3,0.0,
7,Mike Dunleavy,28,PG,11,174,11.3,.431,.462,.200,1.8,5.5,3.8,31.0,2.3,0.3,16.5,18.5,0.0,0.1,0.2,.049,-0.4,-0.4,-0.8,0.1,
8,Billy Paultz,34,C,11,133,8.5,.444,.000,.125,8.7,15.1,12.1,8.8,1.3,0.8,15.1,11.4,0.0,0.1,0.2,.058,-2.0,0.1,-1.9,0.0,
9,Roger Phegley,26,SG,8,38,16.6,.640,.235,.235,2.8,17.7,10.6,3.3,0.0,0.0,5.1,19.8,0.1,0.0,0.1,.176,1.8,-0.8,1.0,0.0,
10,Mike Sanders,22,SF,6,25,21.1,.538,.000,.000,8.5,26.8,18.1,21.2,0.0,0.0,0.0,19.8,0.1,0.0,0.1,.212,4.4,0.5,4.8,0.0,
11,Robert Smith,27,PG,6,19,24.1,.506,.111,.222,16.7,10.1,13.2,38.3,2.3,0.0,9.2,21.8,0.1,0.0,0.1,.240,6.5,1.6,8.1,0.0,
12,Ed Rains,26,SF,3,11,5.6,.400,.200,.000,9.6,0.0,4.6,10.6,0.0,0.0,16.7,20.8,0.0,0.0,0.0,-0.079,-1.9,-4.9,-6.8,0.0,
