Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Karl Malone,27,PF,82,82,3302,24.8,.596,.009,.552,9.0,24.5,17.2,14.7,1.4,1.5,10.9,30.1,9.9,5.6,15.5,.225,4.8,0.6,5.4,6.2,"MVP-5,AS,NBA1"
2,John Stockton,28,PG,82,82,3103,23.4,.604,.172,.444,1.9,6.8,4.5,57.5,3.8,0.3,20.3,20.9,9.4,4.7,14.0,.217,5.8,2.5,8.3,8.1,"MVP-12,DPOY-7,AS,NBA3"
3,Mark Eaton,34,C,80,80,2580,9.5,.599,.000,.384,8.9,20.8,15.2,2.6,0.8,4.5,22.5,7.6,1.2,4.3,5.5,.103,-2.6,2.0,-0.6,0.9,
4,Thurl Bailey,29,PF,82,22,2486,12.5,.513,.003,.311,5.1,13.6,9.6,7.7,1.1,2.3,11.6,20.0,0.6,3.1,3.7,.072,-1.4,0.0,-1.4,0.4,6MOY-6
5,Jeff Malone,29,SG,69,69,2466,14.4,.560,.006,.244,1.8,7.6,4.9,9.7,1.0,0.2,8.6,22.5,3.1,2.0,5.1,.100,-0.8,-1.1,-2.0,0.0,
6,Blue Edwards,25,SF,62,56,1611,10.4,.559,.052,.252,4.0,10.3,7.3,10.1,1.8,1.1,16.9,17.1,0.2,2.0,2.2,.065,-2.8,0.7,-2.2,-0.1,
7,Mike Brown,27,C,82,2,1391,9.6,.538,.000,.627,9.9,18.1,14.3,4.9,1.1,1.1,18.5,14.2,0.5,1.9,2.4,.083,-3.0,-0.2,-3.1,-0.4,
8,Darrell Griffith,32,SG,75,2,1005,8.6,.463,.310,.101,2.1,8.0,5.3,5.8,2.1,0.4,9.4,22.6,-1.1,1.2,0.0,.002,-4.0,-0.5,-4.5,-0.6,
9,Delaney Rudd,28,PG,82,0,874,11.8,.512,.214,.249,2.0,6.6,4.4,36.9,2.1,0.1,24.4,21.2,-0.3,0.9,0.6,.033,-1.4,-1.0,-2.4,-0.1,
10,Andy Toolson,25,SF,47,15,470,8.4,.495,.258,.266,8.6,8.2,8.4,9.3,1.5,0.3,14.8,15.3,0.1,0.5,0.6,.057,-2.7,-0.1,-2.8,-0.1,
11,Tony Brown,30,SG,23,0,267,6.5,.448,.143,.299,11.3,6.2,8.6,6.9,0.8,0.0,12.1,16.4,0.0,0.2,0.2,.033,-4.2,-1.9,-6.1,-0.3,
12,Dan O'Sullivan,22,C,21,0,85,6.0,.504,.000,.688,7.4,15.6,11.8,6.4,0.6,0.7,16.1,12.9,0.0,0.1,0.1,.062,-6.1,-0.5,-6.5,-0.1,
13,Walter Palmer,22,C,28,0,85,8.5,.388,.022,.333,8.9,19.5,14.5,11.1,1.8,2.9,10.4,30.0,-0.2,0.2,-0.1,-0.041,-7.7,-0.2,-7.8,-0.1,
14,Chris Munk,23,PF,11,0,29,14.5,.529,.000,1.714,21.7,34.3,28.4,4.9,1.7,4.3,28.9,26.4,0.0,0.1,0.0,.048,-3.8,0.9,-2.9,0.0,
15,Pat Cummings,34,PF,4,0,26,14.2,.721,.000,1.667,14.5,8.5,11.3,0.0,0.0,0.0,16.1,21.1,0.1,0.0,0.1,.208,-2.5,-0.7,-3.2,0.0,
