Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Julius Erving,29,SF,18,694,22.5,.553,.027,.402,5.1,15.9,10.7,19.3,2.5,3.1,12.3,27.6,1.3,1.2,2.6,.178,5.7,1.2,6.9,1.6,
2,Maurice Cheeks,23,PG,18,675,14.2,.542,.029,.236,3.7,8.1,6.0,23.6,3.2,0.3,19.0,14.8,0.5,0.9,1.5,.105,1.1,0.9,2.1,0.7,
3,Caldwell Jones,29,C,18,639,11.5,.520,.023,.403,8.9,22.3,15.8,7.2,1.0,3.3,19.6,12.5,0.2,1.1,1.3,.100,-0.4,0.3,-0.1,0.3,
4,Lionel Hollins,26,SG,18,618,13.6,.472,.043,.292,3.1,9.2,6.3,27.3,2.1,0.3,14.9,21.1,0.2,0.7,0.9,.067,0.7,-1.0,-0.2,0.3,
5,Darryl Dawkins,23,C,18,607,17.2,.559,.013,.391,8.2,16.1,12.3,8.8,1.0,4.0,14.2,22.6,0.7,0.9,1.6,.125,1.6,-0.2,1.4,0.5,
6,Bobby Jones,28,PF,18,470,19.4,.585,.006,.360,7.0,12.8,10.0,10.4,2.2,3.9,10.3,20.0,1.1,0.8,1.9,.190,3.8,1.3,5.1,0.8,
7,Henry Bibby,30,PG,18,400,9.2,.462,.105,.403,4.3,7.6,6.0,18.2,0.8,0.0,15.6,18.3,0.0,0.3,0.3,.034,-0.8,-2.4,-3.2,-0.1,
8,Steve Mix,32,SF,17,200,16.1,.522,.000,.292,5.7,11.1,8.5,10.7,1.9,1.4,12.2,26.0,0.1,0.3,0.4,.098,1.4,-1.0,0.4,0.1,
9,Jim Spanarkel,22,SG,5,8,6.4,.347,.000,1.000,0.0,13.2,6.8,15.1,0.0,0.0,0.0,15.2,0.0,0.0,0.0,.043,-3.1,-2.2,-5.4,0.0,
10,Bernard Toone,23,PF,4,6,-16.2,.000,.250,.000,0.0,17.6,9.1,20.1,0.0,0.0,0.0,28.1,-0.1,0.0,-0.1,-0.537,-16.6,-7.8,-24.5,0.0,
11,Clint Richardson,23,SG,3,3,4.0,.333,.667,.000,0.0,0.0,0.0,0.0,16.1,0.0,25.0,56.3,0.0,0.0,0.0,-0.515,-13.2,2.4,-10.9,0.0,
