Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Julius Erving,29,SF,78,78,2812,25.4,.568,.012,.331,8.6,12.9,10.9,21.4,2.8,2.7,13.3,30.3,7.3,5.2,12.5,.213,5.7,1.9,7.6,6.8,"MVP-2,AS,NBA1"
2,Caldwell Jones,29,C,80,80,2771,9.7,.482,.004,.335,8.9,26.5,18.2,7.4,0.7,3.2,26.3,11.9,-1.5,5.4,3.9,.068,-3.1,1.5,-1.6,0.2,
3,Maurice Cheeks,23,PG,79,79,2623,15.9,.589,.014,.349,3.2,7.6,5.5,28.2,3.3,0.7,22.1,14.9,3.8,4.1,7.9,.145,0.5,2.0,2.4,2.9,
4,Darryl Dawkins,23,C,80,80,2541,14.6,.548,.006,.308,8.7,19.6,14.5,8.5,0.9,3.0,17.6,20.5,1.3,4.3,5.7,.107,-1.7,0.6,-1.2,0.5,
5,Bobby Jones,28,PF,81,3,2125,18.5,.590,.004,.440,8.0,14.1,11.2,9.8,2.2,3.0,14.1,19.5,4.3,3.8,8.1,.183,1.4,1.9,3.3,2.8,
6,Henry Bibby,30,PG,82,8,2035,11.1,.491,.083,.457,3.6,7.1,5.4,19.8,1.4,0.2,16.4,17.7,1.3,2.1,3.4,.079,-1.7,-0.5,-2.2,-0.1,
7,Steve Mix,32,SF,81,5,1543,19.5,.577,.014,.354,8.3,11.5,10.0,14.8,2.0,0.3,14.0,24.5,3.4,2.1,5.5,.172,2.5,-0.1,2.4,1.7,
8,Clint Richardson,23,SG,52,34,988,9.9,.472,.009,.129,6.2,6.9,6.6,14.9,1.1,0.8,14.8,17.5,0.1,1.0,1.1,.052,-2.1,-0.5,-2.6,-0.2,
9,Doug Collins,28,SG,36,17,963,13.6,.533,.002,.302,3.4,6.8,5.2,15.1,1.5,0.4,15.0,22.7,0.9,1.0,1.9,.094,-1.1,-0.8,-1.9,0.0,
10,Lionel Hollins,26,SG,27,26,796,11.7,.468,.032,.278,3.4,5.7,4.6,19.4,2.7,0.6,16.2,21.1,-0.1,1.1,0.9,.055,-2.4,0.5,-2.0,0.0,
11,Jim Spanarkel,22,SG,40,0,442,10.7,.545,.013,.425,6.9,6.1,6.5,15.9,1.3,0.7,23.9,21.6,0.0,0.5,0.4,.048,-2.6,-1.0,-3.6,-0.2,
12,Bernard Toone,23,PF,23,0,124,8.9,.402,.109,.156,10.9,17.8,14.5,13.8,1.5,2.2,19.0,27.2,-0.3,0.2,-0.1,-0.036,-5.1,-0.3,-5.4,-0.1,
13,Eric Money,24,PG,6,0,82,4.4,.407,.000,.056,4.1,4.9,4.5,27.2,0.0,0.7,24.5,23.8,-0.2,0.1,-0.2,-0.094,-4.3,-1.4,-5.8,-0.2,
14,Al Skinner,27,SG,2,0,10,-0.6,.500,.000,.000,0.0,0.0,0.0,25.4,0.0,0.0,50.0,16.0,0.0,0.0,0.0,-0.152,-4.6,-0.2,-4.8,0.0,
