Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Buck Williams,23,PF,11,473,14.7,.516,.000,.623,12.6,25.5,18.5,5.2,1.5,2.4,14.9,16.7,0.2,1.0,1.2,.125,1.9,-0.4,1.5,0.4,
2,Micheal Ray Richardson,28,PG,11,443,15.9,.478,.130,.331,4.7,9.4,6.9,28.5,3.7,0.6,13.4,20.5,0.3,0.9,1.2,.127,3.2,1.9,5.1,0.8,
3,Otis Birdsong,28,SG,11,387,10.1,.435,.006,.281,1.9,6.0,3.8,17.7,2.5,0.2,10.3,22.5,-0.3,0.6,0.3,.040,-0.8,-0.2,-1.0,0.1,
4,Darryl Dawkins,27,C,11,340,17.8,.654,.025,.703,6.8,16.7,11.3,6.5,0.7,1.9,17.2,22.3,0.8,0.6,1.3,.190,3.0,-0.2,2.8,0.4,
5,Albert King,24,SF,11,295,12.8,.465,.016,.359,8.9,13.8,11.1,14.1,1.7,0.9,13.4,23.6,-0.1,0.5,0.4,.069,1.4,-0.9,0.5,0.2,
6,Mike Gminski,24,C,11,223,19.3,.645,.000,1.040,10.3,18.2,14.0,4.1,1.5,4.4,11.0,14.9,0.6,0.5,1.0,.224,4.9,1.1,6.1,0.5,
7,Mike O'Koren,25,SF,11,216,7.4,.446,.017,.102,8.7,9.7,9.2,14.6,0.7,1.2,16.3,13.9,0.0,0.3,0.3,.056,-1.0,-0.6,-1.7,0.0,
8,Darwin Cook,25,PG,11,185,11.0,.438,.159,.293,4.5,6.7,5.5,27.0,3.9,0.0,18.5,25.0,-0.3,0.4,0.1,.023,-0.6,0.6,-0.1,0.1,
9,Kelvin Ransey,25,PG,5,44,5.9,.464,.071,.000,0.0,2.8,1.3,35.2,0.0,1.5,26.3,17.6,-0.1,0.0,0.0,-0.014,-0.9,-2.8,-3.7,0.0,
10,Reggie Johnson,26,PF,7,17,-2.2,.377,.000,1.500,6.2,29.0,16.6,0.0,0.0,3.9,37.6,25.4,-0.1,0.0,-0.1,-0.215,-10.1,-3.1,-13.2,0.0,
11,Bill Willoughby,26,SF,3,13,5.9,.333,.000,.000,24.2,0.0,13.1,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,.073,0.1,-4.9,-4.7,0.0,
12,Foots Walker,32,PG,2,4,-8.1,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,-0.176,-8.6,-5.0,-13.6,0.0,
