Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Larry Nance,24,PF,17,633,18.8,.615,.000,.380,9.5,17.1,13.4,8.9,1.2,3.2,11.7,17.6,1.4,0.7,2.1,.157,2.7,0.8,3.5,0.9,
2,Walter Davis,29,SG,17,623,22.7,.585,.034,.239,2.8,5.5,4.2,28.5,2.3,0.3,10.6,27.3,1.9,0.4,2.3,.177,5.0,0.1,5.1,1.1,
3,Kyle Macy,26,PG,17,620,12.1,.536,.140,.102,2.7,7.2,5.0,20.5,1.7,0.2,13.2,12.8,0.7,0.4,1.1,.084,0.1,0.2,0.4,0.4,
4,Maurice Lucas,31,PF,17,570,19.7,.564,.000,.344,8.7,24.8,17.0,15.5,1.0,0.8,10.0,21.4,1.3,0.6,2.0,.166,2.9,0.4,3.3,0.8,
5,James Edwards,28,C,17,463,13.6,.534,.000,.360,5.6,16.6,11.3,8.4,0.4,1.4,12.4,22.7,0.3,0.3,0.6,.067,-1.1,-1.2,-2.3,0.0,
6,Alvan Adams,29,C,17,312,15.0,.475,.000,.421,10.2,21.4,16.0,18.6,2.7,2.1,18.5,24.7,-0.2,0.5,0.3,.044,-1.4,1.5,0.1,0.2,
7,Charles Pittman,25,PF,17,253,11.4,.580,.020,.569,11.7,17.2,14.5,6.0,1.0,1.2,20.1,13.3,0.2,0.2,0.4,.078,-0.9,-0.4,-1.4,0.0,
8,Paul Westphal,33,SG,17,222,9.9,.478,.113,.400,1.6,2.5,2.1,21.9,2.7,0.0,20.3,22.4,-0.2,0.1,0.0,-0.007,-2.7,-1.1,-3.8,-0.1,
9,Mike Sanders,23,SF,15,152,9.7,.561,.000,.370,7.8,7.3,7.6,6.1,1.9,1.6,20.7,18.7,0.0,0.1,0.1,.046,-3.5,0.0,-3.6,-0.1,
10,Rod Foster,23,PG,16,128,2.8,.338,.128,.231,5.5,6.1,5.8,17.2,1.9,0.5,23.2,18.4,-0.3,0.1,-0.3,-0.099,-6.8,-1.1,-7.9,-0.2,
11,Alvin Scott,28,SF,16,111,7.0,.436,.038,.231,10.7,14.1,12.4,7.8,0.9,1.1,19.6,13.5,-0.1,0.1,0.0,.007,-2.7,-0.9,-3.6,0.0,
12,Rick Robey,28,C,10,43,11.5,.461,.063,.500,19.3,7.8,13.3,6.4,2.3,0.0,17.0,23.0,0.0,0.0,0.0,.003,-1.9,-2.7,-4.6,0.0,
