Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Scott Wedman,28,SF,15,657,13.6,.477,.108,.189,2.8,12.7,7.7,15.7,1.4,0.7,10.8,25.1,-0.1,0.8,0.7,.052,0.3,-1.0,-0.7,0.2,
2,Ernie Grunfeld,25,SF,15,633,15.7,.547,.020,.333,2.0,9.7,5.8,23.0,2.5,0.9,15.7,19.7,0.7,0.8,1.5,.117,1.3,0.9,2.2,0.7,
3,Reggie King,23,PF,15,620,18.9,.545,.004,.411,10.4,17.7,14.0,7.2,1.5,1.0,10.7,24.2,1.1,0.9,2.0,.152,2.7,-1.3,1.4,0.5,
4,Sam Lacey,32,C,15,533,14.7,.473,.021,.245,6.5,19.9,13.1,23.2,2.8,2.6,19.8,16.9,0.0,1.0,1.1,.096,0.1,3.1,3.2,0.7,
5,Leon Douglas,26,C,15,318,4.3,.475,.000,1.094,6.5,17.4,11.9,4.9,0.7,0.6,27.5,9.4,-0.2,0.4,0.1,.019,-4.8,-0.6,-5.4,-0.3,
6,Otis Birdsong,25,SG,8,234,18.8,.585,.010,.184,4.0,6.6,5.2,22.2,2.7,0.0,15.9,24.6,0.3,0.3,0.5,.111,3.3,0.1,3.4,0.3,
7,Joe Meriweather,27,C,10,199,9.0,.508,.000,.286,7.0,11.3,9.1,3.9,1.3,2.1,14.0,14.7,0.0,0.2,0.3,.064,-3.3,-0.3,-3.7,-0.1,
8,John Lambert,28,PF,15,175,11.0,.433,.056,.111,12.6,12.1,12.3,8.1,1.5,1.4,9.6,16.4,0.0,0.2,0.3,.069,-1.0,-0.8,-1.8,0.0,
9,Phil Ford,24,PG,5,158,8.0,.479,.029,.371,0.7,5.2,3.0,27.6,1.7,0.0,29.5,16.7,-0.2,0.1,-0.1,-0.021,-2.7,-1.9,-4.6,-0.1,
10,Lloyd Walton,27,PG,8,73,7.2,.328,.067,.267,4.8,6.5,5.6,37.0,2.9,0.0,34.9,16.1,-0.2,0.1,-0.1,-0.064,-3.0,-0.8,-3.8,0.0,
11,Frankie Sanders,24,SF,9,50,9.9,.582,.111,.222,9.3,2.4,5.8,6.9,3.1,0.0,28.8,25.4,-0.1,0.1,0.0,-0.013,-3.2,-0.9,-4.1,0.0,
