Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Dan Roundfield,29,PF,3,124,15.4,.483,.020,.220,5.1,29.2,17.5,14.5,1.6,1.8,16.7,23.4,-0.2,0.3,0.2,.063,1.4,1.7,3.1,0.2,
2,Tree Rollins,27,C,3,118,10.3,.468,.000,.333,9.0,17.1,13.1,4.0,0.4,4.7,16.2,13.8,-0.1,0.2,0.2,.063,-1.7,1.2,-0.5,0.0,
3,Johnny Davis,27,SG,3,113,14.0,.452,.019,.192,0.9,3.6,2.3,42.4,0.0,0.0,8.1,24.0,0.1,0.1,0.1,.063,3.1,-2.3,0.9,0.1,
4,Dominique Wilkins,23,SF,3,109,8.5,.488,.024,.333,7.8,6.5,7.1,1.5,0.9,0.5,17.2,23.6,-0.1,0.1,0.0,-0.003,-1.5,-2.1,-3.6,0.0,
5,Rudy Macklin,24,SF,3,78,10.7,.528,.000,.417,5.4,14.2,9.9,4.2,1.3,1.4,15.0,18.9,0.0,0.1,0.1,.085,-1.8,0.8,-1.0,0.0,
6,Mike Glenn,27,SG,3,67,9.7,.589,.000,.182,0.0,7.5,3.9,7.8,1.5,0.0,17.4,18.9,0.0,0.1,0.1,.068,-3.0,0.7,-2.3,0.0,
7,Tom McMillen,30,C,3,39,6.4,.388,.000,.167,8.1,10.3,9.3,7.9,1.3,2.8,18.9,18.0,-0.1,0.1,0.0,-0.026,-3.4,0.4,-3.0,0.0,
8,Wes Matthews,23,PG,3,38,9.1,.446,.111,.556,0.0,0.0,0.0,43.1,0.0,1.5,21.1,16.5,0.0,0.0,0.0,.022,0.0,-1.5,-1.6,0.0,
9,Rickey Brown,24,C,2,15,2.6,.387,.000,.667,0.0,20.1,10.3,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,.041,-5.7,-1.2,-6.9,0.0,
10,Randy Smith,34,SG,2,15,19.4,.444,.000,.800,0.0,6.7,3.4,39.0,3.3,0.0,0.0,19.9,0.0,0.0,0.1,.196,4.5,4.2,8.8,0.0,
11,Keith Edmonson,22,SG,1,2,70.5,1.000,.000,.000,52.9,0.0,25.8,100.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,1.079,41.9,8.5,50.4,0.0,
12,George Johnson,34,C,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.027,-3.1,-1.9,-5.0,0.0,
