Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Dirk Nowitzki,26,PF,78,78,3020,26.1,.578,.158,.490,3.6,24.0,14.0,14.3,1.7,2.9,9.1,28.7,10.3,5.2,15.6,.248,5.8,1.5,7.3,7.1,"MVP-3,AS,NBA1"
2,Josh Howard,24,SF,76,76,2446,15.8,.535,.145,.293,7.9,14.1,11.1,7.2,2.5,1.5,12.0,18.6,3.0,3.4,6.4,.126,0.3,0.8,1.2,2.0,DPOY-18
3,Jason Terry,27,PG,80,57,2401,18.4,.606,.330,.233,1.8,6.8,4.4,28.8,2.4,0.5,15.2,18.0,6.2,2.4,8.5,.171,3.0,0.3,3.3,3.2,
4,Michael Finley,31,SG,64,64,2358,14.3,.519,.314,.150,2.2,10.1,6.2,11.7,1.1,0.6,5.8,19.5,3.6,1.9,5.5,.112,1.1,-0.9,0.2,1.3,
5,Jerry Stackhouse,30,SG,56,7,1617,15.9,.525,.181,.450,2.7,9.8,6.3,13.0,1.7,0.5,11.8,24.9,1.9,1.5,3.5,.103,0.4,-0.5,-0.2,0.8,6MOY-4
6,Erick Dampier,29,C,59,56,1609,15.2,.580,.008,.621,13.0,21.7,17.4,4.9,0.5,3.7,17.9,15.8,2.3,2.3,4.5,.135,-0.8,-0.1,-0.9,0.5,
7,Marquis Daniels,24,SG,60,17,1412,14.6,.484,.069,.264,7.0,10.0,8.6,14.6,3.0,0.7,13.3,20.6,0.7,1.9,2.5,.086,-0.8,1.4,0.6,0.9,
8,Alan Henderson,32,PF,78,10,1203,12.4,.539,.009,.345,15.6,16.8,16.2,2.6,1.2,2.3,16.2,11.3,1.5,1.5,3.1,.122,-1.1,-0.3,-1.4,0.2,
9,Devin Harris,21,PG,76,19,1173,14.7,.530,.358,.281,2.7,6.9,4.9,22.5,3.4,1.2,16.6,18.8,1.1,1.6,2.7,.111,-0.1,2.0,1.9,1.2,
10,Shawn Bradley,32,C,77,14,885,11.0,.494,.000,.339,9.0,17.8,13.5,2.5,1.5,5.3,13.4,12.5,0.4,1.5,1.9,.102,-3.6,1.6,-2.0,0.0,
11,Keith Van Horn,29,PF,29,3,684,16.9,.554,.229,.330,5.7,15.2,10.5,8.5,1.1,1.1,9.6,23.1,1.3,0.8,2.1,.145,0.7,-0.6,0.1,0.4,
12,Darrell Armstrong,36,PG,52,7,576,10.9,.440,.347,.398,3.8,9.1,6.5,27.5,2.7,0.8,21.9,13.8,0.1,0.7,0.8,.069,-1.9,1.1,-0.8,0.2,
13,Calvin Booth,28,C,34,1,262,11.7,.477,.013,.203,7.0,17.6,12.4,2.4,2.2,4.5,8.5,16.1,0.1,0.5,0.6,.106,-3.9,2.3,-1.7,0.0,
14,D.J. Mbenga,24,C,15,1,58,3.8,.476,.000,.286,5.9,9.4,7.7,0.0,0.0,6.4,24.1,16.0,-0.1,0.1,0.0,-0.029,-9.2,-0.4,-9.6,-0.1,
15,Dan Dickau,26,PG,4,0,16,-4.6,.268,.375,.375,0.0,6.8,3.5,8.8,0.0,0.0,9.7,28.9,-0.1,0.0,-0.1,-0.259,-9.2,-6.5,-15.7,-0.1,
16,Pavel Podkolzin,20,C,5,0,10,-12.1,.568,,,0.0,21.9,11.2,0.0,0.0,0.0,69.4,12.9,-0.1,0.0,0.0,-0.214,-25.2,-0.2,-25.4,0.0,
