Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Moses Malone,26,C,3,136,24.3,.489,.000,.224,19.5,17.9,18.8,13.9,0.8,0.8,7.5,25.9,0.4,0.2,0.5,.183,7.8,-1.8,6.0,0.3,
2,Elvin Hayes,36,PF,3,124,10.4,.371,.000,.300,5.3,19.6,12.1,4.0,0.9,4.5,9.6,22.3,-0.2,0.2,-0.1,-0.023,-3.4,0.7,-2.7,0.0,
3,Robert Reid,26,SF,3,115,17.6,.512,.000,.161,7.4,15.7,11.3,12.8,2.4,1.0,0.0,12.8,0.3,0.2,0.4,.182,2.2,2.9,5.1,0.2,
4,Allen Leavell,24,PG,3,93,12.7,.439,.021,.043,1.0,4.6,2.7,20.4,2.4,0.6,9.5,25.1,0.0,0.1,0.0,.010,-1.1,0.7,-0.4,0.0,
5,Tom Henderson,30,SG,3,68,7.1,.394,.000,.250,7.0,4.7,5.9,19.8,0.0,0.0,18.4,14.1,0.0,0.0,0.0,-0.024,-2.7,-2.3,-5.1,-0.1,
6,Mike Dunleavy,27,SG,3,66,12.9,.467,.182,.273,0.0,4.8,2.3,22.5,1.7,0.0,3.9,17.2,0.1,0.0,0.1,.095,-1.1,1.0,-0.2,0.0,
7,Calvin Murphy,33,PG,3,57,2.0,.333,.136,.364,3.3,1.9,2.6,10.7,1.0,0.0,13.6,22.9,-0.2,0.0,-0.2,-0.133,-7.5,-2.8,-10.4,-0.1,
8,Billy Paultz,33,C,3,34,4.5,.339,.000,.333,5.6,6.2,5.9,4.5,0.0,3.3,8.8,14.7,-0.1,0.0,0.0,-0.057,-5.0,-0.9,-5.9,0.0,
9,Bill Willoughby,24,SF,2,17,14.9,.694,.000,1.000,11.1,24.9,17.6,8.6,0.0,0.0,25.8,10.1,0.0,0.0,0.1,.154,0.7,-0.1,0.6,0.0,
10,Larry Spriggs,22,SF,2,9,27.2,.676,.000,.250,0.0,11.8,5.6,54.2,0.0,0.0,0.0,21.8,0.1,0.0,0.1,.334,5.7,5.8,11.5,0.0,
11,Calvin Garrett,25,SF,1,1,-34.2,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,0.0,0.0,0.0,-0.975,-25.6,-16.1,-41.7,0.0,
