Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Robert Reid,25,SF,HOU,82,2963,868,16.4,16.7,0.105,0.105,0.133,0.704,51.2,93.6
Micheal Ray Richardson,25,SG,NYK,79,3175,86,17.1,7.7,0.113,0.113,0.0,0.0,68.9,0.0
Campy Russell,29,SF,NYK,79,2865,89,12.9,16.6,0.085,0.085,0.0,0.0,51.9,0.0
Junior Bridgeman,27,SF,MIL,77,2215,183,17.1,14.3,0.103,0.103,0.117,0.327,75.4,38.3
James Edwards,25,C,IND,81,2375,56,18.2,3.5,0.101,0.101,0.0,0.0,54.2,0.0
Calvin Murphy,32,PG,HOU,76,2014,540,18.1,18.4,0.116,0.116,0.146,0.704,56.6,102.8
Cedric Maxwell,25,SF,BOS,81,2730,598,17.6,18.9,0.107,0.107,0.142,0.943,80.9,133.9
Kelvin Ransey,22,PG,POR,80,2431,131,14.9,10.5,0.086,0.086,0.143,0.143,47.2,20.4
Reggie King,23,PF,KCK,81,2743,620,16.9,18.9,0.089,0.089,0.166,0.484,43.4,80.3
Dave Greenwood,23,PF,CHI,82,2710,212,16.6,19.8,0.102,0.102,0.182,0.2,56.0,36.4
Phil Ford,24,PG,KCK,66,2287,158,17.3,8.0,0.092,0.092,0.07,0.484,44.9,33.9
Sidney Moncrief,23,SG,MIL,80,2417,277,18.0,12.6,0.108,0.108,0.103,0.327,79.1,33.7
Alvan Adams,26,C,PHO,75,2054,218,20.3,12.2,0.132,0.132,0.091,0.327,91.7,29.8
Tiny Archibald,32,PG,BOS,80,2820,630,14.3,13.4,0.087,0.087,0.101,0.943,65.8,95.2
Bobby Jones,29,PF,PHI,81,2046,443,20.1,19.5,0.108,0.108,0.146,0.6,81.6,87.6
Johnny Davis,25,PG,IND,76,2536,74,15.2,17.7,0.085,0.085,0.0,0.0,45.6,0.0
Quinn Buckner,26,PG,MIL,82,2384,183,15.1,12.3,0.091,0.091,0.101,0.327,66.6,33.0
Larry Kenon,28,SF,CHI,77,2161,114,15.2,15.5,0.094,0.094,0.143,0.2,51.6,28.6
Geoff Huston,23,PG,"DAL, CLE",81,2434,0,13.4,,"0.062, 0.078",0.067,0,0.0,16.1,0.0
Darryl Dawkins,24,C,PHI,76,2088,421,15.9,15.5,0.085,0.085,0.116,0.6,64.3,69.6
Billy Ray Bates,24,SG,POR,77,1560,115,19.3,24.5,0.111,0.111,0.334,0.143,60.9,47.8
Mike Bantom,29,SF,IND,76,2375,51,14.5,16.0,0.081,0.081,0.0,0.0,43.5,0.0
Mickey Johnson,28,PF,MIL,82,2118,170,16.3,16.0,0.098,0.098,0.131,0.327,71.7,42.8
Mark Olberding,24,SF,SAS,82,2408,254,14.8,18.0,0.07,0.07,0.125,0.327,44.4,40.9
Bill Robinzine,28,PF,"CLE, DAL",78,2016,0,15.2,,"0.035, 0.07",0.066,0,0.0,12.7,0.0
Calvin Natt,24,SF,POR,74,2111,95,14.8,9.0,0.085,0.085,0.123,0.143,46.7,0.0
Wes Matthews,21,PG,"WSB, ATL",79,2266,0,13.6,,"0.069, 0.073",0.071,0,0.0,30.6,0.0
Andrew Toney,23,SG,PHI,75,1768,356,12.7,14.3,0.068,0.068,0.107,0.6,51.4,64.2
Bob Lanier,32,C,MIL,67,1753,236,19.7,22.5,0.119,0.119,0.185,0.327,87.1,60.5
Ricky Sobers,28,PG,CHI,71,1803,162,15.6,10.7,0.096,0.096,0.098,0.2,52.7,19.6
Don Collins,22,SF,"ATL, WSB",81,1845,0,13.6,,"0.08, 0.074",0.077,0,0.0,32.3,0.0
George McGinnis,30,PF,IND,69,1845,39,14.9,3.0,0.083,0.083,0.0,0.0,44.6,0.0
Sly Williams,23,PF,NYK,67,1976,56,16.6,21.3,0.11,0.11,0.0,0.0,67.1,0.0
Jim Chones,31,PF,LAL,82,2562,67,11.8,14.3,0.07,0.07,0.181,0.143,46.1,0.0
Dave Robisch,31,C,"CLE, DEN",84,2116,0,14.4,,"0.073, 0.073",0.073,0,0.0,31.9,0.0
Louis Orr,22,SF,IND,82,1787,56,16.1,12.4,0.09,0.09,0.0,0.0,48.3,0.0
Dave Corzine,24,C,SAS,82,1960,161,16.5,16.7,0.078,0.078,0.116,0.327,49.5,37.9
Tom Owens,31,PF,POR,79,1843,5,15.1,0.1,0.087,0.087,0.001,0.143,47.8,0.0
Kermit Washington,29,PF,POR,73,2120,128,17.4,15.9,0.1,0.1,0.217,0.143,54.9,31.0
Kevin McHale,23,PF,BOS,82,1645,296,16.4,18.1,0.1,0.1,0.136,0.943,75.6,128.2
Billy McKinney,25,PG,"UTA, DEN",84,2166,0,15.5,,"0.065, 0.078",0.073,0,0.0,29.8,0.0
Reggie Johnson,23,PF,SAS,79,1716,224,12.9,13.2,0.061,0.061,0.091,0.327,38.7,29.8
Richard Washington,25,PF,"DAL, CLE",80,1812,0,14.1,,"0.053, 0.082",0.078,0,0.0,25.5,0.0
Brian Winters,28,SG,MIL,69,1771,181,12.5,13.0,0.075,0.075,0.107,0.327,54.9,35.0
Magic Johnson,21,SG,LAL,37,1371,127,25.7,17.0,0.152,0.152,0.216,0.143,100.2,30.9
Bob Wilkerson,26,SG,CHI,80,2238,152,12.3,9.9,0.076,0.076,0.091,0.2,41.7,18.2
Lionel Hollins,27,PG,PHI,82,2154,490,11.0,11.3,0.059,0.059,0.084,0.6,44.6,50.4
Mike Dunleavy,26,SG,HOU,74,1609,472,15.0,12.7,0.096,0.096,0.101,0.704,46.8,71.1
Steve Mix,33,SF,PHI,72,1327,206,19.7,13.5,0.105,0.105,0.101,0.6,79.4,60.6
Maurice Cheeks,24,PG,PHI,81,2415,513,16.4,17.3,0.088,0.088,0.129,0.6,66.5,77.4
Michael Cooper,24,SG,LAL,81,2625,102,12.2,11.7,0.072,0.072,0.148,0.143,47.4,21.2
Rick Robey,25,C,BOS,82,1569,265,14.9,7.5,0.091,0.091,0.056,0.943,68.8,52.8
Chris Ford,32,SG,BOS,82,2723,507,8.8,9.9,0.054,0.054,0.075,0.943,40.8,70.7
Johnny High,23,PG,PHO,81,1750,117,10.8,10.4,0.07,0.07,0.077,0.327,48.6,25.2
Jeff Cook,24,SF,PHO,79,2192,206,11.2,11.0,0.073,0.073,0.082,0.327,50.7,26.8
Mike Glenn,25,PG,NYK,82,1506,26,15.0,16.9,0.099,0.099,0.0,0.0,60.4,0.0
Kyle Macy,23,PG,PHO,82,1469,102,14.5,19.2,0.095,0.095,0.143,0.327,66.0,46.8
Dudley Bradley,23,SG,IND,82,1867,19,13.7,3.8,0.076,0.076,0.0,0.0,40.8,0.0
Allen Leavell,23,PG,HOU,79,1686,217,13.9,13.6,0.089,0.089,0.108,0.704,43.4,76.0
Ron Brewer,25,SG,"POR, SAS",75,1452,118,13.5,20.3,"0.055, 0.063",0.06,0.141,0.327,36.2,0.0
Bob Gross,27,SF,POR,82,1934,60,14.0,17.6,0.081,0.081,0.24,0.143,44.5,0.0
Ollie Mack,23,SG,"CHI, DAL",65,1682,0,13.0,,"-0.004, 0.06",0.057,0.0,0.0,10.4,0.0
Gerald Henderson,25,PG,BOS,82,1608,228,10.4,14.3,0.063,0.063,0.108,0.943,47.6,101.8
Dwight Jones,28,PF,CHI,81,1574,217,13.1,13.5,0.081,0.081,0.124,0.2,44.5,24.8
Johnny Moore,22,PG,SAS,82,1578,124,15.8,17.1,0.074,0.074,0.119,0.327,46.9,38.9
Rudy Tomjanovich,32,PF,HOU,52,1264,31,13.5,-1.9,0.087,0.087,-0.015,0.704,42.5,0.0
Billy Paultz,32,PF,HOU,81,1659,720,12.9,13.0,0.083,0.083,0.104,0.704,40.5,73.2
Pat Cummings,24,C,MIL,74,1084,25,15.2,7.9,0.092,0.092,0.065,0.327,67.3,0.0
Ernie Grunfeld,25,SF,KCK,79,1584,633,13.7,15.7,0.072,0.072,0.138,0.484,35.1,66.8
Caldwell Jones,30,C,PHI,81,2639,580,10.1,11.8,0.054,0.054,0.088,0.6,40.8,52.8
Clemon Johnson,24,C,IND,81,1643,55,15.6,16.2,0.087,0.087,0.0,0.0,46.7,0.0
Rich Kelley,27,C,PHO,81,1686,113,14.4,12.5,0.094,0.094,0.093,0.327,65.3,30.4
Sam Lacey,32,C,KCK,82,2228,533,13.5,14.7,0.071,0.071,0.129,0.484,34.6,62.4
Joe Meriweather,27,C,KCK,74,1514,199,12.4,9.0,0.066,0.066,0.079,0.484,32.2,38.2
Clint Richardson,24,SG,PHI,77,1313,181,12.2,10.1,0.065,0.065,0.075,0.6,49.1,45.0
Paul Griffin,27,PF,SAS,82,1930,183,13.8,12.9,0.065,0.065,0.089,0.327,41.2,29.1
Leon Douglas,26,C,KCK,79,1356,318,12.5,4.3,0.066,0.066,0.038,0.484,32.2,18.4
George Johnson,24,PF,IND,43,930,23,17.4,12.1,0.097,0.097,0.0,0.0,52.1,0.0
Kevin Restani,29,SF,SAS,64,999,11,13.8,-0.2,0.065,0.065,-0.001,0.327,41.2,0.0
Alvin Scott,25,SF,PHO,82,1423,120,13.4,13.9,0.087,0.087,0.103,0.327,60.5,33.7
Calvin Garrett,24,SF,HOU,70,1638,117,8.8,8.1,0.057,0.057,0.064,0.704,27.8,45.1
Marvin Webster,28,C,NYK,82,1708,63,10.8,4.5,0.071,0.071,0.0,0.0,43.3,0.0
Carl Nicks,22,PG,"DEN, UTA",67,1109,0,11.7,,"0.042, 0.069",0.058,0,0.0,21.7,0.0
Eddie Jordan,26,PG,"NJN, LAL",74,1226,4,9.7,8.0,"0.071, 0.057",0.06,0.102,0.143,34.4,0.0
Mark Landsberger,25,PF,LAL,69,1086,32,12.5,10.9,0.074,0.074,0.138,0.143,48.8,0.0
Mike Woodson,22,SG,NYK,81,949,8,10.9,15.6,0.072,0.072,0.0,0.0,43.9,0.0
Armond Hill,27,PG,"ATL, SEA",75,1738,0,8.4,,"0.039, 0.049",0.046,0,0.0,18.5,0.0
Coby Dietrick,32,C,CHI,82,1243,81,11.8,4.9,0.073,0.073,0.045,0.2,40.1,0.0
Mike Gale,30,PG,"SAS, POR",77,1112,51,13.9,9.1,"0.063, 0.08",0.072,0.124,0.143,42.1,0.0
Joe Hassett,25,SG,"DAL, GSW",41,714,0,16.0,,"0.053, 0.1",0.081,0,0.0,31.9,0.0
Tom Henderson,29,SG,HOU,66,1411,615,10.9,10.5,0.07,0.07,0.084,0.704,34.2,59.1
Bill Willoughby,23,SF,HOU,55,1145,417,10.8,10.2,0.069,0.069,0.081,0.704,33.7,57.0
Joel Kramer,25,PF,PHO,82,1065,101,11.8,9.8,0.077,0.077,0.073,0.327,53.5,23.9
Harvey Catchings,29,PF,MIL,77,1635,109,10.4,3.4,0.063,0.063,0.028,0.327,46.1,9.2
Mike Evans,25,PG,MIL,71,911,38,11.1,17.6,0.067,0.067,0.144,0.327,49.0,0.0
Larry Demic,23,PF,NYK,76,964,37,10.4,13.9,0.069,0.069,0.0,0.0,42.1,0.0
Major Jones,27,PF,HOU,68,1003,88,10.3,10.7,0.066,0.066,0.085,0.704,32.2,0.0
Don Buse,30,SG,IND,58,1095,35,11.7,7.4,0.065,0.065,0.0,0.0,34.9,0.0
M.L. Carr,30,SF,BOS,41,655,288,11.6,10.1,0.071,0.071,0.076,0.943,53.7,71.7
Terry Duerod,24,SG,"DAL, BOS",50,451,12,14.3,10.6,"0.063, 0.087",0.078,0.08,0.943,46.2,0.0
Kevin Kunnert,29,C,POR,55,842,43,12.7,5.8,0.073,0.073,0.079,0.143,40.1,0.0
Sam Worthen,23,PG,CHI,64,945,1,8.9,0.0,0.055,0.055,0.0,0.2,30.2,0.0
Earl Cureton,23,C,PHI,52,528,36,13.8,8.0,0.074,0.074,0.06,0.6,55.9,0.0
Jim Brewer,29,PF,LAL,78,1107,7,10.6,0.0,0.063,0.063,0.0,0.143,41.5,0.0
Austin Carr,32,SG,"DAL, WSB",47,657,0,7.2,,"-0.009, 0.039",0.031,0,0.0,15.1,0.0
Len Elmore,28,C,MIL,72,925,12,8.6,-12.1,0.052,0.052,-0.099,0.327,38.1,0.0
Lloyd Walton,27,PG,KCK,61,821,73,9.9,7.2,0.052,0.052,0.063,0.484,25.4,0.0
Ollie Johnson,31,SF,PHI,40,372,22,16.7,9.1,0.089,0.089,0.068,0.6,67.3,0.0
James Wilkes,22,SF,CHI,48,540,5,11.2,-6.6,0.069,0.069,-0.061,0.2,37.9,0.0
Jerome Whitehead,24,C,"DAL, CLE, SDC",48,688,0,8.8,,"0.028, 0.033, 0.057",0.051,0,0.0,21.3,0.0
Michael Wiley,23,PF,SAS,33,271,5,19.8,4.3,0.093,0.093,0.03,0.327,59.0,0.0
Reggie Carter,23,SG,NYK,60,536,7,8.8,-14.2,0.058,0.058,0.0,0.0,35.4,0.0
John Shumate,28,PF,"SAS, SEA",24,527,0,-11.5,,"0.046, -0.068",0.036,0.0,0.0,24.4,0.0
Bob McAdoo,29,PF,"DET, NJN",16,321,0,17.6,,"0.072, 0.094",0.086,0,0.0,24.1,0.0
John Lambert,28,PF,"CLE, KCK",46,483,175,8.1,11.0,"0.143, 0.043",0.05,0.096,0.484,22.8,0.0
Mike Harper,23,PF,POR,55,461,6,8.4,24.3,0.048,0.048,0.331,0.143,26.4,0.0
Stan Pietkiewicz,24,SG,"SDC, DAL",42,461,0,13.5,,"-0.029, 0.062",0.049,0,0.0,7.9,0.0
Brad Holland,24,SG,LAL,41,295,1,9.8,-48.8,0.058,0.058,-0.619,0.143,38.2,0.0
Chad Kinch,22,SG,"CLE, DAL",41,353,0,4.8,,"0.047, 0.022",0.04,0,0.0,12.5,0.0
Mike Niles,25,SF,PHO,44,231,4,6.7,-29.9,0.044,0.044,-0.222,0.327,30.6,0.0
Gus Gerard,27,SF,"KCK, SAS",27,252,0,12.8,,"0.065, 0.06",0.063,0.0,0.327,34.3,0.0
Eric Fernsten,27,C,BOS,45,279,14,11.0,6.2,0.067,0.067,0.047,0.943,50.7,0.0
Jerry Sichting,24,PG,IND,47,450,1,8.4,46.0,0.047,0.047,0.0,0.0,25.2,0.0
Frankie Sanders,24,SF,KCK,23,186,50,13.0,9.9,0.069,0.069,0.087,0.484,0.0,0.0
Tom Abernethy,26,SF,"GSW, IND",39,298,0,8.7,,"0.02, 0.048",0.041,0.0,0.0,21.6,0.0
Rudy White,27,SG,"GSW, SEA",16,208,0,4.9,,"0.083, 0.029",0.042,0,0.0,18.9,0.0
Kim Hughes,28,C,"DEN, CLE",53,490,0,4.4,,"0.052, 0.026",0.03,0,0.0,11.1,0.0
Ronnie Lester,22,PG,CHI,8,83,42,8.2,11.9,0.051,0.051,0.109,0.2,0.0,0.0
Lee Johnson,23,PF,"HOU, DET",12,90,0,-4.7,,"0.01, -0.03",0.003,0.0,0.0,0.0,0.0
Dick Miller,22,SF,"IND, UTA",8,53,0,1.4,,"0.025, 0.008",0.019,0.0,0.0,0.0,0.0
Monti Davis,22,PF,"PHI, DAL",2,10,0,-5.4,,"0.237, -0.025",0.106,0.0,0.0,0.0,0.0
