Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Shane Battier,30,SG,HOU,60,2031,10.7,11.1,0.059,0.059,0.087,0.447,38.1,38.9
Dahntay Jones,28,SG,DEN,79,1426,9.0,13.9,0.049,0.049,0.091,0.63,32.3,57.3
Nicolas Batum,20,SF,POR,79,1454,12.9,6.1,0.078,0.078,0.066,0.2,51.4,0.0
Anthony Johnson,34,PG,ORL,80,1481,10.3,10.0,0.054,0.054,0.073,0.643,38.9,46.9
Jordan Farmar,22,PG,LAL,65,1192,9.9,12.0,0.048,0.048,0.085,0.881,38.1,74.9
Anthony Carter,33,PG,DEN,78,1787,10.8,10.6,0.058,0.058,0.069,0.63,38.2,43.5
Will Bynum,26,PG,DET,57,803,17.4,19.9,0.101,0.101,0.462,0.0,48.1,0.0
Tyson Chandler,26,C,NOH,45,1445,13.4,3.7,0.075,0.075,0.062,0.111,44.8,0.0
Thabo Sefolosha,24,SG,"CHI, OKC",66,1453,12.5,,"0.055, 0.057",0.056,0.0,0.0,23.5,0.0
JJ Redick,24,SG,ORL,64,1111,9.9,10.6,0.052,0.052,0.077,0.643,37.4,49.5
Joe Smith,33,C,"OKC, CLE",57,1102,14.8,14.1,"0.06, 0.079",0.067,0.11,0.7,34.0,0.0
Tony Battie,32,PF,ORL,77,1202,11.9,10.5,0.063,0.063,0.076,0.643,45.4,48.9
Jared Dudley,23,SF,"CHA, PHO",68,1155,15.2,,"0.047, 0.067",0.061,0,0.0,32.4,0.0
Keith Bogans,28,SG,"ORL, MIL",65,1272,12.5,,"0.042, 0.066",0.053,0.0,0.0,29.0,0.0
Arron Afflalo,23,SG,DET,74,1234,8.9,8.4,0.052,0.052,0.195,0.0,24.8,0.0
Bobby Brown,24,PG,"SAC, MIN",68,931,11.9,,"0.034, 0.062",0.043,0,0.0,10.5,0.0
Tony Allen,27,SG,BOS,46,887,12.9,7.9,0.067,0.067,0.071,0.422,50.7,0.0
Kurt Thomas,36,PF,SAS,79,1404,14.0,6.9,0.068,0.068,0.077,0.111,44.8,0.0
Chris Quinn,25,PG,MIA,66,962,12.9,17.5,0.064,0.064,0.166,0.273,33.5,0.0
Hilton Armstrong,24,C,NOH,70,1092,10.7,2.3,0.06,0.06,0.038,0.111,35.9,0.0
Devin Brown,30,SG,NOH,63,869,9.7,2.3,0.054,0.054,0.038,0.111,32.3,0.0
Luke Walton,28,SF,LAL,65,1166,11.3,10.7,0.055,0.055,0.076,0.881,43.6,67.0
Javaris Crittenton,21,PG,"MEM, WAS",63,1174,10.3,,"0.076, 0.051",0.054,0,0.0,13.0,0.0
James Singleton,27,PF,DAL,62,884,16.4,5.6,0.083,0.083,0.043,0.371,50.6,0.0
Antonio Daniels,33,PG,"WAS, NOH",74,1021,12.6,6.5,"0.053, 0.07",0.067,0.108,0.111,36.7,0.0
Ime Udoka,31,SF,SAS,67,1035,9.5,8.0,0.046,0.046,0.089,0.111,30.3,9.9
Matt Harpring,32,SG,UTA,63,693,12.3,14.6,0.061,0.061,0.155,0.111,35.7,0.0
Mikki Moore,33,C,"SAC, BOS",70,1202,9.3,15.6,"0.038, 0.048",0.041,0.141,0.422,17.6,0.0
Renaldo Balkman,24,PF,DEN,53,780,16.8,16.0,0.091,0.091,0.105,0.63,60.0,0.0
Channing Frye,25,PF,POR,63,746,10.0,5.4,0.061,0.061,0.058,0.2,40.2,0.0
Will Solomon,30,PG,"TOR, SAC",53,712,12.6,,"0.063, 0.056",0.061,0,0.0,21.7,0.0
Reggie Evans,28,PF,PHI,79,1137,10.4,5.5,0.058,0.058,0.071,0.2,29.0,0.0
Mardy Collins,24,PG,"NYK, LAC",48,890,9.9,,"0.025, 0.046",0.042,0,0.0,10.5,0.0
Josh Powell,26,PF,LAL,60,703,9.9,13.2,0.048,0.048,0.094,0.881,38.1,0.0
Kwame Brown,26,C,DET,58,999,11.5,6.8,0.067,0.067,0.158,0.0,31.9,0.0
Marcin Gortat,24,PF,ORL,63,794,17.0,15.6,0.09,0.09,0.114,0.643,64.8,73.3
Julian Wright,21,SF,NOH,54,772,12.6,5.8,0.07,0.07,0.097,0.111,41.9,0.0
Jerryd Bayless,20,PG,POR,53,655,8.2,9.5,0.05,0.05,0.103,0.2,33.0,0.0
Walter Herrmann,29,SF,DET,59,630,11.4,14.0,0.066,0.066,0.325,0.0,31.4,0.0
Amir Johnson,21,PF,DET,62,911,13.5,12.4,0.078,0.078,0.288,0.0,37.1,0.0
Bruce Bowen,37,SF,SAS,80,1506,5.4,7.4,0.026,0.026,0.083,0.111,17.1,9.2
Yakhouba Diawara,26,SF,MIA,63,851,6.4,2.8,0.032,0.032,0.027,0.273,16.8,0.0
Royal Ivey,27,SG,PHI,71,861,7.6,7.1,0.042,0.042,0.092,0.2,21.0,0.0
Adam Morrison,24,SF,"CHA, LAL",52,711,2.9,,"0.026, 0.014",0.024,0.0,0.881,11.1,0.0
Brent Barry,37,SG,HOU,56,857,9.2,12.0,0.05,0.05,0.094,0.447,32.3,0.0
Ronnie Price,25,PG,UTA,52,738,8.5,20.7,0.042,0.042,0.22,0.111,24.6,0.0
Shannon Brown,23,SG,"CHA, LAL",48,477,15.0,12.2,"0.054, 0.073",0.061,0.087,0.881,36.1,0.0
Gerald Green,23,SG,DAL,38,376,11.4,-2.0,0.058,0.058,-0.015,0.371,35.4,0.0
Aaron Gray,24,C,CHI,56,715,11.5,-13.8,0.054,0.054,-0.135,0.273,27.0,0.0
Sean Marks,33,C,NOH,60,838,8.8,12.1,0.049,0.049,0.201,0.111,29.3,0.0
Morris Peterson,31,SG,NOH,43,515,10.7,9.9,0.06,0.06,0.165,0.111,35.9,0.0
Solomon Jones,24,C,ATL,63,675,12.0,10.9,0.076,0.076,0.12,0.267,43.5,0.0
Shelden Williams,25,PF,"SAC, MIN",45,512,16.0,,"0.054, 0.084",0.064,0,0.0,15.7,0.0
Tyronn Lue,31,PG,"MIL, ORL",44,521,9.4,59.7,"0.056, 0.05",0.054,0.434,0.643,27.3,0.0
Brevin Knight,33,PG,UTA,74,938,9.5,-11.0,0.047,0.047,-0.117,0.111,27.5,0.0
Juwan Howard,35,SF,"DEN, CHA",42,472,10.9,,"0.052, 0.048",0.048,0.0,0.0,21.5,0.0
DeSagana Diop,27,C,"DAL, CHA",75,1036,10.3,,"0.045, 0.046",0.046,0.0,0.0,23.2,0.0
James Jones,28,SF,MIA,40,630,8.4,12.5,0.042,0.042,0.119,0.273,22.0,32.5
Ben Wallace,34,PF,CLE,56,1314,12.2,9.3,0.065,0.065,0.073,0.7,52.3,51.1
Matt Carroll,28,SG,"CHA, DAL",55,616,0.5,0.2,"0.031, 0.003",0.02,0.002,0.371,8.9,0.0
Acie Law,24,PG,ATL,55,560,10.6,10.9,0.067,0.067,0.12,0.267,38.4,0.0
Johan Petro,23,C,"OKC, DEN",49,559,6.4,5.5,"0.042, 0.035",0.038,0.036,0.63,18.0,0.0
Jamaal Magloire,30,C,MIA,55,709,10.6,0.1,0.052,0.052,0.001,0.273,27.2,0.0
Joel Anthony,26,C,MIA,65,1048,9.3,13.6,0.046,0.046,0.129,0.273,24.1,0.0
Ryan Hollins,24,C,"CHA, DAL",45,444,11.3,10.9,"0.068, 0.057",0.061,0.083,0.371,32.5,0.0
Fabricio Oberto,33,C,SAS,54,677,10.6,27.3,0.051,0.051,0.305,0.111,33.6,0.0
Brian Scalabrine,30,C,BOS,39,504,7.4,7.3,0.038,0.038,0.066,0.422,28.7,27.9
Malik Rose,34,PF,"NYK, OKC",38,470,9.0,,"-0.01, 0.041",0.017,0,0.0,4.2,0.0
Anthony Roberson,25,PG,"NYK, CHI",29,276,8.0,107.1,"0.06, 0.038",0.055,1.051,0.273,22.5,0.0
Ike Diogu,25,PF,"POR, SAC",29,215,24.9,,"0.069, 0.11",0.083,0.0,0.0,37.6,0.0
Quincy Douby,24,PG,"SAC, TOR",27,300,17.0,,"0.035, 0.085",0.048,0,0.0,14.2,0.0
Pops Mensah-Bonsu,25,PF,"SAS, TOR",22,283,12.9,,"0.174, 0.065",0.08,0.0,0.0,38.2,0.0
Tarence Kinsey,24,SG,CLE,50,277,11.0,11.7,0.058,0.058,0.091,0.7,46.7,0.0
Patrick O'Bryant,22,C,"BOS, TOR",39,255,13.5,,"0.049, 0.068",0.055,0.0,0.0,33.8,0.0
Darnell Jackson,23,PF,CLE,51,430,7.2,-7.0,0.038,0.038,-0.055,0.7,30.6,0.0
Chucky Atkins,34,PG,"DEN, OKC",33,412,5.1,,"0.048, 0.023",0.034,0.0,0.0,17.1,0.0
Donyell Marshall,35,PF,PHI,25,189,18.9,5.3,0.105,0.105,0.069,0.2,0.0,0.0
Gabe Pruitt,22,SG,BOS,47,366,7.6,-11.4,0.039,0.039,-0.103,0.422,29.5,0.0
Chuck Hayes,25,C,HOU,71,858,7.8,10.9,0.043,0.043,0.086,0.447,27.8,38.4
Sean Singletary,23,PG,"PHO, CHA",37,303,5.5,,"0.038, 0.024",0.029,0,0.0,14.1,0.0
Theo Ratliff,35,C,PHI,46,579,11.2,9.2,0.062,0.062,0.119,0.2,31.0,0.0
Stephon Marbury,31,PG,BOS,23,414,4.4,4.6,0.023,0.023,0.042,0.422,17.4,17.7
Henry Walker,21,SF,BOS,29,216,10.9,-2.5,0.056,0.056,-0.023,0.422,42.3,0.0
Jason Hart,30,PG,"LAC, DEN",39,348,9.8,14.1,"0.028, 0.053",0.035,0.092,0.63,14.5,0.0
Brian Cook,28,PF,"ORL, HOU",30,171,7.4,7.3,"0.04, 0.041",0.04,"0.0, 0.057",0.447,0.0,0.0
Lindsey Hunter,38,PG,CHI,28,266,7.9,20.1,0.037,0.037,0.197,0.273,18.5,0.0
Alex Acker,26,SG,"DET, LAC",25,199,9.8,,"0.093, 0.045",0.058,0.0,0.0,0.0,0.0
Shaun Livingston,23,PG,"MIA, OKC",12,231,13.5,,"0.027, 0.061",0.05,0.0,0.0,16.1,0.0
Jacque Vaughn,33,PG,SAS,30,292,7.6,17.5,0.037,0.037,0.195,0.111,24.4,0.0
Stromile Swift,29,PF,"NJN, PHO",19,185,6.8,,"0.039, 0.03",0.033,0,0.0,0.0,0.0
D.J. Mbenga,28,C,LAL,23,181,13.9,-6.6,0.068,0.068,-0.047,0.881,0.0,0.0
Marcus Banks,27,PG,"MIA, TOR",22,206,4.0,,"0.043, 0.02",0.037,0.0,0.0,18.6,0.0
Ryan Bowen,33,SF,NOH,21,219,10.8,-31.0,0.06,0.06,-0.516,0.111,35.9,0.0
Dee Brown,24,PG,"WAS, PHO",19,261,-2.9,,"0.038, -0.013",0.033,0,0.0,7.1,0.0
Mario West,24,SG,ATL,53,269,10.0,-0.3,0.064,0.064,-0.003,0.267,36.7,0.0
Jarron Collins,30,C,UTA,26,201,5.8,9.3,0.029,0.029,0.099,0.111,17.0,0.0
Austin Croshere,33,PF,"MIL, SAS",14,100,4.3,,"0.091, 0.021",0.076,0.0,0.111,0.0,0.0
Jeremy Richardson,24,SF,ORL,12,93,2.8,-50.3,0.015,0.015,-0.366,0.643,0.0,0.0
Cedric Simmons,23,PF,"CHI, SAC",18,84,-8.3,,"0.085, -0.037",0.038,0.0,0.0,0.0,0.0
Thomas Gardner,23,SG,ATL,16,98,1.5,23.2,0.01,0.01,0.256,0.267,0.0,0.0
Othello Hunter,22,PF,ATL,16,92,12.1,30.3,0.077,0.077,0.334,0.267,0.0,0.0
Mouhamed Sene,22,C,"OKC, NYK",6,29,32.0,,"0.15, 0.162",0.152,0,0.0,0.0,0.0
Randolph Morris,23,C,ATL,23,89,1.8,-3.2,0.011,0.011,-0.035,0.267,0.0,0.0
Dorell Wright,23,SF,MIA,6,73,3.7,0.0,0.018,0.018,0.0,0.273,0.0,0.0
Adonal Foyle,33,C,"ORL, MEM",10,62,-6.3,-26.3,"0.111, -0.036",0.096,-0.191,0.0,0.0,0.0
Calvin Booth,32,C,"MIN, SAC",8,56,10.9,,"0.208, 0.048",0.068,0,0.0,0.0,0.0
Dikembe Mutombo,42,C,HOU,9,96,10.8,8.3,0.059,0.059,0.065,0.447,0.0,0.0
Cheikh Samb,24,C,"DEN, LAC, NYK",18,83,-12.6,,"0.016, 0.043, -0.064",0.022,0.0,0.0,0.0,0.0
Linton Johnson,28,PF,"CHA, CHI",10,55,5.0,27.1,"-0.007, 0.024",0.018,0.266,0.273,0.0,0.0
James White,26,SF,HOU,4,11,14.6,5.3,0.08,0.08,0.042,0.447,0.0,0.0
Demetris Nichols,24,SF,"CHI, NYK",4,14,15.7,,"-0.016, 0.079",0.032,0.0,0.0,0.0,0.0
Michael Ruffin,32,PF,POR,11,35,10.3,14.4,0.062,0.062,0.156,0.2,0.0,0.0
Courtney Sims,25,C,"PHO, NYK",2,13,19.8,,"-0.115, 0.1",-0.008,0,0.0,0.0,0.0
Speedy Claxton,30,PG,ATL,2,15,5.7,0.0,0.036,0.036,0.0,0.267,0.0,0.0
