Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Vlade Divac,28,C,CHH,81,2840,17.9,21.4,0.087,0.087,0.382,0.0,57.3,0.0
Detlef Schrempf,34,SF,SEA,61,2192,18.3,17.2,0.097,0.097,0.149,0.412,67.4,61.4
Charles Barkley,33,PF,HOU,53,2009,23.0,20.5,0.114,0.114,0.17,0.58,79.2,98.6
Dell Curry,32,SG,CHH,68,2078,15.0,9.8,0.073,0.073,0.175,0.0,48.1,0.0
Larry Johnson,27,SF,NYK,76,2613,13.8,17.0,0.092,0.092,0.15,0.471,63.9,70.6
Sam Cassell,27,PG,"PHO, DAL, NJN",61,1714,19.7,,"0.077, 0.057, 0.087",0.076,0.0,0.0,28.3,0.0
Shawn Bradley,24,C,"NJN, DAL",73,2288,16.7,,"0.072, 0.06",0.067,0,0.0,20.5,0.0
Rasheed Wallace,22,PF,POR,62,1892,18.4,19.6,0.093,0.093,0.282,0.125,55.6,35.2
Arvydas Sabonis,32,C,POR,69,1762,21.8,13.8,0.11,0.11,0.199,0.125,65.8,24.9
Mario Elie,33,SF,HOU,78,2687,14.3,12.8,0.071,0.071,0.106,0.58,49.3,61.5
Rex Chapman,29,SG,PHO,65,1833,15.2,17.1,0.064,0.064,0.168,0.222,31.2,37.3
Voshon Lenard,23,SG,MIA,73,2111,14.7,11.1,0.074,0.074,0.099,0.486,55.1,48.1
Darrick Martin,25,PG,LAC,82,1820,16.9,16.0,0.089,0.089,0,0.0,39.1,0.0
Chris Gatling,29,PF,"DAL, NJN",47,1283,16.9,,"0.087, 0.075",0.086,0,0.0,25.4,0.0
Sam Perkins,35,C,SEA,81,1976,17.0,10.6,0.09,0.09,0.092,0.412,62.6,37.9
Gary Trent,22,PF,POR,82,1918,16.8,11.2,0.085,0.085,0.161,0.125,50.8,0.0
Bryon Russell,26,SF,UTA,81,2525,13.7,12.1,0.072,0.072,0.083,0.775,56.2,64.3
Charles Oakley,33,PF,NYK,80,2873,14.2,13.0,0.095,0.095,0.115,0.471,66.0,54.2
Terry Mills,29,PF,DET,79,1997,16.4,12.9,0.084,0.084,0.179,0.222,55.4,39.7
Gerald Wilkins,33,SG,ORL,80,2202,11.2,8.8,0.071,0.071,0.108,0.222,39.0,24.0
Kevin Willis,34,PF,HOU,75,1964,14.3,9.3,0.071,0.071,0.077,0.58,49.3,44.7
Calbert Cheaney,25,SG,WSB,79,2411,11.1,11.4,0.069,0.069,0.181,0.0,37.1,0.0
Dennis Scott,28,SF,ORL,66,2166,12.4,3.1,0.078,0.078,0.038,0.222,42.8,0.0
Jamal Mashburn,24,SF,"DAL, MIA",69,2164,13.1,9.9,"0.043, 0.066",0.054,0.088,0.486,29.5,0.0
Tracy Murray,25,SF,WSB,82,1814,14.6,28.6,0.091,0.091,0.454,0.0,48.9,0.0
Mark Jackson,31,PG,"DEN, IND",82,3054,14.8,,"0.076, 0.078",0.077,0,0.0,25.9,0.0
Isaac Austin,27,C,MIA,82,1881,14.2,10.7,0.072,0.072,0.095,0.486,53.6,46.2
Robert Pack,27,PG,"NJN, DAL",54,1782,13.1,,"0.071, 0.047",0.062,0,0.0,19.3,0.0
Matt Maloney,25,PG,HOU,82,2386,12.3,8.7,0.061,0.061,0.072,0.58,42.4,41.8
Sam Mitchell,33,SF,MIN,82,2044,11.8,10.6,0.074,0.074,0.154,0.0,36.1,0.0
P.J. Brown,27,PF,MIA,80,2592,13.8,14.0,0.07,0.07,0.125,0.486,52.1,60.8
Nick Anderson,29,SG,ORL,63,2163,13.8,8.4,0.087,0.087,0.103,0.222,47.8,22.9
Cedric Ceballos,27,SF,"LAL, PHO",50,1426,17.7,9.1,"0.046, 0.075",0.07,"0.0, 0.089",0.222,35.8,19.8
Derek Strong,28,PF,ORL,82,2004,13.6,13.4,0.086,0.086,0.165,0.222,47.2,36.6
Tyrone Corbin,34,SF,ATL,70,2305,11.0,10.7,0.063,0.063,0.108,0.3,43.0,32.4
Steve Kerr,31,PG,CHI,82,1861,15.6,11.8,0.075,0.075,0.082,0.991,63.1,81.3
Ricky Pierce,37,SG,"DEN, CHH",60,1250,17.3,7.6,"0.072, 0.084",0.077,0.136,0.0,35.0,0.0
George McCloud,29,SF,"DAL, LAL",64,1493,9.9,,"0.057, 0.047",0.053,0.0,0.323,22.2,0.0
Bo Outlaw,25,PF,LAC,82,2195,16.3,11.6,0.086,0.086,0,0.0,37.8,0.0
Chris Childs,29,PG,NYK,65,2076,11.2,14.5,0.075,0.075,0.128,0.471,52.1,60.3
Antoine Carr,35,PF,UTA,82,1460,12.1,8.5,0.064,0.064,0.058,0.775,49.9,45.0
Jason Kidd,23,PG,"DAL, PHO",55,1964,18.0,15.2,"0.054, 0.076",0.067,0.149,0.222,28.6,0.0
A.C. Green,33,PF,"PHO, DAL",83,2492,12.6,,"0.049, 0.045",0.046,0.0,0.0,16.7,0.0
James Robinson,26,PG,MIN,69,1309,12.7,17.3,0.08,0.08,0.251,0.0,39.0,0.0
Terry Porter,33,PG,MIN,82,1568,14.5,18.2,0.091,0.091,0.264,0.0,44.4,0.0
Lorenzen Wright,21,C,LAC,77,1936,12.5,15.2,0.066,0.066,0,0.0,29.0,0.0
Greg Ostertag,23,C,UTA,77,1818,15.3,12.9,0.081,0.081,0.089,0.775,63.2,69.0
Brian Shaw,30,PG,ORL,77,1867,10.4,-2.2,0.065,0.065,-0.027,0.222,35.7,0.0
Jason Caffey,23,PF,CHI,75,1405,14.3,12.5,0.069,0.069,0.087,0.991,58.0,86.2
Lamond Murray,23,SF,LAC,74,1295,14.4,10.4,0.076,0.076,0,0.0,33.4,0.0
Dean Garrett,30,C,MIN,68,1665,17.7,18.8,0.111,0.111,0.272,0.0,54.2,0.0
Hot Rod Williams,34,C,PHO,68,2137,13.8,10.0,0.058,0.058,0.098,0.222,28.3,21.8
Kobe Bryant,18,SF,LAL,71,1103,14.4,12.5,0.069,0.069,0.104,0.323,47.1,33.6
Luc Longley,28,C,CHI,59,1472,13.4,12.3,0.064,0.064,0.085,0.991,53.8,84.2
Doug West,29,SG,MIN,68,1920,8.5,14.5,0.053,0.053,0.21,0.0,25.9,0.0
Byron Scott,35,SG,LAL,79,1440,13.5,11.6,0.064,0.064,0.097,0.323,43.7,31.3
Muggsy Bogues,32,PG,CHH,65,1880,15.7,19.9,0.077,0.077,0.355,0.0,50.7,0.0
Khalid Reeves,24,PG,"NJN, DAL",63,1432,8.3,,"0.053, 0.03",0.048,0,0.0,15.1,0.0
Ron Harper,33,PG,CHI,76,1740,13.6,15.7,0.065,0.065,0.109,0.991,54.7,108.0
Jerome Kersey,34,SF,LAL,70,1766,12.3,14.5,0.059,0.059,0.121,0.323,40.3,39.1
Terry Dehere,25,PG,LAC,73,1053,12.4,-15.3,0.065,0.065,0,0.0,28.5,0.0
Buck Williams,36,PF,NYK,74,1496,13.9,9.0,0.093,0.093,0.079,0.471,64.6,37.2
Brooks Thompson,26,PG,"UTA, DEN",67,1055,13.7,,"-0.048, 0.064",0.061,0.0,0.0,14.8,0.0
Brent Barry,25,SG,LAC,59,1094,15.0,16.3,0.079,0.079,0,0.0,34.7,0.0
Theo Ratliff,23,C,DET,76,1292,15.9,24.1,0.081,0.081,0.334,0.222,53.4,0.0
Matt Geiger,27,C,CHH,49,1044,14.3,16.0,0.07,0.07,0.286,0.0,46.1,0.0
Aaron McKie,24,SG,"POR, DET",83,1625,14.8,8.5,"0.046, 0.076",0.061,"0.0, 0.118",0.222,38.9,0.0
Chris Whitney,25,PG,WSB,82,1117,15.2,1.4,0.094,0.094,0.022,0.0,50.5,0.0
Eddie Johnson,37,SF,"IND, HOU",52,913,14.2,14.6,"0.062, 0.07",0.066,0.121,0.58,38.3,0.0
Robert Horry,26,SF,"PHO, LAL",54,1395,15.0,11.6,"0.047, 0.071",0.057,"0.0, 0.097",0.323,33.3,31.3
Darrell Armstrong,28,PG,ORL,67,1010,14.7,20.8,0.093,0.093,0.256,0.222,51.1,56.8
Charlie Ward,26,PG,NYK,79,1763,11.1,8.7,0.074,0.074,0.077,0.471,51.4,36.3
Eldridge Recasner,29,SG,ATL,71,1207,11.5,8.2,0.065,0.065,0.083,0.3,44.4,24.9
Dan Majerle,31,SF,MIA,36,1264,13.2,13.5,0.067,0.067,0.12,0.486,49.8,58.3
Eric Piatkowski,26,SG,LAC,65,747,18.2,13.3,0.096,0.096,0,0.0,42.1,0.0
Anthony Goldwire,25,PG,"CHH, DEN",60,1188,12.6,,"0.057, 0.059",0.058,0.0,0.0,27.5,0.0
Shandon Anderson,23,SG,UTA,65,1066,10.4,11.3,0.055,0.055,0.078,0.775,42.9,60.4
Keith Askins,29,SF,MIA,78,1773,9.1,10.3,0.046,0.046,0.092,0.486,34.2,44.7
Mark Bryant,31,PF,PHO,41,1018,13.3,4.0,0.056,0.056,0.039,0.222,27.3,0.0
Jaren Jackson,29,SG,WSB,75,1133,10.1,-17.3,0.063,0.063,-0.275,0.0,33.8,0.0
Felton Spencer,29,C,"ORL, GSW",73,1558,9.1,,"0.108, 0.05",0.051,0.0,0.0,18.9,0.0
Terry Cummings,35,PF,SEA,45,828,15.2,14.5,0.081,0.081,0.125,0.412,56.3,51.5
Howard Eisley,24,PG,UTA,82,1083,11.1,19.4,0.059,0.059,0.133,0.775,46.0,103.1
Henry James,31,PF,ATL,53,945,10.2,-6.8,0.058,0.058,-0.069,0.3,39.6,0.0
Tony Smith,28,PG,CHH,69,1291,9.4,-6.1,0.046,0.046,-0.109,0.0,30.3,0.0
Wayman Tisdale,32,PF,PHO,53,778,8.8,4.6,0.037,0.037,0.045,0.222,18.1,0.0
Travis Knight,22,C,LAL,71,1156,14.1,12.1,0.067,0.067,0.101,0.323,45.8,0.0
Randy Brown,28,PG,CHI,72,1057,13.0,4.4,0.062,0.062,0.03,0.991,52.1,0.0
Eric Montross,25,C,"DAL, NJN",78,1828,11.3,,"0.024, 0.05",0.034,0,0.0,10.5,0.0
Chris Carr,22,SG,MIN,55,830,13.3,-8.2,0.083,0.083,-0.119,0.0,40.5,0.0
Tony Delk,23,PG,CHH,61,867,14.2,12.8,0.069,0.069,0.229,0.0,45.5,0.0
Pooh Richardson,30,PG,LAC,59,1065,11.8,6.7,0.062,0.062,0,0.0,27.2,0.0
Grant Long,30,PF,DET,65,1166,12.2,14.6,0.062,0.062,0.202,0.222,40.9,0.0
John Wallace,22,SF,NYK,68,787,13.0,6.8,0.087,0.087,0.06,0.471,60.5,0.0
Matt Bullard,29,PF,HOU,71,1025,10.3,45.4,0.051,0.051,0.376,0.58,35.4,0.0
Michael Curry,28,SG,DET,81,1217,10.4,4.9,0.053,0.053,0.068,0.222,34.9,0.0
Chris Dudley,31,C,POR,81,1840,10.1,14.7,0.051,0.051,0.212,0.125,30.5,0.0
Harvey Grant,31,PF,WSB,78,1604,8.8,-2.3,0.055,0.055,-0.037,0.0,29.5,0.0
Jim McIlvaine,24,C,SEA,82,1477,11.1,9.2,0.059,0.059,0.08,0.412,41.0,0.0
Chris Morris,31,SF,UTA,73,977,9.7,11.8,0.051,0.051,0.081,0.775,39.8,62.8
Dennis Rodman,35,PF,CHI,55,1947,13.9,7.9,0.067,0.067,0.055,0.991,56.3,54.5
Derek Fisher,22,PG,LAL,80,921,11.0,-2.1,0.052,0.052,-0.017,0.323,35.5,0.0
Larry Stewart,28,SF,SEA,70,982,10.8,36.4,0.057,0.057,0.315,0.412,39.6,0.0
Kenny Smith,31,PG,"DET, ORL, DEN",48,765,12.5,,"0.075, 0.043, 0.059",0.06,"0.0, 0.0",0.0,22.6,0.0
Oliver Miller,26,C,"DAL, TOR",61,1152,17.0,,"0.041, 0.08",0.053,0,0.0,17.4,0.0
Scott Burrell,26,SF,"CHH, GSW",57,939,9.6,,"0.053, 0.053",0.053,0.0,0.0,27.0,0.0
Jon Barry,27,SG,ATL,58,965,13.2,-13.8,0.075,0.075,-0.139,0.3,51.2,0.0
Stacey Augmon,28,SG,"DET, POR",60,942,12.1,5.3,"0.049, 0.061",0.057,"0.0, 0.076",0.125,35.1,0.0
Greg Foster,28,C,UTA,79,920,8.4,8.4,0.044,0.044,0.058,0.775,34.3,45.0
Othella Harrington,23,PF,HOU,57,860,10.8,18.5,0.053,0.053,0.153,0.58,36.8,0.0
Loren Meyer,24,PF,"DAL, PHO",54,708,10.2,-4.4,"0.016, 0.043",0.034,-0.043,0.222,15.3,0.0
Sean Rooks,27,C,LAL,69,735,13.4,13.0,0.064,0.064,0.108,0.323,43.7,0.0
Cherokee Parks,24,PF,MIN,76,961,12.7,16.5,0.08,0.08,0.239,0.0,39.0,0.0
Randy Livingston,21,PG,HOU,64,981,8.3,9.7,0.041,0.041,0.08,0.58,28.5,0.0
Corie Blount,28,PF,LAL,58,1009,11.9,18.8,0.057,0.057,0.157,0.323,38.9,0.0
Vincent Askew,30,SG,"NJN, IND, DEN",43,838,0.9,,"-0.01, 0.052, 0.004",0.049,0,0.0,23.6,0.0
David Wingate,33,SG,SEA,65,929,9.3,14.3,0.049,0.049,0.124,0.412,34.1,51.1
Adam Keefe,26,C,UTA,62,915,11.7,9.0,0.062,0.062,0.062,0.775,48.4,0.0
Ed O'Bannon,24,SF,"NJN, DAL",64,809,4.7,,"0.045, 0.017",0.037,0,0.0,11.5,0.0
John Crotty,27,PG,MIA,48,659,14.3,6.3,0.072,0.072,0.056,0.486,53.6,27.2
Jerome Allen,24,SG,"IND, DEN",76,943,8.9,,"0.046, 0.042",0.045,0,0.0,18.2,0.0
Donald Royal,30,SF,"ORL, GSW, CHH",62,858,8.5,-6.5,"0.037, 0.053, 0.041",0.048,"0.0, -0.116",0.0,22.5,0.0
Steve Nash,22,PG,PHO,65,684,10.8,-5.1,0.046,0.046,-0.05,0.222,22.4,0.0
Dontonio Wingfield,22,SF,POR,47,569,11.6,21.2,0.058,0.058,0.305,0.125,34.7,0.0
Chucky Brown,28,SF,"PHO, MIL",70,757,11.3,,"0.049, 0.077",0.073,0.0,0.0,29.9,0.0
Aaron Williams,25,PF,"DEN, VAN",33,563,16.4,,"0.09, 0.09",0.09,0,0.0,15.6,0.0
Alan Henderson,24,PF,ATL,30,501,15.0,16.3,0.085,0.085,0.164,0.3,58.1,49.2
Eric Snow,23,PG,SEA,67,775,12.5,18.0,0.066,0.066,0.156,0.412,45.9,0.0
Clifford Rozier,24,C,"GSW, TOR",42,737,14.7,,"-0.039, 0.07",0.067,0,0.0,24.7,0.0
Acie Earl,26,C,"TOR, MIL",47,500,18.6,,"0.047, 0.127",0.062,0,0.0,23.7,0.0
Jermaine O'Neal,18,PF,POR,45,458,13.7,-16.6,0.069,0.069,-0.239,0.125,41.3,0.0
Stephen Howard,26,SF,"SAS, UTA",49,418,15.4,23.8,"0.099, 0.081",0.084,0.163,0.775,57.6,0.0
Rumeal Robinson,30,PG,"LAL, PHO, POR",54,508,11.9,6.5,"0.037, 0.041, 0.06",0.049,"0.0, 0.0, 0.094",0.125,29.4,0.0
Shawn Respert,24,SG,"MIL, TOR",41,495,13.0,,"0.03, 0.062",0.051,0,0.0,19.1,0.0
Nate McMillan,32,PG,SEA,37,798,14.1,-3.0,0.075,0.075,-0.026,0.412,52.1,0.0
Joe Kleine,35,C,"PHO, LAL, NJN",59,848,8.7,,"0.027, 0.02, 0.038",0.031,"0.0, 0.0",0.0,12.7,0.0
Robert Parish,43,C,CHI,43,406,14.3,2.6,0.069,0.069,0.018,0.991,58.0,0.0
Malik Rose,22,PF,CHH,54,525,13.7,14.2,0.067,0.067,0.254,0.0,44.2,0.0
Jamie Feick,22,PF,"CHH, SAS",41,624,11.0,,"0.08, 0.056",0.058,0.0,0.0,16.5,0.0
Mitchell Butler,26,SG,POR,49,465,9.0,16.9,0.045,0.045,0.244,0.125,26.9,0.0
Jud Buechler,28,SF,CHI,76,703,9.8,10.5,0.047,0.047,0.073,0.991,39.5,72.3
Danny Schayes,37,PF,ORL,45,540,9.3,6.7,0.059,0.059,0.082,0.222,32.4,0.0
Don Reid,23,PF,DET,47,462,11.1,77.4,0.057,0.057,1.074,0.222,37.6,0.0
Melvin Booker,24,PG,"DEN, GSW",21,430,9.5,,"-0.024, 0.052",0.034,0,0.0,13.0,0.0
Priest Lauderdale,23,C,ATL,35,180,13.6,-37.3,0.077,0.077,-0.376,0.3,0.0,0.0
Adrian Caldwell,30,PF,"NJN, PHI",45,569,8.8,,"0.023, 0.048",0.038,0,0.0,10.6,0.0
Ivano Newbill,26,PF,ATL,72,850,6.7,-8.5,0.038,0.038,-0.086,0.3,26.0,0.0
Lloyd Daniels,29,SG,"SAC, NJN",22,310,10.1,,"-0.06, 0.045",0.021,0,0.0,5.4,0.0
Greg Graham,26,SG,SEA,28,197,12.6,8.8,0.067,0.067,0.076,0.412,0.0,0.0
Tony Dumas,24,SG,"DAL, PHO",24,278,1.2,,"0.022, 0.005",0.018,0.0,0.222,5.4,0.0
Willie Anderson,30,SG,MIA,28,303,12.6,4.5,0.064,0.064,0.04,0.486,47.6,19.4
Darvin Ham,23,SF,"DEN, IND",36,318,22.5,,"0.039, 0.119",0.041,0,0.0,11.3,0.0
Jamie Watson,24,SF,"UTA, DAL",23,340,9.7,,"0.061, 0.035",0.05,0.0,0.0,31.4,0.0
Reggie Williams,32,SF,"IND, NJN",13,200,11.4,,"-0.008, 0.05",0.041,0,0.0,12.8,0.0
Shane Heal,26,PG,MIN,43,236,5.0,105.2,0.031,0.031,1.525,0.0,15.1,0.0
Rich Manning,26,PF,"VAN, LAC",26,201,10.9,12.2,"0.042, 0.057",0.048,0,0.0,14.0,0.0
Sedale Threatt,35,SG,HOU,21,334,8.5,9.4,0.042,0.042,0.078,0.58,29.2,45.2
Ed Pinckney,33,PF,MIA,27,273,11.4,30.0,0.058,0.058,0.268,0.486,43.2,0.0
Walter McCarty,22,PF,NYK,35,192,6.4,58.9,0.043,0.043,0.519,0.471,0.0,0.0
Bison Dele,27,C,CHI,9,138,13.7,13.8,0.066,0.066,0.096,0.991,0.0,95.1
Mark Strickland,26,PF,MIA,31,153,11.1,12.0,0.056,0.056,0.107,0.486,0.0,0.0
Scott Brooks,31,PG,NYK,38,251,11.0,14.0,0.073,0.073,0.123,0.471,50.7,0.0
Rick Mahorn,38,C,DET,22,218,8.8,-7.9,0.045,0.045,-0.11,0.222,29.7,0.0
Jerome Williams,23,PF,DET,33,177,12.6,51.2,0.064,0.064,0.71,0.222,0.0,0.0
Lorenzo Williams,27,C,WSB,19,264,8.0,-3.7,0.05,0.05,-0.059,0.0,26.8,0.0
Tim Legler,30,SG,WSB,15,182,4.4,0.0,0.027,0.027,0.0,0.0,0.0,0.0
Darrin Hancock,25,SF,"MIL, ATL, SAS",24,133,18.3,3.7,"0.008, 0.092, 0.093",0.061,0.037,0.0,0.0,0.0
Herb Williams,38,PF,NYK,21,184,7.0,0.0,0.047,0.047,0.0,0.471,0.0,0.0
Eric Leckner,30,C,"CHH, VAN",20,126,6.3,,"-0.049, 0.035",0.031,0.0,0.0,0.0,0.0
Amal McCaskill,23,C,ORL,17,109,6.1,33.3,0.038,0.038,0.41,0.222,0.0,0.0
Joe Courtney,27,PF,"PHI, SAS",9,100,2.4,,"0.028, 0.012",0.019,0,0.0,0.0,0.0
Stacey King,30,C,"BOS, DAL",11,103,3.7,,"0.081, 0.013",0.044,0,0.0,0.0,0.0
Elmer Bennett,26,PG,"HOU, DEN",9,75,-1.3,,"0.159, -0.006",0.067,0.0,0.0,0.0,0.0
Brian Evans,23,SF,ORL,14,59,11.7,33.1,0.074,0.074,0.407,0.222,0.0,0.0
Jason Sasser,23,SF,"SAS, DAL",8,69,14.3,,"0.025, 0.051",0.032,0,0.0,0.0,0.0
Devin Gray,24,PF,"SAC, SAS",6,49,-7.1,,"0.09, -0.036",0.027,0,0.0,0.0,0.0
Mike Brown,33,C,PHO,6,83,11.1,12.1,0.047,0.047,0.119,0.222,0.0,0.0
Gaylon Nickerson,27,SG,"SAS, WSB",4,42,4.5,,"0.073, 0.028",0.062,0.0,0.0,0.0,0.0
LaSalle Thompson,35,C,"DEN, IND",26,140,0.8,,"-0.004, 0.004",-0.001,0,0.0,0.0,0.0
Charles Jones,39,PF,HOU,12,93,6.3,17.8,0.031,0.031,0.147,0.58,0.0,0.0
