Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Michael Jordan,29,SG,CHI,78,3067,29.7,30.1,0.164,0.164,0.209,0.991,114.0,207.1
Karl Malone,29,PF,UTA,82,3099,26.2,16.6,0.162,0.162,0.184,0.222,92.8,40.8
Hakeem Olajuwon,30,C,HOU,82,3242,27.3,26.7,0.164,0.164,0.216,0.412,110.0,89.0
Dominique Wilkins,33,SF,ATL,71,2647,24.3,22.7,0.128,0.128,0.612,0.0,67.1,0.0
Patrick Ewing,30,C,NYK,81,3003,20.8,21.6,0.142,0.142,0.2,0.611,103.9,122.2
Charles Barkley,29,PF,PHO,76,2859,25.9,24.9,0.134,0.134,0.163,0.664,101.3,108.2
David Robinson,27,C,SAS,82,3211,24.2,21.6,0.137,0.137,0.163,0.386,81.9,62.9
Larry Johnson,23,PF,CHH,82,3323,18.9,18.4,0.102,0.102,0.165,0.323,54.8,53.3
Danny Manning,26,PF,LAC,79,2761,19.6,14.1,0.109,0.109,0.179,0.222,54.5,39.7
Reggie Miller,27,SG,IND,82,2954,19.4,23.4,0.115,0.115,0.327,0.125,57.5,40.9
Reggie Lewis,27,SG,BOS,80,3144,17.4,48.4,0.1,0.1,0.515,0.125,58.5,0.0
Alonzo Mourning,22,C,CHH,78,2644,20.8,19.1,0.113,0.113,0.171,0.323,60.7,55.2
Derrick Coleman,25,PF,NJN,76,2759,21.2,25.6,0.113,0.113,0.339,0.222,59.2,75.3
Clifford Robinson,26,PF,POR,82,2575,18.8,3.5,0.111,0.111,0.054,0.125,69.0,6.8
Detlef Schrempf,30,PF,IND,82,3098,19.2,15.0,0.114,0.114,0.209,0.125,57.0,26.1
Scottie Pippen,27,SF,CHI,81,3123,19.2,16.9,0.106,0.106,0.118,0.991,73.7,116.9
Terry Porter,29,PG,POR,81,2883,17.0,11.2,0.1,0.1,0.173,0.125,62.2,21.6
Ron Harper,29,SG,LAC,80,2970,16.1,19.3,0.09,0.09,0.245,0.222,45.0,54.4
Kevin Willis,30,PF,ATL,80,2878,17.4,14.4,0.092,0.092,0.388,0.0,48.2,0.0
Brad Daugherty,27,C,CLE,71,2691,22.0,19.7,0.11,0.11,0.154,0.231,72.5,35.6
Jeff Malone,31,SG,UTA,79,2558,13.7,9.7,0.085,0.085,0.107,0.222,48.7,23.8
Ricky Pierce,33,SG,SEA,77,2218,19.2,17.3,0.093,0.093,0.111,0.565,62.4,62.7
John Starks,27,SG,NYK,80,2477,16.3,12.6,0.111,0.111,0.117,0.611,81.3,71.5
Shawn Kemp,23,PF,SEA,78,2582,20.4,21.3,0.099,0.099,0.137,0.565,66.4,77.4
