Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Rodney Hood,28,SF,"POR, TOR",55,942,0,7.5,,"0.023, 0.03",0.025,0.0,0.0,12.7,0.0
Justin Jackson,25,SF,"OKC, MIL",34,577,15,5.8,15.8,"0.04, 0.024",0.04,0.124,0.881,12.3,0.0
Gabe Vincent,24,PG,MIA,50,655,14,7.6,12.7,0.032,0.032,0.34,0.0,17.8,0.0
Nemanja Bjelica,32,PF,"SAC, MIA",37,595,30,13.3,22.1,"0.051, 0.057",0.053,0.592,0.0,24.9,0.0
Rajon Rondo,34,PG,"ATL, LAC",45,770,220,16.8,10.6,"0.041, 0.067",0.051,0.066,0.548,31.5,0.0
Taj Gibson,35,C,NYK,45,936,138,16.0,14.4,0.083,0.083,0.188,0.111,47.2,20.9
Max Strus,24,SF,MIA,39,507,6,12.1,-6.6,0.052,0.052,-0.177,0.0,28.9,0.0
Isaiah Hartenstein,22,C,"DEN, CLE",46,559,0,20.3,,"0.059, 0.083",0.067,0.0,0.0,34.0,0.0
Onyeka Okongwu,20,C,ATL,50,601,166,16.8,15.8,0.07,0.07,0.125,0.573,39.8,71.6
Nassir Little,20,PF,POR,48,640,9,11.6,5.5,0.053,0.053,0.048,0.2,30.9,0.0
Aaron Nesmith,21,SF,BOS,46,669,75,9.4,3.5,0.033,0.033,0.041,0.111,16.5,0.0
Mike Scott,32,PF,PHI,51,852,34,6.8,4.9,0.028,0.028,0.031,0.475,19.1,0.0
Nic Claxton,21,C,BRK,32,594,130,16.9,13.5,0.052,0.052,0.093,0.475,34.7,44.2
Tyler Johnson,28,SG,BRK,39,684,69,8.2,6.6,0.025,0.025,0.045,0.475,16.7,0.0
Maurice Harkless,27,PF,"MIA, SAC",37,772,0,8.8,,"0.02, 0.035",0.031,0.0,0.0,13.9,0.0
P.J. Tucker,35,PF,"HOU, MIL",52,1356,681,5.7,6.8,"0.017, 0.024",0.02,0.053,0.881,8.4,0.0
Langston Galloway,29,SG,PHO,40,438,15,12.1,-7.1,0.055,0.055,-0.052,0.754,38.9,0.0
John Konchar,24,SG,MEM,43,575,3,14.8,3.9,0.064,0.064,0.041,0.111,33.8,0.0
D.J. Wilson,24,PF,"MIL, HOU",35,433,0,12.5,,"0.035, 0.039",0.038,0.0,0.0,13.7,0.0
Damian Jones,25,C,"PHO, LAL, SAC",39,547,0,15.9,,"0.03, 0.078, 0.064",0.055,0.0,0.0,29.0,0.0
Justise Winslow,24,SF,MEM,26,507,3,6.2,14.0,0.027,0.027,0.148,0.111,14.3,0.0
Avery Bradley,30,SG,"MIA, HOU",27,602,0,4.0,,"0.044, 0.013",0.024,0.0,0.0,11.0,0.0
Jordan Nwora,22,SF,MIL,30,274,31,16.1,8.7,0.067,0.067,0.068,0.881,42.8,0.0
Mason Jones,22,SG,"HOU, PHI",32,334,0,23.5,,"0.035, 0.097",0.047,0.0,0.475,19.1,0.0
Thanasis Antetokounmpo,28,SF,MIL,57,551,45,10.3,10.0,0.043,0.043,0.078,0.881,27.5,0.0
Kevin Knox,21,SF,NYK,42,464,4,9.1,43.4,0.047,0.047,0.568,0.111,26.7,0.0
Troy Brown Jr.,21,SF,"WAS, CHI",34,524,0,11.2,,"0.027, 0.048",0.035,0.0,0.0,15.8,0.0
Abdel Nader,27,SF,PHO,24,355,29,13.4,0.3,0.061,0.061,0.002,0.754,43.2,0.0
Jaren Jackson Jr.,21,C,MEM,11,258,137,18.0,15.9,0.078,0.078,0.168,0.111,41.2,18.6
Tyler Cook,23,SF,"BRK, DET",32,438,0,13.2,,"0.005, 0.048",0.043,0.0,0.0,12.1,0.0
Dennis Smith Jr.,23,PG,"NYK, DET",23,420,0,14.1,,"0.035, 0.051",0.049,0.0,0.0,14.9,0.0
Isaiah Joe,21,SG,PHI,41,383,9,9.5,-0.3,0.039,0.039,-0.002,0.475,26.6,0.0
Javonte Green,27,SG,"BOS, CHI",41,473,0,13.1,,"0.042, 0.056",0.047,0.0,0.0,22.2,0.0
Amir Coffey,23,SG,LAC,44,394,16,10.1,18.1,0.04,0.04,0.113,0.548,26.1,0.0
Matt Thomas,26,SG,"TOR, UTA",45,326,7,10.5,-12.0,"0.032, 0.048",0.039,-0.087,0.427,21.6,0.0
Zeke Nnaji,20,PF,DEN,42,397,18,11.3,25.7,0.043,0.043,0.195,0.286,28.1,0.0
E'Twaun Moore,31,SG,PHO,27,389,46,10.4,11.4,0.047,0.047,0.084,0.754,33.3,0.0
DaQuan Jeffries,23,SG,"SAC, HOU",31,493,0,8.5,,"0.029, 0.027",0.028,0,0.0,9.9,0.0
Brodric Thomas,24,SG,"HOU, CLE",32,399,0,8.0,,"0.023, 0.033",0.032,0,0.0,9.5,0.0
Nathan Knight,23,PF,ATL,33,279,14,13.9,2.7,0.058,0.058,0.021,0.573,33.0,0.0
Skylar Mays,23,SG,ATL,33,269,17,16.8,21.6,0.07,0.07,0.171,0.573,39.8,0.0
Carsen Edwards,22,SG,BOS,31,276,5,10.2,34.9,0.036,0.036,0.411,0.111,18.0,0.0
Alfonzo McKinnie,28,SF,LAL,39,258,12,15.5,-10.6,0.071,0.071,-0.118,0.2,41.4,0.0
Gary Clark,26,PF,"ORL, DEN, PHI",39,654,0,3.8,,"0.02, 0.011, 0.016",0.019,0.0,0.475,6.2,0.0
Dewayne Dedmon,31,C,MIA,16,210,57,24.5,13.6,0.105,0.105,0.365,0.0,58.4,0.0
Harry Giles,22,C,POR,38,348,4,12.4,-26.5,0.057,0.057,-0.232,0.2,33.2,0.0
Chandler Hutchison,24,SF,"CHI, WAS",25,346,18,8.2,6.3,"0.002, 0.035",0.026,0.067,0.111,12.1,0.0
Luke Kornet,25,C,"CHI, BOS",31,348,5,14.5,27.3,"0.042, 0.051",0.047,0.321,0.111,22.4,0.0
Markus Howard,21,SG,DEN,37,205,112,6.4,8.3,0.024,0.024,0.063,0.286,15.7,18.0
Miye Oni,23,SG,UTA,54,519,41,6.4,-3.6,0.029,0.029,-0.026,0.427,20.9,0.0
Al-Farouq Aminu,30,PF,"ORL, CHI",23,434,0,3.0,,"0.032, 0.013",0.027,0,0.0,8.4,0.0
Josh Green,20,SG,DAL,39,445,4,8.8,0.0,0.04,0.04,0.0,0.273,23.3,0.0
Mike James,30,PG,BRK,13,236,103,11.9,6.2,0.037,0.037,0.043,0.475,24.7,20.4
Tremont Waters,23,PG,BOS,26,238,6,14.6,5.4,0.052,0.052,0.064,0.111,26.0,0.0
Wes Iwundu,26,SF,"DAL, NOP",41,539,0,3.7,,"0.022, 0.017",0.02,0.0,0.0,10.4,0.0
Mfiondu Kabengele,23,PF,"LAC, CLE",39,280,0,13.7,,"0.006, 0.056",0.027,0.0,0.0,9.3,0.0
Alize Johnson,24,PF,BRK,18,189,23,23.5,18.2,0.072,0.072,0.125,0.475,0.0,0.0
KZ Okpala,21,PF,MIA,37,447,6,5.2,-6.6,0.022,0.022,-0.177,0.0,12.2,0.0
Ignas Brazdeikis,22,SF,"NYK, PHI, ORL",13,249,0,10.2,,"0.058, -0.05, 0.033",0.034,0.0,0.0,13.5,0.0
Sam Merrill,24,SG,MIL,30,233,30,11.9,8.3,0.05,0.05,0.065,0.881,32.0,0.0
Frank Ntilikina,22,PG,NYK,33,322,4,7.7,-10.4,0.04,0.04,-0.136,0.111,22.8,0.0
Chris Chiozza,25,PG,BRK,22,232,19,12.9,0.8,0.04,0.04,0.006,0.475,26.7,0.0
