Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Glen Rice,31,SF,LAL,27,985,307,15.2,14.8,0.069,0.069,0.127,0.25,42.8,31.8
Sam Mack,28,SF,"VAN, HOU",44,1083,123,17.7,13.1,"0.078, 0.101",0.091,0.176,0.125,41.0,0.0
Antonio Davis,30,PF,IND,49,1271,326,16.7,13.1,0.093,0.093,0.089,0.682,61.4,60.7
Rex Chapman,31,SG,PHO,38,1183,57,11.8,4.1,0.07,0.07,0.098,0.0,37.8,0.0
Mario Elie,35,SG,SAS,47,1291,526,14.5,11.6,0.087,0.087,0.092,1.086,64.4,99.9
Larry Hughes,20,PG,PHI,50,988,198,16.7,20.3,0.109,0.109,0.171,0.25,61.0,42.8
Tariq Abdul-Wahad,24,SG,SAC,49,1205,99,11.8,20.5,0.073,0.073,0.226,0.222,39.4,0.0
Danny Manning,32,PF,PHO,50,1184,79,15.4,18.8,0.091,0.091,0.45,0.0,49.1,0.0
Walt Williams,28,SF,POR,48,1044,185,16.3,9.8,0.096,0.096,0.075,0.518,67.2,38.8
Horace Grant,33,PF,ORL,50,1660,128,13.3,10.1,0.083,0.083,0.153,0.125,54.8,19.1
Joe Dumars,35,SG,DET,38,1116,153,15.1,13.5,0.084,0.084,0.122,0.222,48.7,27.1
George McCloud,31,SF,PHO,48,1245,80,13.6,19.2,0.081,0.081,0.459,0.0,43.7,0.0
Shandon Anderson,25,SG,UTA,50,1072,297,12.8,12.4,0.082,0.082,0.089,0.36,60.7,32.0
Dell Curry,34,SG,MIL,42,864,49,18.7,2.2,0.094,0.094,0.035,0.0,52.6,0.0
Lawrence Funderburke,28,PF,SAC,47,936,31,18.5,9.5,0.114,0.114,0.105,0.222,61.6,0.0
Jim Jackson,28,SG,POR,49,1175,265,13.1,12.4,0.077,0.077,0.095,0.518,53.9,49.2
Eric Snow,25,PG,PHI,48,1716,306,12.9,14.0,0.084,0.084,0.118,0.25,47.0,29.5
Matt Harpring,22,SF,ORL,50,1114,82,13.0,16.1,0.081,0.081,0.243,0.125,53.5,0.0
Kurt Thomas,26,PF,NYK,50,1182,419,13.1,10.1,0.099,0.099,0.079,0.708,53.5,55.9
Othella Harrington,25,PF,HOU,41,903,42,16.1,24.5,0.092,0.092,0.328,0.125,57.0,0.0
Dale Davis,29,PF,IND,50,1374,394,16.6,18.1,0.092,0.092,0.123,0.682,60.7,83.9
Clarence Weatherspoon,28,SF,MIA,49,1040,112,17.0,12.4,0.097,0.097,0.134,0.222,64.0,29.7
Rick Fox,29,SF,LAL,44,944,181,13.6,7.2,0.062,0.062,0.062,0.25,38.4,15.5
Charlie Ward,28,PG,NYK,50,1556,494,13.2,13.1,0.1,0.1,0.102,0.708,54.0,72.2
Mark Jackson,33,PG,IND,49,1382,451,17.9,19.8,0.1,0.1,0.134,0.682,66.0,91.4
Andrew DeClercq,25,C,"BOS, CLE",47,1102,0,15.8,,"0.063, 0.081",0.076,0,0.0,32.2,0.0
J.R. Reid,30,PF,"CHH, LAL",41,1029,178,9.0,6.7,"0.086, 0.041",0.059,0.057,0.25,33.0,0.0
Howard Eisley,26,PG,UTA,50,1038,241,11.7,10.7,0.075,0.075,0.077,0.36,55.5,27.7
Tim Thomas,21,SF,"PHI, MIL",50,812,60,16.9,9.3,"0.084, 0.085",0.085,0.146,0.0,47.4,0.0
George Lynch,28,SF,PHI,43,1315,249,12.8,16.5,0.084,0.084,0.139,0.25,47.0,34.8
Jamal Mashburn,26,SF,MIA,24,855,152,15.1,8.9,0.086,0.086,0.096,0.222,56.8,21.3
Jerome Williams,25,PF,DET,50,1154,123,18.2,15.7,0.101,0.101,0.141,0.222,58.6,31.3
Bobby Jackson,25,PG,MIN,50,941,27,14.4,-3.3,0.07,0.07,-0.047,0.125,35.0,0.0
Tyrone Corbin,36,SF,ATL,47,1066,268,11.4,10.4,0.071,0.071,0.116,0.231,44.0,26.8
Travis Best,26,PG,IND,49,1043,150,14.1,7.4,0.078,0.078,0.05,0.682,51.5,34.1
Luc Longley,30,C,PHO,39,933,51,13.5,0.6,0.08,0.08,0.014,0.0,43.2,0.0
Dan Majerle,33,SG,MIA,48,1624,152,10.2,5.9,0.058,0.058,0.064,0.222,38.3,14.2
Marcus Camby,24,C,NYK,46,945,509,17.6,24.8,0.133,0.133,0.194,0.708,71.8,137.4
Chris Childs,31,PG,NYK,48,1297,494,11.1,8.2,0.084,0.084,0.064,0.708,45.4,45.3
Tyrone Hill,30,PF,"MIL, PHI",38,1104,196,12.2,9.8,"0.062, 0.08",0.072,0.083,0.25,40.3,0.0
Greg Anthony,31,PG,POR,50,806,225,16.6,14.0,0.098,0.098,0.107,0.518,68.6,55.4
Derek Harper,37,PG,LAL,45,1120,113,12.8,11.3,0.058,0.058,0.097,0.25,36.0,24.2
Michael Doleac,21,C,ORL,49,780,43,13.7,7.4,0.085,0.085,0.112,0.125,56.1,0.0
Jaren Jackson,31,SG,SAS,47,861,345,12.5,12.1,0.075,0.075,0.096,1.086,55.5,104.3
Derek Fisher,24,PG,LAL,50,1131,238,12.1,16.0,0.055,0.055,0.137,0.25,34.1,34.2
Brent Price,30,PG,HOU,40,806,98,15.0,17.1,0.085,0.085,0.229,0.125,52.7,0.0
Chris Crawford,23,PF,ATL,42,784,125,10.1,14.8,0.063,0.063,0.166,0.231,39.1,38.3
Malik Rose,24,PF,SAS,47,608,194,19.7,6.6,0.118,0.118,0.052,1.086,87.3,56.5
Armen Gilliam,34,PF,MIL,34,668,35,15.9,17.7,0.08,0.08,0.279,0.0,44.8,0.0
Jud Buechler,30,SF,DET,50,1056,84,12.2,3.6,0.067,0.067,0.032,0.222,38.9,0.0
Greg Ostertag,25,C,UTA,48,1340,261,12.8,11.4,0.082,0.082,0.082,0.36,60.7,29.5
Chris Gatling,31,C,"NJN, MIL",48,775,12,12.6,-14.1,"0.024, 0.063",0.048,-0.222,0.0,24.9,0.0
Dean Garrett,32,C,MIN,49,1054,92,13.6,13.4,0.066,0.066,0.192,0.125,33.0,0.0
Anthony Peeler,29,SG,MIN,28,810,125,11.7,6.7,0.057,0.057,0.096,0.125,28.5,12.0
Robert Traylor,21,C,MIL,49,786,45,17.0,18.8,0.085,0.085,0.296,0.0,47.6,0.0
Ervin Johnson,31,C,MIL,50,1027,92,14.5,11.0,0.073,0.073,0.173,0.0,40.9,0.0
Malik Sealy,28,SF,MIN,31,731,70,11.1,7.8,0.054,0.054,0.112,0.125,27.0,0.0
Michael Curry,30,SF,MIL,50,1146,59,8.7,15.0,0.044,0.044,0.236,0.0,24.6,0.0
Anthony Johnson,24,PG,ATL,49,885,111,10.6,5.4,0.066,0.066,0.06,0.231,40.9,13.9
Don Reid,25,PF,DET,47,935,21,12.5,14.3,0.069,0.069,0.129,0.222,40.0,0.0
Aaron McKie,26,SG,PHI,50,959,97,11.4,9.9,0.074,0.074,0.083,0.25,41.4,0.0
Sam Perkins,37,PF,IND,48,789,146,12.1,14.5,0.067,0.067,0.098,0.682,44.2,66.8
Dennis Scott,30,SF,"NYK, MIN",36,738,0,12.4,,"0.029, 0.06",0.047,0.0,0.125,24.0,0.0
Derek Strong,30,PF,ORL,44,695,16,12.1,7.3,0.075,0.075,0.11,0.125,49.5,0.0
Antonio Daniels,23,PG,SAS,47,614,106,16.1,11.3,0.097,0.097,0.089,1.086,71.8,96.7
Pat Garrity,22,PF,PHO,39,538,52,13.0,20.8,0.077,0.077,0.498,0.0,41.6,0.0
Jon Barry,29,SG,SAC,43,736,112,15.9,12.5,0.098,0.098,0.138,0.222,52.9,30.6
Tom Hammonds,31,PF,MIN,49,716,18,9.4,6.2,0.046,0.046,0.089,0.125,23.0,0.0
Stacey Augmon,30,SF,POR,48,874,176,13.0,12.2,0.077,0.077,0.093,0.518,53.9,48.2
Chris Carr,24,SG,"MIN, NJN",39,445,0,13.0,,"0.032, 0.056",0.049,0.0,0.0,17.4,0.0
Bo Outlaw,27,PF,ORL,31,851,83,12.8,9.9,0.08,0.08,0.15,0.125,52.8,0.0
Haywoode Workman,33,PG,MIL,29,815,53,14.1,6.1,0.071,0.071,0.096,0.0,39.8,0.0
Steve Kerr,33,PG,SAS,44,734,97,9.9,6.2,0.059,0.059,0.049,1.086,43.7,0.0
Robert Horry,28,PF,LAL,38,744,177,13.5,12.7,0.062,0.062,0.109,0.25,38.4,27.2
Chris Morris,33,SF,PHO,44,535,10,15.3,19.9,0.091,0.091,0.476,0.0,49.1,0.0
James Robinson,28,PG,"LAC, MIN",31,506,10,8.2,-19.3,"0.069, 0.04",0.053,-0.276,0.125,16.6,0.0
Thurl Bailey,37,PF,UTA,43,543,115,11.5,9.9,0.074,0.074,0.071,0.36,54.8,25.6
Jamie Feick,24,PF,"MIL, NJN",28,852,0,14.2,,"-0.009, 0.061",0.056,0.0,0.0,17.8,0.0
Adam Keefe,28,PF,UTA,44,642,101,12.2,17.3,0.078,0.078,0.125,0.36,57.7,45.0
Roshown McLeod,23,SF,ATL,34,348,49,11.3,22.0,0.071,0.071,0.246,0.231,44.0,0.0
John Crotty,29,PG,"POR, SEA",27,382,0,14.0,,"0.218, 0.07",0.086,0.0,0.0,48.1,0.0
Travis Knight,24,C,LAL,37,525,10,12.8,-14.0,0.058,0.058,-0.12,0.25,36.0,0.0
Kelvin Cato,24,C,POR,43,545,43,14.5,-2.0,0.085,0.085,-0.015,0.518,59.5,0.0
Harvey Grant,33,PF,PHI,47,798,29,6.6,7.5,0.043,0.043,0.063,0.25,24.1,0.0
Ed Gray,23,SG,ATL,30,337,71,4.8,24.1,0.03,0.03,0.27,0.231,18.6,0.0
Jerome Kersey,36,SF,SAS,45,699,152,7.4,7.5,0.044,0.044,0.059,1.086,32.6,64.1
Todd Fuller,24,C,UTA,42,462,105,9.1,5.3,0.058,0.058,0.038,0.36,42.9,13.7
Dominique Wilkins,39,SF,ORL,27,252,3,15.4,17.4,0.096,0.096,0.263,0.125,63.4,0.0
Loy Vaught,30,PF,DET,37,481,15,10.2,12.5,0.056,0.056,0.113,0.222,32.5,0.0
Sam Cassell,29,PG,"NJN, MIL",8,199,102,22.5,21.7,"0.101, 0.113",0.107,0.342,0.0,0.0,0.0
Damon Jones,22,PG,"NJN, BOS",24,344,0,13.3,,"0.062, 0.068",0.065,0,0.0,23.1,0.0
Christian Laettner,29,PF,DET,16,337,123,14.6,18.1,0.081,0.081,0.163,0.222,47.0,36.2
Mark Strickland,28,PF,MIA,32,357,8,14.7,32.5,0.084,0.084,0.351,0.222,55.4,0.0
Bryce Drew,24,PG,HOU,34,441,4,6.6,45.6,0.038,0.038,0.611,0.125,23.6,0.0
Greg Foster,30,PF,UTA,42,458,70,6.3,2.4,0.04,0.04,0.017,0.36,29.6,0.0
Matt Bullard,31,PF,HOU,41,413,8,9.6,48.4,0.055,0.055,0.649,0.125,34.1,0.0
Chris Dudley,33,C,NYK,46,685,294,9.6,8.0,0.073,0.073,0.062,0.708,39.4,43.9
Andrae Patterson,23,PF,MIN,35,284,7,14.5,13.6,0.071,0.071,0.195,0.125,35.5,0.0
B.J. Armstrong,31,PG,"CHH, ORL",32,358,3,12.4,-26.8,"0.065, 0.077",0.073,-0.405,0.125,45.5,0.0
Rex Walters,28,SG,MIA,33,506,13,6.9,2.7,0.039,0.039,0.029,0.222,25.7,0.0
Corie Blount,30,PF,"LAL, CLE",34,530,0,10.1,,"0.037, 0.052",0.046,0.0,0.0,22.9,0.0
Sean Rooks,29,C,LAL,36,315,48,9.1,3.6,0.042,0.042,0.031,0.25,26.0,0.0
Elliot Perry,29,PG,"MIL, NJN",35,290,0,8.4,,"0.137, 0.036",0.05,0.0,0.0,20.8,0.0
Eric Montross,27,C,DET,46,577,70,9.1,4.4,0.05,0.05,0.04,0.222,29.0,0.0
Austin Croshere,23,PF,IND,27,249,1,12.3,107.0,0.068,0.068,0.725,0.682,44.9,0.0
Doug Overton,29,PG,"ORL, NJN, PHI",24,244,0,4.5,,"0.118, 0.045, 0.029",0.057,0.0,0.25,31.0,0.0
Jermaine O'Neal,20,PF,POR,36,311,55,13.6,12.1,0.08,0.08,0.092,0.518,56.0,0.0
Will Perdue,33,C,SAS,37,445,86,11.7,6.9,0.07,0.07,0.055,1.086,51.8,0.0
Terry Dehere,27,SG,"SAC, VAN",26,291,0,8.3,,"0.066, 0.049",0.052,0.0,0.0,12.1,0.0
Voshon Lenard,25,SG,MIA,12,190,57,12.0,29.6,0.068,0.068,0.32,0.222,0.0,0.0
Scot Pollard,23,C,SAC,16,259,74,18.0,13.9,0.111,0.111,0.153,0.222,59.9,0.0
Gerald Brown,23,SG,PHO,33,236,1,7.3,93.6,0.043,0.043,2.239,0.0,23.2,0.0
Tyronn Lue,21,PG,LAL,15,188,33,11.2,10.3,0.051,0.051,0.088,0.25,0.0,0.0
Joe Kleine,37,C,PHO,31,374,5,6.6,29.4,0.039,0.039,0.703,0.0,21.1,0.0
Ruben Patterson,23,SF,LAL,24,144,5,14.3,-19.4,0.065,0.065,-0.166,0.25,0.0,0.0
Carl Herrera,32,PF,"VAN, DEN",28,307,0,8.2,,"-0.01, 0.051",0.042,0,0.0,12.0,0.0
Earl Boykins,22,PG,"NJN, CLE",22,221,0,6.5,,"0.04, 0.033",0.035,0,0.0,14.1,0.0
Derrick McKey,32,SF,IND,13,244,245,12.2,10.1,0.068,0.068,0.068,0.682,44.9,46.4
Mark West,38,C,ATL,49,499,68,6.5,-1.4,0.041,0.041,-0.016,0.231,25.4,0.0
Charles O'Bannon,23,SG,DET,18,165,9,13.3,7.7,0.074,0.074,0.069,0.222,0.0,0.0
Keith Askins,31,SF,MIA,33,415,27,3.5,0.3,0.02,0.02,0.003,0.222,13.2,0.0
Antoine Carr,37,PF,HOU,18,152,37,8.9,-3.2,0.051,0.051,-0.043,0.125,0.0,0.0
Corey Beck,27,PG,"DET, CHH",24,180,0,9.7,,"0.07, 0.047",0.055,0.0,0.0,0.0,0.0
Duane Causwell,30,C,MIA,19,137,20,8.1,17.3,0.046,0.046,0.187,0.222,0.0,0.0
Jacque Vaughn,23,PG,UTA,19,87,6,13.3,25.7,0.085,0.085,0.185,0.36,0.0,0.0
Rodrick Rhodes,25,SG,"HOU, VAN",13,156,0,0.8,,"0.002, 0.005",0.004,0.0,0.0,0.0,0.0
Nazr Mohammed,21,C,PHI,26,121,3,10.0,0.0,0.065,0.065,0.0,0.25,0.0,0.0
Jeff Sheppard,24,SG,ATL,18,185,12,8.7,8.5,0.054,0.054,0.095,0.231,0.0,0.0
Michael Hawkins,26,PG,SAC,24,203,10,7.2,4.5,0.044,0.044,0.05,0.222,23.8,0.0
Brian Evans,25,SF,"NJN, MIN",16,145,0,3.1,,"0.051, 0.015",0.04,0.0,0.125,0.0,0.0
Jerald Honeycutt,24,PF,"MIL, PHI",16,102,12,5.0,-12.2,"0.001, 0.033",0.027,-0.103,0.25,0.0,0.0
Danny Schayes,39,C,ORL,19,143,8,1.9,-5.2,0.012,0.012,-0.079,0.125,0.0,0.0
Jerome James,23,C,SAC,16,42,4,11.4,43.5,0.07,0.07,0.48,0.222,0.0,0.0
Gerard King,26,SF,SAS,19,63,14,13.6,11.5,0.082,0.082,0.091,1.086,0.0,0.0
Fred Hoiberg,26,SG,IND,12,87,20,4.0,19.9,0.022,0.022,0.135,0.682,0.0,0.0
Rick Brunson,26,PG,NYK,17,95,18,6.2,0.9,0.047,0.047,0.007,0.708,0.0,0.0
Stanley Roberts,28,C,HOU,6,33,20,9.7,-4.9,0.055,0.055,-0.066,0.125,0.0,0.0
Scott Williams,30,C,"PHI, MIL",7,46,0,12.2,,"-0.008, 0.061",0.041,0.0,0.0,0.0,0.0
Rick Mahorn,40,PF,PHI,16,127,29,1.5,5.9,0.01,0.01,0.05,0.25,0.0,0.0
Kevin Ollie,26,PG,"SAC, ORL",8,72,0,-2.8,,"0.025, -0.017",0.02,0.0,0.125,0.0,0.0
Randy Livingston,23,PG,PHO,1,22,24,27.2,22.5,0.161,0.161,0.538,0.0,0.0,0.0
Herb Williams,40,C,NYK,6,34,16,12.2,-4.8,0.092,0.092,-0.038,0.708,0.0,0.0
William Cunningham,24,C,"TOR, NJN",16,162,0,0.5,,"0.0, 0.002",0.002,0,0.0,0.0,0.0
Paul Grant,25,C,"MIN, MIL",6,13,0,10.9,,"-0.07, 0.055",-0.028,0.0,0.0,0.0,0.0
