Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Kobe Bryant,27,SG,LAL,80,3277,28.0,19.9,0.16,0.16,0.207,0.273,87.8,56.5
LeBron James,21,SF,CLE,79,3361,28.1,23.2,0.157,0.157,0.198,0.447,95.8,88.5
Gilbert Arenas,24,PG,WAS,80,3384,23.8,26.4,0.125,0.125,0.282,0.2,64.0,56.4
Dirk Nowitzki,27,PF,DAL,81,3089,28.1,26.8,0.134,0.134,0.192,0.726,98.1,139.4
Carmelo Anthony,21,SF,DEN,80,2941,22.0,10.7,0.107,0.107,0.159,0.111,57.5,17.6
Dwyane Wade,24,SG,MIA,75,2892,27.6,26.9,0.135,0.135,0.229,0.881,85.6,201.7
Michael Redd,26,SG,MIL,80,3130,21.2,28.4,0.127,0.127,0.291,0.111,62.0,32.3
Elton Brand,26,PF,LAC,79,3099,26.5,26.4,0.134,0.134,0.206,0.475,76.8,97.8
Vince Carter,29,SG,NJN,79,2906,21.6,26.8,0.146,0.146,0.277,0.347,87.3,96.1
Shawn Marion,27,PF,PHO,81,3263,23.6,20.9,0.142,0.142,0.178,0.525,93.6,93.4
Mike Bibby,27,PG,SAC,82,3167,17.9,12.3,0.103,0.103,0.118,0.2,55.3,23.6
Antawn Jamison,29,SF,WAS,82,3288,17.7,15.2,0.093,0.093,0.162,0.2,47.6,32.4
Pau Gasol,25,PF,MEM,80,3135,22.7,17.5,0.12,0.12,0.29,0.0,71.8,0.0
Richard Hamilton,27,SG,DET,80,2825,18.2,15.0,0.092,0.092,0.107,0.573,71.8,61.3
Richard Jefferson,25,SF,NJN,78,3059,18.9,20.1,0.128,0.128,0.208,0.347,76.5,72.2
Ricky Davis,26,SF,"BOS, MIN",78,3207,15.2,,"0.077, 0.072",0.075,0,0.0,30.0,0.0
Tony Parker,23,PG,SAS,80,2715,20.8,17.5,0.101,0.101,0.128,0.447,77.6,57.2
Chauncey Billups,29,PG,DET,81,2925,23.4,19.1,0.118,0.118,0.137,0.573,92.0,78.5
Steve Nash,31,PG,PHO,79,2796,23.3,21.3,0.141,0.141,0.181,0.525,92.9,95.0
Tim Duncan,29,PF,SAS,80,2784,23.1,30.4,0.112,0.112,0.222,0.447,86.0,99.2
Jason Terry,28,PG,DAL,80,2798,18.4,16.1,0.088,0.088,0.115,0.726,64.4,83.5
Wally Szczerbiak,28,SF,"MIN, BOS",72,2729,17.2,,"0.086, 0.083",0.085,0,0.0,34.0,0.0
Ben Gordon,22,SG,CHI,80,2482,14.5,12.8,0.084,0.084,0.138,0.2,42.0,27.6
Sam Cassell,36,PG,LAC,78,2653,18.5,18.5,0.094,0.094,0.144,0.475,53.9,68.4
Stephen Jackson,27,SG,IND,81,2910,13.6,7.7,0.068,0.068,0.093,0.2,34.0,18.6
Caron Butler,25,SF,WAS,75,2708,17.0,15.6,0.089,0.089,0.167,0.2,45.6,33.4
Kirk Hinrich,25,PG,CHI,81,2955,15.5,16.7,0.09,0.09,0.18,0.2,45.0,36.0
Zydrunas Ilgauskas,30,C,CLE,78,2283,21.9,15.2,0.122,0.122,0.13,0.447,74.4,58.1
Rasheed Wallace,31,PF,DET,80,2780,17.6,13.1,0.089,0.089,0.094,0.573,69.4,53.9
Lamar Odom,26,PF,LAL,80,3221,17.0,17.4,0.097,0.097,0.181,0.273,53.3,49.4
Brad Miller,29,C,SAC,79,2923,17.5,12.6,0.101,0.101,0.121,0.2,54.2,24.2
Shaquille O'Neal,33,C,MIA,59,1806,24.4,19.9,0.12,0.12,0.17,0.881,76.1,149.8
Cuttino Mobley,30,SG,LAC,79,2979,13.1,9.6,0.066,0.066,0.075,0.475,37.8,35.6
Raja Bell,29,SG,PHO,79,2959,12.9,12.1,0.078,0.078,0.103,0.525,51.4,54.1
Tayshaun Prince,25,SF,DET,82,2898,14.8,17.0,0.074,0.074,0.122,0.573,57.7,69.9
Andre Miller,29,PG,DEN,82,2937,16.4,15.3,0.08,0.08,0.227,0.111,43.0,25.2
Luol Deng,20,SF,CHI,78,2604,15.8,10.5,0.091,0.091,0.113,0.2,45.5,22.6
Boris Diaw,23,PF,PHO,81,2874,17.3,18.8,0.104,0.104,0.16,0.525,68.5,84.0
Jason Kidd,32,PG,NJN,80,2975,19.2,16.4,0.13,0.13,0.17,0.347,77.7,59.0
Jermaine O'Neal,27,PF,IND,51,1802,20.4,18.6,0.102,0.102,0.224,0.2,51.0,44.8
Mike Miller,25,SG,MEM,74,2268,17.2,9.2,0.091,0.091,0.153,0.0,54.4,0.0
Steve Francis,28,SG,"ORL, NYK",70,2393,13.4,,"0.066, 0.064",0.065,0,0.0,25.2,0.0
Bobby Simmons,25,SF,MIL,75,2538,13.8,7.1,0.082,0.082,0.073,0.111,40.0,8.1
Antoine Walker,29,PF,MIA,82,2199,14.4,10.6,0.071,0.071,0.09,0.881,45.0,79.3
Metta World Peace,26,SF,"IND, SAC",56,2207,14.1,16.3,"0.09, 0.081",0.084,"0.0, 0.157",0.2,43.9,31.4
Smush Parker,24,PG,LAL,82,2773,13.4,6.4,0.077,0.077,0.067,0.273,42.3,18.3
Chris Kaman,23,C,LAC,78,2560,15.0,12.6,0.076,0.076,0.098,0.475,43.5,46.6
Josh Howard,25,SF,DAL,59,1915,19.3,16.3,0.092,0.092,0.117,0.726,67.3,84.9
Mark Blount,30,C,"BOS, MIN",81,2240,12.1,,"0.058, 0.057",0.057,0,0.0,23.1,0.0
Shareef Abdur-Rahim,29,PF,SAC,72,1961,17.2,11.3,0.099,0.099,0.109,0.2,53.2,21.8
Jalen Rose,33,SG,"TOR, NYK",72,1983,14.5,,"0.073, 0.069",0.072,0,0.0,22.3,0.0
