Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
George Gervin,27,SG,SAS,78,2934,24.0,28.2,0.142,0.142,1.0,0.143,71.0,143.0
Moses Malone,24,C,HOU,82,3140,24.1,24.9,0.132,0.132,0.273,0.182,66.0,49.7
Julius Erving,29,SF,PHI,78,2812,25.4,22.5,0.15,0.15,0.182,0.8,108.0,145.6
Kareem Abdul-Jabbar,32,C,LAL,82,3143,25.3,27.9,0.145,0.145,0.245,0.99,106.1,242.6
Elvin Hayes,34,PF,WSB,81,3183,17.2,13.5,0.089,0.089,0,0.0,42.4,0.0
Otis Birdsong,24,SG,KCK,82,2885,18.5,19.0,0.106,0.106,0.286,0.143,60.7,40.9
Gus Williams,26,PG,SEA,82,2969,20.6,21.7,0.134,0.134,0.163,0.484,91.5,78.9
Paul Westphal,29,SG,PHO,82,2665,21.1,18.8,0.123,0.123,0.137,0.267,82.5,36.6
Larry Bird,23,PF,BOS,82,2955,20.5,18.3,0.116,0.116,0.145,0.554,86.3,80.3
Marques Johnson,23,SF,MIL,77,2686,22.0,14.6,0.121,0.121,0.134,0.327,72.4,43.8
Jamaal Wilkes,26,SF,LAL,82,3111,17.6,15.8,0.101,0.101,0.139,0.99,73.9,137.6
Walter Davis,25,SF,PHO,75,2309,21.3,18.3,0.124,0.124,0.133,0.267,83.2,35.5
Larry Kenon,27,PF,SAS,78,2798,17.2,3.5,0.102,0.102,0.124,0.143,51.0,0.0
John Drew,25,SF,ATL,80,2306,17.8,12.2,0.098,0.098,0.115,0.133,59.8,15.3
Calvin Natt,23,SF,"NJN, POR",78,2857,19.8,10.3,"0.082, 0.091",0.085,0.18,0.143,36.6,0.0
Dennis Johnson,25,SG,SEA,81,2937,15.9,12.7,0.103,0.103,0.095,0.484,70.3,46.0
Calvin Murphy,31,SG,HOU,76,2676,16.8,14.9,0.092,0.092,0.163,0.182,46.0,29.7
Eddie Johnson,24,SG,ATL,79,2622,18.0,18.8,0.1,0.1,0.177,0.133,61.0,23.5
Norm Nixon,24,PG,LAL,82,3226,14.9,14.4,0.086,0.086,0.126,0.99,63.0,124.7
Junior Bridgeman,26,SF,MIL,81,2316,17.1,8.6,0.094,0.094,0.079,0.327,56.2,25.8
Truck Robinson,28,PF,PHO,82,2710,15.3,8.6,0.089,0.089,0.063,0.267,59.7,0.0
Magic Johnson,20,SG,LAL,77,2795,20.6,22.1,0.118,0.118,0.194,0.99,86.4,192.1
James Silas,30,PG,SAS,77,2293,16.7,16.4,0.099,0.099,0.582,0.143,49.5,0.0
Cedric Maxwell,24,SF,BOS,80,2744,19.0,21.8,0.107,0.107,0.173,0.554,79.6,95.8
Dan Roundfield,26,PF,ATL,81,2588,19.7,20.0,0.109,0.109,0.188,0.133,66.5,25.0
Phil Ford,23,PG,KCK,82,2621,16.5,17.1,0.094,0.094,0.257,0.143,53.9,36.8
Alex English,26,SF,"IND, DEN",78,2401,18.5,,"0.105, 0.094",0.102,0,0.0,43.4,0.0
Brian Winters,27,SG,MIL,80,2623,14.8,13.6,0.082,0.082,0.125,0.327,49.0,40.9
Scott Wedman,27,SF,KCK,68,2347,16.9,19.4,0.097,0.097,0.292,0.143,55.6,41.8
Ron Brewer,24,SG,POR,82,2815,13.2,11.5,0.061,0.061,0.201,0.143,28.2,28.7
Greg Ballard,25,SF,WSB,82,2438,18.1,3.4,0.094,0.094,0,0.0,44.7,0.0
Tom Owens,30,C,POR,76,2337,18.1,15.4,0.083,0.083,0.269,0.143,38.4,0.0
Bob Lanier,31,C,"DET, MIL",63,2131,20.5,20.9,"0.097, 0.113",0.104,0.192,0.327,39.0,0.0
Darryl Dawkins,23,C,PHI,80,2541,14.6,17.2,0.086,0.086,0.139,0.8,61.9,111.2
Jack Sikma,24,C,SEA,82,2793,16.5,11.9,0.107,0.107,0.089,0.484,73.1,43.1
Tiny Archibald,31,PG,BOS,80,2864,15.3,13.2,0.086,0.086,0.105,0.554,64.0,58.2
Alvan Adams,25,C,PHO,75,2168,19.2,21.9,0.112,0.112,0.16,0.267,75.2,42.7
Kermit Washington,28,PF,POR,80,2657,18.2,13.6,0.084,0.084,0.238,0.143,38.9,34.0
