Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Darren Collison,23,PG,IND,79,2360,15.6,11.9,0.082,0.082,0.183,0.111,37.0,20.3
Carlos Boozer,29,C,CHI,59,1882,18.8,15.2,0.111,0.111,0.114,0.56,83.9,63.8
Andre Miller,34,PG,POR,81,2650,17.8,18.9,0.096,0.096,0.174,0.2,56.2,34.8
Lou Williams,24,SG,PHI,75,1747,18.9,12.9,0.117,0.117,0.148,0.111,58.5,16.4
Roy Hibbert,24,C,IND,81,2244,15.9,12.4,0.084,0.084,0.19,0.111,37.9,21.1
Tim Duncan,34,C,SAS,76,2156,21.9,15.5,0.108,0.108,0.141,0.2,80.4,28.2
Vince Carter,34,SG,"ORL, PHO",73,2051,14.2,,"0.077, 0.06",0.065,0.0,0.0,35.2,0.0
Shawn Marion,32,SF,DAL,80,2253,17.0,15.1,0.076,0.076,0.109,0.952,52.8,103.8
James Harden,21,SG,OKC,82,2189,16.4,19.1,0.081,0.081,0.139,0.533,54.4,74.1
Jeff Green,24,SF,"OKC, BOS",75,2427,12.9,9.9,"0.064, 0.054",0.061,"0.0, 0.091",0.4,40.8,36.4
Jameer Nelson,28,PG,ORL,76,2319,15.4,15.4,0.074,0.074,0.18,0.2,46.9,36.0
Nicolas Batum,22,SF,POR,80,2522,14.8,10.3,0.08,0.08,0.095,0.2,46.8,19.0
Danilo Gallinari,22,SF,"NYK, DEN",62,2104,15.9,11.9,"0.065, 0.068",0.066,"0.0, 0.154",0.111,35.1,17.1
J.R. Smith,25,SF,DEN,79,1968,16.4,12.0,0.071,0.071,0.155,0.111,43.3,0.0
Marc Gasol,26,C,MEM,81,2586,16.8,18.9,0.078,0.078,0.144,0.447,43.8,64.4
Andre Iguodala,27,SF,PHI,67,2469,17.2,14.4,0.107,0.107,0.165,0.111,53.5,18.3
Ty Lawson,23,PG,DEN,80,2103,17.9,20.1,0.077,0.077,0.26,0.111,47.0,28.9
Marcus Thornton,23,SG,"NOH, SAC",73,1775,18.2,,"0.072, 0.097",0.081,0.0,0.0,36.0,0.0
Glen Davis,25,C,BOS,78,2298,12.8,5.2,0.054,0.054,0.048,0.4,36.9,19.2
Carl Landry,27,PF,"SAC, NOH",76,2008,15.2,14.4,"0.078, 0.078",0.078,0.174,0.2,29.2,0.0
Richard Jefferson,30,SF,SAS,81,2459,12.4,7.7,0.061,0.061,0.07,0.2,45.4,14.0
George Hill,24,PG,SAS,76,2148,14.6,15.6,0.072,0.072,0.142,0.2,53.6,28.4
Arron Afflalo,25,SG,DEN,69,2324,13.6,7.9,0.059,0.059,0.102,0.111,36.0,0.0
Toney Douglas,24,SG,NYK,81,1971,15.2,10.5,0.064,0.064,0.183,0.0,32.8,0.0
Brandon Bass,25,PF,ORL,76,1980,15.9,13.2,0.076,0.076,0.155,0.2,48.2,31.0
Marco Belinelli,24,SG,NOH,80,1957,12.1,6.5,0.062,0.062,0.079,0.2,34.8,15.8
Trevor Ariza,25,SF,NOH,75,2600,11.3,15.1,0.058,0.058,0.183,0.2,32.5,36.6
Marcin Gortat,26,C,"ORL, PHO",80,2032,18.8,,"0.065, 0.079",0.075,0.0,0.0,39.4,0.0
Mo Williams,28,PG,"CLE, LAC",58,1788,14.0,,"0.062, 0.067",0.064,0,0.0,18.8,0.0
Serge Ibaka,21,PF,OKC,82,2216,17.7,15.2,0.087,0.087,0.11,0.533,58.4,58.6
O.J. Mayo,23,SG,MEM,71,1869,12.6,12.5,0.059,0.059,0.095,0.447,33.1,42.5
Landry Fields,22,SG,NYK,82,2541,13.5,0.3,0.057,0.057,0.005,0.0,29.2,0.0
Gary Neal,26,SG,SAS,80,1685,13.1,11.3,0.065,0.065,0.103,0.2,48.4,20.6
Jodie Meeks,23,SG,PHI,74,2062,12.5,11.5,0.078,0.078,0.132,0.111,39.0,14.7
J.J. Barea,26,PG,DAL,81,1669,14.8,16.8,0.066,0.066,0.122,0.952,45.9,116.1
Tyler Hansbrough,25,PF,IND,70,1535,16.4,8.9,0.086,0.086,0.137,0.111,38.8,15.2
Al Harrington,30,PF,DEN,73,1665,12.3,12.8,0.053,0.053,0.166,0.111,32.3,0.0
Baron Davis,31,PG,"LAC, CLE",58,1649,19.3,,"0.078, 0.086",0.08,0,0.0,27.7,0.0
Gilbert Arenas,29,PG,"WAS, ORL",70,1796,8.6,15.9,"0.057, 0.041",0.046,0.186,0.2,23.0,0.0
Tyson Chandler,28,C,DAL,74,2059,18.4,15.2,0.082,0.082,0.11,0.952,57.0,104.7
Emeka Okafor,28,C,NOH,72,2287,16.0,9.2,0.082,0.082,0.111,0.2,46.0,22.2
Kirk Hinrich,30,PG,"WAS, ATL",72,2157,9.8,14.6,"0.055, 0.057",0.056,0.127,0.4,20.5,0.0
Jarrett Jack,27,SG,"TOR, NOH",83,1722,14.6,8.5,"0.057, 0.075",0.072,0.103,0.2,37.9,0.0
Darrell Arthur,22,PF,MEM,80,1609,15.7,14.8,0.073,0.073,0.112,0.447,41.0,50.1
Rajon Rondo,24,PG,BOS,68,2527,17.1,16.7,0.072,0.072,0.154,0.4,49.2,61.6
Shannon Brown,25,SG,LAL,82,1568,13.6,14.5,0.076,0.076,0.108,0.286,52.8,30.9
Metta World Peace,31,SF,LAL,82,2410,11.2,15.3,0.063,0.063,0.114,0.286,43.8,32.6
Mike Bibby,32,PG,"ATL, WAS, MIA",80,2285,9.0,3.6,"0.068, 0.004, 0.046",0.06,"0.0, 0.028",0.784,34.5,0.0
Mike Dunleavy,30,SG,IND,61,1683,14.6,14.9,0.077,0.077,0.229,0.111,34.7,0.0
Ryan Anderson,22,PF,ORL,64,1424,19.0,8.3,0.091,0.091,0.097,0.2,57.7,19.4
Kyle Korver,29,SG,CHI,82,1649,13.0,8.9,0.076,0.076,0.067,0.56,57.5,37.5
Marvin Williams,24,SF,ATL,65,1865,13.5,8.9,0.078,0.078,0.078,0.4,41.9,31.2
DeJuan Blair,21,PF,SAS,81,1734,17.1,9.6,0.084,0.084,0.088,0.2,62.5,0.0
Willie Green,29,SG,NOH,77,1674,10.8,6.1,0.056,0.056,0.074,0.2,31.4,0.0
Rashard Lewis,31,SF,"ORL, WAS",57,1824,12.8,,"0.053, 0.052",0.052,0.0,0.0,22.9,0.0
Jerryd Bayless,22,PG,"NOH, TOR",71,1496,14.9,,"0.037, 0.067",0.062,0.0,0.0,18.4,0.0
Tony Allen,29,SG,MEM,72,1494,18.4,10.7,0.086,0.086,0.081,0.447,48.2,36.2
Aaron Brooks,26,PG,"HOU, PHO",59,1284,15.6,,"0.057, 0.066",0.061,0,0.0,30.9,0.0
Jason Kidd,37,PG,DAL,80,2653,14.4,15.7,0.064,0.064,0.114,0.952,44.5,108.5
Shane Battier,32,SF,"HOU, MEM",82,2375,10.6,9.9,"0.063, 0.049",0.059,0.075,0.447,31.5,0.0
Andrew Bynum,23,C,LAL,54,1500,21.1,20.6,0.119,0.119,0.154,0.286,82.7,44.0
Brandon Rush,25,SG,IND,67,1754,10.6,11.1,0.056,0.056,0.17,0.111,25.3,0.0
JJ Redick,26,SG,ORL,59,1513,12.8,5.8,0.061,0.061,0.068,0.2,38.7,13.6
Spencer Hawes,22,C,PHI,81,1718,12.8,8.1,0.08,0.08,0.093,0.111,40.0,0.0
Brandon Roy,26,SG,POR,47,1310,13.9,16.3,0.075,0.075,0.15,0.2,43.9,30.0
Sam Young,25,SF,MEM,78,1577,12.5,10.3,0.058,0.058,0.078,0.447,32.5,34.9
Taj Gibson,25,PF,CHI,80,1742,14.3,16.5,0.084,0.084,0.124,0.56,63.5,69.4
Evan Turner,22,SG,PHI,78,1797,10.8,17.3,0.067,0.067,0.198,0.111,33.5,0.0
Joakim Noah,25,C,CHI,48,1576,18.8,16.9,0.111,0.111,0.127,0.56,83.9,71.1
Derek Fisher,36,PG,LAL,82,2297,8.9,12.4,0.05,0.05,0.093,0.286,34.8,26.6
Corey Brewer,24,SG,"MIN, DAL",69,1510,17.6,12.9,"0.054, 0.078",0.059,0.093,0.952,19.3,0.0
Nazr Mohammed,33,C,"CHA, OKC",75,1280,16.0,5.6,"0.073, 0.079",0.075,0.041,0.533,37.6,0.0
Josh McRoberts,23,PF,IND,72,1597,16.0,10.3,0.084,0.084,0.158,0.111,37.9,0.0
Derrick Favors,19,PF,"NJN, UTA",78,1535,16.8,,"0.053, 0.081",0.061,0,0.0,22.0,0.0
Al Thornton,27,PF,"WAS, GSW",71,1383,11.3,,"0.048, 0.051",0.049,0,0.0,16.2,0.0
Ronnie Brewer,25,SG,CHI,81,1781,13.8,13.7,0.081,0.081,0.103,0.56,61.2,57.7
Jordan Crawford,22,SG,"ATL, WAS",42,1027,12.6,,"0.044, 0.051",0.048,0.0,0.0,17.8,0.0
Dante Cunningham,23,PF,"POR, CHA",78,1637,13.1,,"0.051, 0.06",0.054,0.0,0.0,28.4,0.0
Matt Bonner,30,PF,SAS,66,1432,13.5,11.8,0.067,0.067,0.108,0.2,49.8,21.6
Paul George,20,SG,IND,61,1265,13.0,10.0,0.068,0.068,0.153,0.111,30.7,17.0
James Jones,30,SF,MIA,81,1549,11.1,11.5,0.056,0.056,0.089,0.784,39.6,69.8
Maurice Evans,32,SF,"ATL, WAS",73,1549,10.9,,"0.044, 0.045",0.044,0.0,0.0,19.7,0.0
Shawne Williams,24,PF,NYK,64,1323,12.2,13.7,0.051,0.051,0.239,0.0,26.1,0.0
Mario Chalmers,24,PG,MIA,70,1579,10.3,12.5,0.052,0.052,0.096,0.784,36.8,75.3
Kenyon Martin,33,PF,DEN,48,1233,14.1,12.9,0.061,0.061,0.167,0.111,37.2,18.5
C.J. Watson,26,PG,CHI,82,1091,12.8,10.6,0.075,0.075,0.08,0.56,56.7,44.8
Thabo Sefolosha,26,SG,OKC,79,2049,10.4,10.3,0.051,0.051,0.075,0.533,34.2,40.0
Nate Robinson,26,PG,"BOS, OKC",59,1013,3.3,16.9,"0.043, 0.016",0.041,"0.0, 0.123",0.533,28.1,0.0
Antonio McDyess,36,PF,SAS,73,1387,12.8,7.9,0.063,0.063,0.072,0.2,46.9,14.4
DeShawn Stevenson,29,SG,DAL,72,1158,9.8,7.2,0.044,0.044,0.052,0.952,30.6,49.5
Eddie House,32,SG,MIA,56,978,11.9,0.3,0.06,0.06,0.002,0.784,42.4,0.0
Jeff Teague,22,PG,ATL,70,963,14.6,17.3,0.085,0.085,0.151,0.4,45.6,60.4
Zydrunas Ilgauskas,35,C,MIA,72,1145,12.8,10.7,0.065,0.065,0.082,0.784,46.0,64.3
Keith Bogans,30,SG,CHI,82,1461,9.0,9.3,0.053,0.053,0.07,0.56,40.1,39.2
Matt Barnes,30,SF,LAL,53,1020,14.6,9.7,0.082,0.082,0.072,0.286,57.0,20.6
Patty Mills,22,PG,POR,64,783,13.0,-26.8,0.07,0.07,-0.247,0.2,41.0,0.0
Zaza Pachulia,26,C,ATL,79,1244,12.4,9.9,0.072,0.072,0.086,0.4,38.7,34.4
Eric Maynor,23,PG,OKC,82,1200,11.7,13.3,0.058,0.058,0.097,0.533,38.9,51.7
Marreese Speights,23,C,PHI,64,734,15.3,-6.0,0.095,0.095,-0.069,0.111,47.5,0.0
Shaquille O'Neal,38,C,BOS,37,752,17.4,1.3,0.073,0.073,0.012,0.4,49.9,0.0
Jason Smith,24,C,NOH,77,1102,10.8,6.3,0.056,0.056,0.076,0.2,31.4,0.0
Alonzo Gee,23,SG,"SAS, WAS, CLE",56,1118,11.1,,"-0.01, 0.04, 0.05",0.043,0.0,0.0,9.8,0.0
Nick Collison,30,C,OKC,71,1524,10.8,16.2,0.053,0.053,0.118,0.533,35.6,62.9
Gary Forbes,25,SF,DEN,63,791,11.7,-12.4,0.05,0.05,-0.161,0.111,30.5,0.0
A.J. Price,24,PG,IND,50,795,10.7,14.4,0.056,0.056,0.221,0.111,25.3,0.0
Brendan Haywood,31,C,DAL,72,1331,11.7,10.7,0.052,0.052,0.077,0.952,36.1,73.3
Steve Blake,30,PG,LAL,79,1581,7.5,8.0,0.042,0.042,0.06,0.286,29.2,17.2
Anthony Randolph,21,C,"NYK, MIN",40,590,18.5,,"0.032, 0.097",0.069,0.0,0.0,18.5,0.0
Henry Walker,23,SG,NYK,61,784,11.3,4.2,0.047,0.047,0.073,0.0,24.1,0.0
Dahntay Jones,30,SG,IND,45,589,13.7,13.1,0.072,0.072,0.201,0.111,32.5,0.0
Tiago Splitter,26,C,SAS,60,738,16.0,21.1,0.079,0.079,0.192,0.2,58.8,0.0
Marcus Camby,36,C,POR,59,1540,14.8,13.1,0.08,0.08,0.121,0.2,46.8,24.2
James Johnson,23,SF,"CHI, TOR",38,822,13.2,,"0.052, 0.06",0.057,0.0,0.0,24.0,0.0
D.J. White,24,C,"OKC, CHA",47,685,17.7,,"0.05, 0.082",0.066,0.0,0.0,33.8,0.0
Ronny Turiaf,28,C,NYK,64,1141,13.6,17.2,0.057,0.057,0.3,0.0,29.2,0.0
Jamario Moon,30,SF,"CLE, LAC",59,1042,8.4,,"0.048, 0.04",0.045,0,0.0,12.6,0.0
Chris Andersen,32,C,DEN,45,732,19.0,19.1,0.082,0.082,0.247,0.111,50.0,0.0
Quentin Richardson,30,SF,ORL,57,955,8.1,10.7,0.039,0.039,0.125,0.2,24.7,0.0
Daequan Cook,23,SG,OKC,43,598,12.8,8.2,0.063,0.063,0.06,0.533,42.3,32.0
Mike Miller,30,SG,MIA,41,838,9.7,8.4,0.049,0.049,0.065,0.784,34.6,51.0
Josh Powell,28,PF,ATL,54,653,8.0,5.7,0.046,0.046,0.05,0.4,24.7,0.0
T.J. Ford,27,PG,IND,41,773,9.9,21.9,0.052,0.052,0.336,0.111,23.5,0.0
Jermaine Taylor,24,SG,"HOU, SAC",34,483,12.0,,"0.065, 0.064",0.064,0,0.0,22.4,0.0
Rasual Butler,31,SG,"LAC, CHI",47,770,14.5,23.5,"0.028, 0.085",0.035,0.176,0.56,17.7,0.0
Acie Law,26,PG,"MEM, GSW",51,726,11.3,,"0.002, 0.051",0.04,0.0,0.0,17.8,0.0
Kurt Thomas,38,PF,CHI,52,1178,10.0,13.4,0.059,0.059,0.101,0.56,44.6,0.0
Luke Harangody,23,PF,"BOS, CLE",49,640,11.0,,"0.036, 0.049",0.042,0.0,0.0,18.9,0.0
Quincy Pondexter,22,SF,NOH,66,734,8.5,-10.0,0.044,0.044,-0.121,0.2,24.7,0.0
Jeff Foster,34,C,IND,56,940,14.3,10.2,0.075,0.075,0.156,0.111,33.8,0.0
Derrick Brown,23,SF,"CHA, NYK",49,576,16.0,,"0.057, 0.067",0.059,0.0,0.0,25.4,0.0
Von Wafer,25,SG,BOS,58,553,10.6,-13.5,0.044,0.044,-0.124,0.4,30.1,0.0
Damien Wilkins,31,SF,ATL,52,676,11.4,17.9,0.066,0.066,0.156,0.4,35.4,0.0
Kendrick Perkins,26,C,"BOS, OKC",29,742,9.1,6.1,"0.043, 0.045",0.044,"0.0, 0.044",0.533,29.9,23.5
Ian Mahinmi,24,C,DAL,56,488,13.7,7.5,0.061,0.061,0.054,0.952,42.4,0.0
Semih Erden,24,C,"BOS, CLE",41,595,6.2,,"0.045, 0.028",0.043,0.0,0.0,28.4,0.0
Earl Clark,23,SF,"PHO, ORL",42,464,9.9,44.4,"0.048, 0.047",0.047,0.52,0.2,28.4,0.0
Kosta Koufos,21,C,"MIN, DEN",50,434,20.3,43.8,"0.055, 0.087",0.062,0.567,0.111,20.6,0.0
Leon Powe,27,C,"CLE, MEM",30,328,17.8,12.8,"0.058, 0.083",0.071,0.097,0.447,31.1,0.0
Joel Anthony,28,C,MIA,75,1463,7.3,7.6,0.037,0.037,0.059,0.784,26.2,46.3
Brian Cardinal,33,SF,DAL,56,618,9.7,7.3,0.043,0.043,0.053,0.952,29.9,0.0
Brandan Wright,23,PF,"GSW, NJN",37,379,15.5,,"0.073, 0.066",0.07,0,0.0,26.6,0.0
Juwan Howard,37,PF,MIA,57,592,8.4,9.0,0.043,0.043,0.069,0.784,30.4,0.0
Delonte West,27,PG,BOS,24,453,12.3,10.5,0.051,0.051,0.097,0.4,34.8,38.8
David Andersen,30,PF,"TOR, NOH",40,373,8.9,,"0.062, 0.046",0.05,0.0,0.2,23.3,0.0
Aaron Gray,26,C,NOH,41,531,11.0,9.6,0.057,0.057,0.116,0.2,32.0,0.0
Jermaine O'Neal,32,C,BOS,24,431,9.2,11.9,0.038,0.038,0.109,0.4,26.0,43.6
Rodney Carney,26,SF,"GSW, MEM",27,336,20.4,,"0.048, 0.095",0.051,0.0,0.447,23.5,0.0
Chris Duhon,28,PG,ORL,51,774,5.6,53.8,0.027,0.027,0.63,0.2,17.1,0.0
Dan Gadzuric,32,PF,"GSW, NJN",42,463,9.1,,"0.046, 0.038",0.043,0,0.0,17.2,0.0
Sundiata Gaines,24,PG,"MIN, TOR, NJN",24,301,15.3,,"0.026, 0.042, 0.065",0.046,0,0.0,12.5,0.0
Armon Johnson,21,PG,POR,38,277,9.3,,0.05,0.05,0,0.2,29.2,0.0
Anthony Carter,35,PG,"DEN, NYK",33,463,11.1,18.0,"0.023, 0.047",0.037,"0.0, 0.314",0.0,19.8,0.0
Troy Murphy,30,PF,"NJN, BOS",35,466,10.1,13.8,"0.028, 0.042",0.035,0.127,0.4,18.2,0.0
Terrence Williams,23,SG,"NJN, HOU",21,290,8.6,,"0.026, 0.042",0.034,0,0.0,15.2,0.0
Udonis Haslem,30,PF,MIA,13,345,12.7,7.1,0.064,0.064,0.055,0.784,45.2,43.1
Steve Novak,27,SF,"DAL, SAS",30,215,17.7,2.5,"0.087, 0.087",0.087,"0.0, 0.023",0.2,63.7,0.0
Ish Smith,22,PG,"HOU, MEM",43,442,4.3,22.6,"0.043, 0.02",0.035,0.172,0.447,18.6,0.0
Tony Battie,34,C,PHI,38,377,9.5,8.2,0.059,0.059,0.094,0.111,29.5,0.0
Jason Collins,32,C,ATL,49,593,5.4,3.8,0.031,0.031,0.033,0.4,16.6,13.2
Othyus Jeffers,25,SG,"SAS, WAS",17,322,13.7,,"-0.002, 0.056",0.053,0.0,0.0,14.7,0.0
Hilton Armstrong,26,C,"WAS, ATL",53,488,10.1,6.4,"0.035, 0.059",0.04,0.056,0.4,14.8,0.0
Luke Walton,30,SF,LAL,54,484,5.1,-46.7,0.029,0.029,-0.349,0.286,20.2,0.0
Earl Barron,29,C,"PHO, MIL, POR",21,305,3.8,,"0.006, 0.093, 0.02",0.036,0,0.2,16.0,0.0
Hamed Haddadi,25,C,MEM,31,168,19.7,11.7,0.092,0.092,0.089,0.447,0.0,0.0
Roger Mason,30,SG,NYK,26,319,7.1,10.4,0.03,0.03,0.181,0.0,15.4,0.0
Jared Jeffries,29,PF,"HOU, NYK",42,601,7.6,16.8,"0.046, 0.032",0.038,0.293,0.0,19.7,0.0
Joel Przybilla,31,C,"POR, CHA",36,519,0.3,,"0.039, 0.001",0.034,0.0,0.0,19.7,0.0
D.J. Mbenga,30,C,NOH,41,330,9.7,16.3,0.05,0.05,0.197,0.2,28.0,0.0
Garrett Temple,24,PG,"SAS, MIL, CHA",24,230,6.4,,"0.003, 0.017, 0.03",0.022,0.0,0.0,9.2,0.0
Hasheem Thabeet,23,C,"MEM, HOU",47,373,-13.6,,"0.023, -0.066",0.019,0.0,0.0,10.9,0.0
Danny Green,23,SG,SAS,8,92,13.2,26.0,0.065,0.065,0.237,0.2,0.0,0.0
Royal Ivey,29,SG,OKC,25,155,8.2,57.0,0.04,0.04,0.414,0.533,0.0,0.0
Larry Owens,28,SF,"SAS, WAS",12,143,11.0,,"0.059, 0.045",0.053,0.0,0.0,0.0,0.0
Jamaal Magloire,32,C,MIA,18,158,12.7,8.9,0.064,0.064,0.069,0.784,0.0,0.0
Trey Johnson,26,SG,"TOR, LAL",8,94,16.2,3.2,"0.032, 0.091",0.039,0.024,0.286,0.0,0.0
Etan Thomas,32,C,ATL,13,82,15.1,-9.2,0.088,0.088,-0.08,0.4,0.0,0.0
Malik Allen,32,PF,ORL,18,178,3.3,-5.7,0.016,0.016,-0.067,0.2,0.0,0.0
Jarron Collins,32,C,"LAC, POR",28,181,0.0,,"0.009, 0.0",0.007,0.0,0.2,0.0,0.0
DeMarre Carroll,24,PF,"MEM, HOU",12,50,-4.5,,"0.058, -0.022",0.025,0.0,0.0,0.0,0.0
Joe Smith,35,PF,"NJN, LAL",16,69,2.1,-5.9,"-0.016, 0.012",0.005,-0.044,0.286,0.0,0.0
Pape Sy,22,SF,ATL,3,21,9.2,31.1,0.053,0.053,0.271,0.4,0.0,0.0
Patrick Ewing,26,SF,NOH,7,19,0.6,75.9,0.003,0.003,0.919,0.2,0.0,0.0
Theo Ratliff,37,C,LAL,10,71,4.4,15.7,0.025,0.025,0.117,0.286,0.0,0.0
