Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Michael Jordan,28,SG,CHI,80,3102,27.7,27.2,0.156,0.156,0.191,0.877,127.5,167.5
Karl Malone,28,PF,UTA,81,3054,25.4,25.0,0.139,0.139,0.22,0.58,93.3,127.6
Chris Mullin,28,SF,GSW,81,3346,19.9,11.2,0.103,0.103,0.165,0.125,69.1,20.6
Patrick Ewing,29,C,NYK,82,3150,22.8,19.9,0.149,0.149,0.195,0.412,92.7,80.3
Clyde Drexler,29,SG,POR,76,2751,23.6,22.8,0.129,0.129,0.207,0.744,89.7,154.0
Tim Hardaway,25,PG,GSW,81,3332,19.1,16.4,0.099,0.099,0.242,0.125,66.4,30.2
Glen Rice,24,SF,MIA,79,3007,17.5,8.1,0.113,0.113,0.225,0.0,52.3,0.0
Scottie Pippen,26,SF,CHI,82,3164,21.5,20.1,0.121,0.121,0.141,0.877,98.9,123.7
Reggie Lewis,26,SG,BOS,82,3070,17.9,23.8,0.08,0.08,0.176,0.471,49.8,82.9
Reggie Miller,26,SG,IND,82,3120,17.6,22.4,0.102,0.102,0.339,0.0,49.8,0.0
Ricky Pierce,32,SG,SEA,78,2658,18.2,15.1,0.099,0.099,0.129,0.323,56.7,41.7
Jeff Malone,30,SG,UTA,81,2922,15.1,14.2,0.082,0.082,0.125,0.58,55.0,72.5
Joe Dumars,28,SG,DET,82,3192,15.4,11.8,0.095,0.095,0.158,0.222,55.6,35.1
Jeff Hornacek,28,SG,PHO,81,3078,18.9,16.0,0.099,0.099,0.13,0.35,64.0,45.5
Danny Manning,25,PF,LAC,82,2904,19.7,19.4,0.108,0.108,0.253,0.222,59.3,56.2
Brad Daugherty,26,C,CLE,73,2643,23.0,20.3,0.12,0.12,0.162,0.552,83.4,89.4
Kevin Johnson,25,PG,PHO,78,2899,19.9,21.3,0.104,0.104,0.173,0.35,67.2,60.5
Chuck Person,27,SF,IND,81,2923,14.5,8.4,0.084,0.084,0.127,0.0,41.0,0.0
Ron Harper,28,SG,LAC,82,3144,15.4,13.6,0.085,0.085,0.177,0.222,46.7,39.3
Terry Porter,28,PG,POR,82,2784,18.1,19.5,0.099,0.099,0.177,0.744,68.8,131.7
Isiah Thomas,30,PG,DET,78,2918,16.0,10.6,0.098,0.098,0.142,0.222,57.3,31.5
Dan Majerle,26,SF,PHO,82,2853,17.8,15.5,0.093,0.093,0.126,0.35,60.1,44.1
Eddie Johnson,32,SF,SEA,81,2366,16.1,17.2,0.088,0.088,0.147,0.323,50.4,47.5
Detlef Schrempf,29,PF,IND,80,2605,19.5,17.9,0.113,0.113,0.271,0.0,55.1,0.0
Larry Nance,32,PF,CLE,81,2880,21.4,17.8,0.112,0.112,0.142,0.552,77.8,78.4
Sean Elliott,23,SF,SAS,82,3120,14.4,15.6,0.069,0.069,0.262,0.0,39.5,0.0
John Stockton,29,PG,UTA,82,3002,22.8,19.4,0.125,0.125,0.17,0.58,83.9,98.6
Rony Seikaly,26,C,MIA,79,2800,16.6,18.4,0.108,0.108,0.511,0.0,50.0,0.0
Derrick Coleman,24,PF,NJN,65,2207,19.5,20.4,0.117,0.117,0.265,0.125,57.1,33.1
Mark Price,27,PG,CLE,72,2138,22.7,19.2,0.118,0.118,0.154,0.552,82.0,85.0
Sedale Threatt,30,PG,LAL,82,3070,16.6,9.8,0.105,0.105,0.13,0.125,55.0,16.2
Byron Scott,30,SG,LAL,82,2679,15.5,19.3,0.098,0.098,0.256,0.125,51.4,32.0
Grant Long,25,PF,MIA,82,3063,15.8,9.5,0.102,0.102,0.264,0.0,47.2,0.0
