Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Michael Jordan,26,SG,CHI,82,3197,31.2,31.7,0.198,0.198,0.28,0.65,132.9,182.0
Karl Malone,26,PF,UTA,82,3122,27.2,19.7,0.186,0.186,0.267,0.222,124.8,59.3
Patrick Ewing,27,C,NYK,82,3165,25.8,25.4,0.148,0.148,0.221,0.3,81.3,66.3
Tom Chambers,30,PF,PHO,81,3046,20.9,14.2,0.107,0.107,0.132,0.58,70.5,76.6
Reggie Miller,24,SG,IND,82,3192,20.8,20.0,0.13,0.13,0.348,0.0,66.6,0.0
Hakeem Olajuwon,27,C,HOU,82,3124,24.1,20.5,0.129,0.129,0.259,0.125,64.5,32.4
David Robinson,24,C,SAS,82,3002,26.3,24.4,0.169,0.169,0.213,0.471,115.4,100.3
Charles Barkley,26,SF,PHI,79,3085,27.1,25.0,0.151,0.151,0.272,0.3,97.5,81.6
Larry Bird,33,SF,BOS,75,2944,21.9,20.7,0.121,0.121,0.229,0.222,76.7,50.8
Terry Cummings,28,PF,SAS,81,2821,19.6,20.1,0.126,0.126,0.175,0.471,86.1,82.4
Magic Johnson,30,PG,LAL,79,2937,26.6,25.0,0.161,0.161,0.195,0.323,123.6,63.0
Kevin McHale,32,PF,BOS,82,2722,21.8,19.7,0.121,0.121,0.218,0.222,76.7,48.4
Clyde Drexler,27,SG,POR,73,2683,22.2,19.0,0.141,0.141,0.158,0.68,101.5,107.4
James Worthy,28,SF,LAL,80,2960,19.8,18.3,0.12,0.12,0.143,0.323,92.2,46.2
Kevin Johnson,23,PG,PHO,74,2782,22.8,21.4,0.117,0.117,0.199,0.58,77.1,115.4
Rolando Blackman,30,SG,DAL,80,2934,17.0,12.4,0.101,0.101,0.23,0.0,57.9,0.0
Hersey Hawkins,23,SG,PHI,82,2856,17.0,18.0,0.095,0.095,0.196,0.3,61.4,58.8
Chuck Person,25,SF,IND,77,2714,16.6,8.9,0.104,0.104,0.155,0.0,53.2,0.0
Isiah Thomas,28,PG,DET,81,2993,17.3,21.0,0.107,0.107,0.177,0.95,77.0,168.2
Derek Harper,28,PG,DAL,82,3007,19.8,13.6,0.118,0.118,0.253,0.0,67.6,0.0
Fat Lever,29,SG,DEN,79,2832,19.9,18.5,0.109,0.109,0.661,0.0,57.1,0.0
Alex English,36,SF,DEN,80,2211,17.9,23.4,0.098,0.098,0.836,0.0,51.4,0.0
Mark Price,25,PG,CLE,73,2706,21.1,22.2,0.109,0.109,0.212,0.222,55.8,47.1
Terry Porter,26,PG,POR,80,2781,20.0,18.5,0.127,0.127,0.154,0.68,91.4,104.7
Otis Thorpe,27,PF,HOU,82,2947,16.1,18.8,0.086,0.086,0.237,0.125,43.0,29.6
Hot Rod Williams,27,PF,CLE,82,2776,19.0,19.9,0.098,0.098,0.19,0.222,50.2,42.2
Ricky Pierce,30,SG,MIL,59,1709,21.9,22.8,0.112,0.112,0.275,0.125,60.1,34.4
Scottie Pippen,24,SF,CHI,82,3148,16.3,18.7,0.104,0.104,0.165,0.65,69.8,107.3
John Stockton,27,PG,UTA,78,2915,23.9,18.0,0.164,0.164,0.244,0.222,110.0,54.2
Reggie Lewis,24,SG,BOS,79,2522,16.8,18.2,0.093,0.093,0.201,0.222,59.0,44.6
Joe Dumars,26,SG,DET,75,2578,17.2,15.2,0.106,0.106,0.128,0.95,76.3,121.6
Kevin Duckworth,25,C,POR,82,2462,13.3,9.0,0.085,0.085,0.075,0.68,61.2,51.0
Jerome Kersey,27,SF,POR,82,2843,15.7,16.1,0.1,0.1,0.134,0.68,72.0,91.1
Willie Anderson,23,SG,SAS,82,2788,15.2,16.2,0.098,0.098,0.141,0.471,66.9,66.4
Rik Smits,23,C,IND,82,2404,18.1,13.5,0.113,0.113,0.235,0.0,57.9,0.0
Armen Gilliam,25,PF,"PHO, CHH",76,2426,16.9,,"0.074, 0.08",0.079,0.0,0.0,24.9,0.0
Detlef Schrempf,27,PF,IND,78,2573,17.6,14.4,0.11,0.11,0.251,0.0,56.3,0.0
Robert Parish,36,C,BOS,79,2396,19.2,19.4,0.106,0.106,0.214,0.222,67.2,47.5
Jay Humphries,27,PG,MIL,81,2818,16.4,14.6,0.084,0.084,0.176,0.125,45.1,0.0
Michael Adams,27,PG,DEN,79,2690,15.4,9.5,0.085,0.085,0.339,0.0,44.5,0.0
Buck Johnson,26,SF,HOU,82,2832,12.9,11.3,0.069,0.069,0.142,0.125,34.5,17.8
Walter Davis,35,SG,DEN,69,1635,18.3,10.6,0.101,0.101,0.379,0.0,52.9,0.0
Sam Perkins,28,SF,DAL,76,2668,17.3,12.1,0.103,0.103,0.225,0.0,59.0,0.0
Byron Scott,28,SG,LAL,77,2593,14.3,13.1,0.087,0.087,0.102,0.323,66.8,32.9
Gerald Wilkins,26,SG,NYK,82,2609,14.3,15.7,0.082,0.082,0.137,0.3,45.0,41.1
James Edwards,34,C,DET,82,2283,13.3,12.8,0.082,0.082,0.108,0.95,59.0,102.6
Jeff Hornacek,26,SG,PHO,67,2278,19.6,17.6,0.1,0.1,0.163,0.58,65.9,94.5
Vern Fleming,27,PG,IND,82,2876,16.3,14.1,0.102,0.102,0.246,0.0,52.2,0.0
Thurl Bailey,28,SF,UTA,82,2583,13.4,17.2,0.092,0.092,0.233,0.222,61.7,51.7
Johnny Dawkins,26,PG,PHI,81,2865,16.0,15.7,0.089,0.089,0.171,0.3,57.5,51.3
Alvin Robertson,27,SG,MIL,81,2599,18.9,19.7,0.096,0.096,0.238,0.125,51.6,29.8
Buck Williams,29,PF,POR,82,2801,14.3,12.4,0.091,0.091,0.103,0.68,65.5,70.0
Mike Gminski,30,C,PHI,81,2659,15.7,12.7,0.088,0.088,0.138,0.3,56.8,41.4
Craig Ehlo,28,SG,CLE,81,2894,14.5,12.5,0.075,0.075,0.119,0.222,38.4,26.4
Mark Aguirre,30,SF,DET,78,2005,15.8,15.1,0.097,0.097,0.127,0.95,69.8,120.6
Eddie Johnson,30,SF,PHO,64,1811,14.9,15.7,0.076,0.076,0.146,0.58,50.1,84.7
Horace Grant,24,PF,CHI,80,2753,16.6,15.4,0.106,0.106,0.136,0.65,71.1,88.4
A.C. Green,26,PF,LAL,82,2709,14.7,17.1,0.089,0.089,0.133,0.323,68.4,43.0
Johnny Newman,26,SF,NYK,80,2277,12.7,11.7,0.073,0.073,0.102,0.3,40.1,30.6
Mitchell Wiggins,30,SG,HOU,66,1852,16.3,9.1,0.087,0.087,0.115,0.125,43.5,0.0
Larry Nance,30,PF,CLE,62,2065,19.1,15.7,0.099,0.099,0.15,0.222,50.7,33.3
Blair Rasmussen,27,C,DEN,81,1995,16.0,14.5,0.088,0.088,0.518,0.0,46.1,0.0
Sleepy Floyd,29,PG,HOU,82,2630,14.2,16.8,0.076,0.076,0.212,0.125,38.0,26.5
Jack Sikma,34,C,MIL,71,2250,14.7,-0.5,0.075,0.075,-0.006,0.125,40.3,-0.8
Bill Laimbeer,32,C,DET,81,2675,15.8,15.3,0.097,0.097,0.129,0.95,69.8,122.6
Antoine Carr,28,PF,"ATL, SAC",77,1727,18.8,,"0.071, 0.117",0.091,0,0.0,34.3,0.0
Kenny Smith,24,PG,"SAC, ATL",79,2421,14.5,,"0.079, 0.075",0.077,0,0.0,28.5,0.0
Ron Anderson,31,SF,PHI,78,2089,13.9,11.6,0.077,0.077,0.126,0.3,49.7,37.8
Charles Oakley,26,PF,NYK,61,2196,15.9,15.9,0.091,0.091,0.138,0.3,50.0,41.4
Rod Strickland,23,PG,"NYK, SAS",82,2140,15.4,13.0,"0.091, 0.099",0.094,"0.0, 0.113",0.471,56.6,53.2
Mark West,29,C,PHO,82,2399,15.7,13.5,0.08,0.08,0.125,0.58,52.7,72.5
Fred Roberts,29,PF,MIL,82,2235,11.6,15.5,0.059,0.059,0.187,0.125,31.7,0.0
John Paxson,29,PG,CHI,82,2365,12.7,7.9,0.081,0.081,0.07,0.65,54.4,45.5
Bill Cartwright,32,C,CHI,71,2160,12.8,6.4,0.081,0.081,0.057,0.65,54.4,37.0
Rick Mahorn,31,PF,PHI,75,2271,13.9,9.0,0.077,0.077,0.098,0.3,49.7,29.4
Sean Elliott,21,SF,SAS,81,2032,12.5,13.0,0.08,0.08,0.113,0.471,54.6,53.2
Mark Jackson,24,PG,NYK,82,2428,14.3,13.4,0.082,0.082,0.117,0.3,45.0,0.0
Dan Majerle,24,SG,PHO,73,2244,13.5,15.7,0.069,0.069,0.146,0.58,45.5,84.7
Vinnie Johnson,33,SG,DET,82,1972,12.9,13.9,0.08,0.08,0.117,0.95,57.6,111.2
Ron Harper,26,SG,"CLE, LAC",35,1367,20.0,,"0.11, 0.107",0.108,0.0,0.0,42.6,0.0
Maurice Cheeks,33,PG,"SAS, NYK",81,2519,17.1,16.2,"0.089, 0.098",0.092,"0.0, 0.141",0.3,58.1,42.3
Orlando Woolridge,30,SF,LAL,62,1421,17.6,17.7,0.107,0.107,0.138,0.323,82.2,44.6
Joe Barry Carroll,31,C,"NJN, DEN",76,1721,13.8,16.5,"0.053, 0.076",0.062,0.589,0.0,22.4,0.0
Roy Tarpley,25,PF,DAL,45,1648,18.0,15.7,0.107,0.107,0.292,0.0,61.3,0.0
Clifford Robinson,23,PF,POR,82,1565,9.3,9.1,0.059,0.059,0.076,0.68,42.5,51.7
Darrell Griffith,31,SG,UTA,82,1444,13.6,18.1,0.093,0.093,0.245,0.222,62.4,0.0
Brad Lohaus,25,PF,"MIN, MIL",80,1943,14.4,9.2,"0.076, 0.073",0.074,0.111,0.125,32.6,0.0
Stacey King,23,PF,CHI,82,1777,13.8,10.9,0.088,0.088,0.096,0.65,59.0,62.4
Blue Edwards,24,SF,UTA,82,1889,10.7,13.1,0.073,0.073,0.178,0.222,49.0,0.0
Randy Breuer,29,C,"MIL, MIN",81,1879,13.6,,"0.059, 0.087",0.077,0.0,0.0,26.4,0.0
Dennis Rodman,28,SF,DET,82,2377,15.4,10.6,0.095,0.095,0.089,0.95,68.4,84.5
Vernon Maxwell,24,SG,"SAS, HOU",79,1987,13.0,11.9,"0.066, 0.07",0.068,"0.0, 0.15",0.125,41.3,18.8
Mychal Thompson,35,C,LAL,70,1883,13.4,7.0,0.081,0.081,0.055,0.323,62.2,17.8
Vlade Divac,21,C,LAL,82,1611,17.5,23.1,0.106,0.106,0.18,0.323,81.4,58.1
Randolph Keys,23,SF,"CLE, CHH",80,1615,12.3,,"0.051, 0.058",0.054,0.0,0.0,21.0,0.0
Herb Williams,31,C,DAL,81,2199,10.4,17.6,0.062,0.062,0.327,0.0,35.5,0.0
Brad Daugherty,24,C,CLE,41,1438,16.0,22.3,0.083,0.083,0.213,0.222,42.5,47.3
Derek Smith,28,SF,PHI,75,1405,13.7,20.1,0.076,0.076,0.218,0.3,49.1,0.0
Trent Tucker,30,SG,NYK,81,1725,12.0,11.9,0.069,0.069,0.103,0.3,37.9,30.9
James Donaldson,32,C,DAL,73,2265,12.2,12.4,0.073,0.073,0.23,0.0,41.8,0.0
Todd Lichti,23,SG,DEN,79,1326,12.3,17.3,0.068,0.068,0.618,0.0,35.6,0.0
Paul Pressey,31,SG,MIL,57,1400,15.9,20.3,0.081,0.081,0.245,0.125,43.5,30.6
Bob Hansen,29,SG,UTA,81,2174,8.5,9.8,0.058,0.058,0.133,0.222,38.9,29.5
