Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
James Harden,30,SG,HOU,68,2483,29.1,27.5,0.126,0.126,0.236,0.325,77.0,76.7
Damian Lillard,29,PG,POR,66,2474,26.9,18.7,0.11,0.11,0.245,0.111,52.0,27.2
Giannis Antetokounmpo,25,PF,MIL,63,1917,31.9,31.3,0.139,0.139,0.22,0.371,106.6,81.6
LeBron James,35,PG,LAL,67,2316,25.5,30.2,0.124,0.124,0.193,0.952,90.8,183.7
Donovan Mitchell,23,SG,UTA,69,2364,18.8,33.7,0.092,0.092,0.252,0.273,56.2,68.8
Anthony Davis,26,PF,LAL,62,2131,27.4,29.6,0.133,0.133,0.189,0.952,97.4,179.9
CJ McCollum,28,SG,POR,70,2556,17.0,14.9,0.07,0.07,0.195,0.111,33.1,21.6
Russell Westbrook,31,PG,HOU,57,2049,21.0,12.1,0.091,0.091,0.104,0.325,55.6,33.8
Jayson Tatum,21,PF,BOS,66,2265,20.4,20.7,0.091,0.091,0.136,0.6,60.7,81.6
Kawhi Leonard,28,SF,LAC,57,1848,26.9,27.8,0.12,0.12,0.185,0.447,81.7,82.7
Tobias Harris,27,PF,PHI,72,2469,17.2,14.7,0.071,0.071,0.191,0.0,41.8,0.0
Pascal Siakam,25,PF,TOR,60,2110,17.9,11.0,0.088,0.088,0.107,0.507,64.8,54.2
Shai Gilgeous-Alexander,21,SG,OKC,70,2428,17.7,13.1,0.101,0.101,0.143,0.273,61.7,39.0
T.J. Warren,26,SF,IND,67,2202,18.4,15.1,0.087,0.087,0.198,0.0,53.6,0.0
Khris Middleton,28,SF,MIL,62,1853,21.1,13.5,0.092,0.092,0.095,0.371,70.6,35.2
Chris Paul,34,PG,OKC,70,2208,21.7,19.3,0.124,0.124,0.21,0.273,75.8,57.3
Evan Fournier,27,SF,ORL,66,2076,16.4,8.9,0.08,0.08,0.104,0.111,36.2,11.5
Lou Williams,33,PG,LAC,65,1864,17.3,15.1,0.077,0.077,0.101,0.447,52.4,45.1
Andrew Wiggins,24,SF,"MIN, GSW",54,1858,17.5,,"0.053, 0.069",0.057,0,0.0,15.8,0.0
Montrezl Harrell,26,C,LAC,63,1749,23.2,17.4,0.104,0.104,0.116,0.447,70.8,51.9
Joel Embiid,25,C,PHI,51,1506,25.8,26.6,0.107,0.107,0.345,0.0,63.0,0.0
Danilo Gallinari,31,PF,OKC,62,1834,19.5,12.7,0.112,0.112,0.138,0.273,68.4,37.7
Jaylen Brown,23,SG,BOS,57,1934,16.9,17.1,0.076,0.076,0.112,0.6,50.7,67.2
Jimmy Butler,30,SF,MIA,58,1959,23.6,23.8,0.112,0.112,0.18,0.784,67.5,141.1
