Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Wendell Moore Jr.,21,SG,MIN,29,153,2,9.3,-26.6,0.037,0.037,-0.284,0.111,0.0,0.0
Jaden Springer,20,SG,PHI,16,89,17,17.2,19.1,0.084,0.084,0.152,0.507,0.0,0.0
Jason Preston,23,PG,LAC,14,124,1,10.3,0.0,0.035,0.035,0.0,0.111,0.0,0.0
Omer Yurtseven,24,C,MIA,9,83,16,16.7,5.5,0.076,0.076,0.039,0.667,0.0,0.0
Nerlens Noel,28,C,"DET, BRK",17,195,0,0.3,,"0.041, 0.001",0.034,0.0,0.0,0.0,0.0
Udonis Haslem,42,C,MIA,7,71,3,6.2,-36.0,0.028,0.028,-0.255,0.667,0.0,0.0
Ryan Arcidiacono,28,PG,"NYK, POR",20,172,0,2.6,,"0.016, 0.01",0.013,0.0,0.0,0.0,0.0
PJ Dozier,26,SF,SAC,16,79,6,5.2,40.9,0.025,0.025,0.388,0.273,0.0,0.0
Jamaree Bouyea,23,PG,"MIA, WAS",5,71,0,-6.9,,"0.036, -0.029",0.023,0.0,0.0,0.0,0.0
Justin Champagnie,21,SF,"TOR, BOS",5,34,10,1.5,-7.4,"0.121, 0.007",0.075,-0.054,0.583,0.0,0.0
