Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Allen Iverson,29,PG,PHI,75,3174,23.2,23.6,0.126,0.126,0.341,0.111,66.0,37.9
Amar'e Stoudemire,22,C,PHO,80,2889,26.6,27.6,0.152,0.152,0.207,0.589,114.9,121.9
Gilbert Arenas,23,PG,WAS,80,3274,21.3,15.9,0.114,0.114,0.139,0.286,62.6,39.8
Dirk Nowitzki,26,PF,DAL,78,3020,26.1,20.1,0.132,0.132,0.172,0.376,93.3,64.7
Tracy McGrady,25,SF,HOU,78,3182,22.9,27.2,0.105,0.105,0.209,0.273,65.3,57.1
Vince Carter,28,SF,"TOR, NJN",77,2828,24.5,17.6,"0.094, 0.119",0.113,0.277,0.0,54.9,0.0
Ray Allen,29,SG,SEA,78,3064,20.9,23.5,0.116,0.116,0.167,0.427,73.5,71.3
Dwyane Wade,23,SG,MIA,77,2974,23.1,24.3,0.115,0.115,0.19,0.737,82.8,140.0
Paul Pierce,27,SF,BOS,82,2960,21.8,27.5,0.106,0.106,0.246,0.273,58.2,67.2
Shaquille O'Neal,32,C,MIA,73,2492,27.0,18.1,0.135,0.135,0.142,0.737,97.2,104.7
Mike Bibby,26,PG,SAC,80,3084,19.2,16.2,0.079,0.079,0.199,0.111,48.2,22.1
Shawn Marion,26,PF,PHO,81,3146,21.7,18.4,0.124,0.124,0.138,0.589,93.7,81.3
Carmelo Anthony,20,SF,DEN,75,2608,16.7,14.4,0.085,0.085,0.179,0.111,50.8,19.9
Antoine Walker,28,PF,"ATL, BOS",77,2955,15.4,13.7,"0.075, 0.075",0.075,0.122,0.273,21.0,0.0
Yao Ming,24,C,HOU,80,2447,23.2,29.0,0.106,0.106,0.223,0.273,65.9,60.9
Rashard Lewis,25,SF,SEA,71,2697,19.4,13.1,0.108,0.108,0.093,0.427,68.5,39.7
Richard Hamilton,26,SG,DET,76,2926,16.0,13.7,0.09,0.09,0.118,0.731,59.3,86.3
Joe Johnson,23,SF,PHO,82,3240,15.1,18.4,0.086,0.086,0.138,0.589,65.0,81.3
Larry Hughes,26,SG,WAS,61,2358,21.6,16.6,0.116,0.116,0.145,0.286,63.7,41.5
Tim Duncan,28,PF,SAS,66,2203,27.0,24.9,0.123,0.123,0.182,0.881,88.6,160.3
Antawn Jamison,28,PF,WAS,68,2605,16.9,14.5,0.091,0.091,0.127,0.286,50.0,36.3
Tony Parker,22,PG,SAS,80,2735,18.0,12.0,0.082,0.082,0.088,0.881,59.0,77.5
Chauncey Billups,28,PG,DET,80,2866,19.0,20.0,0.107,0.107,0.172,0.731,70.5,125.7
Ricky Davis,25,SG,BOS,82,2696,15.0,9.7,0.073,0.073,0.087,0.273,40.1,23.8
Chris Webber,31,PF,"SAC, PHI",67,2370,13.1,14.3,"0.086, 0.071",0.081,"0.0, 0.207",0.111,47.7,23.0
Ben Gordon,21,SG,CHI,82,2002,14.9,14.0,0.094,0.094,0.15,0.2,53.9,30.0
Kirk Hinrich,24,PG,CHI,77,2800,15.3,20.7,0.096,0.096,0.222,0.2,55.0,44.4
