Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Bradley Beal,21,SG,WAS,63,2107,14.0,17.9,0.071,0.071,0.149,0.457,39.8,68.1
Jarrett Jack,31,PG,BRK,80,2241,14.6,17.6,0.071,0.071,0.172,0.2,32.9,34.4
Aaron Brooks,30,PG,CHI,82,1885,14.4,6.8,0.081,0.081,0.052,0.4,49.4,20.8
Danny Green,27,SG,SAS,81,2312,16.5,10.5,0.071,0.071,0.072,0.273,47.6,19.7
DeAndre Jordan,26,C,LAC,82,2820,21.0,20.7,0.096,0.096,0.171,0.422,65.6,72.2
Dion Waiters,23,SG,"CLE, OKC",80,2208,10.1,,"0.058, 0.039",0.047,0.0,0.0,28.0,0.0
Draymond Green,24,PF,GSW,79,2490,16.4,16.6,0.075,0.075,0.109,0.952,61.3,103.8
Corey Brewer,28,SF,"MIN, HOU",80,2087,14.0,10.9,"0.051, 0.067",0.062,0.08,0.533,35.0,0.0
Kyle Korver,33,SG,ATL,75,2418,14.8,11.3,0.069,0.069,0.081,0.49,50.5,39.7
Derrick Rose,26,PG,CHI,51,1530,15.9,16.8,0.09,0.09,0.129,0.4,54.9,51.6
Deron Williams,30,PG,BRK,68,2114,15.7,12.9,0.076,0.076,0.126,0.2,35.2,25.2
DeMarre Carroll,28,SF,ATL,70,2189,15.9,16.8,0.075,0.075,0.121,0.49,54.9,59.3
Paul Pierce,37,SF,WAS,73,1914,15.2,16.3,0.077,0.077,0.136,0.457,43.2,62.2
Brandon Bass,29,PF,BOS,82,1929,16.3,9.0,0.061,0.061,0.241,0.0,29.8,0.0
J.R. Smith,29,SG,"NYK, CLE",70,2080,14.5,13.5,"0.044, 0.069",0.06,0.098,0.817,32.4,0.0
Ryan Anderson,26,PF,NOP,61,1675,15.6,16.2,0.067,0.067,0.233,0.0,36.8,0.0
Tyler Zeller,25,C,BOS,82,1731,18.9,12.5,0.07,0.07,0.335,0.0,34.2,0.0
Harrison Barnes,22,SF,GSW,82,2318,13.4,12.2,0.061,0.061,0.08,0.952,49.8,76.2
Eric Gordon,26,SG,NOP,61,2018,12.7,14.6,0.055,0.055,0.21,0.0,30.2,0.0
Terrence Ross,23,SF,TOR,82,2092,11.2,7.7,0.061,0.061,0.076,0.0,36.5,0.0
O.J. Mayo,27,SG,MIL,71,1697,13.5,10.3,0.053,0.053,0.089,0.2,26.5,17.8
Marreese Speights,27,C,GSW,76,1207,19.5,13.2,0.089,0.089,0.087,0.952,72.7,0.0
Timofey Mozgov,28,C,"DEN, CLE",81,2045,18.7,17.9,"0.058, 0.089",0.076,0.129,0.817,41.8,0.0
Evan Turner,26,SG,BOS,82,2260,12.8,11.2,0.048,0.048,0.3,0.0,23.4,0.0
Courtney Lee,29,SG,MEM,77,2354,11.5,15.5,0.05,0.05,0.107,0.427,33.6,45.7
D.J. Augustin,27,PG,"DET, OKC",82,1964,10.2,,"0.066, 0.039",0.057,0,0.0,24.3,0.0
Tyson Chandler,32,C,DAL,75,2286,20.1,17.3,0.072,0.072,0.195,0.111,43.9,21.6
Jared Sullinger,22,PF,BOS,58,1566,17.9,21.7,0.067,0.067,0.582,0.0,32.7,0.0
Matt Barnes,34,SF,LAC,76,2271,11.3,9.7,0.052,0.052,0.08,0.422,35.5,33.8
Mason Plumlee,24,C,BRK,82,1743,18.0,10.5,0.087,0.087,0.103,0.2,40.3,0.0
Boris Diaw,32,PF,SAS,81,1984,12.7,16.5,0.055,0.055,0.113,0.273,36.9,30.8
Amir Johnson,27,PF,TOR,75,1979,15.4,16.0,0.084,0.084,0.158,0.0,50.2,0.0
Tristan Thompson,23,PF,CLE,82,2194,15.6,15.4,0.074,0.074,0.111,0.817,47.8,90.7
Amar'e Stoudemire,32,PF,"NYK, DAL",59,1245,22.3,11.3,"0.075, 0.08",0.077,0.127,0.111,28.5,0.0
Devin Harris,31,PG,DAL,76,1685,14.8,5.8,0.053,0.053,0.065,0.111,32.3,0.0
Nicolas Batum,26,SF,POR,71,2380,13.1,11.1,0.061,0.061,0.123,0.111,37.9,13.7
Kelly Olynyk,23,C,BOS,64,1423,15.9,9.8,0.059,0.059,0.263,0.0,28.8,0.0
Patrick Patterson,25,PF,TOR,81,2156,14.6,16.7,0.08,0.08,0.165,0.0,47.8,0.0
Dwight Howard,29,C,HOU,41,1223,19.2,20.4,0.092,0.092,0.149,0.533,62.8,79.4
Taj Gibson,29,PF,CHI,62,1692,16.1,14.3,0.091,0.091,0.11,0.4,55.5,44.0
Chris Kaman,32,C,POR,74,1398,17.3,11.7,0.08,0.08,0.13,0.111,49.8,0.0
Jae Crowder,24,SF,"DAL, BOS",82,1647,14.1,19.2,"0.045, 0.052",0.05,"0.0, 0.515",0.0,26.0,0.0
Rajon Rondo,28,PG,"BOS, DAL",68,2018,12.4,11.6,"0.057, 0.044",0.048,"0.0, 0.13",0.111,27.2,0.0
Zaza Pachulia,30,C,MIL,73,1730,15.6,15.4,0.061,0.061,0.133,0.2,30.5,26.6
Beno Udrih,32,PG,MEM,79,1494,15.4,14.8,0.067,0.067,0.102,0.427,45.0,43.6
Andre Iguodala,31,SF,GSW,77,2069,12.3,15.4,0.056,0.056,0.101,0.952,45.8,96.2
Jerryd Bayless,26,PG,MIL,77,1717,11.1,12.2,0.043,0.043,0.106,0.2,21.5,21.2
Mike Dunleavy,34,SF,CHI,63,1838,11.6,14.4,0.065,0.065,0.11,0.4,39.6,44.0
Jrue Holiday,24,PG,NOP,40,1303,18.8,13.6,0.081,0.081,0.196,0.0,44.5,0.0
J.J. Barea,30,PG,DAL,77,1362,15.1,13.7,0.054,0.054,0.154,0.111,32.9,17.1
Rasual Butler,35,SF,WAS,75,1505,11.4,-3.6,0.058,0.058,-0.03,0.457,32.5,0.0
Norris Cole,26,PG,"MIA, NOP",75,1831,12.6,3.8,"0.041, 0.054",0.046,0.055,0.0,22.7,0.0
Marco Belinelli,28,SG,SAS,62,1388,12.4,20.7,0.053,0.053,0.142,0.273,35.6,38.8
Robin Lopez,26,C,POR,59,1638,16.2,11.6,0.075,0.075,0.129,0.111,46.6,14.3
James Johnson,27,PF,TOR,70,1370,17.9,-3.9,0.098,0.098,-0.039,0.0,58.6,0.0
Alan Anderson,32,SG,BRK,74,1744,10.6,17.7,0.051,0.051,0.173,0.2,23.6,34.6
Brandan Wright,27,PF,"DAL, BOS, PHO",75,1449,17.8,,"0.092, 0.056, 0.084",0.084,"0.0, 0.0",0.0,44.4,0.0
Gary Neal,30,SG,"CHO, MIN",54,1193,15.1,,"0.047, 0.056",0.049,0,0.0,17.3,0.0
Jason Terry,37,SG,HOU,77,1641,11.4,10.1,0.054,0.054,0.074,0.533,36.9,39.4
Tony Allen,33,SG,MEM,63,1648,14.6,14.2,0.064,0.064,0.098,0.427,42.9,41.8
Quincy Pondexter,26,SF,"MEM, NOP",75,1793,11.1,11.7,"0.031, 0.048",0.041,"0.0, 0.169",0.0,24.1,0.0
Cory Joseph,23,PG,SAS,79,1444,15.5,17.3,0.067,0.067,0.119,0.273,45.0,0.0
Austin Rivers,22,SG,"NOP, LAC",76,1563,10.6,12.9,"0.044, 0.049",0.047,"0.0, 0.107",0.422,29.2,45.2
Mike Scott,26,PF,ATL,68,1123,15.1,9.6,0.071,0.071,0.069,0.49,52.0,33.8
Marcus Smart,20,PG,BOS,67,1808,11.0,12.8,0.041,0.041,0.343,0.0,20.0,0.0
Jameer Nelson,32,PG,"DAL, BOS, DEN",63,1407,14.5,,"0.035, 0.032, 0.06",0.048,"0.0, 0.0",0.0,21.1,0.0
Jared Dudley,29,SG,MIL,72,1717,12.3,17.2,0.048,0.048,0.149,0.2,24.0,29.8
Kris Humphries,29,PF,WAS,64,1345,15.4,21.6,0.078,0.078,0.18,0.457,43.8,0.0
Iman Shumpert,24,SG,"NYK, CLE",62,1545,11.1,10.6,"0.046, 0.053",0.05,0.077,0.817,24.7,0.0
K.J. McDaniels,21,SG,"PHI, HOU",62,1352,4.6,,"0.042, 0.022",0.039,0.0,0.533,10.2,0.0
Joakim Noah,29,C,CHI,67,2049,15.3,12.0,0.086,0.086,0.092,0.4,52.5,36.8
Anthony Tolliver,29,PF,"PHO, DET",76,1432,11.8,,"0.037, 0.049",0.045,0,0.0,18.6,0.0
Kyle Singler,26,SF,"DET, OKC",80,1743,5.8,,"0.039, 0.022",0.033,0,0.0,14.2,0.0
John Henson,24,C,MIL,67,1228,18.0,17.4,0.07,0.07,0.151,0.2,35.0,30.2
Leandro Barbosa,32,SG,GSW,66,982,15.3,13.3,0.07,0.07,0.087,0.952,57.2,82.8
Aron Baynes,28,C,SAS,70,1122,15.9,1.3,0.069,0.069,0.009,0.273,46.3,0.0
Shaun Livingston,29,PG,GSW,78,1468,12.9,11.5,0.059,0.059,0.075,0.952,48.2,71.4
Jonas Jerebko,27,PF,"DET, BOS",75,1230,15.5,3.3,"0.06, 0.058",0.059,0.088,0.0,25.3,0.0
Otto Porter Jr.,21,SF,WAS,74,1432,11.6,14.1,0.059,0.059,0.117,0.457,33.1,53.5
Lance Thomas,26,PF,"OKC, NYK",62,1490,8.6,,"0.025, 0.033",0.03,0,0.0,9.3,0.0
Tony Snell,23,SF,CHI,72,1412,10.2,6.3,0.058,0.058,0.048,0.4,35.4,19.2
Alexey Shved,26,SG,"PHI, HOU, NYK",42,767,20.5,,"0.078, 0.044, 0.079",0.071,0.0,0.0,19.6,0.0
Tayshaun Prince,34,SF,"MEM, BOS, DET",58,1397,11.8,,"0.046, 0.063, 0.049",0.05,"0.0, 0.0",0.0,26.2,0.0
Richard Jefferson,34,SF,DAL,74,1244,11.3,3.5,0.04,0.04,0.039,0.111,24.4,0.0
Isaiah Canaan,23,PG,"HOU, PHI",47,938,12.8,,"0.056, 0.05",0.053,0.0,0.0,25.5,0.0
Tiago Splitter,30,C,SAS,52,1030,18.9,7.0,0.082,0.082,0.048,0.273,55.0,13.1
Spencer Hawes,26,PF,LAC,73,1274,9.8,18.8,0.045,0.045,0.155,0.422,30.7,0.0
CJ McCollum,23,SG,POR,62,973,13.1,16.1,0.061,0.061,0.179,0.111,37.9,19.9
Andrew Bogut,30,C,GSW,67,1583,15.8,14.0,0.072,0.072,0.092,0.952,58.8,87.6
Kosta Koufos,25,C,MEM,81,1348,14.2,19.0,0.062,0.062,0.131,0.427,41.6,55.9
Al-Farouq Aminu,24,SF,DAL,74,1366,14.4,20.4,0.051,0.051,0.229,0.111,31.1,25.4
Charlie Villanueva,30,PF,DAL,64,678,17.4,24.6,0.062,0.062,0.277,0.111,37.8,0.0
Ramon Sessions,28,PG,"SAC, WAS",64,1188,14.7,9.6,"0.043, 0.074",0.057,0.08,0.457,26.7,0.0
Will Barton,24,SG,"POR, DEN",58,983,15.9,,"0.039, 0.066",0.052,0.0,0.0,24.2,0.0
Kent Bazemore,25,SG,ATL,75,1324,9.7,10.5,0.046,0.046,0.076,0.49,33.7,37.2
David Lee,31,PF,GSW,49,904,17.8,14.1,0.081,0.081,0.092,0.952,66.2,87.6
Terrence Jones,23,PF,HOU,33,889,18.3,12.9,0.087,0.087,0.094,0.533,59.4,50.1
Vince Carter,38,SG,MEM,66,1091,9.6,13.7,0.042,0.042,0.094,0.427,28.2,40.1
Marcus Thornton,27,SG,"BOS, PHO",48,721,8.3,,"0.059, 0.039",0.055,0.0,0.0,26.9,0.0
Tarik Black,23,C,"HOU, LAL",63,1196,16.3,,"0.055, 0.078",0.069,0.0,0.0,27.0,0.0
Kirk Hinrich,34,SG,CHI,66,1610,6.8,9.2,0.038,0.038,0.07,0.4,23.2,28.0
Andre Miller,38,PG,"WAS, SAC",81,1253,12.3,,"0.072, 0.065",0.069,0.0,0.0,34.0,0.0
Patty Mills,26,PG,SAS,51,801,13.0,23.4,0.056,0.056,0.16,0.273,37.6,43.7
Steve Blake,34,PG,POR,81,1529,9.5,2.9,0.044,0.044,0.032,0.111,27.4,0.0
Shawne Williams,28,SF,"MIA, DET",63,1087,6.7,,"0.046, 0.028",0.041,0,0.0,17.8,0.0
Dante Cunningham,27,PF,NOP,66,1652,8.9,19.8,0.038,0.038,0.285,0.0,20.9,0.0
Ish Smith,26,PG,"OKC, PHI",55,832,13.0,,"0.034, 0.051",0.042,0,0.0,15.3,0.0
Meyers Leonard,22,C,POR,55,847,14.8,19.6,0.069,0.069,0.218,0.111,42.9,24.2
Kevin Garnett,38,PF,"BRK, MIN",47,952,19.3,,"0.072, 0.072",0.072,0.0,0.0,31.3,0.0
Matthew Dellavedova,24,SG,CLE,67,1380,8.5,6.8,0.04,0.04,0.049,0.817,25.8,40.0
Thomas Robinson,23,PF,"POR, PHI",54,798,19.3,,"0.051, 0.076",0.061,0.0,0.0,25.6,0.0
Shelvin Mack,24,PG,ATL,55,833,13.2,14.7,0.062,0.062,0.106,0.49,45.4,0.0
Glen Davis,29,PF,LAC,74,904,10.8,7.1,0.049,0.049,0.059,0.422,33.5,24.9
Miles Plumlee,26,C,"PHO, MIL",73,1194,15.0,-0.3,"0.062, 0.059",0.061,-0.003,0.2,29.5,0.0
Jon Leuer,25,PF,MEM,63,824,11.9,22.4,0.052,0.052,0.154,0.427,34.9,0.0
Drew Gooden,33,PF,WAS,51,864,11.9,12.5,0.06,0.06,0.104,0.457,33.7,47.5
Shawn Marion,36,SF,CLE,57,1101,11.0,6.0,0.052,0.052,0.043,0.817,33.6,0.0
Pablo Prigioni,37,PG,"NYK, HOU",67,1197,11.4,6.8,"0.049, 0.054",0.051,0.05,0.533,19.7,0.0
Tyler Hansbrough,29,PF,TOR,74,1058,13.3,3.5,0.073,0.073,0.035,0.0,43.7,0.0
Matt Bonner,34,PF,SAS,72,935,10.1,-2.2,0.044,0.044,-0.015,0.273,29.5,0.0
Lou Amundson,32,PF,"CLE, NYK",53,937,12.5,,"0.018, 0.048",0.041,0.0,0.0,10.3,0.0
Justin Holiday,25,SG,GSW,59,657,12.1,1.9,0.055,0.055,0.012,0.952,44.9,0.0
James Jones,34,SF,CLE,57,669,11.1,7.9,0.053,0.053,0.057,0.817,34.2,46.6
Kendrick Perkins,30,C,"OKC, CLE",68,1148,4.7,3.8,"0.028, 0.022",0.026,0.027,0.817,15.1,0.0
Nick Calathes,25,SG,MEM,58,838,12.3,7.8,0.054,0.054,0.054,0.427,36.2,23.1
Alonzo Gee,27,SF,"DEN, POR",54,662,9.7,16.3,"0.058, 0.045",0.054,0.181,0.111,23.1,0.0
Nate Robinson,30,PG,"DEN, LAC",42,591,10.4,,"0.044, 0.048",0.045,0.0,0.422,19.7,0.0
Justin Hamilton,24,C,"MIA, MIN",41,712,18.0,,"0.04, 0.067",0.051,0,0.0,16.0,0.0
Markel Brown,23,SG,BRK,47,781,9.1,15.4,0.044,0.044,0.151,0.2,20.4,0.0
Adreian Payne,23,PF,"ATL, MIN",32,739,7.8,,"0.014, 0.029",0.028,0.0,0.0,6.1,0.0
Garrett Temple,28,SG,WAS,52,735,10.9,1.5,0.055,0.055,0.012,0.457,30.9,0.0
Festus Ezeli,25,C,GSW,46,504,16.2,16.1,0.074,0.074,0.106,0.952,60.5,100.9
Mike Muscala,23,PF,ATL,40,502,18.0,14.9,0.085,0.085,0.107,0.49,62.2,52.4
Joey Dorsey,31,PF,HOU,69,854,11.1,0.6,0.053,0.053,0.004,0.533,36.2,0.0
Kostas Papanikolaou,24,SF,HOU,43,795,7.8,-14.0,0.037,0.037,-0.102,0.533,25.3,0.0
Phil Pressey,23,PG,BOS,50,600,11.8,-11.5,0.044,0.044,-0.308,0.0,21.5,0.0
Troy Daniels,23,SG,"HOU, MIN, CHO",47,397,16.1,,"0.021, 0.028, 0.076",0.037,0.0,0.0,14.5,0.0
Joel Freeland,27,C,POR,48,617,12.2,9.7,0.057,0.057,0.108,0.111,35.5,0.0
Allen Crabbe,22,SG,POR,51,683,8.7,15.0,0.04,0.04,0.166,0.111,24.9,0.0
Chris Johnson,24,SF,"PHI, UTA, MIL",29,526,9.7,,"0.024, 0.062, 0.038",0.044,0.0,0.2,18.8,0.0
E'Twaun Moore,25,SG,CHI,56,504,10.3,21.9,0.058,0.058,0.168,0.4,35.4,0.0
Brandon Davies,23,PF,"PHI, BRK",27,423,8.5,,"0.042, 0.041",0.042,0.0,0.2,11.8,0.0
Jerome Jordan,28,C,BRK,44,383,16.8,-16.3,0.081,0.081,-0.159,0.2,37.5,0.0
Jeff Ayres,27,PF,SAS,51,383,14.4,5.7,0.062,0.062,0.039,0.273,41.6,0.0
Joe Harris,23,SG,CLE,51,493,5.6,10.9,0.027,0.027,0.079,0.817,17.4,0.0
John Jenkins,23,SG,ATL,24,297,15.9,19.0,0.075,0.075,0.137,0.49,54.9,0.0
A.J. Price,28,PG,"IND, CLE, PHO",26,324,-1.6,,"0.079, 0.037, -0.008",0.044,0.0,0.0,23.4,0.0
Tyler Ennis,20,PG,"PHO, MIL",33,411,6.6,10.3,"0.057, 0.026",0.034,0.089,0.2,16.4,0.0
Doug McDermott,23,SF,CHI,36,321,6.1,19.1,0.034,0.034,0.146,0.4,20.7,0.0
Mike Miller,34,SF,CLE,52,701,4.6,6.6,0.022,0.022,0.048,0.817,14.2,0.0
Raymond Felton,30,PG,DAL,29,281,12.4,7.6,0.044,0.044,0.085,0.111,26.8,0.0
Martell Webster,28,SF,WAS,32,352,5.9,11.1,0.03,0.03,0.092,0.457,16.8,0.0
JaVale McGee,27,C,"DEN, PHI",23,256,6.8,,"0.07, 0.027",0.059,0,0.0,20.5,0.0
Gigi Datome,27,SF,"DET, BOS",21,209,14.9,-0.4,"0.069, 0.055",0.057,-0.011,0.0,26.8,0.0
Johnny O'Bryant,21,PF,MIL,34,368,3.8,8.9,0.015,0.015,0.077,0.2,7.5,0.0
Elton Brand,35,C,ATL,36,486,9.4,-12.7,0.044,0.044,-0.091,0.49,32.2,0.0
Jordan Adams,20,SG,MEM,30,248,12.8,31.4,0.056,0.056,0.217,0.427,37.6,0.0
Ricky Ledo,22,SG,"DAL, NYK",17,244,7.6,,"-0.08, 0.029",-0.003,0.0,0.0,-10.1,0.0
Dwight Powell,23,PF,"BOS, DAL",29,236,13.0,-2.7,"0.13, 0.046",0.06,"0.0, -0.03",0.111,34.2,0.0
Darius Morris,24,PG,BRK,38,299,6.7,-8.2,0.032,0.032,-0.08,0.2,14.8,0.0
Greg Smith,24,PF,DAL,42,363,10.2,0.0,0.036,0.036,0.0,0.111,22.0,0.0
Nick Johnson,22,SG,HOU,28,262,4.8,-1.1,0.023,0.023,-0.008,0.533,15.7,0.0
Glenn Robinson III,21,SF,"MIN, PHI",35,261,8.6,,"0.03, 0.034",0.031,0,0.0,6.3,0.0
Reggie Bullock,23,SF,"LAC, PHO",36,338,-3.1,,"0.04, -0.015",0.023,0.0,0.0,16.8,0.0
Steve Novak,31,PF,"UTA, OKC",35,197,1.3,,"0.063, 0.005",0.041,0,0.0,0.0,0.0
James Michael McAdoo,22,PF,GSW,15,137,17.7,19.7,0.081,0.081,0.129,0.952,0.0,0.0
JaMychal Green,24,PF,"SAS, MEM",24,164,15.8,16.8,"0.043, 0.069",0.065,"0.0, 0.116",0.427,0.0,0.0
Ian Clark,23,SG,"UTA, DEN",30,192,11.6,,"0.036, 0.048",0.039,0,0.0,0.0,0.0
Tim Frazier,24,PG,"PHI, POR",11,239,13.7,-32.1,"0.023, 0.064",0.042,-0.356,0.111,20.9,0.0
Bernard James,29,C,DAL,16,158,16.0,0.0,0.057,0.057,0.0,0.111,0.0,0.0
Elliot Williams,25,SG,"UTA, NOP",13,119,5.6,,"0.063, 0.024",0.039,0.0,0.0,0.0,0.0
Brendan Haywood,35,C,CLE,22,119,9.1,-21.0,0.043,0.043,-0.152,0.817,0.0,0.0
Gerald Wallace,32,SF,BOS,32,286,6.2,-6.9,0.023,0.023,-0.185,0.0,11.2,0.0
Clint Capela,20,C,HOU,12,90,12.1,21.8,0.058,0.058,0.159,0.533,0.0,84.7
Brandon Rush,29,SG,GSW,33,271,0.8,-4.5,0.004,0.004,-0.03,0.952,3.3,0.0
Russ Smith,23,PG,"NOP, MEM",12,65,22.7,23.8,"-0.072, 0.099",0.014,"0.0, 0.164",0.427,0.0,0.0
Ekpe Udoh,27,PF,LAC,33,128,11.6,-0.3,0.053,0.053,-0.002,0.422,0.0,0.0
Quincy Miller,22,PF,"SAC, DET",10,119,3.6,,"0.058, 0.015",0.041,0,0.0,0.0,0.0
Earl Clark,27,PF,BRK,10,93,6.7,1.2,0.032,0.032,0.012,0.2,0.0,0.0
Nazr Mohammed,37,C,CHI,23,128,8.7,11.5,0.049,0.049,0.088,0.4,0.0,0.0
Shavlik Randolph,31,PF,"PHO, BOS",21,126,11.4,,"0.029, 0.042",0.032,0.0,0.0,0.0,0.0
Will Bynum,32,SG,WAS,7,67,4.8,16.5,0.024,0.024,0.137,0.457,0.0,0.0
Dahntay Jones,34,SF,LAC,33,123,1.9,9.6,0.009,0.009,0.079,0.422,0.0,0.0
Lester Hudson,30,SG,LAC,5,56,16.0,10.5,0.073,0.073,0.087,0.422,0.0,0.0
Grant Jerrett,21,PF,"OKC, UTA",8,51,13.6,,"-0.042, 0.059",-0.004,0,0.0,0.0,0.0
Greg Stiemsma,29,C,TOR,17,66,7.8,101.6,0.043,0.043,1.006,0.0,0.0,0.0
Toure' Murry,25,SG,"UTA, WAS",5,18,3.6,,"-0.182, 0.018",-0.022,0.0,0.457,0.0,0.0
