Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Grant Long,28,PF,"MIA, ATL",81,2641,110,14.6,16.7,"0.037, 0.084",0.083,0.299,0.0,42.3,0.0
Vinny Del Negro,28,SG,SAS,75,2360,382,13.8,10.8,0.078,0.078,0.086,0.611,59.0,52.5
Ken Norman,30,SF,ATL,74,1879,42,14.8,3.2,0.085,0.085,0.057,0.0,43.5,0.0
Otis Thorpe,32,PF,"HOU, POR",70,2096,66,18.6,14.6,"0.068, 0.087",0.077,0.272,0.0,42.7,0.0
Dell Curry,30,SG,CHH,69,1718,107,15.5,14.3,0.089,0.089,0.198,0.125,54.3,24.8
Hot Rod Williams,32,PF,CLE,74,2641,144,14.6,4.6,0.082,0.082,0.088,0.125,43.0,11.0
Derek Harper,33,PG,NYK,80,2716,388,12.6,16.6,0.086,0.086,0.156,0.44,57.7,68.6
Dale Ellis,34,SF,DEN,81,1996,73,12.9,17.3,0.068,0.068,0.0,0.0,34.0,0.0
A.C. Green,31,SF,PHO,82,2687,368,14.2,17.4,0.069,0.069,0.113,0.471,49.7,53.2
Elden Campbell,26,PF,LAL,73,2076,376,15.4,15.8,0.078,0.078,0.161,0.386,45.6,62.1
Bryant Stith,24,SG,DEN,81,2329,85,14.4,22.4,0.076,0.076,0.0,0.0,38.0,0.0
Donyell Marshall,21,SF,"MIN, GSW",72,2086,0,12.4,,"0.066, 0.055",0.061,0,0.0,17.1,0.0
Eddie Jones,23,SG,LAL,64,1981,286,16.3,9.0,0.083,0.083,0.092,0.386,48.6,35.5
Bobby Phills,25,SG,CLE,80,2500,146,12.2,12.8,0.068,0.068,0.244,0.125,35.6,30.5
Chuck Person,30,SF,SAS,81,2033,258,11.5,7.3,0.065,0.065,0.058,0.611,49.1,35.4
Muggsy Bogues,30,PG,CHH,78,2629,145,16.9,6.1,0.097,0.097,0.084,0.125,59.2,10.5
Vernon Maxwell,29,SG,HOU,64,2038,16,11.9,-5.3,0.055,0.055,-0.04,0.877,31.5,0.0
Kenny Smith,29,PG,HOU,81,2030,652,16.2,13.8,0.075,0.075,0.105,0.877,43.0,92.1
Hubert Davis,24,SG,NYK,82,1697,184,14.7,3.8,0.1,0.1,0.036,0.44,67.1,15.8
Wesley Person,23,SG,PHO,78,1800,247,14.2,10.7,0.069,0.069,0.07,0.471,49.7,33.0
Byron Scott,33,PG,IND,80,1528,298,15.8,7.0,0.09,0.09,0.058,0.619,57.1,35.9
Dennis Scott,26,SF,ORL,62,1499,746,16.3,11.8,0.095,0.095,0.093,0.616,66.0,57.3
Elliot Perry,25,PG,PHO,82,1977,106,17.3,18.9,0.084,0.084,0.123,0.471,60.5,57.9
Andrew Lang,28,C,ATL,82,2340,101,13.1,6.9,0.075,0.075,0.123,0.0,38.4,0.0
Dale Davis,25,PF,IND,74,2346,490,16.1,12.2,0.091,0.091,0.102,0.619,57.7,63.1
Sam Cassell,25,PG,HOU,82,1882,485,15.9,17.8,0.074,0.074,0.135,0.877,42.4,118.4
Eric Montross,23,C,BOS,78,2315,62,12.1,-1.2,0.067,0.067,-0.022,0.125,28.6,0.0
Anthony Mason,28,PF,NYK,77,2496,352,14.9,12.7,0.102,0.102,0.119,0.44,68.4,52.4
Mark Price,30,PG,CLE,48,1375,143,20.6,14.3,0.115,0.115,0.273,0.125,60.3,34.1
Buck Williams,34,PF,POR,82,2422,103,13.6,11.0,0.064,0.064,0.205,0.0,34.4,0.0
Anthony Peeler,25,SG,LAL,73,1559,268,13.8,11.4,0.07,0.07,0.116,0.386,41.0,44.8
Antoine Carr,33,C,UTA,78,1677,114,13.9,14.1,0.071,0.071,0.167,0.222,52.0,37.1
David Benoit,26,SF,UTA,71,1841,167,13.9,11.3,0.071,0.071,0.134,0.222,52.0,29.7
Kevin Johnson,28,PG,PHO,47,1352,371,21.0,27.4,0.101,0.101,0.179,0.471,72.7,84.3
Mario Elie,31,SF,HOU,81,1896,635,13.7,12.8,0.064,0.064,0.097,0.877,36.7,85.1
Vincent Askew,28,SG,SEA,71,1721,93,13.6,12.2,0.076,0.076,0.15,0.125,52.8,0.0
Harvey Grant,29,PF,POR,75,1771,115,13.2,14.6,0.062,0.062,0.272,0.0,33.3,0.0
Steve Kerr,29,PG,CHI,82,1839,193,13.5,9.8,0.062,0.062,0.081,0.386,35.5,31.3
Jalen Rose,22,SF,DEN,81,1798,99,15.1,11.4,0.08,0.08,0.0,0.0,40.0,0.0
Robert Horry,24,PF,HOU,64,2074,841,13.5,16.2,0.063,0.063,0.123,0.877,36.1,107.9
James Robinson,24,PG,POR,71,1539,4,10.5,65.5,0.049,0.049,1.222,0.0,26.3,0.0
Wayman Tisdale,30,PF,PHO,65,1276,170,13.8,10.7,0.067,0.067,0.07,0.471,48.2,33.0
Donald Royal,28,SF,ORL,70,1841,198,12.2,2.6,0.071,0.071,0.02,0.616,49.3,12.3
Mark Jackson,29,PG,IND,82,2402,554,14.0,15.9,0.08,0.08,0.132,0.619,50.7,81.7
Will Perdue,29,C,CHI,78,1592,176,16.3,10.6,0.075,0.075,0.088,0.386,43.0,34.0
Danny Ferry,28,PF,CLE,82,1290,67,16.0,21.8,0.09,0.09,0.416,0.125,47.2,0.0
Xavier McDaniel,31,SF,BOS,68,1430,59,12.8,-0.3,0.071,0.071,-0.005,0.125,30.3,0.0
Danny Ainge,35,SG,PHO,74,1374,137,14.3,15.5,0.069,0.069,0.101,0.471,49.7,47.6
J.R. Reid,26,PF,SAS,81,1566,209,12.7,14.8,0.071,0.071,0.117,0.611,53.7,71.5
Sedale Threatt,33,PG,LAL,59,1384,11,15.8,5.5,0.08,0.08,0.056,0.386,46.8,0.0
Ron Harper,31,SG,CHI,77,1536,40,12.2,13.2,0.056,0.056,0.11,0.386,32.1,0.0
Sam Mitchell,31,SF,IND,81,1377,223,13.4,6.5,0.076,0.076,0.054,0.619,48.2,33.4
Terry Cummings,33,PF,SAS,76,1273,135,13.3,12.2,0.075,0.075,0.097,0.611,56.7,59.3
Jerome Kersey,32,SF,POR,63,1143,63,14.5,22.2,0.068,0.068,0.414,0.0,36.5,0.0
Charles Oakley,31,PF,NYK,50,1567,421,14.3,16.0,0.098,0.098,0.151,0.44,65.8,66.4
Tom Chambers,35,PF,UTA,81,1240,60,12.5,14.6,0.064,0.064,0.173,0.222,46.8,0.0
Tyrone Corbin,32,SF,ATL,81,1389,79,12.0,15.5,0.069,0.069,0.277,0.0,35.3,0.0
Brian Shaw,28,PG,ORL,78,1836,355,10.4,14.4,0.061,0.061,0.113,0.616,42.4,69.6
Bison Dele,25,C,DEN,63,1261,44,13.9,10.0,0.074,0.074,0.0,0.0,37.0,0.0
Craig Ehlo,33,SG,ATL,49,1166,49,13.9,2.8,0.08,0.08,0.05,0.0,41.0,0.0
Tony Campbell,32,SF,CLE,78,1128,37,12.9,17.8,0.072,0.072,0.34,0.125,37.7,0.0
Adam Keefe,24,SF,UTA,75,1270,69,15.1,18.7,0.078,0.078,0.222,0.222,57.1,0.0
Blue Edwards,29,SF,"BOS, UTA",67,1112,33,10.6,5.9,"0.07, 0.054",0.061,0.07,0.222,35.1,0.0
Michael Jordan,31,SG,CHI,17,668,420,22.1,24.8,0.101,0.101,0.206,0.386,57.9,79.5
Chris Dudley,29,C,POR,82,2245,59,10.9,5.5,0.051,0.051,0.103,0.0,27.4,0.0
Derek Strong,26,PF,BOS,70,1344,81,12.5,8.8,0.069,0.069,0.158,0.125,29.5,0.0
Anthony Bowie,31,SG,ORL,77,1261,118,11.7,14.7,0.068,0.068,0.116,0.616,47.3,71.5
Nate McMillan,30,PG,SEA,80,2070,113,13.1,15.0,0.073,0.073,0.184,0.125,50.7,23.0
Carl Herrera,28,PF,HOU,61,1331,6,11.7,18.8,0.054,0.054,0.143,0.877,30.9,0.0
Tom Hammonds,27,PF,DEN,70,956,44,14.7,10.3,0.078,0.078,0.0,0.0,39.0,0.0
Michael Cage,33,C,CLE,82,2040,81,13.5,11.4,0.076,0.076,0.218,0.125,39.8,0.0
Robert Parish,41,C,CHH,81,1352,71,10.1,9.2,0.058,0.058,0.127,0.125,35.4,0.0
Greg Foster,26,PF,"CHI, MIN",78,1144,0,10.3,,"0.045, 0.053",0.051,0.0,0.0,16.2,0.0
Greg Minor,23,SG,BOS,63,945,37,14.7,6.9,0.081,0.081,0.124,0.125,34.6,0.0
Pervis Ellison,27,C,BOS,55,1083,68,13.3,16.4,0.073,0.073,0.294,0.125,31.2,0.0
Greg Anthony,27,PG,NYK,61,943,135,15.0,9.9,0.102,0.102,0.093,0.44,68.4,40.9
Bill Wennington,31,C,CHI,73,956,133,11.6,7.9,0.053,0.053,0.066,0.386,30.4,25.5
Pete Chilcutt,26,PF,HOU,68,1347,323,11.0,11.4,0.051,0.051,0.087,0.877,29.2,76.3
Luc Longley,26,C,CHI,55,1001,204,12.3,8.6,0.056,0.056,0.071,0.386,32.1,27.4
Dennis Rodman,33,PF,SAS,49,1568,459,16.6,15.8,0.093,0.093,0.125,0.611,70.3,76.4
George Lynch,24,SF,LAL,56,953,136,12.4,12.7,0.063,0.063,0.13,0.386,36.9,50.2
Scott Brooks,29,PG,"HOU, DAL",59,808,0,14.1,,"0.081, 0.074",0.077,0.0,0.0,39.1,0.0
Tony Smith,26,SG,LAL,61,1024,27,11.0,-2.9,0.056,0.056,-0.03,0.386,32.8,0.0
Antonio Davis,26,PF,IND,44,1030,367,11.9,10.6,0.068,0.068,0.088,0.619,43.1,54.5
Doc Rivers,33,PG,"NYK, SAS",63,989,318,12.0,11.5,"0.111, 0.067",0.069,0.091,0.611,51.8,0.0
Pete Myers,31,SG,CHI,71,1270,79,9.1,7.4,0.042,0.042,0.061,0.386,24.1,0.0
Terry Porter,31,PG,POR,35,770,21,13.7,28.5,0.064,0.064,0.532,0.0,34.4,0.0
Sam Bowie,33,C,LAL,67,1225,135,10.4,5.0,0.053,0.053,0.051,0.386,31.0,19.7
Danny Schayes,35,C,PHO,69,823,146,13.2,3.3,0.064,0.064,0.022,0.471,46.1,10.4
John Crotty,25,PG,UTA,80,1019,24,12.2,18.6,0.063,0.063,0.221,0.222,46.1,0.0
Aaron McKie,22,SG,POR,45,827,34,13.3,19.4,0.062,0.062,0.362,0.0,33.3,0.0
Haywoode Workman,29,PG,IND,69,1028,275,12.1,10.1,0.069,0.069,0.084,0.619,43.7,52.0
Bryon Russell,24,SF,UTA,63,860,13,11.0,40.0,0.057,0.057,0.475,0.222,41.7,0.0
Joe Kleine,33,C,PHO,75,968,167,9.8,13.2,0.047,0.047,0.086,0.471,33.8,40.5
Greg Sutton,27,PG,CHH,53,690,23,10.6,-4.0,0.061,0.061,-0.055,0.125,37.2,0.0
Anthony Avent,25,PF,ORL,71,1066,40,9.8,4.8,0.057,0.057,0.038,0.616,39.6,0.0
Tracy Murray,23,SF,"POR, HOU",54,516,0,8.2,,"0.058, 0.038",0.049,0.0,0.877,26.8,0.0
Alaa Abdelnaby,26,PF,"SAC, PHI",54,506,0,-12.5,,"0.082, -0.069",0.074,0,0.0,35.7,0.0
Vern Fleming,32,PG,IND,55,686,8,14.6,8.9,0.083,0.083,0.074,0.619,52.6,0.0
Chucky Brown,26,SF,HOU,41,814,326,12.4,9.2,0.058,0.058,0.07,0.877,33.2,61.4
Mark Bryant,29,PF,POR,49,658,6,13.2,7.6,0.062,0.062,0.142,0.0,33.3,0.0
Corie Blount,26,PF,CHI,68,889,20,11.7,-7.2,0.054,0.054,-0.06,0.386,30.9,0.0
Trevor Ruffin,24,PG,PHO,49,319,11,15.5,33.1,0.075,0.075,0.216,0.471,54.0,0.0
Duane Ferrell,29,SF,IND,56,607,85,12.5,7.4,0.071,0.071,0.062,0.619,45.0,0.0
Anthony Bonner,26,PF,NYK,58,1126,38,9.4,13.5,0.064,0.064,0.127,0.44,42.9,0.0
Jud Buechler,26,SF,CHI,57,605,104,13.8,9.8,0.063,0.063,0.081,0.386,36.1,31.3
Lloyd Daniels,27,SG,"PHI, LAL",30,604,0,10.4,,"0.017, 0.053",0.047,0.0,0.386,26.7,0.0
Ervin Johnson,27,C,SEA,64,907,54,9.6,11.8,0.054,0.054,0.145,0.125,37.5,0.0
Jeff Turner,32,PF,ORL,49,576,179,9.6,8.2,0.056,0.056,0.064,0.616,38.9,39.4
Negele Knight,27,PG,"POR, DET",47,708,0,8.9,,"0.07, 0.05",0.051,0.0,0.0,18.4,0.0
Steve Colter,32,PG,CLE,57,752,43,11.3,9.9,0.063,0.063,0.189,0.125,33.0,0.0
Jamie Watson,22,SF,UTA,60,673,57,9.6,2.7,0.049,0.049,0.032,0.222,35.9,0.0
Anthony Miller,23,PF,LAL,46,527,15,14.7,4.6,0.075,0.075,0.047,0.386,43.9,0.0
Michael Adams,32,PG,CHH,29,443,11,17.7,12.6,0.101,0.101,0.175,0.125,61.6,0.0
Herb Williams,36,C,NYK,56,743,55,7.7,6.4,0.053,0.053,0.06,0.44,35.6,0.0
Willie Anderson,28,SG,SAS,38,556,97,10.3,7.2,0.058,0.058,0.057,0.611,43.8,0.0
Antonio Harvey,24,PF,LAL,59,572,4,10.3,4.1,0.052,0.052,0.042,0.386,30.4,0.0
Darrin Hancock,23,SF,CHH,46,424,18,11.2,-1.9,0.064,0.064,-0.026,0.125,39.0,0.0
Greg Anderson,30,PF,ATL,51,622,39,12.6,10.5,0.072,0.072,0.188,0.0,36.9,0.0
Monty Williams,23,SF,NYK,41,503,4,8.4,38.3,0.057,0.057,0.36,0.44,38.2,0.0
Morlon Wiley,28,PG,"DAL, ATL",43,424,0,19.7,,"0.071, 0.113",0.076,0.0,0.0,34.3,0.0
Byron Houston,25,PF,SEA,39,258,1,13.8,-38.5,0.077,0.077,-0.473,0.125,53.5,0.0
Cliff Levingston,34,PF,DEN,57,469,35,10.5,15.2,0.056,0.056,0.0,0.0,28.0,0.0
Kenny Gattison,30,PF,CHH,21,409,58,9.2,7.6,0.053,0.053,0.105,0.125,32.3,0.0
David Wingate,31,SG,CHH,52,515,73,8.1,17.5,0.046,0.046,0.242,0.125,28.1,0.0
Howard Eisley,22,PG,"MIN, SAS",49,552,0,1.7,,"0.034, 0.01",0.027,0.0,0.611,8.4,0.0
John Battle,32,SG,CLE,28,280,7,10.8,21.9,0.061,0.061,0.418,0.125,32.0,0.0
Brooks Thompson,24,PG,ORL,38,246,11,10.5,49.8,0.061,0.061,0.392,0.616,42.4,0.0
James Donaldson,37,C,UTA,43,613,76,7.9,8.5,0.041,0.041,0.101,0.222,30.0,0.0
Greg Dreiling,32,C,CLE,58,483,7,7.8,-13.6,0.044,0.044,-0.26,0.125,23.1,0.0
Walter Bond,25,SG,"DET, UTA",23,290,0,11.8,,"0.017, 0.061",0.051,0.0,0.222,36.2,0.0
Joe Wolf,30,PF,CHH,63,583,3,6.8,0.0,0.039,0.039,0.0,0.125,23.8,0.0
Richard Dumas,25,SF,PHO,15,167,5,15.4,-8.7,0.074,0.074,-0.057,0.471,0.0,0.0
Fred Roberts,34,SF,CLE,21,223,7,11.6,25.6,0.065,0.065,0.489,0.125,34.1,0.0
James Edwards,39,C,POR,28,266,4,5.4,-9.3,0.025,0.025,-0.174,0.0,13.4,0.0
Jack Haley,31,PF,SAS,31,117,13,11.9,-1.9,0.067,0.067,-0.015,0.611,0.0,0.0
Ennis Whatley,32,PG,ATL,27,292,19,12.4,-3.3,0.071,0.071,-0.059,0.0,36.4,0.0
Acie Earl,24,C,BOS,30,208,10,6.6,-0.2,0.036,0.036,-0.004,0.125,15.4,0.0
Tree Rollins,39,C,ORL,51,478,81,7.0,0.8,0.041,0.041,0.006,0.616,28.5,0.0
Kevin Pritchard,27,PG,"PHI, MIA",19,194,0,10.3,,"-0.007, 0.058",0.041,0,0.0,0.0,0.0
Steve Scheffler,27,C,SEA,18,102,1,16.1,97.6,0.09,0.09,1.199,0.125,0.0,0.0
Greg Grant,28,PG,DEN,14,151,20,9.1,6.0,0.048,0.048,0.0,0.0,0.0,0.0
Julius Nwosu,23,C,SAS,23,84,7,6.8,-13.0,0.038,0.038,-0.103,0.611,0.0,0.0
Jay Humphries,32,PG,"UTA, BOS",18,201,0,5.8,,"-0.016, 0.032",0.0,0.0,0.125,-3.3,0.0
James Blackwell,26,PG,"CHH, BOS",13,80,0,10.8,,"0.081, 0.06",0.066,0.0,0.125,0.0,0.0
Doug Christie,24,SG,NYK,12,79,6,-3.7,-43.7,-0.025,-0.025,-0.411,0.44,0.0,0.0
Greg Kite,33,C,"NYK, IND",11,77,26,-2.6,3.4,"-0.037, -0.015",-0.019,0.028,0.619,0.0,0.0
Charles Jones,37,PF,HOU,3,36,237,2.6,2.4,0.012,0.012,0.018,0.877,0.0,15.8
