Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Michael Jordan,24,SG,CHI,82,3311,31.7,28.4,0.188,0.188,0.276,0.3,114.7,82.8
Dominique Wilkins,28,SF,ATL,78,2948,23.7,22.9,0.125,0.125,0.15,0.412,76.2,61.8
Larry Bird,31,SF,BOS,76,2965,27.8,20.2,0.137,0.137,0.227,0.552,95.2,125.3
Karl Malone,24,PF,UTA,82,3198,20.7,18.4,0.124,0.124,0.202,0.44,71.1,88.9
Clyde Drexler,25,SG,POR,81,3060,24.1,15.5,0.137,0.137,0.23,0.125,88.5,28.8
Alex English,34,SF,DEN,80,2818,19.8,17.0,0.103,0.103,0.127,0.36,67.9,45.7
Dale Ellis,27,SG,SEA,75,2790,19.3,15.8,0.104,0.104,0.178,0.222,55.8,39.5
Mark Aguirre,28,SF,DAL,77,2610,21.9,20.3,0.128,0.128,0.156,0.619,82.7,96.6
Hakeem Olajuwon,25,C,HOU,79,2825,23.4,39.0,0.12,0.12,0.473,0.125,67.3,59.1
Byron Scott,26,SG,LAL,81,3048,19.2,16.5,0.109,0.109,0.134,0.814,82.4,109.1
Tom Chambers,28,PF,SEA,82,2680,16.8,20.8,0.09,0.09,0.235,0.222,48.3,52.2
Xavier McDaniel,24,SF,SEA,78,2703,18.2,20.5,0.098,0.098,0.231,0.222,52.6,51.3
Patrick Ewing,25,C,NYK,82,2546,21.9,20.7,0.125,0.125,0.326,0.125,57.9,40.8
Jeff Malone,26,SG,WSB,80,2655,16.1,19.1,0.098,0.098,0.26,0.222,45.4,57.7
Terry Cummings,26,PF,MIL,76,2629,17.4,22.6,0.092,0.092,0.239,0.222,47.1,53.1
Alvin Robertson,25,SG,SAS,82,2978,18.9,22.9,0.091,0.091,0.583,0.0,34.4,0.0
Moses Malone,32,C,WSB,79,2692,21.1,18.2,0.129,0.129,0.248,0.222,59.7,55.1
Thurl Bailey,26,SF,UTA,82,2804,16.3,16.6,0.098,0.098,0.183,0.44,56.2,80.5
Isiah Thomas,26,PG,DET,81,2927,18.2,20.7,0.12,0.12,0.169,0.748,79.1,126.4
Fat Lever,27,SG,DEN,82,3061,20.5,21.1,0.107,0.107,0.158,0.36,70.5,56.9
Jerome Kersey,25,SF,POR,79,2888,17.3,21.5,0.098,0.098,0.319,0.125,63.3,39.9
Brad Daugherty,22,C,CLE,79,2957,16.2,12.8,0.083,0.083,0.123,0.222,42.5,27.3
James Worthy,26,SF,LAL,75,2655,18.2,20.3,0.103,0.103,0.165,0.814,77.9,134.3
Kevin McHale,30,PF,BOS,64,2390,21.9,21.8,0.108,0.108,0.245,0.552,75.1,135.2
Gerald Wilkins,24,SG,NYK,81,2703,13.7,13.5,0.078,0.078,0.213,0.125,36.1,26.6
Magic Johnson,28,PG,LAL,72,2637,23.1,22.9,0.131,0.131,0.186,0.814,99.0,151.4
Derek Harper,26,PG,DAL,82,3032,18.1,15.3,0.105,0.105,0.117,0.619,67.8,72.4
Adrian Dantley,32,SF,DET,69,2144,19.9,17.8,0.132,0.132,0.145,0.748,87.0,108.5
Mike Gminski,28,C,"NJN, PHI",81,2961,17.5,,"0.078, 0.082",0.08,0,0.0,28.5,0.0
Jack Sikma,32,PF,MIL,82,2923,17.4,16.7,0.092,0.092,0.176,0.222,47.1,39.1
Rolando Blackman,28,SG,DAL,71,2580,16.0,15.5,0.093,0.093,0.119,0.619,60.1,73.7
Larry Nance,28,PF,"PHO, CLE",67,2383,19.9,15.8,"0.088, 0.102",0.094,0.151,0.222,39.0,0.0
Mark Price,23,PG,CLE,80,2626,17.6,21.2,0.09,0.09,0.203,0.222,46.1,45.1
Walter Berry,23,SF,SAS,73,1922,18.8,20.0,0.091,0.091,0.509,0.0,34.4,0.0
Danny Ainge,28,SG,BOS,81,3018,15.9,8.6,0.078,0.078,0.097,0.552,54.2,53.5
Kevin Duckworth,23,C,POR,78,2223,14.9,13.8,0.085,0.085,0.205,0.125,54.9,25.6
Terry Porter,24,PG,POR,82,2991,18.1,16.6,0.103,0.103,0.246,0.125,66.5,30.8
John Stockton,25,PG,UTA,82,2842,23.2,22.5,0.139,0.139,0.248,0.44,79.6,109.1
Bernard King,31,SF,WSB,69,2044,15.0,9.5,0.092,0.092,0.129,0.222,42.6,28.6
Roy Hinson,26,SF,"PHI, NJN",77,2592,15.6,,"0.061, 0.077",0.071,0,0.0,21.2,0.0
Kareem Abdul-Jabbar,40,C,LAL,80,2308,15.8,13.8,0.089,0.089,0.112,0.814,67.3,91.2
Joe Dumars,24,SG,DET,82,2732,13.7,11.7,0.091,0.091,0.095,0.748,60.0,71.1
Purvis Short,30,SG,HOU,81,1949,15.8,3.1,0.081,0.081,0.038,0.125,45.4,0.0
Sleepy Floyd,27,PG,"GSW, HOU",77,2514,14.0,17.3,"0.081, 0.072",0.074,0.21,0.125,35.6,0.0
Michael Adams,25,PG,DEN,82,2778,15.6,12.6,0.081,0.081,0.094,0.36,53.4,33.8
Doc Rivers,26,PG,ATL,80,2502,20.4,22.4,0.107,0.107,0.147,0.412,65.3,60.6
Danny Schayes,28,PF,DEN,81,2166,18.4,20.6,0.096,0.096,0.154,0.36,63.3,55.4
Jay Vincent,28,SF,DEN,73,1755,15.6,19.0,0.081,0.081,0.142,0.36,53.4,51.1
Frank Brickowski,28,C,SAS,70,2227,16.0,16.4,0.077,0.077,0.417,0.0,29.1,0.0
Mark Jackson,22,PG,NYK,82,3249,15.7,12.2,0.09,0.09,0.192,0.125,41.7,24.0
Bill Laimbeer,30,C,DET,82,2897,15.1,14.0,0.1,0.1,0.114,0.748,65.9,85.3
Roy Tarpley,23,PF,DAL,81,2307,19.5,23.1,0.114,0.114,0.177,0.619,73.6,109.6
Sam Perkins,26,PF,DAL,75,2499,15.0,14.5,0.087,0.087,0.111,0.619,56.2,68.7
Robert Parish,34,C,BOS,74,2312,17.2,15.0,0.085,0.085,0.169,0.552,59.1,93.3
John Williams,21,SF,WSB,82,2428,14.9,14.4,0.091,0.091,0.196,0.222,42.1,43.5
Johnny Dawkins,24,PG,SAS,65,2179,17.0,4.0,0.082,0.082,0.102,0.0,31.0,0.0
Charles Oakley,24,PF,CHI,82,2816,15.4,13.4,0.091,0.091,0.13,0.3,55.5,39.0
Rodney McCray,26,SF,HOU,81,2689,15.1,8.2,0.078,0.078,0.1,0.125,43.8,12.5
Vinnie Johnson,31,SG,DET,82,1935,13.8,14.3,0.091,0.091,0.116,0.748,60.0,86.8
Blair Rasmussen,25,C,DEN,79,1779,16.0,15.8,0.083,0.083,0.118,0.36,54.7,42.5
Paul Pressey,29,SG,MIL,75,2484,17.0,13.0,0.09,0.09,0.137,0.222,46.1,30.4
Joe Barry Carroll,29,C,"GSW, HOU",77,2004,14.0,8.6,"0.049, 0.072",0.068,0.104,0.125,35.2,0.0
Dennis Johnson,33,PG,BOS,77,2670,14.0,14.9,0.069,0.069,0.168,0.552,48.0,92.7
Randy Breuer,27,C,MIL,81,2258,15.3,13.0,0.081,0.081,0.137,0.222,41.5,0.0
Greg Anderson,23,PF,SAS,82,1984,14.7,8.0,0.071,0.071,0.204,0.0,26.8,0.0
Dennis Rodman,26,SF,DET,82,2147,17.4,12.2,0.115,0.115,0.099,0.748,75.8,74.1
A.C. Green,24,PF,LAL,82,2636,14.5,13.3,0.082,0.082,0.108,0.814,62.0,87.9
Mychal Thompson,33,C,LAL,80,2007,14.6,13.8,0.083,0.083,0.112,0.814,62.7,91.2
Mike Mitchell,32,SF,SAS,68,1501,15.7,7.4,0.076,0.076,0.188,0.0,28.7,0.0
Bill Cartwright,30,C,NYK,82,1676,17.8,11.7,0.102,0.102,0.185,0.125,47.2,0.0
Ron Harper,24,SG,CLE,57,1830,16.6,18.4,0.085,0.085,0.176,0.222,43.5,39.1
Kevin Willis,25,PF,ATL,75,2091,14.0,14.7,0.074,0.074,0.097,0.412,45.1,40.0
Hot Rod Williams,25,PF,CLE,77,2106,15.8,13.6,0.081,0.081,0.13,0.222,41.5,28.9
