Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Kevin Martin,29,SG,OKC,77,2136,323,16.0,14.2,0.075,0.075,0.129,0.347,54.9,44.8
George Hill,26,PG,IND,76,2620,685,16.6,14.6,0.098,0.098,0.113,0.609,59.3,68.8
Nate Robinson,28,PG,CHI,82,2086,404,17.4,15.6,0.111,0.111,0.12,0.325,60.9,39.0
Serge Ibaka,23,PF,OKC,80,2486,366,19.4,17.1,0.091,0.091,0.156,0.347,66.6,54.1
Andre Iguodala,29,SG,DEN,80,2779,243,15.2,19.9,0.072,0.072,0.194,0.2,50.0,38.8
Jeff Green,26,PF,BOS,81,2252,258,15.0,14.7,0.074,0.074,0.2,0.2,37.4,40.0
Jarrett Jack,29,SG,GSW,79,2349,426,15.9,17.4,0.097,0.097,0.146,0.4,55.6,58.4
Kevin Garnett,36,C,BOS,68,2022,212,19.2,17.3,0.095,0.095,0.236,0.2,48.1,47.2
Corey Brewer,26,SF,DEN,82,2003,146,14.7,7.3,0.069,0.069,0.071,0.2,48.0,14.2
Raymond Felton,28,PG,NYK,68,2313,454,15.2,16.5,0.064,0.064,0.15,0.4,42.2,60.0
Roy Hibbert,26,C,IND,79,2269,694,17.3,21.2,0.102,0.102,0.164,0.609,61.7,99.9
Metta World Peace,33,SF,LAL,75,2530,84,12.5,4.5,0.068,0.068,0.09,0.0,37.3,0.0
Kenneth Faried,23,PF,DEN,80,2248,145,18.5,15.6,0.087,0.087,0.152,0.2,60.5,30.4
Carl Landry,29,PF,GSW,81,1876,246,17.5,21.3,0.107,0.107,0.178,0.4,61.3,71.2
Ray Allen,37,SG,MIA,79,2035,573,14.7,14.4,0.076,0.076,0.09,0.881,61.2,79.3
Tayshaun Prince,32,SF,"DET, MEM",82,2631,454,10.2,7.7,"0.057, 0.05",0.054,0.063,0.516,26.5,0.0
Andray Blatche,26,C,BRK,82,1555,138,21.9,21.7,0.122,0.122,0.18,0.273,73.0,49.1
Danny Green,25,SG,SAS,80,2201,669,14.1,15.2,0.064,0.064,0.1,0.848,45.2,84.8
Tiago Splitter,28,PF,SAS,81,1997,388,18.7,13.5,0.085,0.085,0.089,0.848,60.1,75.5
Matt Barnes,32,SF,LAC,80,2058,162,15.5,18.4,0.081,0.081,0.167,0.2,55.3,33.4
Jordan Crawford,24,SG,"WAS, BOS",70,1709,59,12.0,1.6,"0.072, 0.059",0.067,0.022,0.2,27.2,0.0
Caron Butler,32,SF,LAC,78,1879,136,12.4,10.2,0.065,0.065,0.093,0.2,44.4,18.6
Kyle Korver,31,SF,ATL,74,2259,177,13.9,10.1,0.062,0.062,0.114,0.2,33.3,22.8
Jason Terry,35,SG,BOS,79,2124,189,12.8,14.8,0.063,0.063,0.202,0.2,31.9,40.4
Andre Miller,36,PG,DEN,82,2151,154,15.7,16.3,0.074,0.074,0.159,0.2,51.4,31.8
Mike Dunleavy,32,SF,MIL,75,1943,91,13.6,24.7,0.06,0.06,0.4,0.0,27.8,0.0
Joakim Noah,27,C,CHI,66,2426,409,18.1,16.7,0.116,0.116,0.128,0.325,63.7,41.6
Harrison Barnes,20,SF,GSW,81,2058,461,11.0,13.8,0.067,0.067,0.115,0.4,38.4,46.0
Patrick Patterson,23,PF,"HOU, SAC",71,1775,0,14.5,,"0.066, 0.065",0.066,0.0,0.0,31.5,0.0
DeAndre Jordan,24,C,LAC,82,2010,144,17.2,7.3,0.09,0.09,0.066,0.2,61.5,13.2
JaVale McGee,25,C,DEN,79,1433,112,20.7,14.1,0.098,0.098,0.138,0.2,68.1,27.6
Antawn Jamison,36,PF,LAL,76,1636,79,15.3,10.0,0.084,0.084,0.2,0.0,46.1,0.0
Carlos Delfino,30,SF,HOU,67,1689,120,13.3,11.8,0.056,0.056,0.128,0.2,30.7,25.6
Tony Allen,31,SG,MEM,79,2109,422,13.2,17.7,0.064,0.064,0.144,0.516,43.7,74.3
Jimmy Butler,23,SF,CHI,82,2134,490,15.2,14.4,0.097,0.097,0.11,0.325,53.3,35.8
Marco Belinelli,26,SG,CHI,73,1882,325,10.4,13.7,0.067,0.067,0.105,0.325,36.8,34.1
Brandon Bass,27,PF,BOS,81,2239,204,12.3,9.3,0.061,0.061,0.127,0.2,30.9,25.4
Larry Sanders,24,C,MIL,71,1937,113,18.7,14.3,0.082,0.082,0.232,0.0,38.0,0.0
Jerryd Bayless,24,PG,MEM,80,1765,320,13.5,11.5,0.066,0.066,0.094,0.516,45.1,48.5
Tyson Chandler,30,C,NYK,66,2164,350,18.9,12.8,0.08,0.08,0.117,0.4,52.7,46.8
Kawhi Leonard,21,SF,SAS,58,1810,775,16.4,18.9,0.074,0.074,0.124,0.848,52.3,105.2
Lance Stephenson,22,SG,IND,78,2278,673,11.8,11.3,0.069,0.069,0.087,0.609,41.7,53.0
Pau Gasol,32,PF,LAL,49,1655,146,16.7,17.9,0.091,0.091,0.359,0.0,50.0,0.0
Mario Chalmers,26,PG,MIA,77,2068,650,13.3,11.2,0.069,0.069,0.07,0.881,55.5,61.7
Marreese Speights,25,C,"MEM, CLE",79,1300,0,18.2,,"0.078, 0.08",0.079,0.0,0.0,38.5,0.0
Kosta Koufos,23,C,DEN,81,1817,100,17.2,10.0,0.081,0.081,0.098,0.2,56.3,19.6
Gary Neal,28,SG,SAS,68,1484,390,11.5,9.0,0.052,0.052,0.059,0.848,36.8,50.0
Eric Bledsoe,23,PG,LAC,76,1553,97,17.5,19.8,0.091,0.091,0.18,0.2,62.2,0.0
Steve Nash,38,PG,LAL,50,1627,61,16.0,14.5,0.088,0.088,0.291,0.0,48.3,0.0
Ed Davis,23,PF,"TOR, MEM",81,1631,48,17.2,7.8,"0.077, 0.084",0.08,0.064,0.516,43.3,0.0
Jodie Meeks,25,SG,LAL,78,1663,20,11.4,1.6,0.062,0.062,0.032,0.0,34.0,0.0
Wayne Ellington,25,SG,"MEM, CLE",78,1661,0,13.9,,"0.048, 0.061",0.054,0.0,0.0,25.5,0.0
Thabo Sefolosha,28,SG,OKC,81,2229,300,12.8,10.5,0.06,0.06,0.096,0.347,43.9,33.3
Courtney Lee,27,SG,BOS,78,1941,39,11.7,6.6,0.058,0.058,0.09,0.2,29.3,0.0
Tobias Harris,20,PF,"MIL, ORL",55,1299,0,17.0,,"0.057, 0.077",0.067,0.0,0.0,22.7,0.0
Marcus Morris,23,SF,"HOU, PHO",77,1524,0,8.6,,"0.051, 0.046",0.05,0.0,0.0,23.8,0.0
Devin Harris,29,SG,ATL,58,1421,225,14.6,9.3,0.065,0.065,0.105,0.2,34.9,21.0
Tyler Hansbrough,27,PF,IND,81,1366,241,15.3,11.4,0.09,0.09,0.088,0.609,54.4,53.6
Wilson Chandler,25,PF,DEN,43,1079,205,16.6,8.8,0.078,0.078,0.086,0.2,54.2,17.2
C.J. Watson,28,PG,BRK,80,1521,161,13.9,15.3,0.077,0.077,0.127,0.273,46.0,34.7
Beno Udrih,30,PG,"MIL, ORL",66,1457,0,14.9,,"0.06, 0.068",0.063,0.0,0.0,23.2,0.0
Steve Novak,29,SF,NYK,81,1641,50,11.3,15.1,0.048,0.048,0.138,0.4,31.6,0.0
Toney Douglas,26,PG,"HOU, SAC",71,1289,0,16.0,,"0.052, 0.071",0.058,0.0,0.0,27.2,0.0
Gerald Wallace,30,SF,BRK,69,2076,243,11.6,14.0,0.064,0.064,0.116,0.273,38.3,31.7
Taj Gibson,27,PF,CHI,65,1459,206,14.4,12.3,0.092,0.092,0.094,0.325,50.5,30.6
Richard Hamilton,34,SG,CHI,50,1088,68,10.6,7.6,0.068,0.068,0.058,0.325,37.3,0.0
Chris Copeland,28,PF,NYK,56,862,93,16.8,13.7,0.071,0.071,0.125,0.4,46.8,0.0
Shane Battier,34,SF,MIA,72,1786,392,10.7,7.4,0.056,0.056,0.046,0.881,45.1,40.5
Avery Bradley,22,PG,BOS,50,1435,191,8.8,6.7,0.043,0.043,0.091,0.2,21.8,18.2
Kirk Hinrich,32,PG,CHI,60,1764,162,10.8,12.7,0.069,0.069,0.097,0.325,37.9,31.5
Jason Kidd,39,SG,NYK,76,2043,247,13.5,5.1,0.057,0.057,0.046,0.4,37.6,18.4
Ivan Johnson,28,PF,ATL,69,1035,108,15.7,11.3,0.07,0.07,0.128,0.2,37.6,25.6
Willie Green,31,SG,LAC,72,1188,20,11.8,21.6,0.062,0.062,0.196,0.2,42.3,0.0
Norris Cole,24,PG,MIA,80,1590,418,7.9,12.4,0.041,0.041,0.077,0.881,33.0,67.8
Boris Diaw,30,PF,SAS,75,1709,273,11.9,10.1,0.054,0.054,0.066,0.848,38.2,56.0
Earl Clark,25,PF,LAL,59,1363,82,12.4,1.2,0.068,0.068,0.024,0.0,37.3,0.0
Gerald Green,27,SF,IND,60,1080,105,9.9,12.9,0.058,0.058,0.1,0.609,35.1,60.9
Greg Smith,22,C,HOU,70,1110,59,16.1,13.0,0.068,0.068,0.141,0.2,37.3,0.0
Shaun Livingston,27,PG,"WAS, CLE",66,1455,0,14.6,,"0.036, 0.064",0.057,0,0.0,17.2,0.0
Amar'e Stoudemire,30,PF,NYK,29,682,33,22.1,9.8,0.093,0.093,0.089,0.4,61.3,0.0
Nick Collison,32,C,OKC,81,1583,178,13.6,16.1,0.064,0.064,0.146,0.347,46.8,50.7
Ian Mahinmi,26,C,IND,80,1322,150,10.6,7.6,0.062,0.062,0.059,0.609,37.5,35.9
Josh McRoberts,25,PF,"ORL, CHA",67,1487,0,14.8,,"0.046, 0.073",0.056,0,0.0,14.1,0.0
MarShon Brooks,24,SG,BRK,73,912,40,13.5,4.0,0.075,0.075,0.033,0.273,44.8,0.0
Luc Mbah a Moute,26,SF,MIL,58,1326,136,9.1,9.3,0.04,0.04,0.151,0.0,18.5,0.0
John Henson,22,PF,MIL,63,827,33,18.2,-0.1,0.08,0.08,-0.002,0.0,37.0,0.0
Aaron Brooks,28,PG,"SAC, HOU",53,997,67,5.6,11.7,"0.054, 0.024",0.05,0.127,0.2,17.7,0.0
Kris Humphries,27,PF,BRK,65,1191,83,13.6,13.6,0.076,0.076,0.113,0.273,45.4,0.0
Quincy Pondexter,24,SF,MEM,59,1243,357,11.0,14.3,0.053,0.053,0.117,0.516,36.2,60.4
Reggie Jackson,22,PG,OKC,70,993,368,14.2,15.4,0.066,0.066,0.14,0.347,48.3,48.6
John Jenkins,21,SG,ATL,61,902,24,13.0,-5.7,0.058,0.058,-0.064,0.2,31.1,0.0
Reggie Evans,32,PF,BRK,80,1967,209,12.8,12.3,0.071,0.071,0.102,0.273,42.5,27.8
Darrell Arthur,24,PF,MEM,59,970,175,11.8,11.1,0.057,0.057,0.091,0.516,38.9,47.0
D.J. Augustin,25,PG,IND,76,1226,316,11.0,9.7,0.065,0.065,0.075,0.609,39.3,45.7
Thomas Robinson,21,PF,"SAC, HOU",70,1056,0,12.0,,"0.047, 0.051",0.048,0.0,0.2,19.3,0.0
Sebastian Telfair,27,PG,"PHO, TOR",59,980,0,10.7,,"0.058, 0.046",0.055,0,0.0,18.0,0.0
Lamar Odom,33,PF,LAC,82,1616,107,10.9,10.4,0.057,0.057,0.095,0.2,38.9,19.0
Kendrick Perkins,28,C,OKC,78,1954,210,8.2,-0.6,0.038,0.038,-0.005,0.347,27.8,-1.7
DeJuan Blair,23,PF,SAS,61,851,76,14.6,31.2,0.066,0.066,0.205,0.848,46.7,0.0
Steve Blake,32,PG,LAL,45,1175,75,11.7,12.1,0.064,0.064,0.242,0.0,35.1,0.0
Marquis Daniels,32,SF,MIL,59,1085,33,9.2,14.9,0.04,0.04,0.241,0.0,18.5,0.0
Ekpe Udoh,25,C,MIL,76,1312,54,12.0,9.1,0.053,0.053,0.147,0.0,24.5,0.0
Samuel Dalembert,31,C,MIL,47,765,9,18.6,-15.5,0.082,0.082,-0.251,0.0,38.0,0.0
Keith Bogans,32,SG,BRK,74,1408,23,6.7,-2.3,0.037,0.037,-0.019,0.273,22.1,0.0
Iman Shumpert,22,SG,NYK,45,996,337,11.7,14.2,0.049,0.049,0.129,0.4,32.3,51.6
Patty Mills,24,PG,SAS,58,656,31,14.1,13.5,0.064,0.064,0.089,0.848,45.2,0.0
Eric Maynor,25,SG,"OKC, POR",64,963,0,10.6,,"0.035, 0.064",0.047,0.0,0.0,25.7,0.0
Udonis Haslem,32,PF,MIA,75,1414,357,9.9,14.2,0.051,0.051,0.089,0.881,41.1,78.4
Matt Bonner,32,PF,SAS,68,909,267,11.8,12.7,0.053,0.053,0.084,0.848,37.5,71.2
Rashard Lewis,33,PF,MIA,55,792,47,11.1,6.7,0.058,0.058,0.042,0.881,46.7,0.0
DeShawn Stevenson,31,SG,ATL,56,1158,45,8.1,9.2,0.036,0.036,0.104,0.2,19.3,0.0
Mike Miller,32,SF,MIA,59,900,232,13.5,12.1,0.07,0.07,0.076,0.881,56.4,67.0
Nando De Colo,25,SG,SAS,72,920,14,11.1,17.0,0.05,0.05,0.112,0.848,35.4,0.0
Pablo Prigioni,35,PG,NYK,78,1263,230,13.0,13.8,0.055,0.055,0.126,0.4,36.2,50.4
Jeremy Pargo,26,SG,"CLE, PHI",39,655,0,8.4,,"0.05, 0.044",0.048,0,0.0,15.9,0.0
Dahntay Jones,32,SF,"DAL, ATL",78,1016,19,5.4,0.2,"0.031, 0.024",0.028,0.002,0.2,14.6,0.0
Chris Wilcox,30,C,BOS,61,830,6,15.3,5.0,0.076,0.076,0.068,0.2,38.5,0.0
Anthony Tolliver,27,SF,ATL,62,963,68,8.4,15.2,0.037,0.037,0.172,0.2,19.9,0.0
Austin Daye,24,SF,"DET, MEM",55,676,20,13.3,4.1,"0.058, 0.065",0.062,0.033,0.516,34.0,0.0
Patrick Beverley,24,PG,HOU,41,713,200,15.4,14.6,0.065,0.065,0.159,0.2,35.7,31.8
Draymond Green,22,SF,GSW,79,1061,223,7.1,13.9,0.043,0.043,0.116,0.4,24.6,46.4
Jordan Hamilton,22,SF,DEN,40,397,2,16.9,-19.7,0.08,0.08,-0.192,0.2,55.6,0.0
Chris Andersen,34,C,MIA,42,624,303,17.4,24.9,0.09,0.09,0.155,0.881,72.4,136.6
Jannero Pargo,33,PG,"WAS, ATL, CHA",32,507,0,14.1,,"0.001, 0.043, 0.069",0.048,0.0,0.0,15.1,0.0
Ryan Hollins,28,C,LAC,60,663,37,11.3,9.7,0.059,0.059,0.088,0.2,40.3,0.0
Orlando Johnson,23,SG,IND,51,619,28,11.4,1.9,0.067,0.067,0.015,0.609,40.5,0.0
Evan Fournier,20,SG,DEN,38,428,53,13.8,4.1,0.065,0.065,0.04,0.2,45.2,0.0
Jordan Hill,25,PF,LAL,29,458,31,18.5,17.7,0.101,0.101,0.355,0.0,55.4,0.0
Darius Morris,22,PG,LAL,48,683,105,8.1,13.0,0.044,0.044,0.261,0.0,24.2,0.0
Hakim Warrick,30,PF,"NOH, CHA",28,489,0,11.3,,"0.152, 0.055",0.058,0,0.0,15.4,0.0
Festus Ezeli,23,C,GSW,78,1120,134,9.3,6.4,0.057,0.057,0.054,0.4,32.7,21.6
Andrew Bogut,28,C,GSW,32,786,327,13.8,16.1,0.084,0.084,0.135,0.4,48.1,54.0
Chauncey Billups,36,SG,LAC,22,418,115,15.0,5.7,0.078,0.078,0.052,0.2,53.3,10.4
Mike Scott,24,PF,ATL,40,376,20,16.3,25.2,0.073,0.073,0.285,0.2,39.2,0.0
Jerry Stackhouse,38,SF,BRK,37,544,28,8.5,-8.1,0.047,0.047,-0.067,0.273,28.1,0.0
Ronnie Brewer,27,SF,"NYK, OKC",60,853,8,9.1,-0.5,"0.043, 0.043",0.043,-0.005,0.347,29.1,0.0
Richard Jefferson,32,SF,GSW,56,568,39,10.3,12.2,0.063,0.063,0.102,0.4,36.1,0.0
Derek Fisher,38,SG,"DAL, OKC",33,575,261,7.0,11.2,"0.039, 0.033",0.035,0.102,0.347,22.9,0.0
Nazr Mohammed,35,C,CHI,63,693,114,10.8,20.0,0.069,0.069,0.153,0.325,37.9,49.7
Anthony Morrow,27,SG,"ATL, DAL",41,383,0,10.9,,"0.055, 0.049",0.053,0.0,0.0,27.4,0.0
Hasheem Thabeet,25,C,OKC,66,770,26,11.6,-0.7,0.054,0.054,-0.006,0.347,39.5,0.0
Sam Young,27,SG,IND,56,693,130,7.5,8.1,0.044,0.044,0.063,0.609,26.6,38.4
Doron Lamb,21,SG,"MIL, ORL",47,577,0,6.5,,"0.013, 0.03",0.022,0.0,0.0,6.7,0.0
James Anderson,23,SG,"SAS, HOU",39,401,18,14.2,-1.4,"0.059, 0.06",0.06,-0.015,0.2,35.2,0.0
Jeff Ayres,25,PF,IND,37,369,71,14.5,2.0,0.085,0.085,0.015,0.609,51.4,0.0
Anthony Randolph,23,PF,DEN,39,329,30,15.6,34.1,0.074,0.074,0.333,0.2,51.4,0.0
Shelvin Mack,22,PG,"WAS, PHI, ATL",31,416,22,12.3,32.1,"0.051, -0.034, 0.055",0.043,0.363,0.2,21.3,0.0
Daequan Cook,25,SG,"HOU, CHI",49,441,36,4.0,-9.2,"0.037, 0.026",0.03,-0.071,0.325,16.2,0.0
Chris Duhon,30,PG,LAL,46,820,68,8.0,5.5,0.044,0.044,0.11,0.0,24.2,0.0
Kenyon Martin,35,C,NYK,18,431,253,13.9,16.2,0.059,0.059,0.148,0.4,38.9,59.2
Cory Joseph,21,PG,SAS,28,388,192,13.5,13.2,0.061,0.061,0.087,0.848,43.1,73.8
James White,30,SF,NYK,57,435,9,9.1,17.0,0.038,0.038,0.155,0.4,25.0,0.0
Kent Bazemore,23,SG,GSW,61,267,16,11.3,-13.7,0.069,0.069,-0.115,0.4,39.5,0.0
Ish Smith,24,PG,"ORL, MIL",52,516,11,12.1,0.8,"0.033, 0.053",0.039,0.013,0.0,13.1,0.0
Ronny Turiaf,30,C,LAC,65,701,59,9.4,11.0,0.049,0.049,0.1,0.2,33.5,0.0
Charles Jenkins,23,PG,"GSW, PHI",59,441,0,8.6,,"0.042, 0.046",0.043,0.0,0.0,23.1,0.0
Terrence Williams,25,SF,BOS,24,318,48,12.3,0.6,0.061,0.061,0.008,0.2,30.9,0.0
Johan Petro,27,C,ATL,31,352,101,11.0,10.5,0.049,0.049,0.119,0.2,26.3,23.8
Terrence Jones,21,PF,HOU,19,276,35,17.1,10.9,0.072,0.072,0.118,0.2,39.5,0.0
Cole Aldrich,24,C,"HOU, SAC",45,388,0,15.7,,"0.031, 0.07",0.044,0.0,0.0,19.3,0.0
Marquis Teague,19,PG,CHI,48,392,72,6.0,4.4,0.038,0.038,0.034,0.325,20.9,0.0
Grant Hill,40,SF,LAC,29,437,20,4.8,7.4,0.025,0.025,0.067,0.2,17.1,0.0
Tony Wroten,19,SG,MEM,35,272,17,9.3,5.4,0.045,0.045,0.044,0.516,30.7,0.0
Perry Jones,21,SF,OKC,38,280,5,7.8,-5.4,0.036,0.036,-0.049,0.347,26.4,0.0
Joel Anthony,30,C,MIA,62,566,71,10.4,6.4,0.054,0.054,0.04,0.881,43.5,0.0
Tyshawn Taylor,22,PG,BRK,38,221,2,6.2,-21.7,0.034,0.034,-0.18,0.273,20.3,0.0
Hamed Haddadi,27,C,"MEM, PHO",30,322,0,11.2,,"0.036, 0.06",0.05,0.0,0.0,21.0,0.0
Donald Sloan,25,PG,"CLE, NOH",23,263,0,-3.3,,"0.044, -0.017",0.036,0,0.0,10.5,0.0
Maalik Wayns,21,PG,"PHI, LAC",27,202,0,19.5,,"0.01, 0.102",0.03,0.0,0.2,18.7,0.0
Lou Amundson,30,PF,"MIN, CHI, NOH",39,372,0,11.7,,"0.028, 0.0, 0.062",0.043,0.0,0.0,14.8,0.0
Shavlik Randolph,29,PF,BOS,16,198,3,15.9,8.7,0.079,0.079,0.119,0.2,0.0,0.0
James Jones,32,SF,MIA,38,221,33,8.1,6.0,0.042,0.042,0.037,0.881,33.8,0.0
DeAndre Liggins,24,SG,OKC,39,290,68,9.4,3.2,0.044,0.044,0.029,0.347,32.2,0.0
Ben Hansbrough,25,PG,IND,28,200,22,7.2,-6.4,0.042,0.042,-0.049,0.609,25.4,0.0
Jon Leuer,23,PF,"CLE, MEM",28,187,11,17.2,21.4,"0.015, 0.084",0.062,0.175,0.516,0.0,0.0
Dominic McGuire,27,SF,"TOR, NOH, IND",26,387,0,-6.0,,"0.032, 0.048, -0.035",0.032,0.0,0.609,11.5,0.0
Aron Baynes,26,C,SAS,16,141,23,8.8,10.6,0.04,0.04,0.07,0.848,0.0,0.0
Robert Sacre,23,C,LAL,32,203,4,3.4,10.7,0.019,0.019,0.214,0.0,10.4,0.0
Marcus Camby,38,PF,NYK,24,250,3,8.6,27.2,0.036,0.036,0.248,0.4,23.7,0.0
Jason Collins,34,C,"BOS, WAS",38,384,0,2.9,,"0.015, 0.014",0.015,0.0,0.0,7.2,0.0
Earl Barron,31,C,"WAS, NYK",12,159,0,15.4,,"0.034, 0.065",0.037,0.0,0.4,0.0,0.0
Keyon Dooling,32,PG,MEM,7,82,114,11.2,4.4,0.054,0.054,0.036,0.516,0.0,18.6
Jeremy Tyler,21,C,"GSW, ATL",21,68,0,8.5,,"0.037, 0.038",0.037,0.0,0.2,0.0,0.0
Malcolm Thomas,24,PF,"GSW, CHI",12,57,6,16.7,31.8,"0.054, 0.107",0.085,0.244,0.325,0.0,0.0
Terrel Harris,25,SG,"MIA, NOH",20,137,0,-6.8,,"0.037, -0.036",-0.01,0.0,0.0,0.0,0.0
Kris Joseph,24,SF,"BOS, BRK",10,54,0,3.7,,"-0.016, 0.021",-0.001,0.0,0.273,0.0,0.0
Dexter Pittman,24,C,"MIA, MEM",11,32,0,-7.7,,"0.088, -0.037",0.008,0.0,0.516,0.0,0.0
Jarvis Varnado,24,PF,"BOS, MIA",13,58,0,-4.1,,"0.063, -0.021",0.011,0.0,0.881,0.0,0.0
Julyan Stone,24,PG,DEN,4,28,13,11.4,5.9,0.054,0.054,0.058,0.2,0.0,0.0
Quentin Richardson,32,SF,NYK,1,29,14,0.7,12.6,0.003,0.003,0.115,0.4,0.0,0.0
Andrew Goudelock,24,SG,LAL,1,6,80,-6.4,12.4,-0.035,-0.035,0.248,0.0,0.0,0.0
