Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Nick Anderson,26,SG,ORL,81,2811,16.9,13.7,0.102,0.102,0.285,0.0,62.2,0.0
Jeff Hornacek,30,SG,"PHI, UTA",80,2820,17.6,18.0,"0.087, 0.102",0.092,0.158,0.51,39.8,0.0
Jeff Malone,32,SG,"UTA, PHI",77,2560,14.7,,"0.075, 0.078",0.076,0.0,0.0,39.8,0.0
John Stockton,31,PG,UTA,82,2969,22.5,19.9,0.131,0.131,0.175,0.51,84.6,89.2
Rik Smits,27,C,IND,78,2113,19.7,16.1,0.095,0.095,0.136,0.65,54.4,88.4
LaPhonso Ellis,23,PF,DEN,79,2699,15.9,16.6,0.101,0.101,0.142,0.412,51.7,58.5
B.J. Armstrong,26,PG,CHI,82,2770,14.5,16.7,0.071,0.071,0.118,0.471,47.6,55.6
Stacey Augmon,25,SG,ATL,82,2605,17.9,13.4,0.094,0.094,0.11,0.36,65.3,39.6
Detlef Schrempf,31,SF,SEA,81,2728,14.9,20.9,0.081,0.081,0.231,0.222,62.2,51.3
A.C. Green,30,PF,PHO,82,2825,17.0,16.0,0.082,0.082,0.132,0.471,56.0,62.2
Billy Owens,24,PF,GSW,79,2738,15.6,17.7,0.087,0.087,0.236,0.0,53.1,0.0
Dale Ellis,33,SF,SAS,77,2590,14.7,9.3,0.09,0.09,0.138,0.125,60.4,17.2
Gerald Wilkins,30,SG,CLE,82,2768,14.9,19.9,0.073,0.073,0.295,0.0,41.8,0.0
Otis Thorpe,31,PF,HOU,82,2909,16.1,14.4,0.106,0.106,0.117,0.844,74.9,98.7
Kevin Edwards,28,SG,NJN,82,2727,13.8,9.6,0.068,0.068,0.144,0.125,37.3,18.0
John Starks,28,SG,NYK,59,2057,16.0,14.6,0.09,0.09,0.123,0.697,62.6,85.7
Mookie Blaylock,26,PG,ATL,81,2915,19.6,17.0,0.103,0.103,0.139,0.36,71.6,50.0
Kendall Gill,25,SG,SEA,79,2435,15.6,15.5,0.085,0.085,0.171,0.222,65.3,38.0
Rony Seikaly,28,C,MIA,72,2410,17.1,12.1,0.106,0.106,0.129,0.222,54.3,28.6
Reggie Williams,29,SF,DEN,82,2654,13.1,14.7,0.083,0.083,0.126,0.412,42.5,51.9
Horace Grant,28,PF,CHI,70,2570,19.8,21.2,0.097,0.097,0.149,0.471,65.1,70.2
Dennis Scott,25,SF,ORL,82,2283,14.1,8.4,0.085,0.085,0.175,0.0,51.8,0.0
Chris Mullin,30,SF,GSW,62,2324,15.8,20.0,0.089,0.089,0.266,0.0,54.3,0.0
Vernon Maxwell,28,SG,HOU,75,2571,12.5,10.4,0.082,0.082,0.085,0.844,58.0,71.7
Bryant Stith,23,SG,DEN,82,2853,12.7,13.9,0.08,0.08,0.119,0.412,41.0,49.0
Cedric Ceballos,24,SF,PHO,53,1602,20.9,16.4,0.101,0.101,0.136,0.471,69.0,64.1
Terry Porter,30,PG,POR,77,2074,16.4,19.9,0.098,0.098,0.251,0.125,56.2,0.0
Sam Perkins,32,PF,SEA,81,2170,14.9,12.8,0.081,0.081,0.141,0.222,62.2,31.3
Dikembe Mutombo,27,C,DEN,82,2853,17.9,17.8,0.113,0.113,0.152,0.412,57.9,62.6
Armen Gilliam,29,PF,NJN,82,1969,18.5,15.0,0.091,0.091,0.225,0.125,50.0,28.1
Charles Oakley,30,PF,NYK,82,2932,15.3,15.9,0.086,0.086,0.134,0.697,59.8,93.4
Willie Anderson,27,SG,SAS,80,2488,14.2,11.7,0.087,0.087,0.174,0.125,58.4,21.8
Frank Brickowski,34,C,"MIL, CHH",71,2094,13.4,,"0.084, 0.059",0.074,0,0.0,24.0,0.0
Derrick McKey,27,SF,IND,76,2613,13.3,11.5,0.064,0.064,0.097,0.65,36.7,63.1
Kenny Smith,28,PG,HOU,78,2209,14.2,14.7,0.093,0.093,0.12,0.844,65.8,101.3
Tom Chambers,34,PF,UTA,80,1838,13.4,7.9,0.078,0.078,0.069,0.51,50.4,35.2
Avery Johnson,28,PG,GSW,82,2332,13.9,20.5,0.078,0.078,0.273,0.0,47.6,0.0
Johnny Newman,30,SF,"CHH, NJN",81,1697,13.2,3.1,"0.075, 0.065",0.067,0.046,0.125,36.1,0.0
Craig Ehlo,32,SG,ATL,82,2147,15.0,13.7,0.079,0.079,0.112,0.36,54.9,40.3
Scott Skiles,29,PG,ORL,82,2303,13.1,3.8,0.079,0.079,0.079,0.0,48.2,0.0
Robert Horry,23,SF,HOU,81,2370,14.2,16.7,0.093,0.093,0.136,0.844,65.8,114.8
Harvey Grant,28,SF,POR,77,2112,12.3,16.3,0.074,0.074,0.206,0.125,42.4,0.0
Derek Harper,32,PG,"DAL, NYK",82,2204,13.7,14.1,"0.051, 0.077",0.068,0.119,0.697,38.0,0.0
Olden Polynice,29,C,"DET, SAC",68,2402,13.7,,"0.091, 0.066",0.08,0,0.0,22.3,0.0
Grant Long,27,PF,MIA,69,2201,13.9,14.0,0.087,0.087,0.149,0.222,44.5,33.1
Buck Williams,33,PF,POR,81,2636,14.0,19.2,0.084,0.084,0.242,0.125,48.1,30.2
Vinny Del Negro,27,SG,SAS,77,1949,15.3,12.4,0.094,0.094,0.184,0.125,63.1,0.0
Dale Davis,24,PF,IND,66,2292,15.9,11.2,0.076,0.076,0.095,0.65,43.5,61.8
Chris Mills,24,SF,CLE,79,2022,12.6,23.0,0.061,0.061,0.341,0.0,35.0,0.0
Ricky Pierce,34,SG,SEA,51,1022,20.8,10.7,0.113,0.113,0.118,0.222,86.8,0.0
Vincent Askew,27,SG,SEA,80,1690,15.9,12.9,0.086,0.086,0.142,0.222,66.0,0.0
Benoit Benjamin,29,C,NJN,77,1817,14.2,8.3,0.07,0.07,0.124,0.125,38.4,15.5
Steve Kerr,28,PG,CHI,82,2036,13.7,8.3,0.067,0.067,0.058,0.471,45.0,27.3
Byron Scott,32,SG,IND,67,1197,17.6,15.8,0.085,0.085,0.133,0.65,48.7,86.5
Brian Shaw,27,SG,MIA,77,2037,13.4,8.3,0.083,0.083,0.088,0.222,42.5,19.5
Felton Spencer,26,C,UTA,79,2210,11.7,10.8,0.068,0.068,0.095,0.51,43.9,48.4
Chris Gatling,26,C,GSW,82,1296,18.7,22.3,0.105,0.105,0.297,0.0,64.0,0.0
Harold Miner,22,SG,MIA,63,1358,14.0,18.6,0.087,0.087,0.198,0.222,44.5,0.0
Tyrone Corbin,31,SF,UTA,82,2149,11.8,11.1,0.068,0.068,0.097,0.51,43.9,49.5
Pete Myers,30,SG,CHI,82,2030,10.6,12.1,0.052,0.052,0.085,0.471,34.9,40.0
Rodney Rogers,22,SF,DEN,79,1406,12.9,12.4,0.082,0.082,0.106,0.412,42.0,43.7
Bison Dele,24,C,DEN,80,1507,16.5,17.9,0.104,0.104,0.153,0.412,53.2,63.0
Oliver Miller,23,C,PHO,69,1786,18.2,14.3,0.088,0.088,0.118,0.471,60.1,55.6
Robert Pack,24,PG,DEN,66,1382,15.0,12.0,0.095,0.095,0.102,0.412,48.6,42.0
Greg Anthony,26,PG,NYK,80,1994,13.0,8.6,0.073,0.073,0.072,0.697,50.7,50.2
J.R. Reid,25,PF,SAS,70,1344,14.7,6.5,0.09,0.09,0.096,0.125,60.4,0.0
Antonio Davis,25,PF,IND,81,1732,15.2,14.9,0.073,0.073,0.126,0.65,41.8,81.9
Mario Elie,30,SF,HOU,67,1606,13.4,11.9,0.088,0.088,0.097,0.844,62.2,81.9
Hubert Davis,23,SG,NYK,56,1333,14.0,5.6,0.079,0.079,0.047,0.697,54.9,32.8
Danny Ainge,34,SG,PHO,68,1555,11.8,14.7,0.057,0.057,0.121,0.471,38.9,57.0
Terrell Brandon,23,PG,CLE,73,1548,15.0,21.1,0.073,0.073,0.313,0.0,41.8,0.0
Tyrone Hill,25,PF,CLE,57,1447,18.4,11.7,0.09,0.09,0.174,0.0,51.6,0.0
Bobby Phills,24,SG,CLE,72,1531,14.1,8.6,0.069,0.069,0.128,0.0,39.5,0.0
Negele Knight,26,PG,"PHO, SAS",65,1438,13.9,8.0,"-0.003, 0.085",0.084,"0.0, 0.119",0.125,56.1,14.9
Bimbo Coles,25,PG,MIA,76,1726,13.0,19.6,0.081,0.081,0.209,0.222,41.5,46.4
John Salley,29,PF,MIA,76,1910,13.0,10.2,0.081,0.081,0.109,0.222,41.5,24.2
Jay Humphries,31,SG,UTA,75,1619,10.9,11.7,0.063,0.063,0.103,0.51,40.7,52.5
Tony Campbell,31,SF,"NYK, DAL",63,1214,13.3,,"0.075, 0.067",0.07,0.0,0.0,25.1,0.0
Donald Royal,27,SF,ORL,74,1357,14.6,16.8,0.088,0.088,0.349,0.0,53.7,0.0
Chris Morris,28,SF,NJN,50,1349,15.4,13.0,0.076,0.076,0.195,0.125,41.7,0.0
Bill Wennington,30,C,CHI,76,1371,14.0,6.6,0.068,0.068,0.047,0.471,45.6,0.0
Anthony Mason,27,PF,NYK,73,1903,10.8,13.0,0.061,0.061,0.11,0.697,42.4,76.7
Luc Longley,25,C,"MIN, CHI",76,1502,15.2,13.8,"0.076, 0.074",0.075,0.097,0.471,29.6,0.0
Matt Geiger,24,C,MIA,72,1199,16.7,0.7,0.104,0.104,0.007,0.222,53.2,0.0
Duane Ferrell,28,SF,ATL,72,1155,14.5,16.8,0.077,0.077,0.137,0.36,53.5,49.3
Jerome Kersey,31,SF,POR,78,1276,14.5,6.5,0.087,0.087,0.082,0.125,49.9,0.0
Andrew Lang,27,C,ATL,82,1608,11.0,12.1,0.058,0.058,0.099,0.36,40.3,35.6
Haywoode Workman,28,PG,IND,65,1714,12.9,12.4,0.062,0.062,0.105,0.65,35.5,68.2
Trevor Wilson,25,PF,"LAL, SAC",57,1221,11.5,,"0.068, 0.056",0.057,0,0.0,19.8,0.0
Jeff Grayer,28,SG,GSW,67,1096,13.2,13.7,0.074,0.074,0.182,0.0,45.1,0.0
P.J. Brown,24,C,NJN,79,1950,12.2,5.4,0.06,0.06,0.081,0.125,32.9,0.0
Pete Chilcutt,25,PF,"SAC, DET",76,1365,10.5,,"0.066, 0.06",0.064,0,0.0,19.4,0.0
Charles Smith,28,SF,NYK,43,1105,11.3,12.3,0.064,0.064,0.104,0.697,44.5,72.5
Mark Bryant,28,C,POR,79,1441,9.9,4.3,0.059,0.059,0.054,0.125,33.8,0.0
Sam Cassell,24,PG,HOU,66,1122,13.1,16.3,0.086,0.086,0.133,0.844,60.8,112.3
Nate McMillan,29,PG,SEA,73,1887,15.5,7.4,0.084,0.084,0.082,0.222,64.5,18.2
Tracy Murray,22,SF,POR,66,820,15.3,25.8,0.092,0.092,0.326,0.125,52.7,0.0
Keith Jennings,25,PG,GSW,76,1097,15.5,5.0,0.087,0.087,0.067,0.0,53.1,0.0
Terry Cummings,32,PF,SAS,59,1133,12.7,24.0,0.078,0.078,0.356,0.125,52.3,0.0
Kenny Williams,24,SF,IND,68,982,15.8,7.3,0.076,0.076,0.062,0.65,43.5,0.0
Rolando Blackman,34,SG,NYK,55,969,11.3,2.7,0.064,0.064,0.023,0.697,44.5,0.0
Anthony Avent,24,PF,"MIL, ORL",74,1371,7.1,21.7,"0.065, 0.043",0.053,0.451,0.0,21.6,0.0
Stacey King,27,C,"CHI, MIN",49,1053,12.9,,"0.051, 0.078",0.061,0.0,0.0,28.6,0.0
Mark West,33,C,PHO,82,1236,12.3,8.3,0.06,0.06,0.069,0.471,41.0,0.0
Scott Brooks,28,PG,HOU,73,1225,12.2,22.8,0.08,0.08,0.186,0.844,56.6,0.0
Michael Cage,32,C,SEA,82,1708,11.9,10.3,0.065,0.065,0.114,0.222,49.9,0.0
Anthony Bonner,25,SF,NYK,73,1402,12.6,5.7,0.071,0.071,0.048,0.697,49.3,33.5
Willie Burton,25,SF,MIA,53,697,15.6,-11.2,0.097,0.097,-0.119,0.222,49.7,0.0
Lloyd Daniels,26,SG,SAS,65,980,11.2,11.4,0.069,0.069,0.169,0.125,46.3,0.0
Dennis Rodman,32,PF,SAS,79,2989,13.4,16.4,0.082,0.082,0.243,0.125,55.0,30.4
Sam Mitchell,30,PF,IND,75,1084,10.9,4.2,0.052,0.052,0.035,0.65,29.8,0.0
David Benoit,25,SF,UTA,55,1070,10.9,10.0,0.063,0.063,0.088,0.51,40.7,44.9
Vern Fleming,31,PG,IND,55,1053,11.8,14.7,0.057,0.057,0.124,0.65,32.7,80.6
Carl Herrera,27,PF,HOU,75,1292,9.1,10.8,0.06,0.06,0.088,0.844,42.4,74.3
Danny Ferry,27,PF,CLE,70,965,12.0,-9.6,0.059,0.059,-0.142,0.0,33.8,0.0
Jon Koncak,30,C,ATL,82,1823,9.9,9.7,0.052,0.052,0.079,0.36,36.1,28.4
John Battle,31,SG,CLE,51,814,12.2,16.2,0.059,0.059,0.24,0.0,33.8,0.0
Bryon Russell,23,SF,UTA,67,1121,11.1,21.2,0.064,0.064,0.186,0.51,41.3,0.0
LaBradford Smith,24,SG,"WSB, SAC",66,877,10.8,,"0.138, 0.052",0.061,0,0.0,20.1,0.0
Frank Johnson,35,PG,PHO,70,875,11.6,-3.3,0.056,0.056,-0.027,0.471,38.2,0.0
Jayson Williams,25,PF,NJN,70,877,13.0,-9.8,0.064,0.064,-0.147,0.125,35.1,0.0
Anthony Bowie,30,SG,ORL,70,948,11.5,-6.9,0.069,0.069,-0.143,0.0,42.1,0.0
Tom Hammonds,26,PF,DEN,74,877,12.4,7.7,0.078,0.078,0.066,0.412,39.9,0.0
Ennis Whatley,31,PG,ATL,82,1004,12.8,5.4,0.068,0.068,0.044,0.36,47.3,15.8
Scott Williams,25,C,CHI,38,638,15.4,15.8,0.075,0.075,0.111,0.471,50.3,52.3
Joe Kleine,32,C,PHO,74,848,11.2,10.9,0.054,0.054,0.09,0.471,36.9,0.0
James Robinson,23,PG,POR,58,673,10.0,19.3,0.06,0.06,0.244,0.125,34.4,0.0
Adam Keefe,23,PF,ATL,63,763,12.0,8.5,0.063,0.063,0.07,0.36,43.8,0.0
Bill Cartwright,36,C,CHI,42,780,10.1,9.3,0.049,0.049,0.066,0.471,32.9,31.1
Herb Williams,35,C,NYK,70,774,10.4,8.3,0.059,0.059,0.07,0.697,41.0,48.8
Marty Conlon,26,C,"CHH, WSB",30,579,11.8,,"0.074, 0.064",0.069,0,0.0,28.5,0.0
Matt Bullard,26,PF,HOU,65,725,8.8,6.7,0.058,0.058,0.055,0.844,41.0,0.0
Sleepy Floyd,33,PG,SAS,53,737,6.0,-5.5,0.037,0.037,-0.082,0.125,24.8,0.0
Antoine Carr,32,PF,SAS,34,465,12.8,20.2,0.078,0.078,0.3,0.125,52.3,0.0
Byron Houston,24,PF,GSW,71,866,7.5,14.4,0.042,0.042,0.192,0.0,25.6,0.0
Rod Higgins,34,SF,CLE,36,547,13.7,4.2,0.067,0.067,0.062,0.0,38.4,0.0
David Wesley,23,PG,NJN,60,542,13.0,14.6,0.064,0.064,0.219,0.125,35.1,0.0
Walter Bond,24,SG,UTA,56,559,9.1,-3.6,0.053,0.053,-0.032,0.51,34.2,0.0
Larry Krystkowiak,29,PF,ORL,34,682,8.9,13.3,0.054,0.054,0.277,0.0,32.9,0.0
Joe Courtney,24,PF,"PHO, MIL",52,345,9.0,,"0.087, 0.051",0.074,0.0,0.0,42.3,0.0
Mark Macon,24,SG,"DEN, DET",42,496,10.0,,"0.013, 0.057",0.05,0.0,0.0,12.7,0.0
Rex Walters,23,SG,NJN,48,386,16.2,87.5,0.08,0.08,1.312,0.125,43.9,0.0
Andre Spencer,29,SF,"GSW, SAC",28,349,16.4,,"0.067, 0.079",0.077,0.0,0.0,29.4,0.0
Josh Grant,26,PF,GSW,53,382,11.7,0.0,0.066,0.066,0.0,0.0,40.3,0.0
Sean Green,23,SG,"PHI, UTA",36,334,-17.0,,"0.041, -0.099",0.037,0.0,0.51,10.4,0.0
John Crotty,24,PG,UTA,45,313,17.5,14.8,0.102,0.102,0.13,0.51,65.9,0.0
Rumeal Robinson,27,PG,"NJN, CHH",31,396,1.6,,"0.037, 0.007",0.023,0.0,0.0,12.7,0.0
Jo Jo English,23,SG,CHI,36,419,6.3,7.6,0.031,0.031,0.054,0.471,20.8,0.0
Ervin Johnson,26,C,SEA,45,280,16.1,-4.9,0.088,0.088,-0.054,0.222,67.6,0.0
Lorenzo Williams,24,PF,"ORL, CHH, DAL",38,716,11.3,,"0.076, 0.015, 0.057",0.057,0.0,0.0,12.0,0.0
Marcus Liberty,25,SF,"DEN, DET",38,285,7.6,,"0.118, 0.043",0.049,0.0,0.0,14.4,0.0
Elliot Perry,24,PG,PHO,27,432,11.3,-9.5,0.055,0.055,-0.079,0.471,37.6,0.0
Darren Morningstar,24,C,"DAL, UTA",23,367,19.4,,"0.044, 0.113",0.047,0.0,0.51,9.9,0.0
Ron Anderson,35,SF,"NJN, WSB",21,356,10.2,,"0.047, 0.055",0.051,0.0,0.0,21.2,0.0
Mike Gminski,34,C,"CHH, MIL",29,309,2.0,,"0.051, 0.011",0.04,0,0.0,19.2,0.0
Keith Askins,26,SF,MIA,37,319,8.2,-17.7,0.051,0.051,-0.189,0.222,26.1,0.0
Kevin Brooks,24,SF,DEN,34,190,5.3,15.5,0.034,0.034,0.132,0.412,0.0,0.0
Danny Schayes,34,C,"MIL, LAL",36,363,9.3,,"0.036, 0.042",0.038,0,0.0,11.7,0.0
Jaren Jackson,26,SG,POR,29,187,9.5,0.0,0.057,0.057,0.0,0.125,0.0,0.0
Tree Rollins,38,C,ORL,45,384,11.4,3.6,0.069,0.069,0.075,0.0,42.1,0.0
Steve Scheffler,26,C,SEA,35,152,17.7,15.4,0.096,0.096,0.17,0.222,0.0,0.0
Darnell Mee,22,SG,DEN,38,285,6.3,8.2,0.04,0.04,0.07,0.412,20.5,0.0
John Paxson,33,PG,CHI,27,343,8.3,5.6,0.041,0.041,0.039,0.471,27.5,0.0
LaSalle Thompson,32,C,IND,30,282,6.1,10.2,0.029,0.029,0.086,0.65,16.6,0.0
Anthony Cook,26,PF,"ORL, MIL",25,203,11.5,,"-0.048, 0.066",0.057,0.0,0.0,12.5,0.0
Jack Haley,30,PF,SAS,28,94,12.8,57.9,0.078,0.078,0.859,0.125,0.0,0.0
Rick Mahorn,35,PF,NJN,28,226,9.2,-4.7,0.045,0.045,-0.07,0.125,24.7,0.0
Paul Graham,26,SG,ATL,21,128,13.1,24.4,0.069,0.069,0.2,0.36,0.0,0.0
Mark Randall,26,PF,DEN,28,155,11.2,5.8,0.071,0.071,0.05,0.412,0.0,0.0
Todd Lichti,27,SG,"ORL, GSW, BOS",13,126,16.7,,"0.083, 0.073, 0.104",0.086,"0.0, 0.0",0.0,0.0,0.0
Chris King,24,SF,SEA,15,86,13.1,-5.6,0.071,0.071,-0.062,0.222,0.0,0.0
Gerald Paddio,28,SF,"IND, NYK, WSB",18,137,11.8,,"0.025, 0.003, 0.064",0.039,"0.0, 0.0",0.0,0.0,0.0
Doug Edwards,23,PF,ATL,16,107,9.4,12.3,0.05,0.05,0.101,0.36,0.0,0.0
Tim Kempton,30,PF,"CHH, CLE",13,136,8.1,13.7,"0.022, 0.039",0.027,0.203,0.0,0.0,0.0
Corey Gaines,28,SG,NYK,18,78,23.7,-4.1,0.134,0.134,-0.035,0.697,0.0,0.0
Lester Conner,34,PG,IND,11,169,12.0,12.1,0.058,0.058,0.102,0.65,0.0,0.0
Stephen Howard,23,SF,UTA,9,53,19.4,8.0,0.113,0.113,0.07,0.51,0.0,0.0
Chris Jent,24,SF,HOU,3,78,11.0,4.5,0.072,0.072,0.037,0.844,0.0,0.0
Morlon Wiley,27,PG,"MIA, DAL",16,158,4.1,,"0.026, 0.021",0.022,0.0,0.0,0.0,0.0
Tod Murphy,30,PF,"DET, GSW",9,67,1.5,,"0.059, 0.008",0.048,0.0,0.0,0.0,0.0
Chris Dudley,28,C,POR,6,86,6.8,5.9,0.041,0.041,0.074,0.125,0.0,0.0
Manute Bol,31,C,"MIA, WSB, PHI",14,116,10.2,,"-0.021, 0.058, 0.054",0.012,0.0,0.0,0.0,0.0
Earl Cureton,36,PF,HOU,2,30,2.2,9.9,0.014,0.014,0.081,0.844,0.0,68.4
Skeeter Henry,26,SG,PHO,4,15,5.6,0.6,0.027,0.027,0.005,0.471,0.0,0.0
