Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Alex English,32,SF,DEN,81,3024,394,21.7,17.1,0.129,0.129,0.123,0.386,73.9,47.5
Dominique Wilkins,26,SF,ATL,78,3049,360,23.3,16.7,0.11,0.11,0.14,0.323,67.1,45.2
Larry Bird,29,SF,BOS,82,3113,770,25.6,23.9,0.15,0.15,0.193,1.036,122.6,199.9
Kiki Vandeweghe,27,SF,POR,79,2791,149,19.7,19.6,0.112,0.112,0.258,0.125,54.7,32.2
Mike Mitchell,30,SF,SAS,82,2970,107,15.9,6.9,0.074,0.074,0.136,0.0,31.6,0.0
Kareem Abdul-Jabbar,38,C,LAL,79,2629,489,22.7,21.2,0.121,0.121,0.167,0.567,91.5,94.7
Jeff Malone,24,SG,WSB,80,2992,197,16.3,14.0,0.077,0.077,0.181,0.222,36.7,40.2
Rolando Blackman,26,SG,DAL,82,2787,371,19.0,15.5,0.105,0.105,0.132,0.386,56.4,51.0
Mark Aguirre,26,SF,DAL,74,2501,345,19.2,21.4,0.106,0.106,0.182,0.386,56.9,70.3
Terry Cummings,24,PF,MIL,82,2669,510,18.2,18.8,0.095,0.095,0.13,0.489,66.0,63.6
Kelly Tripucka,26,SF,DET,81,2626,175,18.3,11.5,0.108,0.108,0.151,0.125,60.6,18.9
Isiah Thomas,24,PG,DET,77,2790,163,21.2,21.1,0.125,0.125,0.277,0.125,70.1,34.6
Charles Barkley,22,PF,PHI,80,2952,497,22.4,23.8,0.121,0.121,0.227,0.412,79.7,93.5
Hakeem Olajuwon,23,C,HOU,68,2467,766,24.2,25.6,0.129,0.129,0.214,0.775,80.2,165.8
Eddie Johnson,26,SF,SAC,82,2514,96,15.8,16.3,0.096,0.096,0.78,0.0,43.3,0.0
Reggie Theus,28,SG,SAC,82,2919,102,17.9,9.2,0.108,0.108,0.44,0.0,48.7,0.0
James Worthy,24,SF,LAL,75,2454,539,20.4,14.4,0.108,0.108,0.113,0.567,81.6,64.1
Ralph Sampson,25,PF,HOU,79,2864,741,16.9,18.9,0.09,0.09,0.158,0.775,56.0,122.4
Sidney Moncrief,28,PG,MIL,73,2567,327,20.0,13.0,0.104,0.104,0.09,0.489,72.3,44.0
Cliff Robinson,25,SF,WSB,78,2563,177,18.3,18.9,0.086,0.086,0.244,0.222,40.9,54.2
Kevin McHale,28,PF,BOS,68,2397,715,21.6,21.1,0.127,0.127,0.171,1.036,103.8,177.2
Orlando Woolridge,26,SF,CHI,70,2248,135,19.6,11.2,0.095,0.095,0.206,0.0,34.8,0.0
Alvin Robertson,23,SG,SAS,82,2878,98,19.5,11.3,0.091,0.091,0.223,0.0,38.9,0.0
Clyde Drexler,23,SG,POR,75,2576,145,19.8,13.6,0.113,0.113,0.179,0.125,55.1,22.4
Lewis Lloyd,26,SG,HOU,82,2444,589,17.7,13.8,0.094,0.094,0.115,0.775,58.5,89.1
Bill Laimbeer,28,C,DET,82,2891,168,17.6,17.6,0.104,0.104,0.231,0.125,58.3,28.9
Magic Johnson,26,PG,LAL,72,2578,541,24.0,25.6,0.128,0.128,0.201,0.567,96.8,114.0
Julius Erving,35,SG,PHI,74,2474,433,17.4,14.1,0.094,0.094,0.134,0.412,61.9,55.2
Mike Gminski,26,C,NJN,81,2525,109,19.0,16.4,0.117,0.117,0.323,0.0,55.7,0.0
George Gervin,33,SG,CHI,82,2065,11,16.0,-11.3,0.078,0.078,-0.208,0.0,28.5,0.0
Robert Parish,32,C,BOS,81,2567,591,18.8,13.8,0.11,0.11,0.112,1.036,89.9,116.0
Buck Williams,25,PF,NJN,82,3070,126,15.1,19.9,0.093,0.093,0.393,0.0,44.3,0.0
Maurice Cheeks,29,PG,PHI,82,3270,519,17.9,16.9,0.097,0.097,0.161,0.412,63.9,66.3
Mike Woodson,27,SG,SAC,81,2417,110,14.2,11.7,0.086,0.086,0.56,0.0,38.8,0.0
Sam Perkins,24,PF,DAL,80,2626,347,17.6,14.9,0.097,0.097,0.126,0.386,52.1,48.6
Calvin Natt,29,PF,DEN,69,2007,293,18.6,17.0,0.111,0.111,0.122,0.386,63.6,47.1
Otis Birdsong,30,SG,NJN,77,2395,132,13.4,14.4,0.083,0.083,0.284,0.0,39.5,0.0
Dennis Johnson,31,PG,BOS,78,2732,715,14.7,13.2,0.086,0.086,0.107,1.036,70.3,110.9
Mychal Thompson,31,C,POR,82,2569,140,13.7,16.3,0.078,0.078,0.214,0.125,38.1,26.8
Karl Malone,22,PF,UTA,81,2475,144,13.7,17.3,0.084,0.084,0.207,0.125,43.0,25.9
Thurl Bailey,24,PF,UTA,82,2358,147,15.0,11.0,0.092,0.092,0.132,0.125,47.1,16.5
Artis Gilmore,36,C,SAS,71,2395,107,17.1,11.9,0.08,0.08,0.235,0.0,34.2,0.0
Byron Scott,24,SG,LAL,76,2190,470,15.0,13.5,0.08,0.08,0.106,0.567,60.5,60.1
Paul Pressey,27,SF,MIL,80,2704,530,18.6,15.2,0.097,0.097,0.105,0.489,67.4,51.3
Ricky Pierce,26,SG,MIL,81,2147,322,16.6,12.2,0.086,0.086,0.085,0.489,59.8,41.6
Jay Vincent,26,PF,DAL,80,1994,204,16.4,11.9,0.091,0.091,0.101,0.386,48.9,39.0
Vinnie Johnson,29,SG,DET,79,1978,85,17.0,16.4,0.1,0.1,0.215,0.125,56.1,0.0
Fat Lever,25,PG,DEN,78,2616,347,15.7,13.6,0.094,0.094,0.098,0.386,53.9,37.8
Sidney Green,25,PF,CHI,80,2307,53,14.2,5.1,0.069,0.069,0.094,0.0,25.3,0.0
Albert King,26,SF,NJN,73,1998,98,13.3,10.7,0.082,0.082,0.211,0.0,39.0,0.0
Randy Wittman,26,SG,ATL,81,2760,348,13.0,13.3,0.061,0.061,0.112,0.323,37.2,36.2
Gus Williams,32,PG,WSB,77,2284,199,15.0,16.8,0.07,0.07,0.217,0.222,33.3,48.2
LaSalle Thompson,24,C,SAC,80,2377,99,16.4,12.2,0.099,0.099,0.584,0.0,44.6,0.0
Wayne Cooper,29,C,DEN,78,2112,154,16.3,9.4,0.097,0.097,0.068,0.386,55.6,26.2
Kevin Willis,23,PF,ATL,82,2300,280,14.1,14.3,0.067,0.067,0.12,0.323,40.9,38.8
Bill Hanzlik,28,SF,DEN,79,1982,102,15.3,13.6,0.091,0.091,0.098,0.386,52.1,37.8
Robert Reid,30,SF,HOU,82,2157,773,13.7,11.8,0.073,0.073,0.098,0.775,45.4,76.0
Steve Johnson,28,C,SAS,71,1828,53,16.8,-2.5,0.079,0.079,-0.049,0.0,33.7,0.0
Jim Paxson,28,SG,POR,75,1931,71,15.9,13.1,0.091,0.091,0.172,0.125,44.4,0.0
Derek Harper,24,PG,DAL,79,2150,348,18.8,16.4,0.104,0.104,0.139,0.386,55.8,53.7
Rickey Green,31,PG,UTA,80,2012,119,16.4,20.7,0.1,0.1,0.248,0.125,51.2,31.0
Dan Roundfield,32,PF,WSB,79,2321,177,14.7,13.8,0.069,0.069,0.178,0.222,32.8,39.5
Kurt Nimphius,27,PF,"DAL, LAC",80,2226,0,12.8,,"0.062, 0.065",0.065,0.0,0.0,26.6,0.0
Gene Banks,26,SF,CHI,82,2139,69,15.5,9.4,0.075,0.075,0.173,0.0,27.4,0.0
Larry Drew,27,PG,SAC,75,1971,56,13.7,26.9,0.083,0.083,1.287,0.0,37.4,0.0
Danny Ainge,26,SG,BOS,80,2407,652,13.6,17.3,0.08,0.08,0.14,1.036,65.4,145.0
Rodney McCray,24,SF,HOU,82,2610,835,13.6,13.1,0.073,0.073,0.109,0.775,45.4,84.5
Wes Matthews,26,PG,SAS,75,1853,116,15.5,21.7,0.073,0.073,0.429,0.0,31.2,0.0
Alton Lister,27,C,MIL,81,1812,335,16.4,18.4,0.085,0.085,0.128,0.489,59.1,62.6
Maurice Lucas,33,PF,LAL,77,1750,319,13.8,12.8,0.073,0.073,0.101,0.567,55.2,57.3
Darryl Dawkins,29,C,NJN,51,1207,17,19.5,20.6,0.12,0.12,0.406,0.0,57.1,0.0
Mike Evans,30,PG,DEN,81,1389,204,12.4,12.1,0.074,0.074,0.087,0.386,42.4,33.6
Joe Dumars,22,SG,DET,82,1957,147,12.9,15.2,0.076,0.076,0.199,0.125,42.6,24.9
Brad Davis,30,PG,DAL,82,1971,163,16.9,14.4,0.093,0.093,0.122,0.386,49.9,47.1
Michael Cooper,29,SG,LAL,82,2269,421,13.5,13.1,0.072,0.072,0.103,0.567,54.4,58.4
Cliff Levingston,25,PF,ATL,81,1945,180,14.7,11.5,0.069,0.069,0.097,0.323,42.1,31.3
Otis Thorpe,23,PF,SAC,75,1675,35,14.4,8.0,0.087,0.087,0.383,0.0,39.2,0.0
Charles Oakley,22,PF,CHI,77,1772,88,16.5,16.1,0.08,0.08,0.297,0.0,29.3,0.0
Craig Hodges,25,SG,MIL,66,1739,460,13.9,14.7,0.072,0.072,0.102,0.489,50.0,49.9
James Donaldson,28,C,"LAC, DAL",83,2682,410,13.0,15.0,"0.064, 0.072",0.071,0.127,0.386,36.4,0.0
Bob Hansen,25,SG,UTA,82,2032,140,10.1,18.0,0.062,0.062,0.215,0.125,31.7,26.9
Ron Anderson,27,SF,"CLE, IND",77,1676,0,14.5,,"0.052, 0.081",0.075,0,0.0,24.1,0.0
Steve Colter,23,PG,POR,81,1868,104,12.7,11.3,0.072,0.072,0.148,0.125,35.1,18.5
Kyle Macy,28,PG,CHI,82,2426,87,12.3,5.6,0.06,0.06,0.103,0.0,22.0,0.0
Sedale Threatt,24,SG,PHI,70,1754,312,11.1,15.9,0.06,0.06,0.152,0.412,39.5,62.6
Earl Cureton,28,PF,DET,80,2017,126,11.7,10.9,0.069,0.069,0.143,0.125,38.7,17.9
Randy Breuer,25,C,MIL,82,1792,318,14.1,13.6,0.073,0.073,0.094,0.489,50.7,46.0
Jon Koncak,22,C,ATL,82,1695,193,13.0,10.0,0.061,0.061,0.084,0.323,37.2,27.1
Mark Eaton,29,C,UTA,80,2551,157,12.2,16.6,0.075,0.075,0.199,0.125,38.4,24.9
Terry Tyler,29,SF,SAC,71,1651,51,13.3,8.5,0.081,0.081,0.407,0.0,36.5,0.0
Jerome Kersey,23,SF,POR,79,1217,56,18.5,9.3,0.106,0.106,0.122,0.125,51.7,0.0
Danny Schayes,26,C,DEN,80,1654,295,13.4,13.7,0.08,0.08,0.099,0.386,45.8,38.2
Tony Campbell,23,SF,DET,82,1292,16,12.6,2.4,0.074,0.074,0.031,0.125,41.5,0.0
Dave Corzine,29,C,CHI,67,1709,103,14.6,13.0,0.071,0.071,0.239,0.0,26.0,0.0
Scott Wedman,33,SF,BOS,79,1402,142,12.5,9.9,0.073,0.073,0.08,1.036,59.6,82.9
John Stockton,23,PG,UTA,82,1935,73,17.0,17.2,0.104,0.104,0.206,0.125,53.2,0.0
Darwin Cook,27,PG,NJN,79,1965,77,13.1,12.5,0.081,0.081,0.247,0.0,38.6,0.0
John Long,29,SG,DET,62,1176,13,13.9,9.5,0.082,0.082,0.125,0.125,46.0,0.0
Mickey Johnson,33,PF,NJN,79,1574,54,11.8,4.6,0.073,0.073,0.091,0.0,34.7,0.0
Spud Webb,22,PG,ATL,79,1229,183,18.5,25.7,0.087,0.087,0.216,0.323,53.1,69.8
Kenny Carr,30,PF,POR,55,1557,143,13.3,15.3,0.076,0.076,0.201,0.125,37.1,25.1
Mark Olberding,29,PF,SAC,81,2157,74,11.2,5.1,0.068,0.068,0.244,0.0,30.7,0.0
Doc Rivers,24,PG,ATL,53,1571,262,17.4,17.3,0.082,0.082,0.145,0.323,50.0,46.8
Jeff Lamp,26,SF,"MIL, SAS",74,1321,45,14.4,4.4,"0.063, 0.067",0.065,0.087,0.0,37.6,0.0
Bill Walton,33,C,BOS,80,1546,291,17.0,17.3,0.1,0.1,0.14,1.036,81.7,145.0
Mike McGee,26,SF,LAL,71,1213,28,12.4,7.9,0.066,0.066,0.062,0.567,49.9,0.0
Kelvin Ransey,27,PG,NJN,79,1504,68,11.8,12.2,0.073,0.073,0.241,0.0,34.7,0.0
Allen Leavell,28,PG,HOU,74,1190,170,15.6,13.2,0.083,0.083,0.11,0.775,51.6,85.2
Jeff Ruland,27,PF,WSB,30,1114,54,20.0,20.0,0.094,0.094,0.258,0.222,44.7,0.0
Terry Porter,22,PG,POR,79,1214,68,14.8,9.6,0.084,0.084,0.126,0.125,41.0,0.0
Darren Daye,25,SF,WSB,64,1075,32,16.4,-3.0,0.077,0.077,-0.039,0.222,36.7,0.0
Dave Greenwood,28,PF,SAS,68,1910,101,11.1,10.1,0.052,0.052,0.2,0.0,22.2,0.0
Jerry Sichting,29,PG,BOS,82,1596,274,11.9,7.2,0.07,0.07,0.058,1.036,57.2,60.1
Leon Wood,23,PG,"PHI, WSB",68,1198,2,13.1,36.9,"0.073, 0.062",0.067,0.477,0.222,37.4,0.0
Mitchell Wiggins,26,SG,HOU,78,1198,443,12.6,12.8,0.067,0.067,0.107,0.775,41.7,82.9
A.C. Green,22,PF,LAL,82,1542,106,11.8,4.7,0.063,0.063,0.037,0.567,47.6,21.0
Dale Ellis,25,SF,DAL,72,1086,67,13.5,12.8,0.075,0.075,0.109,0.386,40.3,0.0
Jim Petersen,23,PF,HOU,82,1664,378,10.8,10.6,0.058,0.058,0.088,0.775,36.1,68.2
Jon Sundvold,24,PG,SAS,70,1150,43,13.4,3.3,0.063,0.063,0.065,0.0,26.9,0.0
Kenny Fields,23,SF,MIL,78,1120,158,13.3,14.0,0.069,0.069,0.097,0.489,48.0,47.4
Terry Catledge,22,PF,PHI,64,1092,293,12.6,10.1,0.068,0.068,0.096,0.412,44.8,39.6
Bobby Jones,34,PF,PHI,70,1519,329,11.8,13.0,0.064,0.064,0.124,0.412,42.2,51.1
Kent Benson,31,C,DET,72,1344,55,13.8,3.7,0.082,0.082,0.048,0.125,46.0,0.0
Darnell Valentine,26,PG,"POR, LAC",62,1217,0,11.8,,"0.072, 0.06",0.065,0.0,0.0,28.7,0.0
Charles Davis,27,SF,MIL,57,873,145,13.9,6.6,0.072,0.072,0.046,0.489,50.0,22.5
Johnny Davis,30,SG,"CLE, ATL",66,1014,65,13.9,9.8,"0.069, 0.066",0.068,0.082,0.323,30.9,0.0
Tree Rollins,30,C,ATL,74,1781,248,11.0,10.2,0.052,0.052,0.086,0.323,31.7,27.8
Joe Kleine,24,C,SAC,80,1180,45,9.7,12.6,0.059,0.059,0.603,0.0,26.6,0.0
T.R. Dunn,30,SG,DEN,82,2401,276,9.4,9.0,0.056,0.056,0.065,0.386,32.1,25.1
Michael Jordan,22,SG,CHI,18,451,135,27.5,30.1,0.133,0.133,0.554,0.0,48.7,0.0
Kurt Rambis,27,PF,LAL,74,1573,267,12.7,11.6,0.068,0.068,0.091,0.567,51.4,51.6
Detlef Schrempf,23,SF,DAL,64,969,120,10.9,8.3,0.06,0.06,0.07,0.386,32.2,27.0
Rick Mahorn,27,PF,DET,80,1442,61,8.8,2.1,0.052,0.052,0.028,0.125,29.2,0.0
John Paxson,25,PG,CHI,75,1570,80,10.5,9.6,0.051,0.051,0.177,0.0,18.7,0.0
Jawann Oldham,28,C,CHI,52,1276,4,11.9,-7.8,0.058,0.058,-0.144,0.0,21.2,0.0
Caldwell Jones,35,C,POR,80,1437,73,9.7,4.4,0.055,0.055,0.058,0.125,26.8,0.0
Elston Turner,26,SG,DEN,73,1324,196,9.6,13.4,0.057,0.057,0.096,0.386,32.7,37.1
Carey Scurry,23,SF,UTA,78,1168,54,11.9,12.1,0.073,0.073,0.145,0.125,37.4,0.0
Alfredrick Hughes,23,SG,SAS,68,866,18,8.2,6.1,0.038,0.038,0.121,0.0,16.2,0.0
Ray Williams,31,PG,"ATL, SAS, NJN",47,827,0,7.8,,"0.065, 0.066, 0.048",0.064,0.0,0.0,32.3,0.0
Jeff Wilkins,30,C,"UTA, SAS",75,1126,16,6.7,-0.6,"0.047, 0.031",0.041,-0.012,0.0,20.2,0.0
Mike O'Koren,27,SF,NJN,67,1031,21,9.9,-3.2,0.061,0.061,-0.063,0.0,29.0,0.0
Mitch Kupchak,31,PF,LAL,55,783,56,10.7,12.3,0.057,0.057,0.097,0.567,43.1,0.0
Tom McMillen,33,C,WSB,56,863,54,10.4,12.4,0.049,0.049,0.16,0.222,23.3,0.0
Charles Jones,28,C,WSB,81,1609,72,10.5,4.1,0.049,0.049,0.053,0.222,23.3,0.0
Perry Moss,27,PG,"WSB, PHI",72,1012,28,8.6,-5.2,"0.039, 0.047",0.046,-0.05,0.412,28.9,0.0
Manute Bol,23,C,WSB,80,2090,152,11.2,13.9,0.053,0.053,0.18,0.222,25.2,40.0
Marc Iavaroni,29,PF,"SAS, UTA",68,1014,73,9.7,3.2,"0.038, 0.059",0.046,0.038,0.125,21.6,0.0
Bob McAdoo,34,C,PHI,29,609,73,12.2,26.2,0.066,0.066,0.25,0.412,43.5,0.0
John Battle,23,SG,ATL,64,639,27,11.7,6.3,0.055,0.055,0.053,0.323,33.6,0.0
Ken Johnson,23,PF,POR,64,815,11,9.3,5.5,0.053,0.053,0.072,0.125,25.9,0.0
