Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Clemon Johnson,29,C,PHI,75,1069,303,10.4,11.1,0.056,0.056,0.106,0.412,36.9,43.7
Steve Harris,22,SG,HOU,57,482,83,14.0,11.8,0.075,0.075,0.098,0.775,46.6,0.0
Mike Glenn,30,SG,MIL,38,573,114,12.0,6.6,0.062,0.062,0.046,0.489,43.1,22.5
Bryan Warrick,26,PG,"MIL, IND",36,685,0,11.2,,"0.044, 0.062",0.06,0.0,0.0,21.2,0.0
Jeff Turner,23,PF,NJN,53,650,18,8.4,-5.9,0.052,0.052,-0.116,0.0,24.8,0.0
Fred Roberts,25,PF,UTA,58,469,31,9.1,15.5,0.056,0.056,0.185,0.125,28.7,0.0
Larry Spriggs,26,SF,LAL,43,471,13,10.5,70.9,0.056,0.056,0.557,0.567,42.3,0.0
Ron Brewer,30,SG,"CHI, CLE",44,570,0,9.1,,"-0.01, 0.046",0.041,0.0,0.0,14.5,0.0
Jerry Reynolds,23,SF,MIL,55,508,40,15.2,16.6,0.079,0.079,0.115,0.489,54.9,0.0
Kenny Green,21,SF,"WSB, PHI",41,453,0,6.0,,"0.054, 0.033",0.043,0.0,0.412,23.7,0.0
Rick Carlisle,26,SG,BOS,77,760,54,7.9,11.6,0.046,0.046,0.094,1.036,37.6,0.0
Dudley Bradley,28,SG,WSB,70,842,82,10.2,8.6,0.048,0.048,0.111,0.222,22.8,0.0
Scott Hastings,25,PF,ATL,62,650,49,7.5,16.2,0.035,0.035,0.136,0.323,21.4,0.0
Bill Wennington,22,C,DAL,56,562,18,11.4,12.7,0.063,0.063,0.108,0.386,33.8,0.0
Sam Vincent,22,SG,BOS,57,432,41,10.0,5.3,0.059,0.059,0.043,1.036,48.2,0.0
Michael Holton,24,PG,"PHO, CHI",28,512,0,11.6,,"-0.002, 0.056",0.048,0.0,0.0,17.5,0.0
Kevin McKenna,27,SG,WSB,30,430,2,10.9,0.0,0.051,0.051,0.0,0.222,24.3,0.0
Willie White,23,SG,DEN,43,343,21,15.1,7.5,0.09,0.09,0.054,0.386,51.6,0.0
David Thirdkill,25,PF,BOS,49,385,47,12.1,5.3,0.071,0.071,0.043,1.036,58.0,0.0
Blair Rasmussen,23,C,DEN,48,330,175,8.7,20.1,0.052,0.052,0.145,0.386,29.8,56.0
Pete Williams,20,PF,DEN,53,573,18,11.6,11.7,0.069,0.069,0.084,0.386,39.5,0.0
Paul Mokeski,29,C,MIL,45,521,101,7.9,11.1,0.041,0.041,0.077,0.489,28.5,37.7
Greg Stokes,22,PF,PHI,31,350,90,10.6,7.6,0.057,0.057,0.072,0.412,37.6,0.0
Uwe Blab,23,C,DAL,48,409,6,7.6,19.4,0.042,0.042,0.165,0.386,22.6,0.0
Lorenzo Charles,22,SF,ATL,36,273,15,11.5,19.8,0.054,0.054,0.166,0.323,32.9,0.0
Mike Smrek,23,C,CHI,38,408,5,6.5,-5.9,0.032,0.032,-0.109,0.0,11.7,0.0
Craig Ehlo,24,SG,HOU,36,199,38,17.5,18.6,0.093,0.093,0.155,0.775,0.0,0.0
Rod Higgins,26,SF,"SEA, SAS, NJN, CHI",30,332,0,9.3,,"0.029, 0.051, -0.001, 0.045",0.038,0.0,0.0,15.1,0.0
Steve Hayes,30,C,UTA,58,397,1,5.1,92.5,0.031,0.031,1.106,0.125,15.9,0.0
Jeff Cook,29,PF,"SAS, UTA",36,373,21,6.8,8.7,"0.044, 0.042",0.044,0.104,0.125,18.9,0.0
Greg Kite,24,C,BOS,64,464,78,4.6,9.7,0.027,0.027,0.078,1.036,22.1,0.0
Sedric Toney,23,PG,"ATL, PHO",13,230,0,8.8,,"-0.026, 0.05",0.032,0.0,0.0,11.3,0.0
Carl Henry,25,SG,SAC,28,149,2,12.5,61.3,0.076,0.076,2.933,0.0,0.0,0.0
Rich Kelley,32,C,SAC,37,324,35,11.0,16.1,0.067,0.067,0.77,0.0,30.2,0.0
Mike Bratz,30,PG,SAC,33,269,15,6.9,13.7,0.042,0.042,0.656,0.0,18.9,0.0
Hank McDowell,26,PF,HOU,22,204,33,10.3,5.9,0.055,0.055,0.049,0.775,34.2,0.0
Tyrone Corbin,23,SF,SAS,16,174,14,9.7,-5.6,0.045,0.045,-0.111,0.0,0.0,0.0
Mike Brittain,22,C,SAS,32,219,2,4.4,50.0,0.021,0.021,0.988,0.0,9.0,0.0
Chuck Nevitt,26,C,"LAL, DET",29,126,1,12.7,0.0,"0.029, 0.075",0.069,0.0,0.125,0.0,0.0
Harold Keeling,22,SG,DAL,20,75,1,16.1,0.0,0.089,0.089,0.0,0.386,0.0,0.0
Wallace Bryant,26,C,"DAL, LAC",17,218,0,7.2,,"0.029, 0.037",0.033,0.0,0.0,15.0,0.0
Ennis Whatley,23,PG,"CLE, WSB, SAS",14,107,0,-5.1,,"0.062, 0.084, -0.024",0.056,0.0,0.0,0.0,0.0
Granville Waiters,25,C,HOU,43,156,26,3.2,13.3,0.017,0.017,0.111,0.775,0.0,0.0
Butch Carter,27,SG,"NYK, PHI",9,67,0,2.2,,"-0.034, 0.012",-0.014,0.0,0.412,0.0,0.0
Brian Martin,23,SF,"SEA, POR",8,21,0,-4.3,,"0.025, -0.025",-0.006,0.0,0.125,0.0,0.0
Ron Crevier,27,C,"GSW, DET",3,4,0,-31.9,,"-0.186, -0.189",-0.188,0.0,0.125,0.0,0.0
Michael Young,25,SF,PHI,2,2,3,-32.2,3.1,-0.175,-0.175,0.03,0.412,0.0,0.0
