Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Patty Mills,27,PG,SAS,81,1662,14.6,15.2,0.054,0.054,0.095,0.457,44.1,43.4
Kelly Olynyk,24,C,BOS,69,1395,16.3,-8.3,0.09,0.09,-0.109,0.2,52.6,0.0
Cory Joseph,24,SG,TOR,80,2046,12.4,13.8,0.058,0.058,0.105,0.525,39.6,55.1
Luis Scola,35,PF,TOR,76,1636,13.6,2.7,0.063,0.063,0.021,0.525,43.0,11.0
Ian Mahinmi,29,C,IND,71,1816,16.6,11.6,0.086,0.086,0.109,0.273,47.2,29.8
Zaza Pachulia,31,C,DAL,76,2004,16.2,17.2,0.068,0.068,0.247,0.111,34.8,27.4
Jordan Hill,28,C,IND,73,1513,16.4,4.5,0.085,0.085,0.042,0.273,46.7,0.0
Tristan Thompson,24,PF,CLE,82,2269,15.9,14.2,0.076,0.076,0.095,0.952,52.8,90.4
Cody Zeller,23,C,CHO,73,1774,16.1,16.8,0.074,0.074,0.155,0.273,43.3,42.3
Steven Adams,22,C,OKC,80,2014,15.5,16.8,0.085,0.085,0.132,0.636,57.0,84.0
Gerald Henderson,28,SG,POR,72,1431,12.9,9.3,0.071,0.071,0.081,0.347,38.1,28.1
Myles Turner,19,C,IND,60,1367,15.4,14.2,0.08,0.08,0.133,0.273,43.9,36.3
Gerald Green,30,SG,MIA,69,1557,10.1,6.7,0.048,0.048,0.052,0.422,28.1,21.9
Frank Kaminsky,22,C,CHO,81,1708,12.5,10.3,0.057,0.057,0.095,0.273,33.3,25.9
Stanley Johnson,19,SF,DET,73,1687,8.7,12.2,0.046,0.046,0.143,0.0,24.7,0.0
Austin Rivers,23,SG,LAC,67,1464,11.1,12.4,0.049,0.049,0.1,0.2,31.7,20.0
Corey Brewer,29,SF,HOU,82,1669,9.9,1.3,0.047,0.047,0.026,0.111,23.5,0.0
Marcus Thornton,28,SG,"HOU, WAS",61,1109,15.5,,"0.069, 0.065",0.068,0.0,0.0,34.0,0.0
Jeremy Lamb,23,SG,CHO,66,1227,15.9,39.5,0.073,0.073,0.365,0.273,42.7,0.0
JaMychal Green,25,PF,MEM,78,1446,14.6,16.4,0.051,0.051,0.678,0.0,26.1,0.0
Amir Johnson,28,PF,BOS,79,1800,16.0,16.7,0.088,0.088,0.22,0.2,51.5,44.0
Lance Stephenson,25,SF,"LAC, MEM",69,1372,17.1,16.8,"0.043, 0.06",0.049,"0.0, 0.694",0.0,28.9,0.0
Danny Green,28,SG,SAS,79,2062,10.5,15.3,0.039,0.039,0.096,0.457,31.9,43.9
Matthew Dellavedova,25,PG,CLE,76,1867,11.3,10.8,0.054,0.054,0.072,0.952,37.5,68.5
Al Jefferson,31,C,CHO,47,1096,18.2,21.8,0.083,0.083,0.201,0.273,48.6,54.9
Marcus Smart,21,PG,BOS,61,1667,11.3,12.1,0.062,0.062,0.159,0.2,36.3,31.8
David West,35,PF,SAS,78,1404,17.6,14.4,0.065,0.065,0.09,0.457,53.1,41.1
Wesley Johnson,28,SF,LAC,80,1666,11.0,10.8,0.049,0.049,0.087,0.2,31.7,0.0
Patrick Patterson,26,PF,TOR,79,2020,10.6,10.1,0.049,0.049,0.077,0.525,33.5,40.4
Clint Capela,21,C,HOU,77,1471,18.3,13.4,0.086,0.086,0.269,0.111,43.0,0.0
Tony Allen,34,SG,MEM,64,1620,12.9,6.7,0.045,0.045,0.277,0.0,23.0,0.0
Ed Davis,26,PF,POR,81,1684,18.7,14.9,0.103,0.103,0.13,0.347,55.3,45.1
Tim Duncan,39,C,SAS,61,1536,16.9,11.6,0.063,0.063,0.072,0.457,51.5,32.9
Rodney Stuckey,29,PG,IND,58,1275,12.6,11.1,0.065,0.065,0.104,0.273,35.7,28.4
Aron Baynes,29,C,DET,81,1233,17.8,5.9,0.094,0.094,0.069,0.0,50.5,0.0
Kevin Martin,32,SG,"MIN, SAS",55,1095,10.1,6.0,"0.061, 0.038",0.054,0.037,0.457,24.3,0.0
Marreese Speights,28,C,GSW,72,832,17.1,14.2,0.074,0.074,0.078,0.757,65.9,59.0
Justise Winslow,19,SF,MIA,78,2232,8.4,10.1,0.04,0.04,0.079,0.422,23.4,33.3
Maurice Harkless,22,SF,POR,78,1457,13.3,12.8,0.074,0.074,0.112,0.347,39.7,38.9
Shaun Livingston,30,PG,GSW,78,1520,13.8,14.0,0.06,0.06,0.076,0.757,53.4,57.5
Devin Harris,32,PG,DAL,64,1280,13.1,10.4,0.055,0.055,0.149,0.111,28.2,16.5
Boris Diaw,33,PF,SAS,76,1386,14.0,12.0,0.052,0.052,0.075,0.457,42.5,34.3
Thabo Sefolosha,31,SF,ATL,75,1758,12.4,13.5,0.061,0.061,0.114,0.286,35.7,32.6
Timofey Mozgov,29,C,CLE,76,1326,14.6,4.7,0.07,0.07,0.031,0.952,48.6,0.0
Randy Foye,32,SG,"DEN, OKC",81,1642,7.1,4.3,"0.035, 0.039",0.036,0.034,0.636,18.1,0.0
D.J. Augustin,28,PG,"OKC, DEN",62,1178,18.0,,"0.048, 0.08",0.062,0.0,0.0,32.2,0.0
Mike Scott,27,PF,ATL,75,1146,14.0,15.1,0.069,0.069,0.127,0.286,40.4,36.3
Andre Iguodala,32,SF,GSW,65,1732,12.2,13.8,0.053,0.053,0.075,0.757,47.2,56.8
Bismack Biyombo,23,C,TOR,82,1808,14.9,15.9,0.069,0.069,0.121,0.525,47.1,63.5
Shelvin Mack,25,PG,"ATL, UTA",52,1058,13.2,,"0.076, 0.069",0.072,0.0,0.0,38.7,0.0
Leandro Barbosa,33,SG,GSW,68,1079,11.7,18.4,0.05,0.05,0.1,0.757,44.5,75.7
Lavoy Allen,26,PF,IND,79,1599,12.4,7.1,0.064,0.064,0.067,0.273,35.1,0.0
David Lee,32,PF,"BOS, DAL",55,903,24.0,14.1,"0.085, 0.101",0.092,"0.0, 0.203",0.111,50.6,0.0
Channing Frye,32,C,"ORL, CLE",70,1200,14.9,20.5,"0.054, 0.071",0.06,0.137,0.952,32.8,0.0
Jason Terry,38,SG,HOU,72,1258,10.2,5.5,0.048,0.048,0.11,0.111,24.0,12.2
Paul Pierce,38,SF,LAC,68,1231,8.2,-3.4,0.036,0.036,-0.027,0.2,23.3,0.0
Richard Jefferson,35,SF,CLE,74,1326,9.7,12.5,0.046,0.046,0.083,0.952,32.0,79.0
P.J. Hairston,23,SF,"CHO, MEM",66,1313,5.7,0.3,"0.034, 0.02",0.03,"0.0, 0.012",0.0,17.3,0.0
Dwight Powell,24,PF,DAL,69,992,16.8,17.1,0.07,0.07,0.246,0.111,35.8,0.0
Vince Carter,39,SG,MEM,60,1005,12.7,19.4,0.045,0.045,0.802,0.0,23.0,0.0
Anthony Tolliver,30,PF,DET,72,1341,10.2,10.2,0.054,0.054,0.12,0.0,29.0,0.0
Anthony Morrow,30,SG,OKC,68,926,10.7,12.7,0.059,0.059,0.1,0.636,39.6,0.0
Andrew Bogut,31,C,GSW,70,1451,15.9,18.2,0.069,0.069,0.099,0.757,61.4,74.9
JaKarr Sampson,22,SF,"PHI, DEN",73,1160,9.3,,"0.036, 0.041",0.038,0,0.0,8.7,0.0
Ty Lawson,28,PG,"HOU, IND",66,1411,13.7,5.0,"0.042, 0.071",0.048,"0.0, 0.047",0.273,24.5,0.0
Tyler Zeller,26,C,BOS,60,710,15.4,18.8,0.085,0.085,0.247,0.2,49.7,0.0
Kyle Anderson,22,SF,SAS,78,1245,12.9,7.7,0.048,0.048,0.048,0.457,39.2,21.9
Sean Kilpatrick,26,SG,"DEN, BRK",31,616,16.7,,"0.036, 0.071",0.062,0,0.0,17.2,0.0
Kris Humphries,30,PF,"WAS, PHO, ATL",53,835,14.9,30.8,"0.05, 0.068, 0.074",0.061,0.259,0.286,31.8,0.0
Josh Richardson,22,SG,MIA,52,1107,11.4,8.8,0.054,0.054,0.069,0.422,31.6,29.1
Spencer Hawes,27,PF,CHO,57,1035,12.4,14.9,0.057,0.057,0.138,0.273,33.3,0.0
Jonas Jerebko,28,PF,BOS,78,1176,10.3,13.3,0.057,0.057,0.175,0.2,33.3,35.0
Mo Williams,33,PG,CLE,41,748,12.4,-3.3,0.059,0.059,-0.022,0.952,41.0,0.0
Andre Roberson,24,SG,OKC,70,1553,10.2,11.6,0.056,0.056,0.091,0.636,37.6,57.9
Josh Smith,30,PF,"LAC, HOU",55,880,7.7,7.6,"0.058, 0.036",0.049,"0.0, 0.153",0.111,29.3,0.0
Brandon Jennings,26,PG,"DET, ORL",48,868,14.3,,"0.069, 0.066",0.067,0.0,0.0,32.4,0.0
Jonathon Simmons,26,SG,SAS,55,813,11.9,16.7,0.044,0.044,0.104,0.457,35.9,0.0
Cole Aldrich,27,C,LAC,60,800,21.3,21.4,0.094,0.094,0.173,0.2,60.7,0.0
Tim Hardaway Jr.,23,SG,ATL,51,864,11.7,3.1,0.058,0.058,0.026,0.286,33.9,0.0
Festus Ezeli,26,C,GSW,46,770,17.7,13.9,0.076,0.076,0.076,0.757,67.6,57.5
Charlie Villanueva,31,PF,DAL,62,665,11.9,0.5,0.05,0.05,0.007,0.111,25.6,0.0
Tyler Johnson,23,SG,MIA,36,863,13.8,15.8,0.066,0.066,0.123,0.422,38.6,0.0
Iman Shumpert,25,SG,CLE,54,1316,8.4,7.1,0.04,0.04,0.047,0.952,27.8,44.7
Brandon Rush,30,SG,GSW,72,1055,10.1,7.8,0.044,0.044,0.043,0.757,39.2,32.6
Amar'e Stoudemire,33,C,MIA,52,762,17.3,12.4,0.082,0.082,0.097,0.422,48.0,0.0
James Johnson,28,PF,TOR,57,926,11.4,9.5,0.053,0.053,0.072,0.525,36.2,0.0
DeMarre Carroll,29,SF,TOR,26,786,11.9,9.9,0.055,0.055,0.075,0.525,37.6,39.4
Cameron Payne,21,PG,OKC,57,698,12.9,-0.6,0.071,0.071,-0.005,0.636,47.6,0.0
Noah Vonleh,20,PF,POR,78,1174,8.6,9.6,0.048,0.048,0.084,0.347,25.8,0.0
Norman Powell,22,SG,TOR,49,725,13.3,11.4,0.062,0.062,0.087,0.525,42.3,45.7
Chase Budinger,27,SF,"IND, PHO",66,929,9.2,,"0.057, 0.046",0.054,0.0,0.0,26.6,0.0
Tim Frazier,25,PG,"POR, NOP",51,741,19.1,,"0.026, 0.075",0.041,0.0,0.0,18.2,0.0
Michael Beasley,27,PF,HOU,20,363,22.5,15.9,0.106,0.106,0.319,0.111,53.0,0.0
Steve Blake,35,PG,DET,58,986,9.8,0.3,0.052,0.052,0.004,0.0,27.9,0.0
Solomon Hill,24,SF,IND,59,866,12.2,11.5,0.063,0.063,0.108,0.273,34.6,29.5
Troy Daniels,24,SG,CHO,43,476,14.9,-11.7,0.068,0.068,-0.108,0.273,39.8,0.0
Justin Holiday,26,SG,"ATL, CHI",53,773,11.8,,"0.023, 0.057",0.04,0.0,0.0,21.5,0.0
Ian Clark,24,SG,GSW,66,578,11.5,13.9,0.05,0.05,0.076,0.757,44.5,57.5
Luc Mbah a Moute,29,PF,LAC,75,1274,7.3,5.7,0.032,0.032,0.046,0.2,20.7,0.0
Kyle Singler,27,SF,OKC,68,977,6.6,3.6,0.036,0.036,0.028,0.636,24.2,0.0
Justin Anderson,22,SF,DAL,55,647,12.3,19.2,0.052,0.052,0.276,0.111,26.6,0.0
J.J. Hickson,27,C,"DEN, WAS",35,436,18.9,,"0.07, 0.08",0.074,0,0.0,33.2,0.0
Brian Roberts,30,PG,"CHO, POR",51,470,13.7,1.1,"0.063, 0.076",0.068,"0.0, 0.01",0.347,38.5,0.0
Mike Muscala,24,C,ATL,60,565,13.6,13.7,0.067,0.067,0.115,0.286,39.2,0.0
James Jones,35,SF,CLE,48,463,11.6,-0.7,0.056,0.056,-0.005,0.952,38.9,0.0
John Jenkins,24,SG,"DAL, PHO",43,480,11.9,,"0.03, 0.06",0.045,0.0,0.0,16.1,0.0
JaVale McGee,28,C,DAL,34,370,19.9,-0.5,0.083,0.083,-0.007,0.111,42.5,0.0
Glenn Robinson III,22,SF,IND,45,508,11.4,32.4,0.059,0.059,0.304,0.273,32.4,0.0
James Ennis III,25,SF,"MIA, MEM, NOP",22,329,18.1,,"0.011, 0.064, 0.071",0.06,"0.0, 0.0",0.0,26.4,0.0
Joe Young,23,PG,IND,41,384,9.9,9.7,0.051,0.051,0.091,0.273,28.0,0.0
Jarell Martin,21,PF,MEM,27,380,14.0,7.1,0.049,0.049,0.293,0.0,25.1,0.0
Josh McRoberts,28,PF,MIA,42,595,9.9,13.7,0.047,0.047,0.107,0.422,27.5,45.2
Jason Thompson,29,C,"GSW, TOR",47,471,14.7,6.2,"0.057, 0.068",0.061,"0.0, 0.047",0.525,49.0,0.0
Pablo Prigioni,38,PG,LAC,59,823,10.2,-6.3,0.045,0.045,-0.051,0.2,29.1,0.0
Andre Miller,39,PG,"MIN, SAS",39,461,12.9,15.8,"0.07, 0.048",0.063,0.099,0.457,29.6,0.0
Montrezl Harrell,22,PF,HOU,39,379,14.6,-1.0,0.069,0.069,-0.02,0.111,34.5,0.0
Kirk Hinrich,35,PG,"CHI, ATL",46,631,6.2,5.1,"0.035, 0.031",0.034,0.043,0.286,18.0,0.0
Salah Mejri,29,C,DAL,34,397,16.8,14.7,0.07,0.07,0.211,0.111,35.8,0.0
Ryan Hollins,31,C,"WAS, MEM",37,460,12.9,,"0.03, 0.045",0.043,0.0,0.0,22.0,0.0
Nick Collison,35,PF,OKC,59,699,7.7,9.8,0.042,0.042,0.077,0.636,28.2,0.0
Reggie Bullock,24,SF,DET,37,429,12.0,31.6,0.063,0.063,0.371,0.0,33.8,0.0
Jared Cunningham,24,SG,"CLE, MIL",44,410,5.8,,"0.028, 0.032",0.028,0.0,0.0,18.9,0.0
James Michael McAdoo,23,PF,GSW,41,262,15.9,8.5,0.069,0.069,0.046,0.757,61.4,0.0
Jordan Farmar,29,PG,MEM,12,291,13.2,5.6,0.046,0.046,0.231,0.0,23.6,0.0
Sonny Weems,29,SF,"PHO, PHI",43,499,0.8,,"0.022, 0.004",0.019,0,0.0,5.2,0.0
Chris Andersen,37,C,"MIA, MEM",27,402,15.1,14.7,"0.084, 0.053",0.061,"0.0, 0.607",0.0,32.8,0.0
Tyler Hansbrough,30,PF,CHO,44,343,12.5,0.0,0.057,0.057,0.0,0.273,33.3,0.0
Delon Wright,23,PG,TOR,27,229,17.8,12.0,0.083,0.083,0.091,0.525,56.7,0.0
Jordan McRae,24,PG,"PHO, CLE",22,195,14.2,110.5,"0.072, 0.068",0.069,0.737,0.952,0.0,0.0
R.J. Hunter,22,SG,BOS,36,315,7.7,1.9,0.042,0.042,0.025,0.2,24.6,0.0
K.J. McDaniels,22,SF,HOU,37,235,10.6,7.3,0.05,0.05,0.147,0.111,25.0,0.0
Lamar Patterson,24,SG,ATL,35,395,5.1,2.7,0.025,0.025,0.023,0.286,14.6,0.0
Xavier Munford,23,SG,MEM,14,244,9.9,6.7,0.035,0.035,0.277,0.0,17.9,0.0
Phil Pressey,24,PG,"PHI, PHO",23,283,8.6,,"0.056, 0.043",0.051,0,0.0,8.9,0.0
Terry Rozier,21,PG,BOS,39,311,5.0,9.6,0.027,0.027,0.126,0.2,15.8,0.0
C.J. Wilcox,25,SG,LAC,23,167,12.9,-1.4,0.057,0.057,-0.011,0.2,0.0,0.0
Lucas Nogueira,23,C,TOR,29,225,15.6,11.3,0.072,0.072,0.086,0.525,49.2,0.0
Udonis Haslem,35,PF,MIA,37,260,9.1,11.4,0.043,0.043,0.089,0.422,25.2,0.0
Spencer Dinwiddie,22,PG,DET,12,159,8.9,65.2,0.047,0.047,0.766,0.0,0.0,0.0
Chris Kaman,33,C,POR,16,112,11.1,-1.1,0.061,0.061,-0.01,0.347,0.0,0.0
Pat Connaughton,23,SG,POR,34,143,4.6,35.9,0.025,0.025,0.314,0.347,0.0,0.0
Briante Weber,23,PG,"MEM, MIA",7,169,39.3,5.4,"0.029, 0.187",0.052,"0.0, 0.042",0.422,0.0,0.0
Jeff Ayres,28,C,LAC,17,107,8.3,68.8,0.037,0.037,0.556,0.2,0.0,0.0
James Young,20,SG,BOS,29,199,3.6,-6.5,0.02,0.02,-0.086,0.2,0.0,0.0
Orlando Johnson,26,SG,"PHO, NOP",7,101,-2.1,,"0.051, -0.008",0.009,0,0.0,0.0,0.0
Steve Novak,32,PF,"OKC, MIL",10,44,6.7,,"0.114, 0.036",0.091,0.0,0.0,0.0,0.0
Andrew Goudelock,27,PG,HOU,8,50,12.4,0.2,0.058,0.058,0.004,0.111,0.0,0.0
Jodie Meeks,28,SG,DET,3,43,13.5,46.3,0.071,0.071,0.544,0.0,0.0,0.0
Jordan Mickey,21,PF,BOS,16,57,15.3,24.1,0.084,0.084,0.317,0.2,0.0,0.0
Aaron Harrison,21,SG,CHO,21,93,4.3,-0.6,0.02,0.02,-0.006,0.273,0.0,0.0
Josh Huestis,24,PF,OKC,5,55,6.7,10.6,0.037,0.037,0.084,0.636,0.0,0.0
Luis Montero,22,SG,POR,12,42,-2.7,42.2,-0.015,-0.015,0.369,0.347,0.0,0.0
Erick Green,24,PG,"DEN, UTA",9,42,14.7,,"0.004, 0.077",0.053,0,0.0,0.0,0.0
Dahntay Jones,35,SF,CLE,1,42,10.3,12.6,0.049,0.049,0.084,0.952,0.0,0.0
Jimmer Fredette,26,SG,"NOP, NYK",6,18,47.4,,"-0.006, 0.267",0.085,0,0.0,0.0,0.0
Nazr Mohammed,38,C,OKC,5,19,6.0,8.2,0.033,0.033,0.065,0.636,0.0,0.0
Bryce Cotton,23,PG,"PHO, MEM",8,39,29.1,,"-0.017, 0.102",0.057,0.0,0.0,0.0,0.0
