Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Michael Jordan,27,SG,CHI,82,3034,31.6,32.0,0.173,0.173,0.221,1.086,128.7,240.0
Karl Malone,27,PF,UTA,82,3302,24.8,21.4,0.177,0.177,0.23,0.323,116.6,74.3
Patrick Ewing,28,C,NYK,81,3104,23.7,10.3,0.139,0.139,0.466,0.0,66.2,0.0
Chris Mullin,27,SF,GSW,82,3315,21.4,17.5,0.118,0.118,0.154,0.323,63.4,49.7
David Robinson,25,C,SAS,82,3095,27.4,26.1,0.137,0.137,0.289,0.125,91.9,36.1
Dominique Wilkins,31,SF,ATL,81,3078,23.5,16.4,0.141,0.141,0.203,0.222,73.9,45.1
Tim Hardaway,24,PG,GSW,82,3215,20.9,22.8,0.115,0.115,0.201,0.323,61.8,64.9
Reggie Miller,25,SG,IND,82,2972,21.2,16.7,0.128,0.128,0.171,0.222,64.0,38.0
Charles Barkley,27,SF,PHI,67,2498,28.9,26.8,0.156,0.156,0.233,0.35,83.8,81.6
Mitch Richmond,25,SG,GSW,77,3027,17.8,14.9,0.098,0.098,0.132,0.323,52.6,42.6
Clyde Drexler,28,SG,POR,82,2852,22.1,21.7,0.117,0.117,0.179,0.58,89.9,103.8
Hersey Hawkins,24,SG,PHI,80,3110,19.4,21.2,0.105,0.105,0.184,0.35,56.4,64.4
Kevin Johnson,24,PG,PHO,77,2772,23.7,9.0,0.112,0.112,0.167,0.125,75.2,20.9
James Worthy,29,SF,LAL,78,3008,18.1,14.6,0.107,0.107,0.116,0.739,75.6,85.7
Joe Dumars,27,SG,DET,80,3046,18.0,17.9,0.097,0.097,0.154,0.463,59.2,71.3
Ricky Pierce,31,SG,"MIL, SEA",78,2167,18.3,8.0,"0.108, 0.078",0.096,"0.0, 0.085",0.222,53.3,18.9
Magic Johnson,31,PG,LAL,79,2933,25.1,22.7,0.148,0.148,0.18,0.739,104.6,133.0
Tom Chambers,31,PF,PHO,76,2475,16.2,11.2,0.077,0.077,0.208,0.125,51.7,26.0
Reggie Lewis,25,SG,BOS,79,2878,16.2,16.9,0.094,0.094,0.132,0.36,64.2,47.5
Chuck Person,26,SF,IND,80,2566,16.1,20.0,0.098,0.098,0.205,0.222,49.0,45.5
Scottie Pippen,25,SF,CHI,82,3014,20.6,22.0,0.113,0.113,0.152,1.086,84.1,165.1
Otis Thorpe,28,PF,HOU,82,3039,17.2,14.7,0.101,0.101,0.223,0.0,64.0,0.0
John Stockton,28,PG,UTA,82,3103,23.4,21.8,0.167,0.167,0.234,0.323,110.1,75.6
Vernon Maxwell,25,SG,HOU,82,2870,13.5,10.4,0.079,0.079,0.158,0.0,50.1,0.0
Terry Porter,27,PG,POR,81,2665,21.7,18.7,0.115,0.115,0.154,0.58,88.3,89.3
Kenny Smith,25,PG,HOU,78,2699,18.3,17.6,0.107,0.107,0.267,0.0,67.8,0.0
