Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
David Lee,30,PF,GSW,69,2288,19.1,15.6,0.11,0.11,0.183,0.273,68.4,50.0
Mike Conley,26,PG,MEM,73,2446,20.0,17.7,0.094,0.094,0.179,0.273,57.3,48.9
Bradley Beal,20,SG,WAS,73,2530,14.3,17.0,0.067,0.067,0.147,0.427,36.0,62.8
Joe Johnson,32,SG,BRK,79,2575,15.5,20.3,0.065,0.065,0.128,0.325,34.9,41.6
Serge Ibaka,24,PF,OKC,81,2666,19.6,16.6,0.105,0.105,0.131,0.548,75.6,71.8
Chandler Parsons,25,SF,HOU,74,2783,15.9,14.8,0.084,0.084,0.136,0.2,55.4,27.2
Chris Paul,28,PG,LAC,62,2171,25.9,23.6,0.121,0.121,0.177,0.376,84.1,66.6
Tony Parker,31,PG,SAS,68,1997,18.9,15.8,0.082,0.082,0.091,0.881,62.0,80.2
Evan Turner,25,SF,"PHI, IND",81,2457,9.7,9.8,"0.055, 0.047",0.052,0.084,0.548,19.2,0.0
Tim Duncan,37,C,SAS,74,2158,21.3,21.1,0.092,0.092,0.121,0.881,69.6,106.6
David West,33,PF,IND,80,2472,17.5,15.5,0.085,0.085,0.134,0.548,58.1,73.4
Trevor Ariza,28,SF,WAS,77,2723,15.8,17.6,0.074,0.074,0.152,0.427,39.7,64.9
Gerald Henderson,26,SG,CHA,77,2461,13.1,8.0,0.062,0.062,0.128,0.0,32.5,0.0
Lance Stephenson,23,SG,IND,78,2752,14.7,13.5,0.072,0.072,0.116,0.548,49.2,63.6
Nicolas Batum,25,SF,POR,82,2956,15.8,14.5,0.087,0.087,0.152,0.347,57.3,52.7
Taj Gibson,28,PF,CHI,82,2351,16.0,26.5,0.107,0.107,0.276,0.111,62.6,30.6
Marcin Gortat,29,C,WAS,81,2655,17.6,16.3,0.083,0.083,0.141,0.427,44.6,60.2
Spencer Hawes,25,C,"PHI, CLE",80,2470,16.6,,"0.064, 0.082",0.07,0,0.0,21.0,0.0
Reggie Jackson,23,PG,OKC,80,2277,15.4,11.8,0.083,0.083,0.093,0.548,59.8,51.0
Carlos Boozer,32,PF,CHI,76,2141,14.4,11.7,0.097,0.097,0.122,0.111,56.7,13.5
Dwyane Wade,32,SG,MIA,54,1775,22.0,18.5,0.101,0.101,0.118,0.75,66.6,88.5
Ramon Sessions,27,PG,"CHA, MIL",83,2214,18.0,,"0.069, 0.078",0.072,0.0,0.0,28.8,0.0
Luol Deng,28,SF,"CHI, CLE",63,2213,14.0,,"0.114, 0.069",0.085,0.0,0.0,42.0,0.0
Paul Pierce,36,SF,BRK,75,2098,16.8,15.1,0.07,0.07,0.095,0.325,37.6,30.9
Joakim Noah,28,C,CHI,80,2820,20.0,13.1,0.134,0.134,0.137,0.111,78.4,15.2
Russell Westbrook,25,PG,OKC,46,1412,24.7,24.9,0.133,0.133,0.197,0.548,95.8,108.0
Vince Carter,37,SG,DAL,81,1973,15.9,17.5,0.078,0.078,0.166,0.273,46.6,45.3
D.J. Augustin,26,PG,"TOR, CHI",71,1939,16.8,9.5,"0.006, 0.113",0.098,"0.0, 0.099",0.111,57.3,11.0
Mike Dunleavy,33,SF,CHI,82,2584,12.6,15.5,0.085,0.085,0.162,0.111,49.7,18.0
Terrence Jones,22,PF,HOU,76,2078,19.1,17.9,0.101,0.101,0.165,0.2,66.6,33.0
Deron Williams,29,PG,BRK,64,2059,17.6,14.6,0.073,0.073,0.092,0.325,39.2,29.9
Marco Belinelli,27,SF,SAS,80,2016,15.0,11.0,0.065,0.065,0.063,0.881,49.1,55.5
Darren Collison,26,PG,LAC,80,2069,16.2,13.9,0.075,0.075,0.104,0.376,52.1,39.1
Robin Lopez,25,C,POR,82,2603,17.7,15.3,0.098,0.098,0.161,0.347,64.6,55.9
Jeremy Lin,25,PG,HOU,71,2054,14.3,12.4,0.075,0.075,0.114,0.2,49.4,22.8
Jordan Crawford,25,SG,"BOS, GSW",81,1859,11.9,11.0,"0.078, 0.069",0.073,0.129,0.273,33.7,0.0
Terrence Ross,22,SG,TOR,81,2159,12.0,0.9,0.059,0.059,0.009,0.273,34.5,2.5
Jimmy Butler,24,SG,CHI,67,2591,13.5,11.4,0.091,0.091,0.119,0.111,53.2,13.2
Roy Hibbert,27,C,IND,81,2409,13.5,12.1,0.066,0.066,0.104,0.548,45.1,57.0
Marc Gasol,29,C,MEM,59,1970,18.2,14.7,0.085,0.085,0.149,0.273,51.8,40.7
DeAndre Jordan,25,C,LAC,82,2870,18.2,16.5,0.085,0.085,0.124,0.376,59.1,46.6
Kyle Korver,32,SG,ATL,71,2408,13.5,12.1,0.068,0.068,0.124,0.273,31.5,33.9
Kawhi Leonard,22,SF,SAS,66,1923,19.4,18.7,0.084,0.084,0.107,0.881,63.5,94.3
Patty Mills,25,PG,SAS,81,1527,18.7,16.2,0.081,0.081,0.093,0.881,61.2,81.9
Andray Blatche,27,PF,BRK,73,1618,18.8,19.7,0.078,0.078,0.124,0.325,41.9,40.3
DeMarre Carroll,27,SF,ATL,73,2341,13.9,10.0,0.07,0.07,0.103,0.273,32.4,28.1
Amir Johnson,26,PF,TOR,77,2214,15.4,16.4,0.075,0.075,0.165,0.273,43.9,45.0
Shawn Marion,35,SF,DAL,76,2409,13.7,12.5,0.067,0.067,0.119,0.273,40.1,32.5
George Hill,27,PG,IND,76,2434,13.4,12.8,0.065,0.065,0.11,0.548,44.4,60.3
Mike Scott,25,PF,ATL,80,1482,15.3,10.0,0.077,0.077,0.103,0.273,35.7,28.1
Courtney Lee,28,SG,"BOS, MEM",79,1973,13.5,8.8,"0.073, 0.063",0.067,0.089,0.273,32.3,0.0
Martell Webster,27,SF,WAS,78,2157,11.5,7.2,0.054,0.054,0.062,0.427,29.0,26.5
Harrison Barnes,21,SF,GSW,78,2204,9.8,9.9,0.056,0.056,0.116,0.273,34.8,31.7
Mo Williams,31,PG,POR,74,1834,11.8,4.6,0.065,0.065,0.048,0.347,42.8,16.7
Boris Diaw,31,PF,SAS,79,1974,14.1,15.3,0.061,0.061,0.088,0.881,46.1,77.5
Mario Chalmers,27,PG,MIA,73,2178,14.0,10.2,0.064,0.064,0.065,0.75,42.2,48.8
Marcus Thornton,26,SG,"SAC, BRK",72,1741,16.1,14.2,"0.04, 0.067",0.05,0.089,0.325,21.7,0.0
Ray Allen,38,SG,MIA,73,1936,12.8,12.8,0.059,0.059,0.081,0.75,38.9,60.8
Kirk Hinrich,33,PG,CHI,73,2116,10.8,8.2,0.073,0.073,0.086,0.111,42.7,9.5
Jerryd Bayless,25,PG,"MEM, BOS",72,1686,12.5,,"0.053, 0.062",0.058,0.0,0.0,24.7,0.0
Jeremy Lamb,21,SG,OKC,78,1538,13.4,14.4,0.072,0.072,0.114,0.548,51.8,62.5
Josh McRoberts,26,PF,CHA,78,2360,13.8,12.8,0.065,0.065,0.204,0.0,34.1,0.0
Aaron Brooks,29,PG,"HOU, DEN",72,1557,12.9,,"0.063, 0.062",0.063,0.0,0.0,35.8,0.0
Glen Davis,28,PF,"ORL, LAC",68,1662,10.3,13.1,"0.077, 0.048",0.067,0.098,0.376,25.6,0.0
Shaun Livingston,28,PG,BRK,76,1974,14.5,13.1,0.061,0.061,0.082,0.325,32.8,26.6
Luis Scola,33,PF,IND,82,1399,13.4,13.1,0.065,0.065,0.113,0.548,44.4,61.9
Matt Barnes,33,SF,LAC,63,1735,12.0,9.7,0.056,0.056,0.073,0.376,38.9,27.4
Lou Williams,27,PG,ATL,60,1445,14.2,10.3,0.071,0.071,0.106,0.273,32.9,28.9
Derrick Williams,22,SF,"MIN, SAC",78,1820,11.9,,"0.037, 0.049",0.047,0,0.0,16.9,0.0
Danny Green,26,SG,SAS,68,1651,13.9,16.5,0.06,0.06,0.095,0.881,45.4,83.7
Andre Iguodala,30,SF,GSW,63,2040,13.7,12.6,0.079,0.079,0.148,0.273,49.1,40.4
Caron Butler,33,SF,"MIL, OKC",56,1419,11.9,6.8,"0.053, 0.064",0.057,0.054,0.548,24.0,0.0
Mike Miller,33,SF,MEM,82,1707,12.5,10.1,0.059,0.059,0.102,0.273,36.0,27.8
Patrick Beverley,25,PG,HOU,56,1751,12.4,8.9,0.065,0.065,0.082,0.2,42.8,16.4
Alan Anderson,31,SF,BRK,78,1773,9.5,9.3,0.04,0.04,0.058,0.325,21.5,18.8
Patrick Patterson,24,PF,"SAC, TOR",65,1533,16.2,17.4,"0.043, 0.079",0.07,0.175,0.273,38.0,0.0
Gary Neal,29,SG,"MIL, CHA",52,1114,14.0,3.1,"0.048, 0.066",0.056,0.049,0.0,19.7,0.0
Shelvin Mack,23,PG,ATL,73,1490,13.2,19.1,0.066,0.066,0.196,0.273,30.6,53.5
JJ Redick,29,SG,LAC,35,987,16.6,14.4,0.077,0.077,0.108,0.376,53.5,40.6
Samuel Dalembert,32,C,DAL,80,1614,16.8,17.2,0.082,0.082,0.163,0.273,49.0,44.5
Norris Cole,25,PG,MIA,82,2014,8.8,7.3,0.04,0.04,0.046,0.75,26.4,34.5
Brandan Wright,26,C,DAL,58,1077,23.5,22.1,0.115,0.115,0.21,0.273,68.8,0.0
Mason Plumlee,23,C,BRK,70,1275,19.0,4.5,0.079,0.079,0.028,0.325,42.4,9.1
Kosta Koufos,24,C,MEM,80,1349,16.5,19.1,0.077,0.077,0.193,0.273,47.0,0.0
Jared Dudley,28,SF,LAC,74,1729,8.9,4.3,0.041,0.041,0.032,0.376,28.5,0.0
Draymond Green,23,SF,GSW,82,1797,12.7,16.2,0.073,0.073,0.19,0.273,45.4,51.9
Marreese Speights,26,C,GSW,79,982,15.2,23.3,0.088,0.088,0.274,0.273,54.7,0.0
DeJuan Blair,24,PF,DAL,78,1214,17.3,28.8,0.085,0.085,0.274,0.273,50.8,0.0
Tony Allen,32,SG,MEM,55,1278,15.6,15.6,0.073,0.073,0.158,0.273,44.5,43.1
Trevor Booker,26,PF,WAS,72,1553,15.0,12.6,0.071,0.071,0.109,0.427,38.1,46.5
Cody Zeller,21,C,CHA,82,1416,13.1,6.9,0.062,0.062,0.11,0.0,32.5,0.0
Tiago Splitter,29,C,SAS,59,1271,16.5,19.1,0.072,0.072,0.11,0.881,54.4,96.9
Chris Andersen,35,C,MIA,72,1396,18.5,17.7,0.085,0.085,0.112,0.75,56.0,84.0
Tayshaun Prince,33,SF,MEM,76,1948,8.2,5.2,0.038,0.038,0.053,0.273,23.2,14.5
Michael Kidd-Gilchrist,20,SF,CHA,62,1502,12.0,12.0,0.057,0.057,0.191,0.0,29.9,0.0
Michael Beasley,25,SF,MIA,55,831,16.8,14.6,0.077,0.077,0.093,0.75,50.7,0.0
Derek Fisher,39,SG,OKC,81,1428,10.1,7.9,0.054,0.054,0.062,0.548,38.9,34.0
Elton Brand,34,C,ATL,73,1414,14.0,9.8,0.07,0.07,0.101,0.273,32.4,0.0
C.J. Watson,29,PG,IND,63,1193,13.0,10.2,0.063,0.063,0.088,0.548,43.0,48.2
Jordan Hamilton,23,SF,"DEN, HOU",60,1019,11.7,,"0.064, 0.062",0.063,0.0,0.2,32.6,0.0
Kent Bazemore,24,SG,"GSW, LAL",67,911,13.3,,"0.036, 0.054",0.042,0.0,0.0,20.8,0.0
John Salmons,34,SG,"SAC, TOR",78,1726,7.6,3.3,"0.034, 0.037",0.036,0.033,0.273,19.3,0.0
Anthony Tolliver,28,PF,CHA,64,1298,11.0,15.6,0.052,0.052,0.249,0.0,27.2,0.0
James Johnson,26,SF,MEM,52,956,18.5,21.4,0.087,0.087,0.216,0.273,53.1,0.0
Thabo Sefolosha,29,SG,OKC,61,1584,10.4,9.0,0.056,0.056,0.071,0.548,40.3,38.9
Steve Blake,33,PG,"LAL, GSW",55,1498,9.4,3.1,"0.049, 0.054",0.052,0.036,0.273,25.0,0.0
Jeff Adrien,27,PF,"CHA, MIL",53,961,18.4,,"0.071, 0.079",0.075,0.0,0.0,25.2,0.0
Ed Davis,24,PF,MEM,63,956,15.9,16.9,0.075,0.075,0.171,0.273,45.8,0.0
Jae Crowder,23,SF,DAL,78,1254,11.9,6.9,0.058,0.058,0.066,0.273,34.7,0.0
Kevin Garnett,37,C,BRK,54,1109,13.3,17.2,0.056,0.056,0.108,0.325,30.1,35.1
Henry Sims,23,C,"CLE, PHI",46,875,17.4,,"0.053, 0.072",0.064,0,0.0,18.7,0.0
Jermaine O'Neal,35,PF,GSW,44,883,15.3,18.4,0.088,0.088,0.216,0.273,54.7,0.0
Tony Snell,22,SG,CHI,77,1231,8.0,-0.3,0.054,0.054,-0.003,0.111,31.6,0.0
Cory Joseph,22,SG,SAS,68,936,14.7,18.3,0.064,0.064,0.105,0.881,48.4,0.0
Dorell Wright,28,SF,POR,68,984,11.9,14.2,0.066,0.066,0.149,0.347,43.5,0.0
Chris Douglas-Roberts,27,SF,CHA,49,1016,12.2,18.9,0.058,0.058,0.301,0.0,30.4,0.0
Thomas Robinson,22,PF,POR,70,873,14.1,10.9,0.078,0.078,0.114,0.347,51.4,39.6
Nick Collison,33,PF,OKC,81,1353,11.8,9.4,0.063,0.063,0.074,0.548,45.4,40.6
Danny Granger,30,SF,"IND, LAC",41,847,12.6,3.6,"0.05, 0.059",0.053,"0.0, 0.027",0.376,36.2,10.2
Devin Harris,30,PG,DAL,40,818,14.6,15.7,0.072,0.072,0.149,0.273,43.1,40.7
Tyler Hansbrough,28,PF,TOR,64,978,14.2,5.2,0.069,0.069,0.052,0.273,40.4,0.0
Luke Ridnour,32,PG,"MIL, CHA",61,1141,8.6,9.9,"0.039, 0.041",0.04,0.158,0.0,13.0,0.0
Lavoy Allen,24,PF,"PHI, IND",65,1072,17.5,14.3,"0.049, 0.085",0.057,0.123,0.548,21.4,0.0
Jon Leuer,24,PF,MEM,49,642,17.6,22.1,0.082,0.082,0.223,0.273,50.0,0.0
Shane Battier,35,SF,MIA,73,1468,8.7,5.8,0.04,0.04,0.037,0.75,26.4,27.7
Andre Miller,37,SG,"DEN, WAS",58,982,14.6,9.5,"0.065, 0.069",0.067,0.082,0.427,32.6,0.0
Willie Green,32,SG,LAC,55,869,7.1,12.8,0.033,0.033,0.096,0.376,22.9,0.0
Jimmer Fredette,24,SG,"SAC, CHI",49,519,11.6,,"0.068, 0.078",0.07,0.0,0.111,26.9,0.0
Ian Mahinmi,27,C,IND,77,1248,10.2,8.6,0.05,0.05,0.074,0.548,34.2,40.6
Rashard Lewis,34,SF,MIA,60,971,10.7,9.9,0.049,0.049,0.063,0.75,32.3,47.2
Steven Adams,20,C,OKC,81,1197,11.2,11.0,0.06,0.06,0.087,0.548,43.2,47.7
Earl Clark,26,PF,"CLE, NYK",54,768,13.5,,"0.043, 0.06",0.046,0,0.0,18.9,0.0
Jeff Ayres,26,PF,SAS,73,952,11.1,13.0,0.048,0.048,0.075,0.881,36.3,0.0
Andrei Kirilenko,32,PF,BRK,45,857,12.4,14.4,0.052,0.052,0.09,0.325,27.9,29.2
Al Harrington,33,PF,WAS,34,511,9.7,5.2,0.046,0.046,0.045,0.427,24.7,0.0
Andrew Bynum,26,C,"CLE, IND",26,516,19.9,,"0.073, 0.097",0.075,0.0,0.548,32.2,0.0
Luc Mbah a Moute,27,PF,"SAC, MIN",64,1003,7.5,,"0.048, 0.037",0.039,0,0.0,17.8,0.0
Bismack Biyombo,21,C,CHA,77,1072,13.3,11.2,0.063,0.063,0.179,0.0,33.0,0.0
Perry Jones,22,PF,OKC,62,764,10.1,7.0,0.054,0.054,0.055,0.548,38.9,0.0
Reggie Evans,33,PF,"BRK, SAC",54,899,13.8,,"0.038, 0.057",0.046,0.0,0.0,20.0,0.0
Kendrick Perkins,29,C,OKC,62,1207,6.3,6.6,0.034,0.034,0.052,0.548,24.5,28.5
Toney Douglas,27,PG,"GSW, MIA",51,675,10.9,12.9,"0.037, 0.05",0.044,"0.0, 0.082",0.75,28.3,0.0
CJ McCollum,22,SG,POR,38,476,9.0,-12.3,0.05,0.05,-0.129,0.347,33.0,0.0
Beno Udrih,31,SG,"NYK, MEM",41,643,16.0,13.2,"0.055, 0.075",0.06,0.133,0.273,29.9,0.0
Matt Bonner,33,PF,SAS,61,690,11.2,8.8,0.049,0.049,0.05,0.881,37.0,44.1
Byron Mullens,24,C,"LAC, PHI",45,414,16.1,,"0.036, 0.067",0.048,0.0,0.0,21.2,0.0
Drew Gooden,32,C,WAS,22,395,18.4,9.5,0.087,0.087,0.082,0.427,46.7,35.0
Steve Novak,30,PF,TOR,54,540,11.1,-1.4,0.054,0.054,-0.014,0.273,31.6,0.0
Nando De Colo,26,SF,"SAS, TOR",47,494,12.9,-5.4,"0.057, 0.063",0.06,"0.0, -0.054",0.273,40.3,0.0
Joel Freeland,26,C,POR,52,727,11.3,-3.5,0.062,0.062,-0.037,0.347,40.9,0.0
Udonis Haslem,33,PF,MIA,46,653,10.5,9.8,0.048,0.048,0.062,0.75,31.6,46.5
Quincy Acy,23,SF,"TOR, SAC",63,847,9.6,,"0.084, 0.04",0.045,0.0,0.0,17.6,0.0
Will Barton,23,SG,POR,41,387,13.5,17.4,0.074,0.074,0.183,0.347,48.8,0.0
Aron Baynes,27,C,SAS,53,491,9.7,11.5,0.042,0.042,0.066,0.881,31.8,58.1
MarShon Brooks,25,SG,"BOS, GSW, LAL",35,316,16.5,,"0.053, 0.14, 0.067",0.078,0.0,0.0,33.4,0.0
Chris Copeland,29,SF,IND,41,265,17.6,10.6,0.086,0.086,0.091,0.548,58.7,0.0
Wayne Ellington,26,SG,DAL,45,393,12.2,13.0,0.06,0.06,0.123,0.273,35.9,0.0
Ryan Hollins,29,PF,LAC,61,482,11.9,-3.2,0.055,0.055,-0.024,0.376,38.2,0.0
Garrett Temple,27,SG,WAS,75,638,7.8,9.7,0.037,0.037,0.084,0.427,19.9,0.0
Rasual Butler,34,SG,IND,50,378,12.2,9.1,0.059,0.059,0.078,0.548,40.3,0.0
Jannero Pargo,34,PG,CHA,29,242,18.9,-2.3,0.089,0.089,-0.037,0.0,46.6,0.0
Shane Larkin,21,PG,DAL,48,489,8.3,-9.7,0.041,0.041,-0.092,0.273,24.5,0.0
Chuck Hayes,30,C,"SAC, TOR",61,754,9.6,9.1,"0.047, 0.047",0.047,0.091,0.273,24.5,0.0
Nazr Mohammed,36,C,CHI,80,562,10.1,-8.2,0.068,0.068,-0.086,0.111,39.8,0.0
Reggie Bullock,22,SF,LAC,43,395,6.7,23.0,0.031,0.031,0.173,0.376,21.5,0.0
Donald Sloan,26,SG,IND,48,392,8.5,9.3,0.041,0.041,0.08,0.548,28.0,0.0
Darius Morris,23,PG,"PHI, LAC, MEM",27,313,7.9,,"0.049, 0.007, 0.037",0.031,"0.0, 0.0",0.273,11.0,0.0
Orlando Johnson,24,SG,"IND, SAC",45,392,-0.3,,"0.03, -0.001",0.025,0.0,0.0,17.2,0.0
Jarvis Varnado,25,PF,"CHI, PHI",24,339,13.4,,"-0.061, 0.056",0.051,0.0,0.0,11.0,0.0
Meyers Leonard,21,C,POR,40,355,9.4,-7.8,0.052,0.052,-0.082,0.347,34.3,0.0
James Jones,33,SF,MIA,20,236,15.4,16.2,0.071,0.071,0.103,0.75,46.8,77.2
Dewayne Dedmon,24,C,"GSW, PHI, ORL",31,390,12.5,,"-0.029, 0.036, 0.07",0.045,0.0,0.0,10.8,0.0
Eric Maynor,26,PG,"WAS, PHI",31,327,6.6,,"0.028, 0.027",0.028,0.0,0.0,12.8,0.0
Otto Porter Jr.,20,SF,WAS,37,319,6.0,0.6,0.028,0.028,0.005,0.427,15.0,0.0
Mike Muscala,22,PF,ATL,20,215,10.8,-16.9,0.054,0.054,-0.174,0.273,25.0,0.0
Andre Roberson,22,SG,OKC,40,399,9.0,-10.7,0.048,0.048,-0.085,0.548,34.6,0.0
Landry Fields,25,SF,TOR,30,322,8.6,11.0,0.042,0.042,0.11,0.273,24.6,0.0
Greg Oden,26,C,MIA,23,212,12.4,10.6,0.057,0.057,0.067,0.75,37.6,0.0
Austin Daye,25,SF,"TOR, SAS",22,148,13.5,-11.5,"0.012, 0.059",0.042,"0.0, -0.066",0.881,0.0,0.0
Aaron Gray,29,C,"TOR, SAC",37,355,7.9,,"0.028, 0.033",0.032,0.0,0.0,11.8,0.0
Shannon Brown,28,SG,"SAS, NYK",29,251,8.4,,"-0.002, 0.037",0.024,0.0,0.0,10.4,0.0
Victor Claver,25,SF,POR,21,184,8.8,-9.7,0.048,0.048,-0.102,0.347,0.0,0.0
Solomon Hill,22,SF,IND,28,226,7.6,0.0,0.037,0.037,0.0,0.548,25.3,0.0
James Nunnally,23,SF,"ATL, PHI",13,165,6.1,,"0.031, 0.025",0.027,0.0,0.0,0.0,0.0
Troy Daniels,22,SG,HOU,5,75,16.0,17.5,0.084,0.084,0.161,0.2,0.0,0.0
Jamaal Franklin,22,SG,MEM,21,161,4.7,-11.1,0.022,0.022,-0.112,0.273,0.0,0.0
Lou Amundson,31,PF,"NOP, CHI",19,185,0.0,,"0.04, 0.0",0.038,0.0,0.111,0.0,0.0
Bernard James,28,C,DAL,30,146,8.5,12.1,0.042,0.042,0.115,0.273,0.0,0.0
Joel Anthony,31,C,"MIA, BOS",33,186,8.1,,"0.037, 0.04",0.039,0.0,0.0,0.0,0.0
Hasheem Thabeet,26,C,OKC,23,192,2.6,-9.9,0.014,0.014,-0.078,0.548,0.0,0.0
Jared Cunningham,22,SG,"ATL, SAC",13,80,12.4,,"-0.009, 0.051",0.028,0.0,0.0,0.0,0.0
Hilton Armstrong,29,C,GSW,15,97,17.0,5.4,0.098,0.098,0.063,0.273,0.0,0.0
Malcolm Thomas,25,PF,"SAS, UTA",8,63,4.0,,"0.029, 0.023",0.024,0.0,0.0,0.0,0.0
James Southerland,23,SF,"CHA, NOP",4,30,17.7,,"-0.192, 0.077",0.01,0.0,0.0,0.0,0.0
Adonis Thomas,20,SF,"ORL, PHI",6,37,10.1,,"0.033, 0.042",0.036,0,0.0,0.0,0.0
Earl Watson,34,PG,POR,24,161,2.1,-4.5,0.012,0.012,-0.047,0.347,0.0,0.0
Othyus Jeffers,28,SG,"SAS, MIN",6,47,1.7,,"0.039, 0.008",0.029,0.0,0.0,0.0,0.0
Seth Curry,23,PG,"MEM, CLE",2,13,19.9,,"0.0, 0.098",0.049,0.0,0.0,0.0,0.0
Arinze Onuaku,26,PF,"NOP, CLE",5,30,-5.3,,"0.024, -0.026",0.004,0,0.0,0.0,0.0
D.J. White,27,PF,CHA,2,10,2.4,-9.4,0.011,0.011,-0.15,0.0,0.0,0.0
