Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Adrian Dantley,28,SF,UTA,79,2984,24.6,24.7,0.149,0.149,0.187,0.36,81.8,67.3
Mark Aguirre,24,SF,DAL,79,2900,23.5,19.2,0.158,0.158,0.179,0.3,82.8,53.7
Kiki Vandeweghe,25,PF,DEN,78,2734,23.6,22.8,0.13,0.13,0.235,0.222,60.2,52.2
Alex English,30,SF,DEN,82,2870,22.2,25.7,0.123,0.123,0.265,0.222,56.9,58.8
Bernard King,27,SF,NYK,77,2667,22.7,27.6,0.142,0.142,0.232,0.412,81.4,95.6
Larry Bird,27,PF,BOS,79,3028,24.2,26.3,0.15,0.15,0.206,0.844,113.4,173.9
Rolando Blackman,24,SG,DAL,81,3025,19.8,20.4,0.133,0.133,0.19,0.3,69.7,57.0
Eddie Johnson,24,SF,KCK,82,2920,16.6,14.9,0.08,0.08,1.0,0.0,37.0,0.0
Dominique Wilkins,24,SF,ATL,81,2961,19.2,16.5,0.106,0.106,0.201,0.222,51.7,44.6
Isiah Thomas,22,PG,DET,82,3007,20.9,20.6,0.12,0.12,0.197,0.222,71.8,43.7
Julius Erving,33,SF,PHI,77,2683,22.9,15.2,0.138,0.138,0.173,0.222,87.5,38.4
Jim Paxson,26,SG,POR,81,2686,19.5,20.5,0.113,0.113,0.207,0.222,66.1,46.0
Kareem Abdul-Jabbar,36,C,LAL,80,2622,21.3,24.0,0.117,0.117,0.156,0.808,77.1,126.0
Jeff Ruland,25,C,WSB,75,3082,19.6,21.2,0.13,0.13,0.283,0.125,55.5,35.4
Sidney Moncrief,26,SG,MIL,79,3075,19.8,18.0,0.105,0.105,0.162,0.51,64.0,82.6
Darrell Griffith,25,SG,UTA,82,2650,16.1,15.1,0.098,0.098,0.114,0.36,53.8,41.0
Kelly Tripucka,24,SF,DET,76,2493,16.8,18.1,0.096,0.096,0.173,0.222,57.4,38.4
Moses Malone,28,C,PHI,71,2613,21.8,17.0,0.131,0.131,0.193,0.222,83.1,42.8
