Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Johnny Newman,25,SF,NYK,81,2336,15.3,15.0,0.085,0.085,0.114,0.415,53.9,47.3
Danny Ainge,29,PG,"BOS, SAC",73,2377,18.6,,"0.078, 0.097",0.085,0.0,0.0,36.9,0.0
Walter Davis,34,SG,DEN,81,1857,16.7,18.0,0.087,0.087,0.621,0.0,46.7,0.0
Larry Nance,29,PF,CLE,73,2526,19.9,20.9,0.115,0.115,0.271,0.222,79.9,60.2
Mark Jackson,23,PG,NYK,72,2477,18.3,17.7,0.102,0.102,0.134,0.415,64.7,55.6
Hersey Hawkins,22,SG,PHI,79,2577,14.2,-3.5,0.074,0.074,-0.044,0.0,41.5,0.0
Joe Dumars,25,SG,DET,69,2408,16.8,17.0,0.099,0.099,0.124,1.086,76.0,134.7
Armen Gilliam,24,PF,PHO,74,2120,15.7,18.5,0.087,0.087,0.14,0.55,58.4,77.0
Sleepy Floyd,28,PG,HOU,82,2788,16.4,15.3,0.103,0.103,0.21,0.125,56.5,26.2
Gerald Wilkins,25,SG,NYK,81,2414,13.8,15.2,0.077,0.077,0.115,0.415,48.8,47.7
Winston Garland,24,PG,GSW,79,2661,14.7,12.1,0.083,0.083,0.121,0.35,43.5,42.4
Darrell Griffith,30,SG,UTA,82,2382,12.3,13.9,0.084,0.084,0.233,0.0,52.2,0.0
Vinnie Johnson,32,SG,DET,82,2073,17.3,19.0,0.102,0.102,0.139,1.086,78.3,151.0
Bill Laimbeer,31,C,DET,81,2640,16.6,14.2,0.098,0.098,0.104,1.086,75.3,112.9
A.C. Green,25,PF,LAL,82,2510,17.8,12.1,0.103,0.103,0.085,0.811,71.6,68.9
Jack Sikma,33,C,MIL,80,2587,15.8,10.4,0.077,0.077,0.082,0.231,46.0,18.9
Charles Oakley,25,PF,NYK,82,2604,14.8,12.5,0.083,0.083,0.095,0.415,52.6,39.4
LaSalle Thompson,27,C,"SAC, IND",76,2329,15.5,,"0.081, 0.082",0.081,0,0.0,27.2,0.0
Jeff Hornacek,25,SG,PHO,78,2487,16.3,16.8,0.09,0.09,0.127,0.55,60.4,69.9
Scottie Pippen,23,SF,CHI,73,2413,14.9,14.4,0.093,0.093,0.121,0.552,53.3,66.8
Mike Woodson,30,SG,HOU,81,2259,12.0,8.7,0.076,0.076,0.12,0.125,41.7,15.0
Doc Rivers,27,PG,ATL,76,2462,18.4,12.9,0.109,0.109,0.143,0.222,69.1,31.7
Larry Krystkowiak,24,PF,MIL,80,2472,14.2,10.4,0.069,0.069,0.082,0.231,41.3,18.9
Terry Teagle,28,SF,GSW,66,1569,16.7,17.5,0.094,0.094,0.175,0.35,49.3,61.2
Danny Schayes,29,C,DEN,76,1918,15.4,7.6,0.081,0.081,0.262,0.0,43.5,0.0
Bill Cartwright,31,C,CHI,78,2333,11.0,10.1,0.069,0.069,0.085,0.552,39.5,46.9
Horace Grant,23,PF,CHI,79,2809,13.8,13.1,0.086,0.086,0.11,0.552,49.3,60.7
Hot Rod Williams,26,PF,CLE,82,2125,17.6,11.9,0.102,0.102,0.155,0.222,70.9,34.4
Ed Pinckney,25,PF,"SAC, BOS",80,2012,17.7,-1.7,"0.089, 0.079",0.085,-0.027,0.0,33.3,0.0
Rod Higgins,29,PF,GSW,81,1887,15.5,18.8,0.087,0.087,0.188,0.35,45.6,65.8
Jay Humphries,26,PG,MIL,73,2220,14.6,18.6,0.071,0.071,0.147,0.231,42.5,34.0
Detlef Schrempf,26,PF,"DAL, IND",69,1850,16.5,,"0.064, 0.087",0.075,0,0.0,29.6,0.0
Michael Cage,27,PF,SEA,80,2536,14.7,14.6,0.081,0.081,0.121,0.25,46.4,30.2
Maurice Cheeks,32,PG,PHI,71,2298,16.5,23.1,0.086,0.086,0.289,0.0,48.2,0.0
Otis Smith,25,SG,GSW,80,1597,14.8,13.2,0.083,0.083,0.132,0.35,43.5,0.0
John Battle,26,SG,ATL,82,1672,13.5,12.4,0.08,0.08,0.137,0.222,50.7,30.4
Herb Williams,30,C,"IND, DAL",76,2470,8.6,,"0.062, 0.04",0.053,0,0.0,20.1,0.0
Mike Sanders,28,SF,CLE,82,2102,10.5,8.1,0.061,0.061,0.105,0.222,42.4,0.0
Sidney Moncrief,31,PG,MIL,62,1594,16.4,9.7,0.08,0.08,0.076,0.231,47.8,17.6
Derrick Chievous,21,SF,HOU,81,1539,11.6,8.3,0.073,0.073,0.114,0.125,40.1,0.0
Kareem Abdul-Jabbar,41,C,LAL,74,1695,12.9,11.9,0.075,0.075,0.084,0.811,52.1,68.1
Mychal Thompson,34,C,LAL,80,1994,13.3,14.9,0.077,0.077,0.105,0.811,53.5,85.2
Dennis Rodman,27,SF,DET,82,2208,16.3,14.0,0.096,0.096,0.102,1.086,73.7,110.8
Cliff Levingston,28,PF,ATL,80,2184,13.4,6.9,0.08,0.08,0.076,0.222,50.7,0.0
Dennis Johnson,34,PG,BOS,72,2309,11.5,3.2,0.051,0.051,0.052,0.0,26.1,0.0
Steve Johnson,31,C,POR,72,1477,12.4,0.6,0.061,0.061,0.01,0.0,29.0,0.0
Rod Strickland,22,PG,NYK,81,1358,18.0,12.4,0.1,0.1,0.094,0.415,63.4,39.0
Orlando Woolridge,29,SF,LAL,74,1491,14.0,15.2,0.081,0.081,0.107,0.811,56.3,86.8
Brian Shaw,22,SG,BOS,82,2301,12.2,15.1,0.054,0.054,0.244,0.0,27.6,0.0
Trent Tucker,29,SG,NYK,81,1824,12.1,16.5,0.068,0.068,0.125,0.415,43.1,51.9
Alton Lister,30,C,SEA,82,1806,13.7,13.9,0.076,0.076,0.115,0.25,43.5,28.8
Sam Vincent,25,PG,CHI,70,1703,13.6,7.7,0.085,0.085,0.064,0.552,48.7,35.3
Buck Johnson,25,SF,HOU,67,1850,11.4,11.6,0.072,0.072,0.16,0.125,39.5,20.0
Tyrone Corbin,26,SF,PHO,77,1655,14.7,16.9,0.081,0.081,0.127,0.55,54.4,69.9
Walter Berry,24,PF,"NJN, HOU",69,1355,14.4,15.1,"0.064, 0.091",0.08,0.208,0.125,37.5,0.0
Craig Ehlo,27,SG,CLE,82,1867,13.7,15.6,0.079,0.079,0.203,0.222,54.9,0.0
Mark West,28,C,PHO,82,2019,12.9,13.5,0.071,0.071,0.102,0.55,47.6,56.1
Michael Cooper,32,SG,LAL,80,1943,11.9,12.2,0.069,0.069,0.086,0.811,48.0,69.7
Blair Rasmussen,26,C,DEN,77,1308,11.6,-15.0,0.061,0.061,-0.517,0.0,32.8,0.0
Antoine Carr,27,PF,ATL,78,1488,12.7,15.0,0.075,0.075,0.166,0.222,47.6,0.0
Derek Smith,27,SG,"SAC, PHI",65,1295,12.0,7.8,"0.059, 0.062",0.061,0.098,0.0,27.9,0.0
John Paxson,28,PG,CHI,78,1738,12.0,9.5,0.075,0.075,0.08,0.552,43.0,44.2
James Edwards,33,C,DET,76,1254,11.6,9.8,0.068,0.068,0.071,1.086,52.2,77.1
Brad Sellers,26,PF,CHI,80,1732,10.6,10.1,0.066,0.066,0.085,0.552,37.8,46.9
Sedale Threatt,27,PG,SEA,63,1220,16.3,19.8,0.09,0.09,0.164,0.25,51.6,41.0
Nate McMillan,24,PG,SEA,75,2341,14.5,15.8,0.08,0.08,0.131,0.25,45.8,32.8
Craig Hodges,28,SG,"PHO, CHI",59,1204,14.9,10.6,"0.052, 0.093",0.086,"0.0, 0.089",0.552,50.2,49.1
Rick Mahorn,30,PF,DET,72,1795,12.1,12.4,0.071,0.071,0.09,1.086,54.5,97.7
Wayne Cooper,32,C,DEN,79,1864,13.6,11.4,0.071,0.071,0.393,0.0,38.1,0.0
Sidney Green,28,PF,NYK,82,1277,12.6,9.0,0.07,0.07,0.068,0.415,44.4,28.2
Mark Eaton,32,C,UTA,82,2914,10.6,10.8,0.072,0.072,0.181,0.0,44.8,0.0
Darwin Cook,30,SG,"SAS, DEN",66,1143,11.7,15.9,"0.06, 0.061",0.06,0.548,0.0,23.3,0.0
Brad Lohaus,24,PF,"BOS, SAC",77,1214,14.0,,"0.045, 0.073",0.056,0.0,0.0,23.4,0.0
Kiki Vandeweghe,30,PF,"POR, NYK",45,934,13.0,14.5,"0.072, 0.073",0.073,"0.0, 0.11",0.415,41.5,45.6
Adrian Branch,25,SF,POR,67,811,15.7,11.8,0.077,0.077,0.193,0.0,36.7,0.0
Joe Kleine,27,C,"SAC, BOS",75,1411,12.2,8.6,"0.046, 0.054",0.049,0.139,0.0,19.8,0.0
Purvis Short,31,SF,HOU,65,1157,11.4,10.0,0.072,0.072,0.138,0.125,39.5,0.0
Dave Corzine,32,C,CHI,81,1483,10.8,8.3,0.067,0.067,0.07,0.552,38.4,38.6
Dan Majerle,23,SG,PHO,54,1354,11.3,13.5,0.062,0.062,0.102,0.55,41.6,56.1
John Salley,24,PF,DET,67,1458,12.4,16.9,0.073,0.073,0.123,1.086,56.1,133.6
Dave Greenwood,31,PF,"SAS, DEN",67,1403,12.7,-1.2,"0.058, 0.066",0.061,-0.041,0.0,23.8,0.0
Larry Smith,31,PF,GSW,80,1897,11.9,8.3,0.067,0.067,0.083,0.35,35.1,29.0
Scott Brooks,23,PG,PHI,82,1372,14.0,6.6,0.073,0.073,0.083,0.0,41.0,0.0
Jerry Reynolds,26,SG,SEA,56,737,17.6,11.3,0.098,0.098,0.093,0.25,56.2,0.0
Gerald Henderson,33,PG,PHI,65,986,12.1,5.1,0.063,0.063,0.064,0.0,35.3,0.0
Tim McCormick,26,C,HOU,81,1257,9.3,17.6,0.059,0.059,0.242,0.125,32.4,0.0
Kenny Walker,24,SF,NYK,79,1163,11.8,4.2,0.066,0.066,0.032,0.415,41.8,0.0
Fred Roberts,28,PF,MIL,71,1251,10.6,12.9,0.052,0.052,0.102,0.231,31.1,23.6
Ralph Sampson,28,C,GSW,61,1086,11.4,10.4,0.064,0.064,0.104,0.35,33.5,0.0
Tony Campbell,26,SF,LAL,63,787,12.5,13.3,0.072,0.072,0.094,0.811,50.0,76.2
John Long,32,SG,"IND, DET",68,919,8.2,27.4,"0.051, 0.048",0.05,0.2,1.086,24.3,0.0
Richard Anderson,28,PF,POR,72,1082,12.0,6.6,0.059,0.059,0.108,0.0,28.1,0.0
Darnell Valentine,29,SG,CLE,77,1086,11.5,12.1,0.067,0.067,0.157,0.222,46.6,0.0
Steve Alford,24,PG,"DAL, GSW",66,906,12.1,13.8,"0.034, 0.068",0.063,0.138,0.35,32.9,0.0
Russ Schoene,28,PF,SEA,69,774,12.1,5.6,0.067,0.067,0.046,0.25,38.4,0.0
Jon Koncak,25,C,ATL,74,1531,12.0,15.8,0.071,0.071,0.175,0.222,45.0,38.8
Bob Hansen,28,SG,UTA,46,964,9.7,4.5,0.066,0.066,0.075,0.0,41.1,0.0
Elston Turner,29,SF,DEN,78,1746,7.8,5.4,0.041,0.041,0.186,0.0,22.0,0.0
Eric Leckner,22,C,UTA,75,779,9.7,-14.8,0.066,0.066,-0.248,0.0,41.1,0.0
Spud Webb,25,PG,ATL,81,1219,13.0,13.2,0.077,0.077,0.146,0.222,48.8,0.0
Manute Bol,26,C,GSW,80,1769,9.8,5.4,0.055,0.055,0.054,0.35,28.8,18.9
John Lucas,35,PG,SEA,74,842,16.6,2.3,0.092,0.092,0.019,0.25,52.7,0.0
Mike Brown,25,C,UTA,66,1051,8.4,-7.5,0.057,0.057,-0.126,0.0,35.5,0.0
Danny Young,26,PG,POR,48,952,11.8,15.7,0.058,0.058,0.257,0.0,27.6,0.0
Ben Coleman,27,PF,PHI,58,703,11.2,19.6,0.058,0.058,0.246,0.0,32.5,0.0
Frank Johnson,30,PG,HOU,67,879,10.4,8.5,0.065,0.065,0.117,0.125,35.7,0.0
Randy Wittman,29,SF,"SAC, IND",64,1120,9.0,,"0.043, 0.047",0.045,0,0.0,15.1,0.0
Rickey Green,34,PG,"CHH, MIL",63,871,14.9,12.8,"0.059, 0.073",0.066,0.101,0.231,28.3,0.0
Eddie Lee Wilkins,26,C,NYK,71,584,10.2,12.1,0.057,0.057,0.092,0.415,36.1,0.0
Jerome Lane,22,PF,DEN,54,550,12.3,7.7,0.064,0.064,0.266,0.0,34.4,0.0
Tim Perry,23,C,PHO,62,614,14.4,9.0,0.08,0.08,0.068,0.55,53.7,0.0
Jay Vincent,29,SF,"DEN, SAS",29,646,7.4,,"0.025, 0.038",0.036,0.0,0.0,10.4,0.0
Chris Welp,25,C,PHI,72,843,8.7,-3.9,0.045,0.045,-0.049,0.0,25.2,0.0
Shelton Jones,22,SF,"SAS, GSW, PHI",51,682,10.6,,"0.035, 0.154, 0.055",0.056,"0.0, 0.0",0.0,29.8,0.0
Olden Polynice,24,C,SEA,80,835,10.3,16.9,0.057,0.057,0.14,0.25,32.7,35.0
Kelvin Upshaw,26,SG,"MIA, BOS",32,617,10.9,11.7,"0.046, 0.049",0.048,0.189,0.0,20.4,0.0
Kevin Williams,27,SG,"NJN, LAC",50,547,10.1,,"0.048, 0.052",0.049,0,0.0,14.9,0.0
Caldwell Jones,38,PF,POR,72,1279,6.8,2.6,0.033,0.033,0.043,0.0,15.7,0.0
Bill Hanzlik,31,PF,DEN,41,701,8.6,12.5,0.045,0.045,0.431,0.0,24.2,0.0
Randy Breuer,28,C,MIL,48,513,13.8,11.8,0.067,0.067,0.093,0.231,40.1,21.5
Kevin Gamble,23,SF,BOS,44,375,15.8,5.9,0.071,0.071,0.095,0.0,36.4,0.0
Charles Davis,30,SF,CHI,49,545,10.3,5.7,0.064,0.064,0.048,0.552,36.7,26.5
Chris Dudley,23,C,CLE,61,544,8.7,-26.7,0.05,0.05,-0.347,0.222,34.8,0.0
Scott Roth,25,SF,"UTA, SAS",63,536,8.2,,"0.031, 0.042",0.039,0.0,0.0,12.9,0.0
Marc Iavaroni,32,PF,UTA,77,796,5.3,-48.7,0.036,0.036,-0.816,0.0,22.4,0.0
Allen Leavell,31,SG,HOU,55,627,7.7,24.1,0.048,0.048,0.331,0.125,26.4,0.0
Jerome Whitehead,32,C,"GSW, SAS",57,622,7.2,,"0.014, 0.037",0.035,0.0,0.0,9.3,0.0
Sam Bowie,27,C,POR,20,412,13.7,17.2,0.067,0.067,0.282,0.0,31.9,0.0
Randolph Keys,22,SF,CLE,42,331,11.5,-12.3,0.067,0.067,-0.16,0.222,46.6,0.0
Paul Mokeski,32,C,MIL,74,690,8.2,14.6,0.04,0.04,0.115,0.231,23.9,0.0
Andrew Lang,22,C,PHO,62,526,11.6,-10.0,0.064,0.064,-0.075,0.55,42.9,0.0
Eric White,23,SF,"UTA, LAC",38,436,10.5,,"-0.168, 0.054",0.048,0.0,0.0,10.7,0.0
Jim Farmer,24,SG,UTA,37,412,8.4,-21.7,0.057,0.057,-0.363,0.0,35.5,0.0
Calvin Natt,32,SF,"DEN, SAS",24,353,9.3,,"0.063, 0.047",0.056,0.0,0.0,24.7,0.0
Greg Kite,27,C,"LAC, CHH",70,942,6.1,,"0.033, 0.03",0.032,0,0.0,8.3,0.0
Jim Les,25,PG,UTA,82,781,7.9,-10.1,0.054,0.054,-0.169,0.0,33.6,0.0
Mark Acres,26,C,BOS,62,632,8.2,-9.1,0.037,0.037,-0.147,0.0,18.9,0.0
Tree Rollins,33,C,CLE,60,583,8.8,14.7,0.051,0.051,0.191,0.222,35.4,0.0
David Rivers,24,PG,LAL,47,440,9.8,8.4,0.057,0.057,0.059,0.811,39.6,0.0
Tony Brown,28,SF,"HOU, MIL",43,365,12.2,6.6,"0.03, 0.059",0.05,"0.0, 0.052",0.231,29.2,0.0
Micheal Williams,22,PG,DET,49,358,7.7,41.2,0.045,0.045,0.301,1.086,34.6,0.0
Todd Mitchell,22,SF,"MIA, SAS",24,353,-4.8,,"0.048, -0.025",0.042,0,0.0,7.5,0.0
Craig Neal,24,PG,"POR, MIA",53,500,7.9,,"0.021, 0.043",0.034,0.0,0.0,8.7,0.0
Mark McNamara,29,C,LAL,39,318,11.2,11.8,0.065,0.065,0.083,0.811,45.2,0.0
Jack Haley,25,PF,CHI,51,289,9.9,23.4,0.062,0.062,0.196,0.552,35.5,0.0
Clinton Wheeler,29,PG,"MIA, POR",28,354,10.3,,"0.089, 0.051",0.062,0.0,0.0,22.0,0.0
Jerry Sichting,32,PG,POR,25,390,8.8,-6.3,0.043,0.043,-0.103,0.0,20.5,0.0
Pete Myers,25,SG,"PHI, NYK",33,270,12.5,16.5,"0.062, 0.07",0.069,"0.0, 0.125",0.415,43.2,0.0
Anthony Jones,26,SG,"CHI, DAL",33,196,16.8,,"0.04, 0.078",0.069,0.0,0.0,0.0,0.0
Phil Hubbard,32,SF,CLE,31,191,11.7,0.0,0.068,0.068,0.0,0.222,0.0,0.0
Avery Johnson,23,PG,SEA,43,291,10.8,19.8,0.06,0.06,0.164,0.25,34.4,0.0
Will Perdue,23,C,CHI,30,190,7.2,27.0,0.045,0.045,0.226,0.552,0.0,0.0
Chuck Nevitt,29,C,HOU,43,228,8.1,5.2,0.051,0.051,0.072,0.125,28.0,0.0
Jeff Lamp,29,SF,LAL,37,176,6.8,11.8,0.039,0.039,0.083,0.811,0.0,0.0
Otis Birdsong,33,SG,BOS,13,108,7.0,-5.7,0.031,0.031,-0.092,0.0,0.0,0.0
Fennis Dembo,23,SF,DET,31,74,7.8,2.8,0.046,0.046,0.02,1.086,0.0,0.0
Ben McDonald,26,PF,GSW,11,103,12.0,0.5,0.068,0.068,0.005,0.35,0.0,0.0
Dave Popson,24,PF,"LAC, MIA",17,106,3.4,,"0.042, 0.018",0.032,0,0.0,0.0,0.0
T.R. Dunn,33,SG,PHO,34,321,7.0,5.6,0.039,0.039,0.042,0.55,26.2,0.0
Ed Nealy,28,PF,"CHI, PHO",43,258,5.3,11.5,"0.046, 0.029",0.034,"0.0, 0.087",0.55,21.5,0.0
Dominic Pressley,24,PG,"WSB, CHI",13,124,1.0,,"0.036, 0.006",0.029,0.0,0.552,0.0,0.0
Orlando Graham,23,PF,GSW,7,22,6.7,4.4,0.038,0.038,0.044,0.35,0.0,0.0
John Stroeder,30,PF,"SAS, GSW",5,22,18.4,,"-0.198, 0.104",0.044,0.0,0.35,0.0,0.0
