Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Kevin Garnett,27,PF,MIN,82,3231,783,29.4,25.0,0.158,0.158,0.183,0.573,111.7,104.9
Paul Pierce,26,SG,BOS,80,3099,162,19.4,11.7,0.088,0.088,0.15,0.0,38.6,0.0
Michael Redd,24,SG,MIL,82,3021,192,19.9,10.5,0.093,0.093,0.108,0.111,46.5,12.0
Carmelo Anthony,19,SF,DEN,82,2995,143,17.6,9.8,0.097,0.097,0.099,0.111,50.8,11.0
Dirk Nowitzki,25,C,DAL,77,2915,212,22.5,27.5,0.108,0.108,0.26,0.111,68.5,28.9
Stephon Marbury,26,PG,"PHO, NYK",81,3254,174,20.9,15.4,"0.094, 0.074",0.082,0.337,0.0,34.4,0.0
Sam Cassell,34,PG,MIN,81,2838,497,22.8,19.6,0.123,0.123,0.144,0.573,87.0,82.5
Jermaine O'Neal,25,PF,IND,78,2788,604,21.1,19.4,0.116,0.116,0.129,0.63,86.3,81.3
Kobe Bryant,25,SG,LAL,65,2447,973,23.7,21.0,0.117,0.117,0.156,0.692,79.9,108.0
Tim Duncan,27,PF,SAS,69,2527,405,27.1,24.1,0.145,0.145,0.196,0.457,100.8,89.6
Baron Davis,24,PG,NOH,67,2686,260,20.7,20.4,0.118,0.118,0.202,0.273,59.0,55.1
Richard Jefferson,23,SF,NJN,82,3133,460,18.1,16.5,0.104,0.104,0.164,0.507,59.6,83.1
Mike Bibby,25,PG,SAC,82,2980,497,19.3,20.0,0.102,0.102,0.186,0.475,68.4,88.4
Shaquille O'Neal,31,C,LAL,67,2464,917,24.4,24.8,0.121,0.121,0.184,0.692,82.6,127.3
Yao Ming,23,C,HOU,82,2692,185,21.9,14.9,0.12,0.12,0.182,0.111,65.9,20.2
Eddie Jones,32,SG,MIA,81,2998,478,16.7,13.8,0.096,0.096,0.121,0.376,49.2,45.5
Shareef Abdur-Rahim,27,PF,"ATL, POR",85,2684,0,16.5,,"0.095, 0.07",0.086,0,0.0,33.4,0.0
Pau Gasol,23,PF,MEM,78,2458,134,21.7,29.4,0.115,0.115,0.49,0.0,70.2,0.0
Richard Hamilton,25,SG,DET,78,2772,924,16.8,19.6,0.081,0.081,0.139,0.881,53.4,122.5
Latrell Sprewell,33,SF,MIN,82,3100,771,14.7,17.7,0.079,0.079,0.13,0.573,55.9,74.5
Lamar Odom,24,PF,MIA,80,3003,512,18.5,16.8,0.107,0.107,0.148,0.376,54.8,55.6
Michael Finley,30,SG,DAL,72,2778,196,17.8,10.0,0.085,0.085,0.095,0.111,53.9,10.5
Metta World Peace,24,SF,IND,73,2714,584,18.2,17.4,0.1,0.1,0.116,0.63,74.4,73.1
Chauncey Billups,27,PG,DET,78,2758,881,18.6,18.8,0.089,0.089,0.133,0.881,58.7,117.2
Steve Francis,26,PG,HOU,79,3194,222,15.8,19.9,0.086,0.086,0.243,0.111,47.2,27.0
Cuttino Mobley,28,SG,HOU,80,3229,210,14.1,8.8,0.077,0.077,0.107,0.111,42.3,11.9
Andre Miller,27,PG,DEN,82,2838,174,18.8,18.1,0.104,0.104,0.184,0.111,54.5,20.4
Antawn Jamison,27,SF,DAL,82,2376,109,21.2,22.1,0.101,0.101,0.209,0.111,64.0,23.2
Donyell Marshall,30,PF,"CHI, TOR",82,2988,0,19.7,,"0.058, 0.097",0.089,0,0.0,34.6,0.0
Gary Payton,35,PG,LAL,82,2825,772,17.3,11.1,0.086,0.086,0.083,0.692,58.7,57.4
Desmond Mason,26,SF,MIL,82,2534,198,15.7,8.7,0.073,0.073,0.089,0.111,36.5,9.9
Keith Van Horn,28,SF,"NYK, MIL",72,2340,137,18.9,7.7,"0.061, 0.088",0.07,0.079,0.111,34.2,0.0
Antoine Walker,27,PF,DAL,82,2840,140,15.8,15.6,0.076,0.076,0.148,0.111,48.2,16.4
Ricky Davis,24,SF,"CLE, BOS",79,2474,123,17.0,11.1,"0.064, 0.077",0.073,0.142,0.0,32.0,0.0
Steve Nash,29,PG,DAL,78,2612,197,20.5,15.5,0.098,0.098,0.147,0.111,62.1,16.3
James Posey,27,SG,MEM,82,2451,130,18.8,19.4,0.1,0.1,0.323,0.0,61.0,0.0
Jamaal Magloire,25,C,NOH,82,2777,239,16.5,13.1,0.094,0.094,0.13,0.273,47.0,35.5
Tony Parker,21,PG,SAS,75,2577,386,15.7,18.9,0.084,0.084,0.154,0.457,58.4,70.4
Rasheed Wallace,29,PF,"POR, ATL, DET",68,2390,803,18.8,15.3,"0.075, 0.062, 0.09",0.08,0.108,0.881,44.3,0.0
Kenyon Martin,26,PF,NJN,65,2252,409,18.7,21.0,0.108,0.108,0.209,0.507,61.9,106.0
Kerry Kittles,29,SG,NJN,82,2842,415,14.7,16.8,0.085,0.085,0.167,0.507,48.7,84.7
Al Harrington,23,PF,IND,79,2441,427,14.9,13.9,0.082,0.082,0.093,0.63,61.0,58.6
Voshon Lenard,30,SG,DEN,73,2233,161,13.5,16.8,0.074,0.074,0.171,0.111,38.8,19.0
Jason Kidd,30,PG,NJN,67,2450,474,19.7,16.1,0.113,0.113,0.16,0.507,64.7,81.1
Jim Jackson,33,SF,HOU,80,3119,221,12.2,13.1,0.067,0.067,0.16,0.111,36.8,17.8
Jalen Rose,31,PG,"CHI, TOR",66,2497,0,12.8,,"0.045, 0.063",0.059,0,0.0,22.2,0.0
Brad Miller,27,PF,SAC,72,2621,366,19.4,18.0,0.102,0.102,0.168,0.475,68.4,79.8
Dwyane Wade,22,PG,MIA,61,2126,510,17.6,17.7,0.101,0.101,0.156,0.376,51.7,58.7
Tim Thomas,26,SF,"MIL, NYK",66,2089,22,16.7,14.9,"0.066, 0.059",0.063,0.326,0.0,31.2,0.0
DeShawn Stevenson,22,SF,"UTA, ORL",80,2444,0,10.5,,"0.058, 0.055",0.057,0,0.0,24.6,0.0
Kurt Thomas,31,PF,NYK,80,2548,139,14.1,14.5,0.05,0.05,0.317,0.0,23.8,0.0
Bonzi Wells,27,SG,"POR, MEM",72,1872,94,13.5,17.7,"0.048, 0.072",0.068,0.295,0.0,40.3,0.0
Maurice Taylor,27,PF,HOU,75,2081,115,13.6,12.7,0.074,0.074,0.155,0.111,40.6,17.2
Darius Miles,22,SF,"CLE, POR",79,2079,0,18.6,,"0.057, 0.079",0.069,0,0.0,32.4,0.0
David Wesley,33,SG,NOH,61,2001,243,12.6,6.1,0.072,0.072,0.06,0.273,36.0,16.4
Mark Blount,28,C,BOS,82,2402,145,16.0,16.1,0.072,0.072,0.206,0.0,31.6,0.0
Tayshaun Prince,23,SF,DET,82,2701,795,13.3,15.3,0.064,0.064,0.108,0.881,42.2,95.1
Darrell Armstrong,35,PG,NOH,79,2247,150,15.6,3.9,0.089,0.089,0.039,0.273,44.5,10.6
Earl Boykins,27,SG,DEN,82,1849,121,16.2,23.5,0.089,0.089,0.239,0.111,46.6,26.5
Rafer Alston,27,PG,MIA,82,2581,295,13.7,10.0,0.079,0.079,0.088,0.376,40.4,33.1
P.J. Brown,34,PF,NOH,80,2753,256,15.7,12.5,0.089,0.089,0.124,0.273,44.5,33.9
Doug Christie,33,SG,SAC,82,2780,461,14.0,15.9,0.074,0.074,0.148,0.475,49.7,70.3
Joe Smith,28,PF,MIL,76,2254,175,16.6,20.2,0.077,0.077,0.207,0.111,38.5,23.0
Jeff McInnis,29,PG,"POR, CLE",70,2365,0,15.3,,"0.064, 0.069",0.066,0,0.0,30.9,0.0
Vlade Divac,35,C,SAC,81,2317,235,16.3,14.3,0.086,0.086,0.133,0.475,57.7,63.2
