Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Raef LaFrentz,25,C,"DEN, DAL",78,2455,15.8,16.1,"0.065, 0.064",0.065,0.145,0.35,29.4,0.0
Brad Miller,25,C,"CHI, IND",76,2263,20.8,14.7,"0.087, 0.1",0.092,0.169,0.222,32.9,0.0
Chauncey Billups,25,PG,MIN,82,2355,17.6,16.6,0.091,0.091,0.283,0.0,55.5,0.0
Damon Stoudamire,28,PG,POR,75,2796,14.7,3.0,0.075,0.075,0.1,0.0,44.8,0.0
Darrell Armstrong,33,PG,ORL,82,2730,16.7,14.9,0.082,0.082,0.215,0.125,44.0,26.9
Doug Christie,31,SG,SAC,81,2798,15.2,12.8,0.088,0.088,0.105,0.65,65.5,68.2
Alvin Williams,27,PG,TOR,82,2927,13.8,10.1,0.079,0.079,0.13,0.222,40.4,28.9
Matt Harpring,25,SF,PHI,81,2541,14.1,18.9,0.073,0.073,0.194,0.222,38.3,43.1
Chucky Atkins,27,PG,DET,79,2285,14.5,11.0,0.084,0.084,0.105,0.3,51.2,31.5
Mike Miller,21,SF,ORL,63,2123,15.0,6.4,0.074,0.074,0.092,0.125,39.7,0.0
David Robinson,36,C,SAS,78,2303,20.3,12.6,0.109,0.109,0.102,0.3,77.1,0.0
David Wesley,31,SG,CHH,67,2487,11.3,10.7,0.068,0.068,0.084,0.323,36.5,27.1
Troy Hudson,25,PG,ORL,81,1854,15.3,9.1,0.075,0.075,0.132,0.125,40.3,16.5
Desmond Mason,24,SF,SEA,75,2420,13.4,11.0,0.063,0.063,0.146,0.222,34.6,32.4
Dikembe Mutombo,35,C,PHI,80,2907,16.0,12.1,0.083,0.083,0.124,0.222,43.5,27.5
Rodney Rogers,30,SF,"PHO, BOS",77,1880,15.4,17.3,"0.087, 0.085",0.086,0.143,0.58,42.6,0.0
Keon Clark,26,C,TOR,81,2185,16.7,16.6,0.096,0.096,0.214,0.222,49.2,47.5
Bobby Jackson,28,PG,SAC,81,1750,17.3,17.0,0.1,0.1,0.139,0.65,74.4,90.4
Steve Smith,32,SG,SAS,77,2211,13.9,14.3,0.075,0.075,0.116,0.3,53.0,34.8
Vlade Divac,33,C,SAC,80,2420,17.0,16.8,0.098,0.098,0.137,0.65,72.9,89.0
Pat Garrity,25,PF,ORL,80,2406,12.3,9.5,0.06,0.06,0.137,0.125,32.2,17.1
Morris Peterson,24,SF,TOR,63,1988,15.3,8.4,0.088,0.088,0.109,0.222,45.1,24.2
Andrei Kirilenko,20,SF,UTA,82,2151,18.8,13.4,0.104,0.104,0.177,0.125,55.8,22.1
Derrick Coleman,34,PF,PHI,58,2080,16.2,18.7,0.084,0.084,0.192,0.222,44.0,42.6
Donyell Marshall,28,SF,UTA,58,1750,19.2,21.5,0.106,0.106,0.284,0.125,56.9,35.5
Jamal Mashburn,29,SF,CHH,40,1601,16.9,-19.0,0.101,0.101,-0.149,0.323,54.2,0.0
Lee Nailon,26,SF,CHH,79,1912,14.4,13.6,0.086,0.086,0.107,0.323,46.2,34.6
Ruben Patterson,26,SF,POR,75,1765,18.8,6.1,0.096,0.096,0.203,0.0,57.4,0.0
Derek Fisher,27,PG,LAL,70,1974,14.0,10.7,0.074,0.074,0.088,0.991,52.3,87.2
Vin Baker,30,C,SEA,55,1710,14.1,18.6,0.066,0.066,0.247,0.222,36.2,54.8
Malik Rose,27,PF,SAS,82,1725,16.4,21.2,0.088,0.088,0.172,0.3,62.2,51.6
Joe Smith,26,C,MIN,72,1922,16.0,12.6,0.082,0.082,0.215,0.0,50.0,0.0
Derek Anderson,27,SG,POR,70,1860,15.5,19.9,0.079,0.079,0.661,0.0,47.2,0.0
Antonio Daniels,26,SG,SAS,82,2175,13.4,18.3,0.072,0.072,0.149,0.3,50.9,44.7
Jamaal Tinsley,23,PG,IND,80,2442,13.4,8.1,0.064,0.064,0.093,0.222,32.8,0.0
Dale Davis,32,C,POR,78,2447,16.6,7.2,0.085,0.085,0.239,0.0,50.8,0.0
Richard Jefferson,21,SF,NJN,79,1917,13.4,11.2,0.076,0.076,0.083,0.642,48.2,53.3
Jon Barry,32,SG,DET,82,1985,17.7,15.6,0.102,0.102,0.15,0.3,62.2,45.0
Eric Snow,28,PG,PHI,61,2225,14.7,9.5,0.076,0.076,0.098,0.222,39.8,21.8
Anthony Peeler,32,SG,MIN,82,2060,12.2,13.6,0.063,0.063,0.232,0.0,38.4,0.0
Ron Mercer,25,SG,"CHI, IND",53,1716,6.0,9.5,"0.048, 0.029",0.043,0.109,0.222,12.9,0.0
Kenny Anderson,31,PG,BOS,76,2430,13.6,12.0,0.075,0.075,0.099,0.58,44.8,57.4
Metta World Peace,22,SF,"CHI, IND",55,1642,13.2,15.7,"0.081, 0.063",0.072,0.18,0.222,26.6,0.0
Tony Parker,19,PG,SAS,77,2267,11.7,16.4,0.063,0.063,0.133,0.3,44.5,39.9
Jamaal Magloire,23,C,CHH,82,1549,18.8,24.2,0.113,0.113,0.19,0.323,60.7,61.4
Lucious Harris,31,SG,NJN,74,1553,15.7,15.4,0.09,0.09,0.115,0.642,57.1,73.8
P.J. Brown,32,C,CHH,80,2563,15.1,14.1,0.09,0.09,0.111,0.323,48.3,35.9
Scottie Pippen,36,SF,POR,62,1996,14.9,21.5,0.076,0.076,0.714,0.0,45.4,0.0
Tim Hardaway,35,PG,"DAL, DEN",68,1601,14.2,,"0.054, 0.049",0.053,0.0,0.0,33.1,0.0
Rick Fox,32,SF,LAL,82,2289,11.3,12.0,0.06,0.06,0.098,0.991,42.4,97.1
Bryon Russell,31,SG,UTA,66,1998,9.8,2.9,0.054,0.054,0.038,0.125,29.0,4.8
Ben Wallace,27,C,DET,80,2921,18.6,16.4,0.107,0.107,0.157,0.3,65.3,47.1
Horace Grant,36,C,ORL,76,2210,13.9,10.1,0.068,0.068,0.146,0.125,36.5,18.2
Erick Strickland,28,PG,BOS,79,1643,12.9,8.4,0.071,0.071,0.07,0.58,42.5,40.6
Todd MacCulloch,26,C,NJN,62,1502,17.7,14.4,0.101,0.101,0.107,0.642,64.0,68.7
Tony Delk,28,SG,"PHO, BOS",63,1447,10.4,10.2,"0.077, 0.057",0.07,0.085,0.58,33.9,0.0
Aaron Williams,30,PF,NJN,82,1546,15.2,10.8,0.087,0.087,0.08,0.642,55.2,51.4
Aaron McKie,29,SG,PHI,48,1471,15.8,13.7,0.082,0.082,0.141,0.222,43.0,31.3
Jonathan Bender,21,SF,IND,78,1647,10.6,2.9,0.051,0.051,0.033,0.222,26.1,0.0
Devean George,24,SF,LAL,82,1759,12.6,9.8,0.066,0.066,0.08,0.991,46.7,79.3
Joe Johnson,20,SG,"BOS, PHO",77,1916,11.5,,"0.066, 0.056",0.062,0.0,0.0,33.9,0.0
Travis Best,29,PG,"IND, CHI",74,1747,14.9,,"0.066, 0.066",0.066,0.0,0.0,26.9,0.0
Robert Horry,31,PF,LAL,81,2140,14.5,14.7,0.077,0.077,0.12,0.991,54.4,118.9
Avery Johnson,36,PG,"DEN, DAL",68,1352,11.8,,"0.059, 0.048",0.056,0.0,0.35,22.9,0.0
Jerome Williams,28,PF,TOR,68,1641,15.7,14.3,0.09,0.09,0.185,0.222,46.1,41.1
Austin Croshere,26,PF,IND,76,1286,14.3,10.8,0.068,0.068,0.124,0.222,34.8,0.0
Tony Battie,25,C,BOS,74,1819,14.5,13.9,0.08,0.08,0.115,0.58,47.8,66.7
Scot Pollard,26,C,SAC,80,1881,15.0,14.5,0.087,0.087,0.119,0.65,64.7,77.4
Scott Padgett,25,PF,UTA,75,1295,15.4,12.8,0.085,0.085,0.169,0.125,45.6,0.0
Monty Williams,30,SF,ORL,68,1284,14.7,17.3,0.072,0.072,0.25,0.125,38.7,0.0
Speedy Claxton,23,PG,PHI,67,1528,12.6,15.2,0.065,0.065,0.156,0.222,34.1,0.0
Gary Trent,27,PF,MIN,64,1140,15.4,10.3,0.079,0.079,0.176,0.0,48.2,0.0
Greg Anthony,34,PG,"CHI, MIL",60,1514,10.0,,"0.063, 0.056",0.06,0,0.0,20.9,0.0
Lindsey Hunter,31,PG,LAL,82,1616,9.4,3.8,0.05,0.05,0.031,0.991,35.4,30.7
Eric Williams,29,SF,BOS,74,1747,8.8,12.9,0.048,0.048,0.107,0.58,28.7,62.1
Jeff Foster,25,C,IND,82,1786,12.9,10.6,0.062,0.062,0.122,0.222,31.7,0.0
Kevin Ollie,29,PG,"CHI, IND",81,1723,14.3,13.3,"0.049, 0.068",0.056,0.153,0.222,20.5,0.0
Samaki Walker,25,PF,LAL,69,1655,14.5,11.5,0.077,0.077,0.094,0.991,54.4,93.2
Shawn Kemp,32,PF,POR,75,1232,12.1,6.4,0.062,0.062,0.213,0.0,37.1,0.0
Jarron Collins,23,C,UTA,70,1440,11.5,9.4,0.063,0.063,0.124,0.125,33.8,0.0
Charles Smith,26,SG,SAS,60,1141,13.2,13.3,0.071,0.071,0.108,0.3,50.2,0.0
Predrag Drobnjak,26,C,SEA,64,1174,12.7,9.9,0.06,0.06,0.132,0.222,32.9,0.0
Hakeem Olajuwon,39,C,TOR,61,1378,14.4,18.1,0.083,0.083,0.234,0.222,42.5,0.0
Adrian Griffin,27,SG,DAL,58,1383,14.2,13.8,0.057,0.057,0.124,0.35,39.6,0.0
Bruce Bowen,30,SF,SAS,59,1699,8.2,9.1,0.044,0.044,0.074,0.3,31.1,22.2
Terry Porter,38,PG,SAS,72,1294,13.9,7.2,0.075,0.075,0.059,0.3,53.0,17.7
Patrick Ewing,39,C,ORL,65,901,14.4,13.8,0.071,0.071,0.199,0.125,38.1,0.0
Bo Outlaw,30,PF,"ORL, PHO",83,1928,11.4,,"0.054, 0.055",0.055,0.0,0.0,24.7,0.0
Dell Curry,37,SG,TOR,56,886,12.0,18.9,0.069,0.069,0.244,0.222,35.3,0.0
Stacey Augmon,33,SG,CHH,77,1319,11.5,11.7,0.069,0.069,0.092,0.323,37.1,29.7
Jason Collins,23,C,NJN,77,1407,10.7,7.3,0.061,0.061,0.054,0.642,38.7,34.7
Damon Jones,25,PG,DET,67,1083,11.2,11.1,0.065,0.065,0.106,0.3,39.6,31.8
Stanislav Medvedenko,22,C,LAL,71,729,15.6,3.8,0.082,0.082,0.031,0.991,58.0,0.0
Michael Curry,33,SG,DET,82,1912,6.2,9.2,0.036,0.036,0.088,0.3,22.0,26.4
Wang Zhizhi,24,C,DAL,55,600,16.1,16.1,0.065,0.065,0.145,0.35,45.2,0.0
Jerome James,26,C,SEA,56,949,11.9,4.9,0.056,0.056,0.065,0.222,30.7,0.0
Chris Childs,34,PG,TOR,69,1576,8.8,12.7,0.051,0.051,0.164,0.222,26.1,36.4
Donnell Harvey,21,PF,"DAL, DEN",47,841,15.0,,"0.041, 0.051",0.047,0.0,0.0,21.3,0.0
Steve Kerr,36,PG,POR,65,775,12.3,17.8,0.063,0.063,0.591,0.0,37.7,0.0
Lawrence Funderburke,31,PF,SAC,56,722,13.8,10.1,0.08,0.08,0.083,0.65,59.5,0.0
Mitch Richmond,36,SG,LAL,64,709,10.7,20.4,0.056,0.056,0.167,0.991,39.6,0.0
Corie Blount,33,PF,PHI,72,1426,10.2,4.8,0.053,0.053,0.049,0.222,27.8,0.0
Raja Bell,25,SG,PHI,74,890,8.6,6.5,0.045,0.045,0.067,0.222,23.6,0.0
Greg Buckner,25,SG,DAL,44,885,13.3,12.4,0.054,0.054,0.111,0.35,37.5,38.8
Greg Ostertag,28,C,UTA,74,1107,12.7,17.7,0.07,0.07,0.234,0.125,37.6,0.0
Sam Mitchell,38,SF,MIN,74,726,9.4,8.2,0.048,0.048,0.14,0.0,29.3,0.0
Milt Palacio,23,SG,"BOS, PHO",69,790,8.2,,"0.058, 0.04",0.051,0.0,0.0,27.7,0.0
Danny Ferry,35,SF,SAS,50,799,11.2,4.7,0.06,0.06,0.038,0.3,42.4,11.4
Robert Traylor,24,PF,CHH,61,678,13.0,6.9,0.078,0.078,0.054,0.323,41.9,0.0
Don Reid,28,PF,ORL,68,714,10.1,9.2,0.05,0.05,0.133,0.125,26.8,0.0
Shammond Williams,26,SG,SEA,50,603,14.3,14.2,0.067,0.067,0.189,0.222,36.8,0.0
Shawn Bradley,29,C,DAL,53,757,14.6,3.1,0.059,0.059,0.028,0.35,41.0,0.0
Walter McCarty,27,PF,BOS,56,718,11.5,8.9,0.063,0.063,0.074,0.58,37.7,42.9
Bryce Drew,27,PG,CHH,61,774,12.4,33.3,0.074,0.074,0.261,0.323,39.7,0.0
Johnny Newman,38,SF,DAL,47,724,8.3,-4.8,0.033,0.033,-0.043,0.35,22.9,0.0
Dana Barros,34,PG,DET,29,582,10.5,1.6,0.061,0.061,0.015,0.3,37.2,0.0
Rusty LaRue,28,PG,UTA,33,542,10.0,9.2,0.055,0.055,0.122,0.125,29.5,0.0
Vonteego Cummings,25,PG,PHI,58,501,11.8,0.0,0.061,0.061,0.0,0.222,32.0,0.0
Marc Jackson,27,C,"GSW, MIN",39,495,9.2,-17.8,"0.086, 0.047",0.064,-0.304,0.0,25.8,0.0
Gerald Wallace,19,SF,SAC,54,430,13.3,7.7,0.077,0.077,0.063,0.65,57.3,0.0
George Lynch,31,SF,CHH,45,893,9.0,14.6,0.054,0.054,0.114,0.323,29.0,36.8
Brian Shaw,35,PG,LAL,58,631,11.8,10.9,0.062,0.062,0.089,0.991,43.8,88.2
Mark Madsen,26,PF,LAL,59,650,12.7,-8.4,0.067,0.067,-0.069,0.991,47.4,0.0
Andrew DeClercq,28,C,ORL,61,633,10.1,-17.6,0.05,0.05,-0.254,0.125,26.8,0.0
Quincy Lewis,24,SG,UTA,36,490,7.0,0.3,0.039,0.039,0.004,0.125,20.9,0.0
Tariq Abdul-Wahad,27,SG,"DEN, DAL",24,441,0.3,,"0.035, 0.001",0.029,0.0,0.35,9.7,0.0
Rick Brunson,29,PG,POR,59,520,12.2,0.0,0.063,0.063,0.0,0.0,37.7,0.0
Derrick McKey,35,SF,PHI,41,784,8.8,10.2,0.046,0.046,0.105,0.222,24.1,0.0
Zach Randolph,20,PF,POR,41,238,16.9,0.0,0.087,0.087,0.0,0.0,52.0,0.0
Jud Buechler,33,SF,"PHO, ORL",66,684,8.0,11.1,"0.025, 0.039",0.038,0.16,0.125,20.0,0.0
Carlos Arroyo,22,PG,"TOR, DEN",37,371,12.6,,"0.069, 0.043",0.055,0.0,0.0,23.9,0.0
Mark Blount,26,C,BOS,44,415,9.3,11.1,0.051,0.051,0.092,0.58,30.5,0.0
Anthony Johnson,27,SG,NJN,34,366,11.8,8.8,0.067,0.067,0.066,0.642,42.5,42.4
Joe Crispin,22,PG,"LAL, PHO",21,156,19.6,,"0.026, 0.095",0.075,0.0,0.0,0.0,0.0
Kedrick Brown,20,SF,BOS,29,245,11.9,94.6,0.066,0.066,0.784,0.58,39.5,0.0
Cherokee Parks,29,C,SAS,42,234,7.6,1.3,0.041,0.041,0.011,0.3,29.0,0.0
Evan Eschmeyer,26,C,DAL,31,299,9.9,6.5,0.04,0.04,0.058,0.35,27.8,0.0
Robert Pack,32,PG,MIN,16,252,9.1,-15.4,0.047,0.047,-0.263,0.0,28.7,0.0
Brian Scalabrine,23,PF,NJN,28,290,4.2,4.7,0.024,0.024,0.035,0.642,15.2,0.0
Ansu Sesay,25,SF,SEA,9,142,15.5,8.0,0.073,0.073,0.106,0.222,0.0,0.0
Jermaine Jackson,25,SG,TOR,24,280,12.3,-2.9,0.071,0.071,-0.037,0.222,36.4,0.0
Mark Bryant,36,PF,SAS,30,206,11.5,8.5,0.062,0.062,0.069,0.3,43.8,0.0
Rodney White,21,SF,DET,16,129,11.0,-50.4,0.063,0.063,-0.483,0.3,0.0,0.0
Olumide Oyedeji,20,C,SEA,36,221,11.2,27.9,0.053,0.053,0.371,0.222,29.1,0.0
Chris Dudley,36,C,POR,43,327,7.1,-27.6,0.036,0.036,-0.917,0.0,21.5,0.0
Randy Livingston,26,PG,SEA,13,176,12.0,13.1,0.056,0.056,0.174,0.222,0.0,0.0
Victor Alexander,32,C,DET,15,97,9.2,-8.8,0.053,0.053,-0.084,0.3,0.0,0.0
Jaren Jackson,34,SG,ORL,9,144,7.2,-19.9,0.035,0.035,-0.288,0.125,0.0,0.0
Dean Garrett,35,C,"MIN, GSW",34,183,2.0,,"0.037, 0.012",0.033,0.0,0.0,0.0,0.0
Michael Bradley,22,PF,TOR,26,118,9.9,11.8,0.057,0.057,0.152,0.222,0.0,0.0
Donny Marshall,29,SF,NJN,20,118,7.7,-2.7,0.044,0.044,-0.02,0.642,0.0,0.0
Norm Richardson,22,SG,"IND, CHI",11,67,11.6,,"-0.049, 0.051",0.024,0.0,0.0,0.0,0.0
Kirk Haston,22,PF,CHH,15,77,4.0,36.2,0.024,0.024,0.284,0.323,0.0,0.0
Alvin Jones,23,C,PHI,23,126,6.2,-8.4,0.032,0.032,-0.086,0.222,0.0,0.0
Michael Stewart,26,C,TOR,11,93,8.6,22.8,0.05,0.05,0.295,0.222,0.0,0.0
Chucky Brown,33,SF,SAC,18,92,10.1,-3.3,0.058,0.058,-0.027,0.65,0.0,0.0
Reggie Slater,31,PF,"NJN, ATL",8,47,18.0,,"0.1, 0.102",0.101,0.0,0.0,0.0,0.0
Charlie Bell,22,SG,"PHO, DAL",7,44,7.6,,"-0.011, 0.031",0.001,0.0,0.35,0.0,0.0
Eldridge Recasner,34,PG,"CHH, LAC",6,33,6.2,,"-0.055, 0.032",0.018,0.0,0.0,0.0,0.0
Jamison Brewer,21,SG,IND,13,43,10.0,-2.6,0.048,0.048,-0.03,0.222,0.0,0.0
