Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Michael Jordan,32,SG,CHI,82,3090,29.4,26.7,0.153,0.153,0.177,1.036,134.3,183.4
Karl Malone,32,PF,UTA,82,3113,26.0,23.6,0.146,0.146,0.151,0.591,98.0,89.2
David Robinson,30,C,SAS,82,3019,29.4,29.1,0.166,0.166,0.244,0.386,119.5,94.2
Hakeem Olajuwon,33,C,HOU,72,2797,25.5,20.0,0.127,0.127,0.167,0.25,74.3,41.8
Mitch Richmond,30,SG,SAC,81,2946,19.2,16.7,0.099,0.099,0.233,0.125,47.1,29.1
Anfernee Hardaway,24,PG,ORL,82,3015,24.6,24.5,0.139,0.139,0.201,0.55,101.7,110.6
Patrick Ewing,33,C,NYK,76,2783,20.9,18.1,0.114,0.114,0.228,0.35,65.3,79.8
Cedric Ceballos,26,SF,LAL,78,2628,22.1,18.5,0.113,0.113,0.211,0.125,73.0,26.4
Charles Barkley,32,PF,PHO,71,2632,24.8,27.5,0.131,0.131,0.403,0.125,65.5,50.4
Clifford Robinson,29,SF,POR,78,2980,16.3,10.6,0.101,0.101,0.142,0.222,54.2,31.5
Alonzo Mourning,25,C,MIA,70,2671,22.7,13.6,0.088,0.088,1.079,0.0,45.1,0.0
Grant Hill,23,SF,DET,80,3260,20.9,21.9,0.122,0.122,0.32,0.0,68.4,0.0
Allan Houston,24,SG,DET,82,3072,15.7,14.9,0.092,0.092,0.218,0.0,51.6,0.0
Reggie Miller,30,SG,IND,76,2621,20.1,35.8,0.112,0.112,0.434,0.222,71.0,0.0
Gary Payton,27,PG,SEA,81,3162,19.6,19.0,0.107,0.107,0.165,0.744,83.5,122.8
Shawn Kemp,26,PF,SEA,79,2631,22.6,23.6,0.123,0.123,0.205,0.744,95.9,152.5
Sean Elliott,27,SF,SAS,77,2901,16.3,12.1,0.092,0.092,0.101,0.386,66.2,39.0
Scottie Pippen,30,SF,CHI,77,2825,21.0,19.4,0.109,0.109,0.128,1.036,95.7,132.6
Terrell Brandon,25,PG,CLE,75,2570,25.2,18.2,0.138,0.138,0.382,0.0,79.1,0.0
Steve Smith,26,SG,ATL,80,2856,16.6,19.8,0.082,0.082,0.169,0.3,46.0,50.7
Shaquille O'Neal,23,C,ORL,54,1946,26.4,27.4,0.149,0.149,0.225,0.55,109.1,123.8
Dennis Scott,27,SF,ORL,82,3041,16.1,10.2,0.091,0.091,0.084,0.55,66.6,46.2
Hersey Hawkins,29,SG,SEA,82,2823,16.1,14.2,0.088,0.088,0.124,0.744,68.6,92.3
Mookie Blaylock,28,PG,ATL,81,2893,18.9,18.1,0.093,0.093,0.154,0.3,52.2,46.2
Rod Strickland,29,PG,POR,67,2526,19.1,21.8,0.119,0.119,0.292,0.222,63.9,64.8
Jeff Hornacek,32,SG,UTA,82,2588,19.1,20.1,0.107,0.107,0.128,0.591,71.8,75.6
Christian Laettner,26,C,"MIN, ATL",74,2495,17.2,18.1,"0.091, 0.085",0.089,0.154,0.3,36.5,0.0
Tim Hardaway,29,PG,"GSW, MIA",80,2534,19.1,12.6,"0.092, 0.074",0.086,1.0,0.0,39.5,0.0
John Stockton,33,PG,UTA,82,2915,21.9,17.0,0.123,0.123,0.108,0.591,82.5,63.8
Chris Mills,26,SF,CLE,80,3060,15.2,6.0,0.083,0.083,0.126,0.0,47.6,0.0
Anthony Mason,29,SF,NYK,82,3457,15.8,12.1,0.086,0.086,0.153,0.35,49.3,53.5
Vinny Del Negro,29,SG,SAS,82,2766,15.6,14.8,0.088,0.088,0.124,0.386,63.4,47.9
Rik Smits,29,C,IND,63,1901,19.0,20.3,0.105,0.105,0.246,0.222,66.6,54.6
Otis Thorpe,33,PF,DET,82,2841,15.7,18.8,0.092,0.092,0.275,0.0,51.6,0.0
Derek Harper,34,PG,NYK,82,2893,13.9,9.3,0.076,0.076,0.117,0.35,43.5,41.0
Elden Campbell,27,PF,LAL,82,2699,18.0,12.4,0.092,0.092,0.141,0.125,59.4,17.6
Nick Anderson,28,SG,ORL,77,2717,16.5,14.6,0.093,0.093,0.12,0.55,68.1,66.0
Brian Grant,23,PF,SAC,78,2398,15.8,5.3,0.082,0.082,0.074,0.125,39.0,9.2
Nick Van Exel,24,PG,LAL,74,2513,15.9,8.7,0.081,0.081,0.099,0.125,52.3,12.4
Danny Ferry,29,PF,CLE,82,2680,14.2,6.0,0.078,0.078,0.126,0.0,44.7,0.0
Detlef Schrempf,33,SF,SEA,63,2200,17.3,13.1,0.095,0.095,0.114,0.744,74.1,84.8
Grant Long,29,PF,ATL,82,3008,16.2,13.1,0.08,0.08,0.112,0.3,44.9,33.6
Avery Johnson,30,PG,SAS,82,3084,16.3,15.5,0.092,0.092,0.13,0.386,66.2,50.2
Arvydas Sabonis,31,C,POR,73,1735,24.7,24.7,0.153,0.153,0.331,0.222,82.2,73.5
Bobby Phills,26,SG,CLE,72,2530,16.8,8.5,0.092,0.092,0.178,0.0,52.7,0.0
Kenny Anderson,25,PG,"NJN, CHH",69,2344,19.2,,"0.104, 0.088",0.095,0,0.0,41.3,0.0
Kevin Johnson,29,PG,PHO,56,2007,22.8,20.7,0.12,0.12,0.304,0.125,60.0,38.0
Wesley Person,24,SG,PHO,82,2609,12.6,9.5,0.066,0.066,0.139,0.125,33.0,17.4
John Starks,30,SG,NYK,81,2491,14.2,15.1,0.077,0.077,0.19,0.35,44.1,66.5
Vlade Divac,27,C,LAL,79,2470,17.4,11.3,0.089,0.089,0.129,0.125,57.5,16.1
Clyde Drexler,33,SG,HOU,52,1997,20.0,18.6,0.1,0.1,0.155,0.25,58.5,38.8
Walt Williams,25,SF,"SAC, MIA",73,2169,15.1,6.5,"0.084, 0.058",0.074,"0.0, 0.516",0.0,36.0,0.0
Olden Polynice,31,C,SAC,81,2441,15.8,18.7,0.082,0.082,0.26,0.125,39.0,32.5
Stacey Augmon,27,SF,ATL,77,2294,15.9,14.3,0.078,0.078,0.122,0.3,43.8,36.6
Sam Perkins,34,PF,SEA,82,2169,15.4,14.2,0.084,0.084,0.124,0.744,65.5,92.3
Shawn Bradley,23,C,"PHI, NJN",79,2329,16.1,,"0.054, 0.085",0.08,0,0.0,28.2,0.0
Todd Day,26,SG,"MIL, BOS",79,1807,14.1,,"0.049, 0.08",0.077,0,0.0,30.4,0.0
Eddie Jones,24,SG,LAL,70,2184,17.0,17.9,0.087,0.087,0.204,0.125,56.2,25.5
Bimbo Coles,27,PG,"MIA, GSW",81,2615,10.9,,"0.05, 0.054",0.051,0.0,0.0,24.9,0.0
Sherman Douglas,29,PG,"BOS, MIL",79,2335,15.2,,"0.053, 0.093",0.088,0,0.0,27.5,0.0
Sam Cassell,26,PG,HOU,61,1682,16.8,9.6,0.084,0.084,0.08,0.25,49.1,20.0
Derrick McKey,29,SF,IND,75,2440,14.2,12.1,0.079,0.079,0.147,0.222,50.1,32.6
Chuck Person,31,SF,SAS,80,2131,13.6,16.5,0.077,0.077,0.138,0.386,55.4,53.3
Dan Majerle,30,SF,CLE,82,2367,15.1,25.4,0.083,0.083,0.532,0.0,47.6,0.0
Aaron McKie,23,SG,POR,81,2259,13.4,8.1,0.083,0.083,0.108,0.222,44.6,24.0
Tyus Edney,22,PG,SAC,80,2481,12.7,12.9,0.066,0.066,0.18,0.125,31.4,22.5
Robert Horry,25,SF,HOU,71,2634,13.7,15.2,0.068,0.068,0.127,0.25,39.8,31.8
Horace Grant,30,PF,ORL,63,2286,17.9,22.7,0.101,0.101,0.187,0.55,73.9,102.8
Andrew Lang,29,C,"ATL, MIN",71,2365,10.1,,"0.061, 0.051",0.058,0.0,0.0,29.1,0.0
