Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Melvin Turpin,24,C,CLE,79,1949,13.1,17.1,0.067,0.067,0.223,0.125,29.4,0.0
Brad Davis,29,PG,DAL,82,2539,15.2,15.4,0.096,0.096,0.156,0.125,51.6,19.5
Mike Evans,29,SG,DEN,81,1437,15.6,11.3,0.088,0.088,0.072,0.537,55.8,38.7
John Bagley,24,PG,CLE,81,2401,16.0,10.2,0.082,0.082,0.133,0.125,36.0,16.6
Alton Lister,26,C,MIL,81,2091,15.0,12.3,0.077,0.077,0.119,0.25,55.4,29.8
Mark Eaton,28,C,UTA,82,2813,13.6,9.6,0.075,0.075,0.081,0.3,37.5,24.3
Derek Harper,23,PG,DAL,82,2218,15.2,10.3,0.096,0.096,0.104,0.125,51.6,13.0
Gene Banks,25,SF,SAS,82,2091,14.5,-13.9,0.08,0.08,-0.164,0.222,40.0,0.0
Mike McGee,25,SF,LAL,76,1170,17.3,18.2,0.093,0.093,0.113,0.991,70.3,112.0
Sam Bowie,23,C,POR,76,2216,15.7,11.0,0.092,0.092,0.082,0.323,47.1,26.5
Steve Johnson,27,C,CHI,74,1659,14.1,4.6,0.09,0.09,0.075,0.125,41.7,0.0
Mitchell Wiggins,25,SG,HOU,82,1575,14.0,10.4,0.075,0.075,0.141,0.222,43.9,0.0
Kelvin Ransey,26,PG,NJN,81,1689,15.3,11.7,0.079,0.079,0.227,0.0,40.4,0.0
Kyle Macy,27,PG,PHO,65,2018,13.8,11.3,0.077,0.077,0,0.0,33.8,0.0
Robert Reid,29,SF,HOU,82,1763,11.8,7.7,0.063,0.063,0.104,0.222,36.9,0.0
Jay Humphries,22,SG,PHO,80,2062,10.6,14.8,0.06,0.06,0,0.0,26.3,0.0
Michael Cooper,28,SG,LAL,82,2189,12.9,15.5,0.07,0.07,0.097,0.991,52.9,96.1
Dave Corzine,28,C,CHI,82,2062,11.8,16.6,0.075,0.075,0.272,0.125,34.7,0.0
Jeff Ruland,26,C,WSB,37,1436,17.0,15.8,0.098,0.098,0.232,0.125,47.8,29.0
Rod Foster,24,PG,PHO,79,1318,12.1,5.1,0.068,0.068,0,0.0,29.9,0.0
Darren Daye,24,SF,WSB,80,1573,15.7,16.9,0.09,0.09,0.249,0.125,43.9,0.0
Bob McAdoo,33,C,LAL,66,1254,15.4,12.2,0.083,0.083,0.076,0.991,62.7,75.3
Dale Ellis,24,SF,DAL,72,1314,14.7,9.8,0.093,0.093,0.099,0.125,49.9,0.0
Charles Jones,23,C,PHO,78,1565,14.4,11.4,0.081,0.081,0,0.0,35.6,0.0
Cedric Maxwell,29,SF,BOS,57,1495,14.2,11.4,0.084,0.084,0.096,0.744,64.5,71.4
Jeff Wilkins,29,C,UTA,79,1505,11.6,12.1,0.064,0.064,0.102,0.3,32.0,30.6
Michael Holton,23,SG,PHO,74,1761,8.9,8.3,0.05,0.05,0,0.0,22.0,0.0
Bill Hanzlik,27,SF,DEN,80,1673,10.5,11.0,0.059,0.059,0.07,0.537,37.4,37.6
Tom McMillen,32,C,WSB,69,1547,10.4,1.9,0.06,0.06,0.028,0.125,29.3,0.0
Dan Roundfield,31,PF,DET,56,1492,13.9,13.5,0.08,0.08,0.099,0.415,44.9,41.1
Lionel Hollins,31,PG,HOU,80,1950,11.1,3.7,0.06,0.06,0.05,0.222,35.1,0.0
Bobby Jones,33,PF,PHI,80,1633,15.2,13.0,0.084,0.084,0.112,0.6,59.4,67.2
Fred Roberts,24,PF,"SAS, UTA",74,1178,14.8,9.6,"0.054, 0.082",0.074,"0.0, 0.081",0.3,36.8,24.3
Steve Colter,22,PG,POR,78,1462,12.5,14.1,0.073,0.073,0.106,0.323,37.4,34.2
Albert King,25,SF,NJN,42,860,17.7,15.8,0.091,0.091,0.307,0.0,46.6,0.0
John Lucas,31,PG,HOU,47,1158,17.4,11.0,0.094,0.094,0.149,0.222,55.0,33.1
Ben Poquette,29,PF,CLE,79,1656,12.6,10.6,0.064,0.064,0.138,0.125,28.1,0.0
Darryl Dawkins,28,C,NJN,39,972,14.5,10.1,0.074,0.074,0.196,0.0,37.9,0.0
Kurt Nimphius,26,C,DAL,82,2010,10.9,3.7,0.069,0.069,0.037,0.125,37.1,0.0
Larry Spriggs,25,PF,LAL,75,1292,11.9,11.0,0.064,0.064,0.069,0.991,48.4,68.4
Scott Wedman,32,SF,BOS,78,1127,12.7,17.0,0.075,0.075,0.143,0.744,57.6,106.4
Kenny Carr,29,PF,POR,48,1120,13.4,11.2,0.078,0.078,0.084,0.323,39.9,27.1
Earl Cureton,27,C,DET,81,1642,10.2,12.0,0.059,0.059,0.088,0.415,33.1,36.5
Paul Mokeski,28,C,MIL,79,1586,10.1,7.9,0.052,0.052,0.076,0.25,37.4,19.0
John Paxson,24,PG,SAS,78,1259,12.6,14.7,0.07,0.07,0.173,0.222,35.0,38.4
Rick Mahorn,26,PF,WSB,77,2072,10.4,9.4,0.06,0.06,0.138,0.125,29.3,0.0
Kent Benson,30,C,DET,72,1401,12.6,15.2,0.072,0.072,0.112,0.415,40.4,46.5
Kevin Grevey,31,SF,MIL,78,1182,10.7,10.2,0.055,0.055,0.098,0.25,39.6,0.0
Darwin Cook,26,PG,NJN,58,1063,14.3,12.5,0.073,0.073,0.243,0.0,37.4,0.0
Jerome Kersey,22,SF,POR,77,958,15.3,22.5,0.089,0.089,0.168,0.323,45.6,0.0
John Stockton,22,PG,UTA,82,1490,13.3,14.2,0.073,0.073,0.12,0.3,36.5,36.0
Paul Thompson,23,SF,"CLE, MIL",49,942,12.8,10.7,"0.069, 0.066",0.068,"0.0, 0.103",0.25,35.9,0.0
Sedale Threatt,23,PG,PHI,82,1304,10.2,1.6,0.057,0.057,0.014,0.6,40.3,0.0
Wes Matthews,25,PG,CHI,78,1523,11.9,7.1,0.076,0.076,0.116,0.125,35.2,0.0
Clint Richardson,28,SG,PHI,74,1531,9.1,14.2,0.05,0.05,0.123,0.6,35.4,73.8
Mike O'Koren,26,SF,NJN,43,1119,12.4,5.8,0.064,0.064,0.113,0.0,32.8,0.0
T.R. Dunn,29,SG,DEN,81,2290,9.8,9.0,0.055,0.055,0.057,0.537,34.9,30.6
Ricky Pierce,25,SG,MIL,44,882,15.8,7.5,0.081,0.081,0.072,0.25,58.3,18.0
Kurt Rambis,26,PF,LAL,82,1617,12.7,13.6,0.068,0.068,0.085,0.991,51.4,84.2
Frank Johnson,26,PG,WSB,46,925,15.0,12.4,0.086,0.086,0.182,0.125,42.0,0.0
Jeff Turner,22,PF,NJN,72,1429,7.4,5.0,0.038,0.038,0.097,0.0,19.5,0.0
Elston Turner,25,SF,DEN,81,1491,10.9,11.1,0.061,0.061,0.071,0.537,38.7,38.1
Randy Breuer,24,C,MIL,78,1083,13.4,11.9,0.069,0.069,0.115,0.25,49.7,28.8
Marc Iavaroni,28,PF,"PHI, SAS",69,1334,9.6,11.0,"0.017, 0.053",0.047,"0.0, 0.129",0.222,24.0,28.6
Audie Norris,24,C,POR,78,1117,10.6,14.4,0.062,0.062,0.108,0.323,31.7,34.9
Billy Knight,32,SF,"KCK, SAS",68,800,12.2,11.9,"0.059, 0.068",0.066,0.14,0.222,31.2,0.0
Dave Greenwood,27,PF,CHI,61,1523,9.4,12.1,0.06,0.06,0.198,0.125,27.8,24.8
Lonnie Shelton,29,PF,CLE,57,1244,9.0,11.8,0.046,0.046,0.154,0.125,20.2,19.2
Dudley Bradley,27,SG,WSB,73,1232,12.2,11.8,0.07,0.07,0.174,0.125,34.2,0.0
Charles Davis,26,SF,"WSB, MIL",61,774,11.4,8.9,"0.006, 0.058",0.055,"0.0, 0.086",0.25,39.2,0.0
Edgar Jones,28,PF,"SAS, CLE",44,769,11.8,17.0,"0.064, 0.06",0.062,"0.0, 0.222",0.125,28.7,0.0
Charles Pittman,26,SF,PHO,68,1001,9.1,14.0,0.051,0.051,0,0.0,22.4,0.0
Jeff Cook,28,PF,"CLE, SAS",72,1288,10.0,13.2,"0.045, 0.055",0.053,"0.0, 0.155",0.222,25.6,0.0
Tony Campbell,22,SF,DET,56,625,10.3,6.0,0.059,0.059,0.044,0.415,33.1,0.0
Rod Higgins,25,SF,CHI,68,942,10.2,0.0,0.065,0.065,0.0,0.125,30.1,0.0
Mitch Kupchak,30,PF,LAL,58,716,12.5,9.9,0.067,0.067,0.062,0.991,50.7,61.4
Sidney Green,24,PF,CHI,48,740,11.6,19.8,0.074,0.074,0.325,0.125,34.3,0.0
Rich Kelley,31,C,UTA,77,1276,8.5,11.8,0.047,0.047,0.1,0.3,23.5,30.0
Alvin Scott,29,SF,PHO,77,1238,8.0,4.8,0.045,0.045,0,0.0,19.8,0.0
Clemon Johnson,28,C,PHI,58,875,11.9,6.1,0.066,0.066,0.053,0.6,46.7,31.8
George Johnson,28,SF,PHI,55,756,9.9,16.8,0.055,0.055,0.145,0.6,38.9,0.0
Bob Hansen,24,SG,UTA,54,646,10.0,7.3,0.055,0.055,0.062,0.3,27.5,0.0
Mark West,24,C,"MIL, CLE",66,888,9.1,3.1,"-0.039, 0.046",0.045,"0.0, 0.04",0.125,19.5,0.0
Brook Steppe,25,SG,DET,54,486,13.1,4.7,0.075,0.075,0.035,0.415,42.1,0.0
Ozell Jones,24,C,SAS,67,888,11.4,6.0,0.063,0.063,0.071,0.222,31.5,0.0
Allen Leavell,27,PG,HOU,42,536,11.4,10.7,0.061,0.061,0.145,0.222,35.7,0.0
Mike Sanders,24,SF,PHO,21,418,15.0,17.0,0.084,0.084,0,0.0,36.9,0.0
Jawann Oldham,27,C,CHI,63,993,9.7,5.8,0.062,0.062,0.095,0.125,28.7,0.0
Larry Micheaux,24,PF,"MIL, HOU",57,565,15.4,7.0,"0.068, 0.083",0.078,"0.0, 0.095",0.222,48.7,0.0
Ron Anderson,26,SF,CLE,36,520,10.7,-3.4,0.055,0.055,-0.044,0.125,24.1,0.0
Danny Schayes,25,C,DEN,56,542,12.8,10.9,0.072,0.072,0.07,0.537,45.6,37.6
Bernard Thompson,22,SF,POR,59,535,9.5,5.6,0.055,0.055,0.042,0.323,28.2,0.0
Jim Petersen,22,PF,HOU,60,714,6.6,8.8,0.036,0.036,0.119,0.222,21.1,0.0
Quinn Buckner,30,PG,BOS,75,858,7.5,10.3,0.044,0.044,0.087,0.744,33.8,0.0
Terry Teagle,24,SG,"DET, GSW",21,349,15.9,,"-0.041, 0.095",0.082,0.0,0.0,20.8,0.0
Carlos Clark,24,SG,BOS,62,562,8.9,35.4,0.053,0.053,0.298,0.744,40.7,0.0
Wallace Bryant,25,C,DAL,56,860,10.3,3.1,0.065,0.065,0.031,0.125,34.9,0.0
Kevin Williams,23,SG,CLE,46,413,9.7,7.6,0.049,0.049,0.099,0.125,21.5,0.0
M.L. Carr,34,SF,BOS,47,397,9.9,-0.1,0.059,0.059,-0.001,0.744,45.3,0.0
Ray Williams,30,PG,BOS,23,459,10.9,10.9,0.065,0.065,0.092,0.744,49.9,68.4
Ron Brewer,29,SG,"SAS, NJN",20,326,15.5,9.9,"0.038, 0.08",0.061,"0.0, 0.192",0.0,31.1,0.0
Joe Kopicki,24,PF,DEN,42,308,15.3,17.6,0.086,0.086,0.112,0.537,54.5,0.0
Sam Williams,25,PF,PHI,46,488,6.9,-2.0,0.038,0.038,-0.017,0.6,26.9,0.0
Caldwell Jones,34,C,CHI,42,885,6.9,17.6,0.044,0.044,0.289,0.125,20.4,0.0
Major Jones,31,PF,DET,47,418,11.1,18.0,0.064,0.064,0.132,0.415,35.9,0.0
Willie White,22,SG,DEN,39,234,10.5,11.7,0.059,0.059,0.075,0.537,37.4,40.3
Leon Wood,22,PG,PHI,38,269,9.1,18.8,0.05,0.05,0.162,0.6,35.4,0.0
Mark McNamara,25,C,"SAS, KCK",45,273,12.0,,"0.089, 0.069",0.074,0.0,0.0,31.0,0.0
Ronnie Lester,26,PG,LAL,32,278,11.9,8.6,0.064,0.064,0.054,0.991,48.4,0.0
Greg Kite,23,C,BOS,55,424,3.9,5.0,0.023,0.023,0.042,0.744,17.7,0.0
Craig Ehlo,23,SG,HOU,45,189,12.8,47.7,0.069,0.069,0.645,0.222,0.0,0.0
Billy Paultz,36,C,UTA,62,370,5.0,4.8,0.028,0.028,0.041,0.3,14.0,0.0
Pace Mannion,24,SF,UTA,34,190,12.5,8.6,0.069,0.069,0.073,0.3,0.0,0.0
Tom Scheffler,30,C,POR,39,268,6.9,32.8,0.04,0.04,0.246,0.323,20.5,0.0
David Thirdkill,24,SF,"DET, MIL, SAS",18,183,11.1,-6.1,"0.012, 0.079, 0.062",0.04,"0.0, 0.0, -0.072",0.222,0.0,0.0
Don Collins,26,SG,WSB,11,91,12.9,0.0,0.074,0.074,0.0,0.125,0.0,0.0
Sidney Lowe,25,PG,"DET, ATL",21,190,11.0,,"0.013, 0.058",0.045,0.0,0.0,0.0,0.0
Chris Engler,25,C,"NJN, CHI, MIL",11,82,0.0,12.0,"0.071, 0.058, 0.0",0.061,"0.0, 0.0, 0.116",0.25,0.0,0.0
Dale Wilkinson,24,SF,"DET, LAC",12,45,0.5,,"-0.063, 0.003",-0.008,0.0,0.0,0.0,0.0
Chuck Nevitt,25,C,LAL,11,59,2.1,9.7,0.011,0.011,0.06,0.991,0.0,0.0
Kenny Natt,26,SG,"UTA, KCK",8,29,7.3,,"0.008, 0.042",0.025,0.0,0.0,0.0,0.0
Linton Townes,25,SF,SAS,1,8,-11.4,36.3,-0.063,-0.063,0.427,0.222,0.0,0.0
