Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Kareem Abdul-Jabbar,29,C,LAL,82,3016,467,27.8,32.4,0.144,0.144,0.281,0.387,93.0,108.7
David Thompson,22,SG,DEN,82,3001,237,19.8,17.5,0.097,0.097,0.157,0.24,59.2,37.7
Elvin Hayes,31,PF,WSB,82,3364,405,19.8,15.7,0.106,0.106,0.149,0.338,62.0,50.4
George Gervin,24,SF,SAS,82,2705,62,21.4,18.6,0.122,0.122,0.0,0.0,65.5,0.0
Bob McAdoo,25,C,"BUF, NYK",72,2798,0,22.6,,"0.093, 0.104",0.101,0,0.0,46.1,0.0
Julius Erving,26,SF,PHI,82,2940,758,20.9,22.9,0.106,0.106,0.193,0.678,64.7,130.9
Dan Issel,28,C,DEN,79,2507,222,21.2,19.3,0.104,0.104,0.173,0.24,63.4,41.5
Rudy Tomjanovich,28,PF,HOU,81,3130,457,17.9,15.4,0.106,0.106,0.126,0.538,63.4,67.8
Rick Barry,32,SF,GSW,79,2904,415,19.3,20.4,0.091,0.091,0.15,0.4,51.1,60.0
Larry Kenon,24,PF,SAS,78,2936,79,19.8,13.7,0.113,0.113,0.0,0.0,60.7,0.0
George McGinnis,26,PF,PHI,79,2769,603,20.8,14.2,0.105,0.105,0.12,0.678,64.0,81.4
Bob Lanier,28,C,DET,64,2446,118,23.0,28.8,0.132,0.132,0.408,0.143,70.9,58.3
Jo Jo White,30,PG,BOS,82,3333,395,14.9,14.6,0.093,0.093,0.175,0.431,49.9,75.4
Maurice Lucas,24,PF,POR,79,2863,731,18.3,19.0,0.101,0.101,0.134,0.948,60.4,127.0
Phil Chenier,26,SG,WSB,78,2842,360,15.8,18.2,0.085,0.085,0.173,0.338,49.7,58.5
Phil Smith,24,SG,GSW,82,2880,371,16.1,13.1,0.076,0.076,0.096,0.4,42.6,38.4
Artis Gilmore,27,C,CHI,82,2877,126,21.6,18.3,0.117,0.117,0.37,0.143,62.8,52.9
John Williamson,25,SG,"NYN, IND",72,2481,0,16.0,,"0.078, 0.093",0.084,0,0.0,29.2,0.0
Calvin Murphy,28,PG,HOU,82,2764,420,17.4,17.7,0.103,0.103,0.145,0.538,61.6,78.0
Truck Robinson,25,PF,"WSB, ATL",77,2777,0,18.8,,"0.082, 0.096",0.089,0.0,0.0,42.5,0.0
Mickey Johnson,24,PF,CHI,81,2847,124,17.6,21.0,0.095,0.095,0.425,0.143,51.0,60.8
John Havlicek,36,SF,BOS,79,2913,375,14.7,12.6,0.092,0.092,0.151,0.431,49.4,65.1
Cazzie Russell,32,SF,LAL,82,2583,382,15.3,13.2,0.079,0.079,0.114,0.387,51.0,44.1
Jamaal Wilkes,23,PF,GSW,76,2579,346,16.8,14.2,0.079,0.079,0.104,0.4,44.3,41.6
Austin Carr,28,SG,CLE,82,2409,83,15.3,4.3,0.081,0.081,0.426,0.143,42.4,0.0
Billy Paultz,28,C,SAS,82,2694,74,15.8,15.2,0.09,0.09,0.0,0.0,48.3,0.0
World B. Free,23,SG,PHI,78,2253,281,16.2,15.2,0.082,0.082,0.128,0.678,50.0,86.8
Bobby Jones,25,PF,DEN,82,2419,187,21.1,16.7,0.103,0.103,0.15,0.24,62.8,36.0
Sidney Wicks,27,PF,BOS,82,2642,261,15.4,16.8,0.096,0.096,0.201,0.431,51.6,86.6
Bill Walton,24,C,POR,65,2264,755,22.9,19.7,0.126,0.126,0.138,0.948,75.3,130.8
Wilbur Holland,25,SG,CHI,79,2453,84,15.6,14.3,0.085,0.085,0.289,0.143,45.6,0.0
Bingo Smith,30,SF,CLE,81,2135,57,15.0,3.9,0.079,0.079,0.386,0.143,41.4,0.0
Campy Russell,25,SF,CLE,70,2109,100,17.3,15.4,0.091,0.091,1.525,0.143,47.7,218.1
Lucius Allen,29,PG,LAL,78,2482,186,15.6,13.6,0.081,0.081,0.118,0.387,52.3,45.7
Lionel Hollins,23,PG,POR,76,2224,682,15.6,13.3,0.086,0.086,0.093,0.948,51.4,88.2
M.L. Carr,26,SF,DET,82,2643,112,15.2,8.0,0.087,0.087,0.113,0.143,46.7,16.2
