Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Kevin Durant,23,SF,OKC,66,2546,26.2,27.5,0.138,0.138,0.193,0.75,98.3,144.8
LeBron James,27,SF,MIA,62,2326,30.7,30.3,0.169,0.169,0.203,0.881,117.8,178.8
Kobe Bryant,33,SG,LAL,58,2232,21.9,24.4,0.127,0.127,0.194,0.325,78.9,63.1
Russell Westbrook,23,PG,OKC,66,2331,22.9,22.6,0.121,0.121,0.159,0.75,86.2,119.2
Blake Griffin,22,PF,LAC,66,2392,23.4,20.8,0.126,0.126,0.145,0.267,76.4,38.7
Dirk Nowitzki,33,PF,DAL,62,2079,21.7,22.5,0.113,0.113,0.325,0.0,61.6,0.0
Carmelo Anthony,27,SF,NYK,55,1876,21.1,21.5,0.095,0.095,0.281,0.111,51.8,31.2
Josh Smith,26,PF,ATL,66,2329,21.1,15.8,0.108,0.108,0.193,0.2,65.4,38.6
Rudy Gay,25,SF,MEM,65,2422,17.8,14.6,0.091,0.091,0.154,0.273,56.5,42.0
Chris Paul,26,PG,LAC,60,2181,27.0,20.0,0.145,0.145,0.139,0.267,87.9,37.1
Paul Pierce,34,SF,BOS,61,2075,19.6,16.1,0.103,0.103,0.129,0.583,60.9,75.2
Monta Ellis,26,SG,"GSW, MIL",58,2120,15.4,,"0.079, 0.068",0.075,0,0.0,29.1,0.0
Al Jefferson,27,C,UTA,61,2075,22.8,21.1,0.112,0.112,0.311,0.0,61.0,0.0
Danny Granger,28,SF,IND,62,2062,18.6,12.9,0.096,0.096,0.111,0.427,61.1,47.4
Pau Gasol,31,PF,LAL,65,2430,20.4,17.0,0.118,0.118,0.135,0.325,73.3,43.9
Joe Johnson,30,SG,ATL,60,2127,18.4,11.7,0.094,0.094,0.143,0.2,57.0,28.6
Andrew Bynum,24,C,LAL,60,2112,22.9,22.9,0.133,0.133,0.182,0.325,82.6,59.2
Tony Parker,29,PG,SAS,60,1923,22.0,19.4,0.088,0.088,0.127,0.7,66.7,88.9
Dwyane Wade,30,SG,MIA,49,1625,26.3,22.0,0.145,0.145,0.147,0.881,101.1,129.5
Paul Millsap,26,PF,UTA,64,2100,21.8,11.5,0.107,0.107,0.17,0.0,58.3,0.0
James Harden,22,SG,OKC,62,1946,21.1,20.9,0.111,0.111,0.147,0.75,79.0,110.2
Chris Bosh,27,PF,MIA,57,2007,18.9,19.7,0.104,0.104,0.132,0.881,72.5,116.3
Ty Lawson,24,PG,DEN,61,2124,19.4,23.2,0.077,0.077,0.174,0.273,44.4,47.5
Carlos Boozer,30,PF,CHI,66,1948,19.7,9.8,0.092,0.092,0.134,0.2,69.7,26.8
Ryan Anderson,23,PF,ORL,61,1964,21.2,7.1,0.118,0.118,0.092,0.111,66.2,10.2
Lou Williams,25,PG,PHI,64,1682,20.2,12.8,0.116,0.116,0.104,0.447,61.5,46.5
Marc Gasol,27,C,MEM,65,2370,18.4,19.5,0.094,0.094,0.205,0.273,58.4,56.0
Jason Terry,34,SG,DAL,63,2000,15.7,12.5,0.082,0.082,0.18,0.0,44.7,0.0
Kevin Garnett,35,C,BOS,60,1864,20.4,20.5,0.107,0.107,0.165,0.583,63.2,96.2
Arron Afflalo,26,SG,DEN,62,2086,14.7,10.9,0.058,0.058,0.082,0.273,33.4,22.4
Al Harrington,31,PF,DEN,64,1761,15.3,10.4,0.061,0.061,0.078,0.273,35.1,21.3
Tim Duncan,35,C,SAS,58,1634,22.5,22.9,0.09,0.09,0.15,0.7,68.2,105.0
Jrue Holiday,21,PG,PHI,65,2196,14.7,18.0,0.084,0.084,0.146,0.447,44.5,65.3
Nick Young,26,SG,"WAS, LAC",62,1729,9.9,14.0,"0.06, 0.053",0.058,0.097,0.267,23.1,0.0
Derrick Rose,23,PG,CHI,39,1375,23.0,22.9,0.107,0.107,0.312,0.2,81.1,0.0
David West,31,PF,IND,66,1925,17.8,15.7,0.092,0.092,0.135,0.427,58.5,57.6
Roy Hibbert,25,C,IND,65,1937,19.3,20.8,0.099,0.099,0.179,0.427,63.0,76.4
O.J. Mayo,24,SG,MEM,66,1771,14.7,7.7,0.075,0.075,0.081,0.273,46.6,22.1
Jeff Teague,23,PG,ATL,66,2183,15.8,14.3,0.081,0.081,0.175,0.2,49.1,35.0
Luol Deng,26,SF,CHI,54,2129,14.1,14.3,0.066,0.066,0.195,0.2,50.0,39.0
Amar'e Stoudemire,29,PF,NYK,47,1543,17.7,16.9,0.08,0.08,0.221,0.111,43.6,24.5
Thaddeus Young,23,PF,PHI,63,1755,18.9,14.5,0.109,0.109,0.118,0.447,57.8,52.7
Gerald Wallace,29,SF,"POR, NJN",58,2076,17.2,,"0.069, 0.077",0.071,0,0.0,28.3,0.0
Paul George,21,SG,IND,66,1958,16.5,12.5,0.085,0.085,0.108,0.427,54.1,46.1
Mike Conley,24,PG,MEM,62,2174,16.8,15.7,0.086,0.086,0.165,0.273,53.4,45.0
Gordon Hayward,21,SF,UTA,66,2015,15.5,7.1,0.076,0.076,0.105,0.0,41.4,0.0
Andre Iguodala,28,SF,PHI,62,2209,17.6,13.4,0.101,0.101,0.109,0.447,53.5,48.7
Caron Butler,31,SF,LAC,63,1871,11.7,6.2,0.063,0.063,0.043,0.267,38.2,11.5
JJ Redick,27,SG,ORL,65,1765,15.1,15.3,0.084,0.084,0.198,0.111,47.1,22.0
Brandon Bass,26,PF,BOS,59,1868,14.1,14.5,0.074,0.074,0.116,0.583,43.7,67.6
Ramon Sessions,25,PG,"CLE, LAL",64,1707,17.3,8.2,"0.079, 0.1",0.087,0.065,0.325,38.4,0.0
Devin Harris,28,PG,UTA,63,1741,16.0,9.6,0.079,0.079,0.142,0.0,43.1,0.0
Randy Foye,28,SG,LAC,65,1682,13.5,9.2,0.073,0.073,0.064,0.267,44.2,17.1
Leandro Barbosa,29,SG,"TOR, IND",64,1382,13.4,5.3,"0.068, 0.069",0.068,0.046,0.427,30.6,0.0
Tyson Chandler,29,C,NYK,62,2061,18.7,10.0,0.084,0.084,0.131,0.111,45.8,14.5
JaVale McGee,24,C,"WAS, DEN",61,1535,20.5,20.3,"0.083, 0.081",0.082,0.152,0.273,32.2,0.0
Mo Williams,29,SG,LAC,52,1472,15.0,14.2,0.081,0.081,0.099,0.267,49.1,26.4
Jameer Nelson,29,PG,ORL,57,1706,14.6,15.7,0.081,0.081,0.203,0.111,45.4,22.5
Shawn Marion,33,SF,DAL,63,1919,15.0,11.4,0.078,0.078,0.165,0.0,42.5,0.0
Elton Brand,32,C,PHI,60,1732,18.0,14.1,0.103,0.103,0.115,0.447,54.6,51.4
Ray Allen,36,SG,BOS,46,1565,14.8,10.0,0.078,0.078,0.08,0.583,46.1,46.6
Joakim Noah,26,C,CHI,64,1945,19.6,28.7,0.091,0.091,0.391,0.2,69.0,0.0
Andre Miller,35,SG,DEN,66,1809,14.8,18.4,0.059,0.059,0.138,0.273,34.0,37.7
Rajon Rondo,25,PG,BOS,53,1957,17.5,22.0,0.092,0.092,0.177,0.583,54.4,103.2
Jason Richardson,31,SG,ORL,54,1591,13.3,12.6,0.074,0.074,0.163,0.111,41.5,18.1
Danilo Gallinari,23,SF,DEN,43,1351,16.5,13.4,0.065,0.065,0.101,0.273,37.4,27.6
Mario Chalmers,25,PG,MIA,64,1825,12.9,13.2,0.071,0.071,0.088,0.881,49.5,77.5
Darren Collison,24,PG,IND,60,1878,13.6,23.2,0.07,0.07,0.2,0.427,44.5,85.4
Vince Carter,35,SG,DAL,61,1542,13.6,6.2,0.071,0.071,0.089,0.0,38.7,0.0
Tyler Hansbrough,26,PF,IND,66,1442,14.7,8.7,0.076,0.076,0.075,0.427,48.3,32.0
DeJuan Blair,22,PF,SAS,64,1363,17.6,22.9,0.07,0.07,0.15,0.7,53.1,0.0
Evan Turner,23,SF,PHI,65,1713,12.6,9.0,0.072,0.072,0.073,0.447,38.2,32.6
Danny Green,24,SG,SAS,66,1522,15.5,11.7,0.062,0.062,0.077,0.7,47.0,53.9
Serge Ibaka,22,PF,OKC,66,1792,19.0,18.9,0.1,0.1,0.133,0.75,71.2,99.8
Landry Fields,23,SG,NYK,66,1894,12.0,11.0,0.054,0.054,0.144,0.111,29.4,16.0
Marvin Williams,25,SF,ATL,57,1500,15.8,12.4,0.081,0.081,0.152,0.2,49.1,30.4
