Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Eric Money,23,PG,"NJN, PHI",70,1979,11.8,5.7,"0.086, 0.066",0.079,"0, 0.047",0.431,38.5,20.3
Adrian Dantley,23,SF,LAL,60,1775,18.4,18.5,0.116,0.116,0.168,0.267,66.5,44.9
Lonnie Shelton,23,PF,SEA,76,2158,14.9,15.0,0.078,0.078,0.127,0.943,49.5,119.8
Darryl Dawkins,22,C,PHI,78,2035,15.6,18.7,0.087,0.087,0.154,0.431,49.9,66.4
Eddie Jordan,24,PG,NJN,82,2260,13.8,20.1,0.077,0.077,0,0.0,34.7,0.0
Kevin Grevey,25,SF,WSB,65,1856,14.0,9.6,0.081,0.081,0.078,0.609,53.4,47.5
Henry Bibby,29,PG,PHI,82,2538,11.2,7.9,0.063,0.063,0.065,0.431,36.1,28.0
Lionel Hollins,25,PG,POR,64,1967,14.0,2.6,0.073,0.073,0.093,0.143,40.1,0.0
Bobby Jones,27,PF,PHI,80,2304,16.7,14.7,0.093,0.093,0.121,0.431,53.3,52.2
Mitch Kupchak,24,PF,WSB,66,1604,19.4,11.9,0.112,0.112,0.097,0.609,73.8,59.1
Charlie Scott,30,PG,DEN,79,2617,9.8,11.7,0.063,0.063,0.131,0.143,36.1,18.7
Jo Jo White,32,PG,"BOS, GSW",76,2338,12.7,,"0.047, 0.077",0.058,0,0.0,23.9,0.0
Terry Furlow,24,SG,"CLE, ATL",78,1686,17.1,21.0,"0.086, 0.097",0.09,0.165,0.431,40.0,0.0
Billy Paultz,30,C,SAS,79,2122,15.5,12.6,0.087,0.087,0.095,0.556,50.9,52.8
Bob Wilkerson,24,SF,DEN,80,2425,12.0,12.5,0.077,0.077,0.14,0.143,44.1,20.0
John Johnson,31,SF,SEA,82,2386,11.2,12.4,0.059,0.059,0.105,0.943,37.4,99.0
Robert Reid,23,SF,HOU,82,2259,13.9,11.9,0.089,0.089,0,0.0,51.0,0.0
Sam Lacey,30,C,KCK,82,2627,15.3,12.5,0.084,0.084,0.159,0.133,49.1,21.1
Steve Hawes,28,PF,ATL,81,2205,15.0,18.7,0.085,0.085,0.147,0.431,47.7,63.4
Wes Unseld,32,C,WSB,77,2406,17.8,15.4,0.103,0.103,0.125,0.609,67.9,76.1
Tom Boswell,25,PF,DEN,79,2201,14.6,21.5,0.094,0.094,0.241,0.143,53.9,34.5
Armond Hill,25,PG,ATL,82,2527,11.8,8.6,0.067,0.067,0.068,0.431,37.6,29.3
Rick Robey,23,C,"IND, BOS",79,1763,15.5,,"0.076, 0.071",0.074,0,0.0,30.6,0.0
Mike Newlin,30,SG,HOU,76,1828,12.9,8.5,0.082,0.082,0,0.0,47.0,0.0
Lou Hudson,34,SG,LAL,78,1686,13.7,12.1,0.086,0.086,0.11,0.267,49.3,0.0
Mark Olberding,22,PF,SAS,80,1885,12.4,8.9,0.07,0.07,0.067,0.556,41.0,37.3
Butch Lee,22,PG,"ATL, CLE",82,1779,15.7,,"0.069, 0.08",0.073,0.0,0.0,34.9,0.0
Tom Henderson,27,PG,WSB,70,2081,13.9,10.2,0.08,0.08,0.083,0.609,52.7,50.5
Charles Johnson,29,SG,WSB,82,1819,12.0,5.4,0.069,0.069,0.044,0.609,45.5,26.8
Caldwell Jones,28,C,PHI,78,2171,13.4,16.2,0.075,0.075,0.134,0.431,43.0,57.8
Steve Mix,31,SF,PHI,74,1269,19.4,14.6,0.108,0.108,0.12,0.431,61.9,51.7
Maurice Cheeks,22,PG,PHI,82,2409,12.6,21.4,0.07,0.07,0.176,0.431,40.1,75.9
Tree Rollins,23,C,ATL,81,1900,17.3,12.1,0.099,0.099,0.095,0.431,55.5,40.9
Larry Wright,24,PG,WSB,73,1658,13.7,13.7,0.079,0.079,0.112,0.609,52.1,68.2
Dave Twardzik,28,PG,POR,64,1570,14.9,11.6,0.078,0.078,0.416,0.143,42.8,0.0
Mike Gale,28,SG,SAS,82,2121,12.3,13.6,0.069,0.069,0.102,0.556,40.4,56.7
Don Buse,28,PG,PHO,82,2544,11.5,10.0,0.063,0.063,0.069,0.632,38.4,43.6
Greg Ballard,24,SF,WSB,82,1552,14.9,18.3,0.086,0.086,0.149,0.609,56.7,90.7
Mike Bratz,23,PG,PHO,77,1297,12.6,15.2,0.069,0.069,0.105,0.632,42.1,66.4
T.R. Dunn,23,SG,POR,80,1828,12.3,10.7,0.065,0.065,0.384,0.143,35.7,0.0
Earl Tatum,25,SG,"BOS, DET",79,1233,12.1,,"0.032, 0.074",0.072,0,0.0,26.5,0.0
Joe Meriweather,25,C,"NOJ, NYK",77,1693,11.2,,"0.066, 0.063",0.064,0,0.0,22.5,0.0
Billy McKinney,23,PG,KCK,78,1242,15.6,11.7,0.086,0.086,0.149,0.133,50.3,0.0
Ron Boone,32,SG,LAL,82,1583,9.3,11.6,0.059,0.059,0.105,0.267,33.8,28.0
Mike Dunleavy,24,SG,HOU,74,1486,14.9,-6.3,0.095,0.095,0,0.0,54.4,0.0
Mike Green,27,C,SAS,76,1641,12.9,11.7,0.073,0.073,0.088,0.556,42.7,48.9
Jack Givens,22,SF,ATL,74,1347,13.0,7.5,0.074,0.074,0.059,0.431,41.5,0.0
Tom McMillen,26,C,ATL,82,1392,12.6,11.8,0.072,0.072,0.093,0.431,40.4,40.1
Darnell Hillman,29,PF,KCK,78,1618,10.7,8.3,0.059,0.059,0.106,0.133,34.5,14.1
Alvin Scott,23,SF,PHO,81,1737,13.2,10.7,0.073,0.073,0.074,0.632,44.5,46.8
Jan van Breda Kolff,27,SF,NJN,80,1998,10.8,10.3,0.061,0.061,0,0.0,27.5,0.0
Ron Lee,26,PG,"PHO, NOJ",60,1346,9.6,,"0.061, 0.053",0.059,0.0,0.0,31.4,0.0
Joe Bryant,24,PF,PHI,70,1064,13.1,7.3,0.073,0.073,0.06,0.431,41.8,0.0
Kenny Carr,23,PF,LAL,72,1149,12.6,9.2,0.079,0.079,0.084,0.267,45.3,22.4
Don Ford,26,PF,LAL,79,1540,11.1,8.3,0.07,0.07,0.075,0.267,40.1,20.0
Robert Smith,23,PG,DEN,82,1479,11.6,0.5,0.075,0.075,0.006,0.143,43.0,0.0
Bob Nash,28,SF,KCK,82,1307,9.6,3.9,0.053,0.053,0.05,0.133,31.0,0.0
Larry Steele,29,SG,POR,72,1488,10.1,26.8,0.053,0.053,0.961,0.143,29.1,0.0
George Johnson,30,C,NJN,78,2058,11.1,20.0,0.062,0.062,0,0.0,28.0,0.0
Anthony Roberts,23,SF,DEN,63,1236,11.2,11.9,0.072,0.072,0.134,0.143,41.3,0.0
Coby Dietrick,30,C,SAS,76,1487,13.9,10.7,0.078,0.078,0.08,0.556,45.6,44.5
Joel Kramer,23,PF,PHO,82,1401,11.3,13.9,0.062,0.062,0.096,0.632,37.8,60.7
Marty Byrnes,22,SF,"PHO, NOJ",79,1264,10.6,,"0.052, 0.059",0.055,0.0,0.0,25.8,0.0
Allan Bristow,27,SF,SAS,74,1324,14.2,15.3,0.08,0.08,0.115,0.556,46.8,63.9
Dwight Jones,26,C,HOU,81,1215,10.9,26.1,0.07,0.07,0,0.0,40.1,0.0
Paul Silas,35,PF,SEA,82,1957,10.4,6.8,0.055,0.055,0.058,0.943,34.9,54.7
Ralph Simpson,29,SG,"PHI, NJN",69,979,8.4,10.9,"0.063, 0.047",0.056,"0.0, 0",0.0,29.2,0.0
Jim Price,29,PG,LAL,75,1207,12.3,3.0,0.078,0.078,0.027,0.267,44.7,7.2
Gar Heard,30,PF,PHO,63,1213,12.6,11.2,0.069,0.069,0.077,0.632,42.1,48.7
Wally Walker,24,SF,SEA,60,969,11.6,2.2,0.061,0.061,0.019,0.943,38.7,0.0
Dave Robisch,29,C,LAL,80,1219,11.9,8.8,0.075,0.075,0.08,0.267,43.0,0.0
Phil Jackson,33,PF,NJN,59,1070,10.7,10.0,0.06,0.06,0,0.0,27.1,0.0
Marlon Redmond,23,SG,"KCK, PHI",53,759,-13.4,-29.5,"0.062, -0.075",0.052,"0.0, -0.243",0.431,30.3,0.0
Tim Bassett,27,PF,NJN,82,1508,8.0,5.9,0.045,0.045,0,0.0,20.3,0.0
Jim Brewer,27,PF,"CLE, DET",80,1611,9.2,,"0.051, 0.056",0.053,0,0.0,19.2,0.0
Kevin Stacom,27,SG,"IND, BOS",68,831,10.1,,"0.04, 0.046",0.042,0,0.0,17.7,0.0
Bayard Forrest,24,C,PHO,75,1243,9.6,7.9,0.053,0.053,0.054,0.632,32.3,34.1
Charlie Criss,30,PG,ATL,54,879,9.1,14.3,0.052,0.052,0.112,0.431,29.2,0.0
Al Skinner,26,SG,"NJN, PHI",45,643,8.0,14.7,"0.091, 0.045",0.069,"0, 0.121",0.431,33.6,0.0
Louie Dampier,34,PG,SAS,70,760,13.3,16.1,0.075,0.075,0.121,0.556,43.9,0.0
Harvey Catchings,27,C,"PHI, NJN",57,948,11.6,-0.5,"0.055, 0.065",0.061,"0.0, 0",0.0,30.3,0.0
Frankie Sanders,22,SF,"SAS, BOS",46,479,16.4,,"0.066, 0.075",0.071,0.0,0.0,32.3,0.0
Clemon Johnson,22,C,POR,74,794,12.1,10.8,0.064,0.064,0.387,0.143,35.1,0.0
Slick Watts,27,PG,HOU,61,1046,11.3,10.5,0.072,0.072,0,0.0,41.3,0.0
Joe Hassett,23,SG,SEA,55,463,12.3,4.7,0.065,0.065,0.04,0.943,41.2,0.0
Ira Terrell,24,SF,"NOJ, POR",49,732,14.1,-15.4,"0.044, 0.074",0.055,-0.552,0.143,23.7,0.0
Gus Gerard,25,SF,"DET, KCK",58,465,11.4,12.3,"0.161, 0.063",0.066,0.157,0.133,37.6,0.0
Kim Hughes,26,C,DEN,81,1086,11.7,3.6,0.075,0.075,0.04,0.143,43.0,0.0
Dick Snyder,34,SG,SEA,56,536,10.8,8.2,0.057,0.057,0.069,0.943,36.1,0.0
Rick Wilson,22,SG,ATL,61,589,9.7,0.0,0.055,0.055,0.0,0.431,30.9,0.0
Dave Corzine,22,C,WSB,59,532,12.5,7.8,0.072,0.072,0.064,0.609,47.4,0.0
Andre Wakefield,24,SG,"CHI, DET",73,586,5.2,,"-0.11, 0.032",0.028,0,0.0,10.3,0.0
Ted McClain,32,SG,PHO,36,465,10.1,10.0,0.056,0.056,0.069,0.632,34.2,43.6
Tom Barker,23,C,"HOU, BOS, NYK",39,476,8.8,,"0.084, 0.043, 0.049",0.052,0,0.0,21.3,0.0
Lucius Allen,31,PG,KCK,31,413,8.7,12.2,0.048,0.048,0.155,0.133,28.1,0.0
Phil Chenier,28,SG,WSB,27,385,7.2,-1.4,0.042,0.042,-0.011,0.609,27.7,0.0
Ron Carter,22,SG,LAL,46,332,9.3,-15.5,0.059,0.059,-0.141,0.267,33.8,0.0
Dennis Awtrey,30,C,"BOS, SEA",63,746,7.3,10.1,"0.025, 0.038",0.033,0.086,0.943,18.5,0.0
Bo Ellis,24,PF,DEN,42,269,12.2,13.4,0.079,0.079,0.15,0.143,45.3,0.0
Scott Lloyd,26,C,"SDC, CHI",72,496,4.3,,"-0.081, 0.03",0.022,0,0.0,7.6,0.0
Alonzo Bradley,25,SF,HOU,34,245,9.3,0.0,0.059,0.059,0,0.0,33.8,0.0
Steve Sheppard,24,SF,"CHI, DET",42,279,14.2,,"0.051, 0.087",0.068,0,0.0,25.3,0.0
Glenn Mosley,23,PF,SAS,26,221,12.2,34.7,0.069,0.069,0.26,0.556,40.4,0.0
Brad Davis,23,PG,"LAL, IND",27,298,12.6,,"0.054, 0.072",0.069,0.0,0.0,32.9,0.0
Ron Behagen,28,PF,"DET, NYK, KCK",15,165,10.8,,"-0.369, 0.042, 0.06",0.025,0.0,0.133,0.0,0.0
Otis Howard,22,PF,"MIL, DET",14,113,15.1,,"0.045, 0.092",0.082,0,0.0,0.0,0.0
Jacky Dorsey,24,SF,HOU,20,108,12.5,0.0,0.08,0.08,0,0.0,0.0,0.0
Richard Washington,23,PF,KCK,18,161,5.3,12.8,0.029,0.029,0.163,0.133,0.0,0.0
