Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
DeShawn Stevenson,25,SG,WAS,82,2419,12.9,0.0,0.069,0.069,0.0,0.0,34.5,0.0
Smush Parker,25,PG,LAL,82,2457,11.6,3.5,0.06,0.06,0.046,0.111,30.7,0.0
Anthony Parker,31,SG,TOR,73,2437,14.5,14.6,0.073,0.073,0.14,0.2,41.8,28.0
Richard Jefferson,26,SF,NJN,55,1956,13.8,16.7,0.08,0.08,0.161,0.4,40.0,64.4
Matt Harpring,30,SF,UTA,77,1965,14.7,12.5,0.086,0.086,0.098,0.533,53.5,52.2
Lamar Odom,27,PF,LAL,56,2202,16.1,20.6,0.084,0.084,0.268,0.111,43.0,29.7
Drew Gooden,25,PF,CLE,80,2238,16.5,15.7,0.092,0.092,0.121,0.683,56.1,82.6
Luther Head,24,SG,HOU,80,2211,13.7,4.4,0.071,0.071,0.049,0.273,45.0,13.4
Udonis Haslem,26,PF,MIA,79,2483,13.7,11.3,0.067,0.067,0.171,0.0,36.0,0.0
Shane Battier,28,SF,HOU,82,2988,12.0,12.8,0.062,0.062,0.144,0.273,39.3,39.3
Derek Fisher,32,SG,UTA,82,2287,11.4,11.5,0.066,0.066,0.09,0.533,41.1,48.0
J.R. Smith,21,SG,DEN,63,1471,15.6,9.3,0.074,0.074,0.121,0.111,40.6,0.0
Jason Richardson,26,SG,GSW,51,1675,15.5,17.6,0.06,0.06,0.142,0.347,30.7,49.3
Devin Harris,23,PG,DAL,80,2081,16.0,18.5,0.091,0.091,0.176,0.2,74.3,35.2
Jerry Stackhouse,32,SF,DAL,67,1615,16.8,14.2,0.096,0.096,0.135,0.2,78.4,27.0
Marcus Camby,32,C,DEN,70,2369,19.1,13.7,0.09,0.09,0.178,0.111,49.4,19.8
Juan Dixon,28,SG,"POR, TOR",81,1926,12.9,3.5,"0.058, 0.065",0.06,0.034,0.2,27.3,0.0
Mikki Moore,31,C,NJN,79,2082,14.8,13.0,0.086,0.086,0.125,0.4,43.0,50.0
Juwan Howard,33,PF,HOU,80,2123,12.8,10.1,0.066,0.066,0.113,0.273,41.8,30.8
Andrea Bargnani,21,PF,TOR,65,1629,12.8,14.1,0.064,0.064,0.135,0.2,36.7,27.0
Matt Barnes,26,PF,GSW,76,1813,14.7,15.4,0.057,0.057,0.124,0.347,29.2,43.0
Michael Finley,33,SF,SAS,82,1823,13.7,15.0,0.067,0.067,0.103,0.992,47.4,102.2
Jason Kapono,25,SF,MIA,67,1767,13.8,8.0,0.067,0.067,0.121,0.0,36.0,0.0
Boris Diaw,24,PF,PHO,73,2268,13.0,11.4,0.076,0.076,0.087,0.427,56.5,37.1
Troy Murphy,26,PF,"GSW, IND",68,1852,14.3,,"0.058, 0.065",0.062,0.0,0.0,28.5,0.0
Shaquille O'Neal,34,C,MIA,40,1135,21.7,19.9,0.106,0.106,0.301,0.0,56.9,0.0
Luke Walton,26,SF,LAL,60,1982,14.7,9.4,0.077,0.077,0.122,0.111,39.4,13.5
Chris Webber,33,PF,"PHI, DET",61,1821,16.9,16.8,"0.065, 0.08",0.076,0.128,0.63,44.6,0.0
Antonio McDyess,32,PF,DET,82,1729,18.1,11.9,0.086,0.086,0.09,0.63,55.6,56.7
Jason Williams,31,PG,MIA,61,1865,15.0,8.3,0.073,0.073,0.125,0.0,39.2,0.0
Alonzo Mourning,36,C,MIA,77,1572,16.7,20.0,0.081,0.081,0.302,0.0,43.5,0.0
Antoine Walker,30,PF,MIA,78,1818,9.6,15.9,0.047,0.047,0.24,0.0,25.2,0.0
Maurice Evans,28,SG,LAL,76,1732,12.1,11.0,0.063,0.063,0.143,0.111,32.3,0.0
Andrew Bynum,19,C,LAL,82,1793,15.4,16.9,0.08,0.08,0.22,0.111,41.0,0.0
Brent Barry,35,SG,SAS,75,1631,16.6,8.5,0.082,0.082,0.058,0.992,58.0,57.5
Morris Peterson,29,SF,TOR,71,1515,13.2,8.3,0.066,0.066,0.08,0.2,37.8,16.0
Linas Kleiza,22,PF,DEN,79,1488,11.1,0.5,0.052,0.052,0.006,0.111,28.5,0.0
Jarvis Hayes,25,SF,WAS,81,1626,10.7,8.6,0.057,0.057,0.155,0.0,28.5,0.0
Andrei Kirilenko,25,SF,UTA,70,2049,14.3,14.8,0.083,0.083,0.116,0.533,51.6,61.8
Antonio Daniels,31,SG,WAS,80,1761,15.0,20.5,0.081,0.081,0.369,0.0,40.5,0.0
Donyell Marshall,33,PF,CLE,81,1360,15.3,9.8,0.086,0.086,0.075,0.683,52.5,51.2
Paul Millsap,21,PF,UTA,82,1472,17.6,18.3,0.103,0.103,0.143,0.533,64.1,76.2
Chris Duhon,24,PG,CHI,78,1906,11.9,7.5,0.07,0.07,0.067,0.457,41.9,30.6
Joe Smith,31,PF,"DEN, PHI",65,1503,14.1,,"0.059, 0.066",0.065,0.0,0.0,28.9,0.0
Carlos Arroyo,27,PG,ORL,72,1304,14.4,12.6,0.079,0.079,0.16,0.0,38.6,0.0
James Posey,30,SF,MIA,71,1919,12.7,11.5,0.062,0.062,0.174,0.0,33.3,0.0
Erick Dampier,31,C,DAL,76,1915,14.9,7.9,0.085,0.085,0.075,0.2,69.4,0.0
Marcus Williams,21,PG,NJN,79,1315,11.5,4.0,0.067,0.067,0.039,0.4,33.5,0.0
Steve Blake,26,PG,"MIL, DEN",82,2225,11.0,8.9,"0.036, 0.052",0.046,0.115,0.111,22.0,0.0
Keyon Dooling,26,SG,ORL,66,1435,11.1,16.9,0.061,0.061,0.214,0.0,29.8,0.0
Brendan Haywood,27,C,WAS,77,1740,14.2,17.1,0.076,0.076,0.308,0.0,38.0,0.0
Bruce Bowen,35,SF,SAS,82,2464,7.1,8.5,0.035,0.035,0.058,0.992,24.7,57.5
Trevor Ariza,21,SG,ORL,57,1278,16.2,2.6,0.089,0.089,0.033,0.0,43.4,0.0
Joey Graham,24,SF,TOR,79,1319,12.9,1.8,0.065,0.065,0.017,0.2,37.2,3.4
Ben Wallace,32,C,CHI,77,2697,14.6,16.1,0.086,0.086,0.143,0.457,51.4,65.4
Eddie Jones,35,SG,"MEM, MIA",64,1594,14.3,5.9,"0.039, 0.07",0.056,0.089,0.0,25.3,0.0
James Jones,26,SF,PHO,76,1376,10.8,11.6,0.063,0.063,0.088,0.427,46.9,37.6
Eddie House,28,SG,NJN,56,946,15.0,-2.5,0.087,0.087,-0.024,0.4,43.5,0.0
Ronald Murray,27,SG,DET,69,1477,10.8,6.2,0.051,0.051,0.047,0.63,32.9,29.6
Brian Cook,26,PF,LAL,65,1018,14.8,4.5,0.077,0.077,0.059,0.111,39.4,0.0
Chuck Hayes,23,PF,HOU,78,1714,13.9,10.0,0.072,0.072,0.112,0.273,45.6,30.6
P.J. Brown,37,PF,CHI,72,1456,9.7,15.2,0.057,0.057,0.135,0.457,34.1,61.7
Carlos Delfino,24,SG,DET,82,1372,12.8,9.6,0.06,0.06,0.073,0.63,38.8,46.0
Fred Jones,27,SG,"TOR, POR",63,1319,10.3,,"0.05, 0.053",0.051,0.0,0.0,25.6,0.0
Tony Battie,30,PF,ORL,66,1575,9.8,3.9,0.054,0.054,0.049,0.0,26.4,0.0
Etan Thomas,28,C,WAS,65,1246,15.6,7.6,0.084,0.084,0.137,0.0,42.0,0.0
Damon Jones,30,PG,CLE,60,1173,10.2,7.0,0.057,0.057,0.054,0.683,34.8,36.9
Dorell Wright,21,SF,MIA,66,1292,12.7,0.0,0.062,0.062,0.0,0.0,33.3,0.0
Ronny Turiaf,24,C,LAL,72,1087,15.5,14.8,0.081,0.081,0.192,0.111,41.5,0.0
Devean George,29,SF,DAL,60,1283,9.7,4.4,0.055,0.055,0.042,0.2,44.9,8.4
Tyrus Thomas,20,PF,CHI,72,966,14.8,13.7,0.087,0.087,0.122,0.457,52.0,55.8
Ike Diogu,23,PF,"GSW, IND",59,760,13.5,,"0.072, 0.061",0.064,0.0,0.0,29.2,0.0
Gary Payton,38,PG,MIA,68,1503,9.0,-7.3,0.044,0.044,-0.11,0.0,23.6,0.0
Anthony Johnson,32,PG,"DAL, ATL",67,1301,10.3,,"0.053, 0.06",0.056,0.0,0.0,34.7,0.0
Francisco Elson,30,C,SAS,70,1332,11.2,11.8,0.055,0.055,0.081,0.992,38.9,80.4
Fabricio Oberto,31,C,SAS,79,1365,11.9,14.2,0.059,0.059,0.098,0.992,41.7,97.2
Kwame Brown,24,C,LAL,41,1132,13.7,11.2,0.071,0.071,0.146,0.111,36.4,16.2
Eric Snow,33,PG,CLE,82,1929,8.6,7.9,0.048,0.048,0.061,0.683,29.3,41.7
Beno Udrih,24,PG,SAS,73,948,10.3,-14.1,0.051,0.051,-0.097,0.992,36.1,0.0
Jason Maxiell,23,C,DET,67,943,14.4,18.6,0.068,0.068,0.141,0.63,43.9,88.8
Jordan Farmar,20,PG,LAL,72,1090,10.8,11.6,0.056,0.056,0.151,0.111,28.7,16.8
Kurt Thomas,34,C,PHO,67,1208,11.4,17.3,0.067,0.067,0.131,0.427,49.8,55.9
Greg Buckner,30,SG,DAL,76,1372,7.8,-3.0,0.045,0.045,-0.029,0.2,36.8,0.0
Kelenna Azubuike,23,SG,GSW,41,669,13.4,15.2,0.052,0.052,0.123,0.347,26.6,0.0
Nazr Mohammed,29,C,DET,51,773,16.5,44.1,0.078,0.078,0.335,0.63,50.4,0.0
Yakhouba Diawara,24,SG,DEN,64,1177,5.3,0.0,0.025,0.025,0.0,0.111,13.7,0.0
Antoine Wright,22,SG,NJN,63,1137,8.1,10.7,0.047,0.047,0.103,0.4,23.5,41.2
Darius Songaila,28,PF,WAS,37,700,13.6,14.1,0.073,0.073,0.254,0.0,36.5,0.0
Daniel Gibson,20,PG,CLE,60,988,9.4,16.8,0.053,0.053,0.129,0.683,32.3,88.1
Matt Bonner,26,PF,SAS,56,653,16.4,2.5,0.081,0.081,0.017,0.992,57.3,0.0
Robert Horry,36,PF,SAS,68,1124,11.9,14.2,0.059,0.059,0.098,0.992,41.7,97.2
Ronnie Brewer,21,SG,UTA,56,675,15.2,17.1,0.089,0.089,0.133,0.533,55.4,0.0
Lindsey Hunter,36,PG,DET,52,745,12.7,2.4,0.06,0.06,0.018,0.63,38.8,11.3
Thabo Sefolosha,22,SG,CHI,71,868,8.5,7.9,0.05,0.05,0.07,0.457,29.9,0.0
Josh Boone,22,PF,NJN,61,669,14.6,10.2,0.085,0.085,0.098,0.4,42.5,39.2
JJ Redick,22,PG,ORL,42,622,13.0,8.4,0.071,0.071,0.106,0.0,34.6,0.0
Jason Hart,28,PG,"SAC, LAC",36,846,12.0,,"0.084, 0.068",0.074,0,0.0,33.4,0.0
Malik Allen,28,PF,CHI,60,638,10.4,-5.7,0.061,0.061,-0.051,0.457,36.5,0.0
Keith McLeod,27,PG,"GSW, IND",48,718,8.0,,"0.048, 0.036",0.042,0.0,0.0,20.4,0.0
Dikembe Mutombo,40,C,HOU,75,1289,14.4,20.3,0.075,0.075,0.228,0.273,47.6,0.0
Austin Croshere,31,PF,DAL,61,727,10.9,10.7,0.062,0.062,0.102,0.2,50.7,0.0
Kris Humphries,21,PF,TOR,60,670,13.5,4.7,0.068,0.068,0.045,0.2,39.0,0.0
Marcus Banks,25,PG,PHO,45,503,11.3,7.4,0.066,0.066,0.056,0.427,49.1,0.0
Andray Blatche,20,PF,WAS,56,682,12.1,17.6,0.065,0.065,0.317,0.0,32.5,0.0
Jarron Collins,28,C,UTA,82,913,8.0,7.0,0.047,0.047,0.055,0.533,29.2,29.3
Clifford Robinson,40,C,NJN,50,955,5.9,-4.2,0.034,0.034,-0.04,0.4,17.0,0.0
Michael Doleac,29,C,MIA,56,698,11.0,0.0,0.054,0.054,0.0,0.0,29.0,0.0
Kirk Snyder,23,SF,HOU,39,563,12.2,-3.8,0.063,0.063,-0.043,0.273,39.9,0.0
Jacque Vaughn,31,PG,SAS,64,760,10.9,5.1,0.054,0.054,0.035,0.992,38.2,34.7
DeSagana Diop,25,C,DAL,81,1480,10.6,12.0,0.061,0.061,0.114,0.2,49.8,22.8
Hassan Adams,22,SG,NJN,61,495,13.0,0.5,0.075,0.075,0.005,0.4,37.5,0.0
Jason Collins,28,PF,NJN,80,1844,3.0,1.8,0.017,0.017,0.017,0.4,8.5,6.8
Roger Mason,26,SG,WAS,62,492,7.2,10.0,0.039,0.039,0.18,0.0,19.5,0.0
John Lucas III,24,PG,HOU,47,383,11.8,-12.7,0.061,0.061,-0.143,0.273,38.7,0.0
Mike Sweetney,24,C,CHI,48,385,10.9,-4.2,0.064,0.064,-0.037,0.457,38.3,0.0
Adrian Griffin,32,SF,CHI,54,585,10.7,-19.0,0.063,0.063,-0.169,0.457,37.7,0.0
Donell Taylor,24,SG,WAS,47,369,10.3,-1.3,0.055,0.055,-0.023,0.0,27.5,0.0
Josh Powell,24,PF,"IND, GSW",37,353,12.0,17.8,"-0.006, 0.047",0.037,0.144,0.347,19.0,0.0
Jalen Rose,34,SF,PHO,29,246,13.4,2.0,0.079,0.079,0.015,0.427,58.8,0.0
Adonal Foyle,31,C,GSW,48,475,13.7,20.0,0.053,0.053,0.161,0.347,27.1,0.0
C.J. Miles,19,SG,UTA,37,373,2.8,9.5,0.016,0.016,0.074,0.533,10.0,0.0
Dee Brown,22,PG,UTA,49,450,8.6,4.5,0.05,0.05,0.035,0.533,31.1,0.0
Darrick Martin,35,PG,TOR,31,220,11.6,13.7,0.058,0.058,0.131,0.2,33.2,0.0
Shammond Williams,31,PG,LAL,30,345,10.8,6.8,0.056,0.056,0.088,0.111,28.7,0.0
Melvin Ely,28,C,"CHA, SAS",30,309,6.7,,"0.024, 0.033",0.026,0.0,0.992,12.4,0.0
Vassilis Spanoulis,24,SG,HOU,31,272,5.4,69.4,0.028,0.028,0.779,0.273,17.8,0.0
Jake Tsakalidis,27,C,"MEM, HOU",36,390,12.0,64.4,"0.029, 0.062",0.041,0.723,0.273,19.2,0.0
Dale Davis,37,C,DET,46,464,13.2,6.0,0.062,0.062,0.046,0.63,40.1,0.0
J.J. Barea,22,PG,DAL,33,191,9.6,-10.3,0.055,0.055,-0.098,0.2,0.0,0.0
Shannon Brown,21,SG,CLE,23,202,7.5,,0.042,0.042,0,0.683,25.6,0.0
Maurice Ager,22,SG,DAL,32,214,2.9,20.9,0.017,0.017,0.199,0.2,13.9,0.0
Calvin Booth,30,C,WAS,44,380,9.6,13.5,0.052,0.052,0.243,0.0,26.0,0.0
Bernard Robinson,26,SF,"CHA, NJN",31,278,16.2,1.6,"0.031, 0.094",0.051,0.015,0.4,23.6,0.0
Pat Burke,33,C,PHO,23,164,9.3,6.8,0.055,0.055,0.052,0.427,0.0,0.0
Eric Williams,34,SF,"SAS, CHA",21,121,2.4,,"0.073, 0.012",0.058,0.0,0.0,0.0,0.0
Luke Jackson,25,SF,"LAC, TOR",13,138,12.5,35.6,"-0.034, 0.063",0.041,0.342,0.2,0.0,0.0
Ira Newble,32,SF,CLE,15,129,14.9,-9.3,0.083,0.083,-0.071,0.683,0.0,0.0
Scott Padgett,30,PF,"HOU, MEM",31,231,0.9,,"0.029, 0.004",0.023,0.0,0.0,14.5,0.0
Eric Piatkowski,36,SG,PHO,11,73,7.7,29.3,0.045,0.045,0.222,0.427,0.0,0.0
Scot Pollard,31,C,CLE,24,109,8.5,-6.7,0.048,0.048,-0.051,0.683,0.0,0.0
Michael Ruffin,30,PF,WAS,30,271,4.4,15.0,0.024,0.024,0.27,0.0,12.0,0.0
Lou Amundson,24,PF,"UTA, PHI",11,89,9.8,,"0.0, 0.046",0.042,0.0,0.0,0.0,0.0
Julius Hodge,23,SG,"DEN, MIL",9,65,11.4,,"0.076, 0.06",0.067,0.0,0.0,0.0,0.0
Jeremy Richardson,22,SF,"ATL, POR",6,20,0.0,,"0.084, 0.0",0.07,0,0.0,0.0,0.0
Anthony Carter,31,PG,DEN,2,37,3.3,25.5,0.016,0.016,0.331,0.111,0.0,0.0
Will Conroy,24,PG,"MEM, LAC",7,52,-0.4,,"0.019, -0.002",0.007,0,0.0,0.0,0.0
