Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Josh Smith,24,PF,ATL,81,2871,392,21.0,20.2,0.119,0.119,0.187,0.267,76.9,49.9
John Salmons,30,SG,"CHI, MIL",81,2824,285,17.6,15.0,"0.068, 0.094",0.078,0.133,0.273,40.9,0.0
Vince Carter,33,SG,ORL,75,2310,480,17.1,13.4,0.092,0.092,0.099,0.7,66.2,69.3
Jeff Green,23,PF,OKC,82,3043,224,13.8,8.6,0.072,0.072,0.079,0.2,43.9,15.8
Jason Richardson,29,SG,PHO,79,2485,533,16.6,22.3,0.094,0.094,0.133,0.63,61.9,83.8
Antawn Jamison,33,PF,"WAS, CLE",66,2406,375,16.7,14.5,"0.075, 0.082",0.078,0.121,0.427,37.9,0.0
Luol Deng,24,SF,CHI,70,2651,203,16.1,15.8,0.086,0.086,0.203,0.111,43.0,22.5
Caron Butler,29,SG,"WAS, DAL",74,2783,202,14.2,17.8,"0.058, 0.059",0.058,0.161,0.2,26.1,0.0
Pau Gasol,29,C,LAL,65,2403,913,22.9,24.0,0.132,0.132,0.194,0.881,91.7,170.9
Michael Beasley,21,PF,MIA,78,2328,135,16.1,9.8,0.094,0.094,0.116,0.111,53.9,12.9
J.R. Smith,24,SG,DEN,75,2082,159,15.0,12.5,0.088,0.088,0.103,0.2,56.8,20.6
Al Horford,23,C,ATL,81,2845,388,19.4,20.1,0.11,0.11,0.186,0.267,71.1,49.7
Andre Miller,33,PG,POR,82,2500,210,18.1,15.2,0.079,0.079,0.154,0.2,48.2,30.8
Rajon Rondo,23,PG,BOS,81,2963,975,19.1,17.8,0.1,0.1,0.135,0.757,61.0,102.2
Mo Williams,27,PG,CLE,69,2359,411,16.1,12.1,0.079,0.079,0.101,0.427,58.8,43.1
Rashard Lewis,30,PF,ORL,72,2369,512,14.0,14.2,0.076,0.076,0.105,0.7,54.7,73.5
Richard Jefferson,29,SF,SAS,81,2520,334,13.1,10.9,0.062,0.062,0.106,0.286,37.8,30.3
Kevin Garnett,33,PF,BOS,69,2060,766,19.4,17.6,0.102,0.102,0.133,0.757,62.2,100.7
Mehmet Okur,30,C,UTA,73,2149,11,15.6,28.1,0.078,0.078,0.269,0.286,50.4,0.0
Andrew Bynum,22,C,LAL,65,1977,561,20.2,17.3,0.116,0.116,0.14,0.881,80.6,123.3
Raymond Felton,25,PG,CHA,80,2643,130,15.2,12.7,0.07,0.07,0.256,0.0,37.6,0.0
George Hill,23,PG,SAS,78,2276,344,14.7,12.8,0.069,0.069,0.124,0.286,42.1,35.5
Paul Millsap,24,PF,UTA,82,2277,323,16.7,24.5,0.084,0.084,0.235,0.286,54.3,67.2
Jermaine O'Neal,31,C,MIA,70,1991,117,17.9,2.5,0.105,0.105,0.03,0.111,60.2,3.3
Kevin Martin,26,SG,"SAC, HOU",46,1633,0,17.1,,"0.084, 0.088",0.086,0,0.0,35.8,0.0
Boris Diaw,27,PF,CHA,82,2906,152,12.8,7.4,0.059,0.059,0.149,0.0,31.7,0.0
Grant Hill,37,SF,PHO,81,2430,452,14.0,14.2,0.079,0.079,0.085,0.63,52.1,53.6
Channing Frye,26,C,PHO,81,2190,435,15.0,11.0,0.085,0.085,0.066,0.63,56.0,41.6
Shawn Marion,31,SF,DAL,75,2385,148,14.7,7.9,0.061,0.061,0.072,0.2,40.9,14.4
Tony Parker,27,PG,SAS,56,1728,335,16.4,16.7,0.077,0.077,0.162,0.286,47.0,46.3
Lamar Odom,30,PF,LAL,82,2585,667,15.9,15.4,0.091,0.091,0.124,0.881,63.2,109.2
Luke Ridnour,28,PG,MIL,82,1759,121,17.7,16.0,0.095,0.095,0.141,0.273,53.3,38.5
Metta World Peace,30,SF,LAL,77,2605,839,12.1,10.8,0.07,0.07,0.087,0.881,48.6,76.6
Carlos Delfino,27,SF,MIL,75,2279,226,12.9,8.8,0.069,0.069,0.078,0.273,38.7,21.3
Jason Kidd,36,PG,DAL,80,2881,243,17.2,13.5,0.072,0.072,0.122,0.2,48.3,24.4
Marvin Williams,23,SF,ATL,81,2468,345,13.0,12.0,0.074,0.074,0.111,0.267,47.8,29.6
Jameer Nelson,27,PG,ORL,65,1860,479,15.5,20.9,0.084,0.084,0.155,0.7,60.5,108.5
Kirk Hinrich,29,SG,CHI,74,2481,196,11.6,13.3,0.062,0.062,0.171,0.111,31.0,19.0
Al Thornton,26,SF,"LAC, WAS",75,2079,0,12.1,,"0.056, 0.052",0.055,0,0.0,18.8,0.0
Kendrick Perkins,25,C,BOS,78,2154,575,15.0,9.5,0.079,0.079,0.072,0.757,48.2,54.5
JJ Redick,25,SG,ORL,82,1808,269,15.0,12.9,0.081,0.081,0.096,0.7,58.3,67.2
Udonis Haslem,29,PF,MIA,78,2177,142,14.6,5.2,0.086,0.086,0.061,0.111,49.3,6.8
Wesley Matthews,23,SG,UTA,82,2025,371,12.3,11.8,0.062,0.062,0.113,0.286,40.1,32.3
Martell Webster,23,SF,POR,82,2005,152,12.5,13.3,0.055,0.055,0.134,0.2,33.6,26.8
Drew Gooden,28,PF,"DAL, LAC",70,1755,0,18.0,,"0.067, 0.087",0.074,0.0,0.0,40.1,0.0
James Harden,20,SG,OKC,76,1738,120,14.0,15.8,0.074,0.074,0.144,0.2,45.1,28.8
Ronald Murray,30,SG,"CHA, CHI",75,1673,97,12.1,17.1,"0.052, 0.065",0.057,0.22,0.111,29.7,0.0
Taj Gibson,24,PF,CHI,82,2204,145,13.8,9.1,0.074,0.074,0.117,0.111,37.0,13.0
Hakim Warrick,27,PF,"MIL, CHI",76,1557,31,15.7,0.6,"0.084, 0.084",0.084,0.008,0.111,45.2,0.0
Mike Bibby,31,PG,ATL,80,2195,292,12.7,12.1,0.072,0.072,0.112,0.267,46.5,29.9
Arron Afflalo,24,SG,DEN,82,2221,120,10.9,15.8,0.064,0.064,0.13,0.2,41.3,26.0
Brad Miller,33,C,CHI,82,1950,93,12.9,4.1,0.069,0.069,0.053,0.111,34.5,0.0
Matt Barnes,29,SF,ORL,81,2097,326,13.6,12.6,0.074,0.074,0.093,0.7,53.3,65.1
Rasheed Wallace,35,C,BOS,79,1780,410,13.1,10.4,0.069,0.069,0.079,0.757,42.1,59.8
Brendan Haywood,30,C,"WAS, DAL",77,2355,139,16.1,19.3,"0.07, 0.067",0.069,0.175,0.2,30.5,0.0
J.J. Hickson,21,PF,CLE,81,1691,79,15.2,12.4,0.075,0.075,0.104,0.427,55.8,0.0
Andrei Kirilenko,28,SF,UTA,58,1681,30,18.2,16.1,0.091,0.091,0.154,0.286,58.8,0.0
Joakim Noah,24,C,CHI,64,1925,188,17.9,20.2,0.096,0.096,0.26,0.111,48.0,28.9
Quentin Richardson,29,SF,MIA,76,2082,149,12.9,11.1,0.076,0.076,0.131,0.111,43.5,14.5
Jared Dudley,24,SF,PHO,82,1991,377,13.6,15.6,0.077,0.077,0.093,0.63,50.7,58.6
Shannon Brown,24,SG,LAL,82,1700,324,12.4,9.7,0.071,0.071,0.078,0.881,49.3,68.7
Kenyon Martin,32,PF,DEN,58,1986,205,13.4,12.0,0.079,0.079,0.099,0.2,51.0,19.8
DeJuan Blair,20,PF,SAS,82,1494,91,17.7,24.0,0.083,0.083,0.233,0.286,50.6,0.0
Shaquille O'Neal,37,C,CLE,53,1240,243,17.9,16.2,0.088,0.088,0.136,0.427,65.5,58.1
Jerryd Bayless,21,SG,POR,74,1304,166,14.3,15.4,0.063,0.063,0.156,0.2,38.4,31.2
C.J. Miles,22,SF,UTA,63,1497,337,10.8,11.9,0.054,0.054,0.114,0.286,34.9,32.6
Derek Fisher,35,PG,LAL,82,2227,754,9.3,10.8,0.054,0.054,0.087,0.881,37.5,76.6
J.J. Barea,25,PG,DAL,78,1546,105,12.8,8.0,0.053,0.053,0.073,0.2,35.6,14.6
Anthony Parker,34,SG,CLE,81,2289,331,9.9,9.8,0.049,0.049,0.082,0.427,36.5,35.0
Jordan Farmar,23,PG,LAL,82,1474,301,12.3,11.2,0.071,0.071,0.09,0.881,49.3,79.3
Steve Blake,29,PG,"POR, LAC",80,2159,0,12.3,,"0.049, 0.059",0.053,0.0,0.0,26.6,0.0
Nate Robinson,25,PG,"NYK, BOS",56,1115,128,13.9,17.1,"0.074, 0.073",0.074,0.129,0.757,34.7,0.0
Marcus Camby,35,C,"LAC, POR",74,2314,178,17.0,13.8,"0.088, 0.074",0.084,0.139,0.2,35.5,0.0
Ty Lawson,22,PG,DEN,65,1318,118,16.4,12.8,0.096,0.096,0.105,0.2,62.0,21.0
Anthony Tolliver,24,PF,"POR, GSW",46,1427,0,13.7,,"-0.05, 0.056",0.051,0.0,0.0,15.7,0.0
Delonte West,26,SG,CLE,60,1500,269,13.8,8.9,0.068,0.068,0.074,0.427,50.6,31.6
Mario Chalmers,23,PG,MIA,73,1807,131,10.7,10.3,0.063,0.063,0.122,0.111,36.1,13.5
Ronnie Brewer,24,SG,"UTA, MEM",58,1742,0,5.9,,"0.064, 0.035",0.061,0.0,0.0,39.3,0.0
Dorell Wright,24,SF,MIA,72,1496,112,14.5,7.7,0.085,0.085,0.091,0.111,48.7,10.1
D.J. Augustin,22,PG,CHA,80,1472,73,11.2,5.6,0.051,0.051,0.113,0.0,27.4,0.0
Tyrus Thomas,23,C,"CHI, CHA",54,1220,68,17.1,23.2,"0.088, 0.078",0.083,0.468,0.0,43.0,0.0
Roger Mason,29,SG,SAS,79,1515,61,9.7,-7.4,0.046,0.046,-0.072,0.286,28.1,0.0
Jason Williams,34,PG,ORL,82,1703,192,12.9,8.4,0.07,0.07,0.062,0.7,50.4,43.4
Thabo Sefolosha,25,SG,OKC,82,2348,127,9.8,9.3,0.051,0.051,0.085,0.2,31.1,17.0
Ryan Anderson,21,PF,ORL,63,911,89,18.1,8.5,0.098,0.098,0.063,0.7,70.6,0.0
Kris Humphries,24,PF,"DAL, NJN",69,1221,0,15.1,,"0.062, 0.081",0.074,0.0,0.0,22.6,0.0
Zydrunas Ilgauskas,34,C,CLE,64,1339,69,11.9,9.7,0.059,0.059,0.081,0.427,43.9,0.0
Eddie House,31,SG,"BOS, NYK",68,1217,0,7.3,,"0.062, 0.031",0.054,0.0,0.0,30.7,0.0
Serge Ibaka,20,PF,OKC,73,1323,153,15.2,15.3,0.08,0.08,0.14,0.2,48.8,28.0
Charlie Bell,30,SG,MIL,71,1611,8,7.9,-15.4,0.042,0.042,-0.136,0.273,23.6,0.0
Nazr Mohammed,32,C,CHA,58,984,48,19.6,18.9,0.09,0.09,0.381,0.0,48.3,0.0
Matt Bonner,29,PF,SAS,65,1161,173,14.9,8.6,0.07,0.07,0.084,0.286,42.7,24.0
Maurice Evans,31,SF,ATL,79,1317,148,12.2,2.4,0.069,0.069,0.022,0.267,44.6,5.9
Luc Mbah a Moute,23,PF,MIL,73,1866,178,11.8,13.9,0.063,0.063,0.123,0.273,35.3,33.6
Chris Andersen,31,PF,DEN,76,1695,116,15.8,10.2,0.093,0.093,0.084,0.2,60.1,16.8
Antonio McDyess,35,PF,SAS,77,1617,247,12.2,12.8,0.057,0.057,0.124,0.286,34.8,35.5
Josh Howard,29,SF,"DAL, WAS",35,918,0,19.2,,"0.05, 0.083",0.054,0.0,0.0,32.7,0.0
Carlos Arroyo,30,PG,MIA,72,1585,115,12.3,8.7,0.072,0.072,0.103,0.111,41.3,11.4
Nick Collison,29,C,OKC,75,1557,129,13.1,5.1,0.069,0.069,0.047,0.2,42.1,9.4
Juwan Howard,36,C,POR,73,1632,87,10.0,7.9,0.044,0.044,0.08,0.2,26.8,0.0
Robin Lopez,21,C,PHO,51,986,104,17.6,18.3,0.1,0.1,0.11,0.63,65.9,69.3
Rafer Alston,33,PG,"NJN, MIA",52,1421,0,7.7,,"0.046, 0.045",0.046,0.0,0.111,15.9,0.0
Leandro Barbosa,27,PG,PHO,44,786,250,14.0,10.5,0.079,0.079,0.063,0.63,52.1,39.7
Larry Hughes,31,SG,"NYK, CHA",45,1115,58,11.1,14.1,"0.052, 0.051",0.052,0.284,0.0,21.2,0.0
Devin Brown,31,SG,"NOH, CHI",50,1060,2,0.4,41.0,"0.056, 0.002",0.044,0.527,0.111,19.9,0.0
Rodrigue Beaubois,21,PG,DAL,56,700,31,18.5,17.4,0.077,0.077,0.158,0.2,51.7,0.0
Allen Iverson,34,SG,"MEM, PHI",28,865,0,13.1,,"0.101, 0.066",0.07,0,0.0,24.7,0.0
Eric Maynor,22,PG,"UTA, OKC",81,1269,76,11.6,8.0,"0.062, 0.061",0.061,0.073,0.2,38.1,0.0
Nicolas Batum,21,SF,POR,37,918,139,17.3,11.8,0.076,0.076,0.119,0.2,46.4,23.8
Kyle Korver,28,SG,UTA,52,952,210,13.9,12.1,0.07,0.07,0.116,0.286,45.2,33.2
Jared Jeffries,28,SF,"NYK, HOU",70,1794,0,10.1,,"0.041, 0.052",0.044,0,0.0,17.6,0.0
Lou Amundson,27,PF,PHO,79,1168,194,14.4,13.1,0.082,0.082,0.078,0.63,54.0,49.1
Jerry Stackhouse,35,SG,MIL,42,855,144,11.1,11.8,0.06,0.06,0.104,0.273,33.7,28.4
Daniel Gibson,23,PG,CLE,56,1068,23,11.3,1.3,0.056,0.056,0.011,0.427,41.7,0.0
Keith Bogans,29,SF,SAS,79,1559,55,7.7,-0.6,0.036,0.036,-0.006,0.286,22.0,0.0
Jannero Pargo,30,PG,CHI,63,829,8,8.9,1.6,0.048,0.048,0.021,0.111,24.0,0.0
Glen Davis,24,PF,BOS,54,933,483,11.5,14.5,0.06,0.06,0.11,0.757,36.6,83.3
Tyson Chandler,27,C,CHA,51,1163,60,12.5,7.2,0.057,0.057,0.145,0.0,30.6,0.0
Zaza Pachulia,25,C,ATL,78,1089,161,13.1,12.6,0.074,0.074,0.117,0.267,47.8,31.2
Tony Allen,28,SG,BOS,54,889,391,14.2,11.2,0.074,0.074,0.085,0.757,45.1,64.3
Henry Walker,22,SG,"BOS, NYK",35,768,0,14.9,,"0.04, 0.063",0.058,0.0,0.0,22.8,0.0
Erick Dampier,34,C,DAL,55,1280,118,14.0,3.7,0.058,0.058,0.034,0.2,38.9,6.8
Travis Outlaw,25,SF,"POR, LAC",34,730,0,12.6,,"0.065, 0.061",0.062,0.0,0.0,27.4,0.0
Stephen Graham,27,SG,CHA,70,804,5,11.2,-31.2,0.051,0.051,-0.629,0.0,27.4,0.0
Jamario Moon,29,SF,CLE,61,1052,113,12.6,17.8,0.062,0.062,0.149,0.427,46.1,63.6
Marcin Gortat,25,C,ORL,81,1088,212,13.9,14.8,0.075,0.075,0.11,0.7,54.0,77.0
Brandon Bass,24,PF,ORL,50,648,42,16.5,17.8,0.089,0.089,0.132,0.7,64.1,0.0
Marquis Daniels,29,SF,BOS,51,937,37,9.6,14.2,0.05,0.05,0.107,0.757,30.5,0.0
Jodie Meeks,22,SG,"MIL, PHI",60,719,0,15.8,,"0.045, 0.08",0.056,0.0,0.0,25.6,0.0
Joey Graham,27,SF,DEN,63,759,29,10.6,32.9,0.062,0.062,0.271,0.2,40.1,0.0
James Johnson,22,PF,CHI,65,757,20,10.4,-15.3,0.056,0.056,-0.197,0.111,28.0,0.0
Ronnie Price,26,PG,UTA,60,806,90,10.3,7.4,0.052,0.052,0.071,0.286,33.6,0.0
James Singleton,28,PF,"DAL, WAS",57,977,0,11.8,,"0.043, 0.051",0.047,0.0,0.0,21.7,0.0
Shaun Livingston,24,PG,"OKC, WAS",36,796,0,14.4,,"0.025, 0.062",0.052,0.0,0.0,18.4,0.0
Tracy McGrady,30,SG,"HOU, NYK",30,673,0,12.2,,"0.064, 0.051",0.054,0,0.0,21.0,0.0
Jordan Hill,22,PF,"NYK, HOU",47,624,0,15.7,,"0.059, 0.081",0.07,0,0.0,31.0,0.0
Dante Cunningham,22,PF,POR,63,707,42,14.3,24.8,0.063,0.063,0.251,0.2,38.4,0.0
Jeff Teague,21,PG,ATL,71,719,59,11.0,4.7,0.062,0.062,0.044,0.267,40.1,0.0
Jawad Williams,26,PG,CLE,54,742,4,8.2,-24.4,0.04,0.04,-0.204,0.427,29.8,0.0
Joel Anthony,27,C,MIA,80,1322,79,10.2,11.6,0.06,0.06,0.137,0.111,34.4,0.0
Bobby Brown,25,PG,"NOH, LAC",45,519,0,8.2,,"0.052, 0.04",0.046,0,0.0,18.7,0.0
Kurt Thomas,37,C,MIL,70,1049,199,9.9,10.0,0.053,0.053,0.088,0.273,29.7,24.0
Sebastian Telfair,24,PG,"LAC, CLE",43,659,0,14.0,,"0.047, 0.069",0.049,0.0,0.427,19.9,0.0
Michael Finley,36,SF,"SAS, BOS",46,709,108,12.1,5.2,"0.031, 0.063",0.046,0.039,0.757,27.8,0.0
Shelden Williams,26,PF,BOS,54,597,57,14.1,3.2,0.074,0.074,0.024,0.757,45.1,0.0
Joe Smith,34,PF,ATL,64,592,24,11.2,-4.4,0.063,0.063,-0.041,0.267,40.7,0.0
Derrick Brown,22,SF,CHA,57,535,1,12.6,90.6,0.058,0.058,1.827,0.0,31.1,0.0
Anthony Carter,34,PG,DEN,54,859,7,10.3,8.7,0.06,0.06,0.072,0.2,38.8,0.0
Theo Ratliff,36,C,"SAS, CHA",49,807,47,11.0,-2.5,"0.037, 0.05",0.044,-0.05,0.0,25.0,0.0
Josh Powell,27,PF,LAL,63,581,40,6.7,3.7,0.039,0.039,0.03,0.881,27.1,0.0
James Jones,29,SF,MIA,36,503,9,8.8,-2.0,0.052,0.052,-0.024,0.111,29.8,0.0
Cartier Martin,25,SF,"GSW, WAS",18,390,0,13.2,,"0.03, 0.057",0.042,0,0.0,13.3,0.0
Earl Clark,22,PF,PHO,51,383,13,8.5,7.1,0.048,0.048,0.042,0.63,31.6,0.0
DeShawn Stevenson,28,SG,"WAS, DAL",64,883,6,3.2,-27.2,"0.014, 0.013",0.014,-0.247,0.2,6.0,0.0
Garrett Temple,23,SG,"HOU, SAC, SAS",27,334,15,11.1,8.9,"0.044, 0.076, 0.052",0.054,0.086,0.286,27.1,0.0
Anthony Johnson,35,PG,ORL,31,406,5,12.4,24.9,0.067,0.067,0.185,0.7,48.2,0.0
Kyrylo Fesenko,23,C,UTA,49,408,181,9.7,3.0,0.049,0.049,0.029,0.286,31.7,8.3
Johan Petro,24,C,DEN,36,436,45,10.7,8.2,0.063,0.063,0.067,0.2,40.7,0.0
Acie Law,25,PG,"GSW, CHA, CHI",26,234,0,15.4,,"0.086, 0.034, 0.082",0.066,0.0,0.111,30.5,0.0
Sundiata Gaines,23,PG,UTA,32,217,7,17.3,60.5,0.087,0.087,0.58,0.286,56.2,0.0
Malik Allen,31,PF,DEN,51,456,11,5.9,6.6,0.035,0.035,0.054,0.2,22.6,0.0
D.J. Mbenga,29,C,LAL,49,355,12,11.6,11.3,0.067,0.067,0.091,0.881,46.6,0.0
Jeff Ayres,22,C,POR,39,405,17,12.1,27.7,0.053,0.053,0.28,0.2,32.3,0.0
Aaron Gray,25,C,"CHI, NOH",32,311,0,18.4,,"0.037, 0.095",0.08,0.0,0.0,36.8,0.0
Ian Mahinmi,23,C,SAS,26,165,19,21.6,9.1,0.102,0.102,0.088,0.286,0.0,0.0
Royal Ivey,28,SG,"PHI, MIL",44,326,11,6.8,5.2,"0.064, 0.036",0.053,0.046,0.273,20.7,0.0
Quinton Ross,28,SG,"DAL, WAS",52,562,0,0.3,,"0.023, 0.001",0.012,0.0,0.0,8.2,0.0
Dan Gadzuric,31,C,MIL,32,314,76,10.5,10.8,0.056,0.056,0.095,0.273,31.4,0.0
Leon Powe,26,SF,CLE,20,236,9,10.2,3.5,0.05,0.05,0.029,0.427,37.2,0.0
Brian Scalabrine,31,PF,BOS,52,472,1,3.6,0.0,0.019,0.019,0.0,0.757,11.6,0.0
Jamaal Magloire,31,C,MIA,36,359,5,9.4,-28.1,0.055,0.055,-0.332,0.111,31.5,0.0
Etan Thomas,31,C,OKC,23,321,17,6.9,30.0,0.036,0.036,0.274,0.2,22.0,0.0
Adam Morrison,25,SF,LAL,31,241,13,7.4,21.5,0.043,0.043,0.174,0.881,29.9,0.0
Raja Bell,33,SG,"CHA, GSW",6,180,0,20.6,,"0.059, 0.083",0.063,0.0,0.0,0.0,0.0
Hilton Armstrong,25,C,"NOH, SAC, HOU",33,335,0,1.1,,"0.039, 0.041, 0.006",0.03,0,0.0,12.7,0.0
Luke Walton,29,SF,LAL,29,272,96,9.7,4.4,0.056,0.056,0.036,0.881,38.9,0.0
J.R. Giddens,24,SF,"BOS, NYK",32,239,0,10.5,,"0.038, 0.044",0.04,0.0,0.0,20.6,0.0
Randolph Morris,24,PF,ATL,28,124,10,14.6,10.6,0.083,0.083,0.098,0.267,0.0,0.0
Lester Hudson,25,PG,"BOS, MEM",25,131,0,18.3,,"0.046, 0.109",0.069,0.0,0.0,0.0,0.0
Kosta Koufos,20,C,UTA,36,172,31,7.7,7.2,0.039,0.039,0.069,0.286,0.0,0.0
Alando Tucker,25,SF,"PHO, MIN",15,96,0,6.9,,"0.089, 0.041",0.076,0.0,0.0,0.0,0.0
Matt Carroll,29,SG,DAL,25,121,5,7.1,21.2,0.03,0.03,0.192,0.2,0.0,0.0
Marcus Landry,24,SF,"NYK, BOS",18,111,0,-26.8,,"0.034, -0.14",0.024,0.0,0.757,0.0,0.0
Kevin Ollie,37,PG,OKC,25,263,5,7.0,-8.2,0.037,0.037,-0.075,0.2,22.6,0.0
Pops Mensah-Bonsu,26,PF,"HOU, TOR",20,120,0,11.0,,"0.078, 0.054",0.059,0,0.0,0.0,0.0
Dominic McGuire,24,SF,"WAS, SAC",51,307,0,2.4,,"0.018, 0.012",0.017,0,0.0,5.3,0.0
Othyus Jeffers,24,SG,UTA,14,73,10,13.6,-15.0,0.068,0.068,-0.144,0.286,0.0,0.0
Chris Richard,25,PF,CHI,18,224,5,6.5,13.8,0.035,0.035,0.177,0.111,17.5,0.0
Kyle Weaver,23,SG,OKC,12,144,12,10.7,2.5,0.056,0.056,0.023,0.2,0.0,0.0
Jarron Collins,31,C,PHO,34,261,115,3.7,1.3,0.021,0.021,0.008,0.63,13.8,5.0
Mario West,25,SG,ATL,39,142,20,9.9,13.3,0.056,0.056,0.123,0.267,0.0,0.0
Mike Harris,26,PF,"HOU, WAS",13,96,0,11.9,,"0.033, 0.051",0.04,0,0.0,0.0,0.0
Coby Karl,26,SF,"CLE, GSW",7,113,0,7.1,,"-0.187, 0.029",-0.064,0.0,0.0,0.0,0.0
Patty Mills,21,PG,POR,10,38,12,11.9,19.3,0.052,0.052,0.195,0.2,0.0,0.0
Darnell Jackson,24,PF,"CLE, MIL",28,123,0,-6.3,,"0.002, -0.034",0.001,0.0,0.273,0.0,0.0
Joey Dorsey,26,PF,"HOU, SAC",15,106,0,7.9,,"0.059, 0.039",0.048,0,0.0,0.0,0.0
Cedric Jackson,23,PG,"CLE, SAS, WAS",12,74,0,-0.2,,"-0.032, 0.09, -0.001",0.009,0.0,0.0,0.0,0.0
Jason Collins,31,C,ATL,24,115,10,0.9,17.1,0.005,0.005,0.158,0.267,0.0,0.0
Byron Mullens,20,PF,OKC,13,54,4,0.7,-13.7,0.004,0.004,-0.125,0.2,0.0,0.0
Shavlik Randolph,26,PF,"MIA, POR",6,53,0,16.5,,"0.029, 0.072",0.05,0.0,0.2,0.0,0.0
Francisco Elson,33,C,"MIL, PHI",12,66,0,6.3,,"0.029, 0.032",0.029,0.0,0.0,0.0,0.0
Travis Diener,27,PG,"IND, POR",9,51,7,7.3,10.3,"0.042, 0.032",0.036,0.104,0.2,0.0,0.0
Jason Hart,31,PG,"MIN, NOH",5,22,0,8.5,,"0.055, 0.044",0.046,0,0.0,0.0,0.0
Dwayne Jones,26,PF,PHO,2,7,10,1.4,21.3,0.008,0.008,0.127,0.63,0.0,0.0
