Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Dan Roundfield,28,PF,2,85,17.0,.498,.000,.389,8.4,27.6,17.0,5.6,1.3,3.0,12.5,26.6,0.0,0.1,0.1,.036,0.5,0.6,1.1,0.1,
2,Rory Sparrow,23,PG,2,69,8.1,.509,.083,.333,3.4,12.7,7.6,28.9,1.6,0.0,33.7,14.1,-0.1,0.0,-0.1,-0.035,-3.5,0.2,-3.3,0.0,
3,Eddie Johnson,26,SG,2,67,5.1,.396,.000,.154,0.0,13.1,5.9,27.4,0.0,1.0,20.1,24.3,-0.2,0.0,-0.2,-0.141,-5.6,-2.2,-7.8,-0.1,
4,Tree Rollins,26,C,2,65,4.1,.451,.000,.667,9.1,6.8,8.1,5.2,0.0,6.0,39.2,9.2,-0.1,0.0,-0.1,-0.056,-5.8,1.7,-4.1,0.0,
5,John Drew,27,SF,2,59,5.4,.422,.000,.545,12.1,9.9,11.1,3.5,0.0,0.0,15.5,25.7,-0.1,0.0,-0.1,-0.102,-5.5,-3.3,-8.8,-0.1,
6,Tom McMillen,29,C,2,47,16.0,.639,.000,.462,0.0,21.8,9.8,4.7,3.5,0.0,16.1,18.6,0.1,0.0,0.1,.102,-0.2,3.1,2.8,0.1,
7,Mike Glenn,26,SG,2,35,15.6,.761,.000,.286,0.0,4.2,1.9,11.9,4.7,0.0,20.2,13.2,0.1,0.0,0.1,.130,0.0,4.9,4.9,0.1,
8,Rudy Macklin,23,SF,2,30,14.1,.658,.125,.750,11.9,0.0,6.6,6.8,0.0,0.0,15.8,19.8,0.1,0.0,0.1,.137,0.2,-1.1,-0.8,0.0,
9,Wes Matthews,22,PG,2,28,3.1,.340,.000,.400,0.0,0.0,0.0,25.9,0.0,2.3,14.5,23.0,-0.1,0.0,-0.1,-0.141,-5.4,-2.3,-7.7,0.0,
10,Steve Hawes,31,PF,1,12,26.2,.518,.000,.800,29.7,24.4,27.3,0.0,0.0,0.0,0.0,26.4,0.1,0.0,0.1,.238,8.4,-2.9,5.5,0.0,
11,Sam Pellom,30,PF,1,4,13.1,.333,.000,.000,29.7,0.0,16.4,0.0,0.0,0.0,0.0,35.2,0.0,0.0,0.0,-0.125,2.5,-8.7,-6.2,0.0,
12,Freeman Williams,25,SG,1,4,-17.0,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.0,-0.543,-15.8,-8.4,-24.2,0.0,
