Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Mychal Thompson,26,C,3,132,22.5,.636,.000,.353,4.2,16.3,10.0,4.8,1.1,4.0,10.6,21.4,0.4,0.2,0.6,.204,2.7,1.3,4.0,0.2,
2,Kelvin Ransey,22,PG,3,131,10.5,.362,.015,.092,4.2,6.4,5.3,27.5,2.3,0.5,14.0,25.7,-0.3,0.1,-0.2,-0.061,-3.3,-1.8,-5.1,-0.1,
3,Kermit Washington,29,PF,3,128,15.9,.544,.043,.087,12.1,35.4,23.3,7.0,3.1,0.9,22.7,10.3,0.1,0.2,0.3,.122,0.0,1.5,1.5,0.1,
4,Billy Ray Bates,24,SG,3,115,24.5,.612,.016,.274,2.9,4.2,3.5,20.0,2.2,0.5,13.7,30.0,0.4,0.1,0.5,.194,4.5,0.2,4.7,0.2,
5,Calvin Natt,24,SF,3,95,9.0,.463,.000,.258,7.0,17.6,12.1,1.5,0.5,0.6,16.9,18.7,-0.1,0.1,0.0,-0.019,-3.6,-2.4,-6.0,-0.1,
6,Bob Gross,27,SF,3,60,17.6,.670,.000,1.000,9.2,6.0,7.7,11.6,1.7,2.0,19.9,17.9,0.2,0.1,0.2,.167,1.0,0.9,1.9,0.1,
7,Mike Gale,30,PG,3,51,9.1,.250,.000,.000,4.3,7.0,5.6,22.3,4.9,0.0,11.1,15.1,-0.1,0.1,0.0,-0.028,-3.9,2.4,-1.5,0.0,
8,Kevin Kunnert,29,C,3,43,5.8,.468,.100,.400,5.2,19.4,12.0,3.1,1.2,0.0,20.3,14.7,-0.1,0.0,0.0,-0.020,-6.5,-1.3,-7.8,-0.1,
9,Mike Harper,23,PF,1,6,24.3,1.042,.000,1.000,0.0,19.9,9.6,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,.331,6.0,1.0,7.0,0.0,
10,Tom Owens,31,PF,1,5,0.1,,,,0.0,23.9,11.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.033,-7.8,-0.8,-8.6,0.0,
11,Jim Paxson,23,SG,1,4,-24.9,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,-0.1,0.0,-0.1,-0.725,-22.7,-12.9,-35.6,0.0,
