Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Marques Johnson,26,SF,9,382,18.0,.511,.006,.246,7.9,13.3,10.5,16.1,1.1,1.1,9.8,23.6,0.7,0.4,1.1,.144,5.4,-1.1,4.4,0.6,
2,Sidney Moncrief,25,SG,9,377,15.4,.503,.007,.430,8.0,9.8,8.9,13.0,2.4,0.5,13.8,21.8,0.4,0.5,0.9,.116,3.1,-0.3,2.8,0.5,
3,Junior Bridgeman,29,SF,9,308,16.5,.531,.038,.231,7.3,9.0,8.1,14.2,1.6,0.4,11.7,22.1,0.6,0.3,0.9,.145,4.0,-0.9,3.2,0.4,
4,Bob Lanier,34,C,9,250,18.9,.589,.000,.393,7.3,21.3,14.0,14.5,1.0,3.3,16.7,21.1,0.4,0.4,0.8,.160,4.2,1.2,5.4,0.5,
5,Brian Winters,30,SG,9,240,11.4,.486,.131,.202,3.1,7.2,5.1,19.3,1.3,1.0,15.7,19.0,0.1,0.2,0.3,.070,1.3,-0.9,0.4,0.1,
6,Alton Lister,24,PF,9,206,12.0,.445,.016,.079,10.9,22.4,16.5,7.5,2.2,4.2,20.7,16.8,-0.2,0.4,0.3,.061,-1.2,1.3,0.1,0.1,
7,Paul Pressey,24,SG,9,150,9.0,.412,.021,.426,10.0,14.6,12.2,13.1,3.0,2.3,24.4,20.7,-0.3,0.3,-0.1,-0.022,-2.0,1.0,-1.0,0.0,
8,Harvey Catchings,31,C,9,139,11.3,.517,.000,.158,11.6,19.1,15.2,3.7,0.7,4.2,9.0,6.7,0.2,0.2,0.4,.141,1.1,0.8,1.9,0.1,
9,Charlie Criss,34,PG,9,116,17.5,.561,.029,.529,0.9,13.0,6.7,14.6,3.9,0.0,6.7,16.3,0.3,0.2,0.5,.219,2.0,3.4,5.4,0.2,
10,Paul Mokeski,26,C,4,12,17.4,.500,.000,.000,8.9,9.6,9.3,12.4,4.2,0.0,0.0,14.0,0.0,0.0,0.0,.197,5.0,1.7,6.6,0.0,
11,Phil Ford,26,PG,2,5,42.1,.647,.000,3.000,0.0,0.0,0.0,23.8,0.0,0.0,0.0,39.0,0.1,0.0,0.1,.728,14.4,1.7,16.1,0.0,
