Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Marques Johnson,26,SF,80,80,2853,21.1,.543,.014,.253,7.9,13.5,10.8,20.3,1.7,1.1,11.0,25.7,6.6,4.1,10.7,.180,4.2,0.4,4.5,4.7,"MVP-21,AS"
2,Sidney Moncrief,25,SG,76,76,2710,22.6,.602,.009,.522,8.2,9.5,8.9,16.9,2.0,0.5,12.2,24.7,9.7,3.5,13.2,.233,5.1,0.4,5.4,5.1,"MVP-4,DPOY-1,AS,NBA1"
3,Alton Lister,24,PF,80,37,1885,13.8,.543,.000,.471,10.3,22.3,16.6,8.0,1.3,5.2,23.1,17.7,-0.2,3.9,3.8,.096,-2.9,2.4,-0.5,0.7,MVP-15
4,Junior Bridgeman,29,SF,70,5,1855,16.1,.534,.015,.229,2.7,11.4,7.3,17.1,1.0,0.3,11.5,23.7,2.7,2.1,4.8,.125,0.8,-0.7,0.1,1.0,
5,Harvey Catchings,31,C,74,33,1554,9.8,.510,.000,.467,9.8,18.6,14.4,6.0,0.8,5.3,25.9,8.5,0.3,2.8,3.1,.096,-2.6,2.7,0.1,0.8,
6,Paul Pressey,24,SG,79,18,1528,12.8,.489,.019,.378,6.3,13.6,10.1,18.3,3.1,1.7,23.0,19.1,-0.9,2.8,2.0,.062,-1.5,2.2,0.8,1.1,
7,Phil Ford,26,PG,70,56,1447,10.6,.519,.020,.276,1.4,5.7,3.6,23.4,1.5,0.1,19.7,16.4,0.7,1.4,2.2,.072,-2.2,-0.4,-2.6,-0.2,
8,Brian Winters,30,SG,57,12,1361,12.1,.484,.116,.145,3.0,5.8,4.4,16.6,1.6,0.2,11.5,21.4,0.7,1.4,2.1,.074,-1.3,-0.7,-2.0,0.0,
9,Dave Cowens,34,PF,40,34,1014,12.6,.485,.007,.206,8.3,20.8,14.8,10.9,1.4,0.8,11.6,15.4,0.9,1.7,2.6,.123,-1.2,0.8,-0.4,0.4,
10,Bob Lanier,34,C,39,35,978,14.5,.534,.003,.401,6.8,15.2,11.2,15.1,1.7,1.4,17.4,20.0,0.8,1.5,2.3,.112,-0.4,0.9,0.5,0.6,
11,Charlie Criss,34,PG,66,0,922,14.5,.504,.083,.203,1.8,7.4,4.7,19.8,1.4,0.0,9.7,20.3,1.3,0.9,2.2,.113,0.3,-0.5,-0.2,0.4,
12,Steve Mix,35,SF,57,20,792,15.1,.548,.015,.319,5.4,13.1,9.4,12.1,2.0,0.2,12.6,18.6,1.2,1.1,2.4,.143,0.3,0.6,0.9,0.6,
13,Paul Mokeski,26,C,50,1,589,6.9,.514,.007,.302,5.7,16.6,11.4,5.1,0.7,2.0,20.3,13.9,-0.1,0.9,0.8,.063,-5.7,0.8,-5.0,-0.4,
14,Armond Hill,29,PG,14,3,169,12.6,.645,.000,.846,3.4,9.3,6.5,20.1,2.6,0.0,26.7,11.9,0.2,0.2,0.5,.137,-2.0,1.2,-0.8,0.1,
15,Mickey Johnson,30,PF,6,0,153,9.8,.479,.030,.136,6.8,11.0,9.0,10.5,0.3,0.7,14.6,22.2,0.0,0.1,0.1,.034,-2.8,-1.0,-3.7,-0.1,
16,Sam Pellom,31,PF,4,0,20,6.7,.400,.000,.000,11.5,31.5,22.0,0.0,0.0,0.0,16.7,24.8,-0.1,0.0,0.0,-0.051,-4.6,-0.5,-5.1,0.0,
