Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Eddie Johnson,25,SG,75,2693,17.9,.554,.018,.313,2.5,5.1,3.8,24.7,2.3,0.2,13.2,22.9,5.3,1.5,6.9,.122,2.1,-0.5,1.6,2.4,AS
2,Steve Hawes,30,C,74,2309,14.7,.585,.006,.436,8.1,19.9,13.9,10.7,1.5,0.8,17.5,16.5,3.4,2.3,5.7,.119,0.2,0.2,0.4,1.4,
3,Dan Roundfield,27,PF,63,2128,20.7,.575,.001,.439,12.3,22.0,17.1,12.1,1.7,3.3,15.6,22.3,4.2,2.8,7.0,.159,2.3,0.8,3.1,2.7,AS
4,John Drew,26,SF,67,2075,19.2,.539,.006,.526,7.9,13.3,10.6,6.5,2.3,0.4,12.6,30.9,3.5,1.9,5.4,.124,1.0,-1.3,-0.3,0.9,
5,Charlie Criss,32,PG,66,1708,13.0,.540,.043,.441,1.7,5.0,3.4,23.8,1.7,0.1,18.8,17.3,1.8,0.7,2.5,.070,0.1,-1.2,-1.2,0.4,
6,Tom McMillen,28,C,79,1564,11.6,.518,.012,.208,7.0,14.8,10.8,6.9,0.7,0.9,12.5,17.2,1.2,0.9,2.2,.066,-1.0,-1.1,-2.1,-0.1,
7,Sam Pellom,29,PF,77,1472,11.7,.525,.003,.305,9.4,18.5,13.9,4.7,1.6,3.7,18.7,14.9,0.4,1.8,2.2,.070,-2.4,0.9,-1.4,0.2,
8,Don Collins,22,SF,47,1184,15.0,.496,.006,.306,9.2,8.9,9.1,15.4,2.8,0.6,15.1,24.8,0.7,1.0,1.8,.072,-0.5,-0.1,-0.6,0.4,
9,Wes Matthews,21,PG,34,1105,13.6,.553,.018,.373,1.6,5.9,3.7,28.2,2.7,0.4,22.6,18.6,0.8,0.8,1.6,.069,-0.6,-0.2,-0.7,0.4,
10,Tree Rollins,25,C,40,1044,14.5,.591,.005,.271,11.1,20.5,15.7,4.7,1.3,6.7,19.5,11.6,1.1,1.5,2.6,.120,-0.7,2.5,1.7,1.0,
11,Jim McElroy,27,PG,54,680,5.9,.450,.040,.292,1.7,6.5,4.0,17.4,1.4,0.8,25.7,18.7,-1.2,0.3,-0.9,-0.062,-4.2,-1.5,-5.8,-0.6,
12,Armond Hill,27,PG,24,624,7.2,.435,.009,.431,1.8,7.6,4.7,24.8,2.0,0.3,29.6,13.0,-0.5,0.4,-0.2,-0.013,-3.4,-0.5,-3.9,-0.3,
13,Craig Shelton,23,SF,55,586,8.8,.481,.005,.265,11.4,15.7,13.5,7.0,1.5,0.5,20.0,21.6,-0.5,0.5,0.0,-0.002,-5.0,-1.4,-6.5,-0.7,
14,Art Collins,26,SG,29,395,4.3,.409,.020,.364,5.4,6.5,6.0,8.6,1.3,0.2,21.8,15.4,-0.6,0.2,-0.4,-0.054,-4.4,-1.4,-5.8,-0.4,
15,Tom Burleson,28,C,31,363,8.5,.436,.000,.414,13.7,16.0,14.9,4.6,1.1,3.1,17.0,16.1,-0.2,0.3,0.2,.021,-4.4,-0.6,-4.9,-0.3,
