Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Paul Westphal,29,SG,8,253,18.8,.535,.085,.225,0.9,3.4,2.2,19.0,2.1,0.6,7.7,27.5,0.5,0.0,0.6,.106,2.3,-0.8,1.5,0.2,
2,Alvan Adams,25,C,8,251,21.9,.601,.000,.192,7.9,25.5,16.8,26.4,1.3,2.2,18.3,21.6,0.5,0.3,0.8,.157,4.2,2.1,6.2,0.5,
3,Walter Davis,25,SF,8,245,18.3,.540,.022,.277,4.0,6.2,5.1,22.5,0.8,0.2,11.5,29.2,0.4,0.0,0.4,.080,2.6,-2.4,0.2,0.1,
4,Don Buse,29,PG,8,236,11.2,.494,.203,.172,3.7,6.0,4.9,23.3,1.2,0.0,15.9,14.3,0.2,0.0,0.2,.041,0.3,-1.2,-1.0,0.1,
5,Gar Heard,31,PF,8,223,10.9,.439,.000,.268,9.4,15.5,12.5,6.6,1.9,2.7,11.3,13.0,0.1,0.2,0.2,.054,-1.4,0.4,-1.0,0.1,
6,Mike Bratz,24,PG,8,169,18.1,.588,.274,.119,3.9,9.0,6.5,14.3,2.5,0.0,12.8,24.7,0.3,0.1,0.4,.105,2.2,-0.2,2.0,0.2,
7,Rich Kelley,26,C,8,146,16.0,.486,.023,.227,10.6,16.3,13.5,19.1,2.9,2.6,17.1,16.5,0.1,0.2,0.3,.097,0.8,2.6,3.4,0.2,
8,Alvin Scott,24,SF,8,140,10.8,.520,.061,.242,6.3,10.8,8.6,9.0,1.4,2.0,16.1,12.8,0.1,0.1,0.1,.039,-0.2,-0.1,-0.3,0.1,
9,Johnny High,22,PG,8,120,11.2,.421,.065,.516,9.2,13.5,11.4,20.4,2.4,0.9,15.5,15.5,0.0,0.1,0.1,.045,-1.6,1.1,-0.5,0.0,
10,Jeff Cook,23,PF,7,98,22.9,.762,.000,1.083,5.6,17.7,11.7,9.5,2.0,1.1,12.4,17.0,0.5,0.1,0.5,.268,4.8,1.4,6.1,0.2,
11,Truck Robinson,28,PF,3,64,8.6,.445,.000,.438,8.6,25.4,17.1,7.6,2.2,1.7,29.5,17.4,-0.1,0.1,-0.1,-0.039,-4.4,-0.1,-4.5,0.0,
