Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Rajon Rondo,23,PG,24,24,975,17.8,.504,.074,.350,4.9,11.7,8.4,41.1,2.5,0.3,16.1,22.0,0.9,1.8,2.7,.131,2.7,1.2,3.9,1.5,
2,Paul Pierce,32,SF,24,24,930,15.8,.566,.304,.423,2.7,15.7,9.4,15.9,1.4,1.3,13.8,23.7,0.9,1.6,2.5,.131,2.1,0.9,3.0,1.2,
3,Ray Allen,34,SG,24,24,925,13.1,.570,.477,.263,1.6,8.7,5.3,12.0,1.3,0.3,9.6,19.4,1.1,1.3,2.4,.126,1.5,0.4,1.9,0.9,
4,Kevin Garnett,33,PF,23,23,766,17.6,.530,.007,.186,5.3,21.4,13.6,14.7,1.8,2.3,8.7,22.2,0.7,1.6,2.4,.148,1.6,2.2,3.8,1.1,
5,Kendrick Perkins,25,C,23,23,575,9.5,.545,.010,.573,9.0,21.1,15.2,6.1,0.8,4.9,26.3,13.6,-0.3,1.2,0.9,.076,-3.7,1.7,-2.0,0.0,
6,Glen Davis,24,PF,24,1,483,14.5,.551,.024,.637,10.2,17.2,13.8,3.5,2.1,1.6,12.2,17.9,0.5,1.0,1.5,.147,-0.8,1.3,0.5,0.3,
7,Rasheed Wallace,35,C,24,1,410,10.4,.534,.440,.232,1.5,19.1,10.6,3.8,1.3,3.0,6.1,17.1,0.2,0.8,1.1,.123,-2.4,2.3,-0.1,0.2,
8,Tony Allen,28,SG,24,0,391,11.2,.536,.051,.367,4.2,8.5,6.4,7.4,3.4,3.1,16.8,16.7,-0.1,0.9,0.8,.095,-2.7,3.5,0.8,0.3,
9,Nate Robinson,25,PG,17,0,128,17.1,.503,.516,.234,3.9,9.3,6.7,26.8,2.5,0.7,9.0,29.0,0.1,0.2,0.3,.124,3.1,1.5,4.7,0.2,
10,Michael Finley,36,SF,18,0,108,5.2,.359,.550,.100,1.2,11.0,6.2,5.6,2.0,0.0,0.0,9.2,-0.1,0.2,0.1,.049,-2.7,0.2,-2.4,0.0,
11,Shelden Williams,26,PF,8,0,57,3.2,.558,.000,.667,4.4,22.9,13.9,0.0,0.9,0.0,34.0,14.8,-0.1,0.1,0.0,-0.006,-8.6,-0.5,-9.2,-0.1,
12,Marquis Daniels,29,SF,11,0,37,14.2,.543,.154,.462,17.0,16.1,16.5,4.7,0.0,0.0,16.1,24.1,0.0,0.0,0.1,.113,-0.3,-1.6,-1.9,0.0,
13,Brian Scalabrine,31,PF,1,0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.033,-2.8,-0.2,-3.1,0.0,
