Rk,Player,Age,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Cedric Maxwell,23,SF,80,2969,19.9,.676,.886,10.1,19.6,14.8,10.4,1.5,1.3,19.6,18.4,8.9,2.7,11.7,.188,2.9,0.2,3.1,3.8,
2,Chris Ford,30,SG,78,2629,14.3,.505,.198,4.8,6.0,5.4,20.2,2.0,0.5,14.3,20.8,2.3,1.4,3.6,.067,0.2,-0.6,-0.4,1.1,
3,Dave Cowens,30,C,68,2517,15.2,.516,.185,6.7,22.2,14.4,13.7,1.4,1.1,13.7,19.6,2.4,2.4,4.8,.091,0.1,0.2,0.3,1.5,
4,Tiny Archibald,30,PG,69,1662,13.1,.537,.536,1.7,5.3,3.4,26.3,1.5,0.2,21.8,21.3,1.0,0.6,1.6,.046,-0.5,-2.1,-2.6,-0.3,
5,Jeff Judkins,22,SF,81,1521,14.5,.544,.249,5.1,8.9,7.0,13.6,2.4,0.4,14.3,19.5,1.9,1.1,3.0,.095,-0.5,0.4,-0.1,0.7,
6,Jo Jo White,32,PG,47,1455,10.2,.464,.149,1.7,8.2,4.9,20.4,1.7,0.1,18.3,20.9,-1.0,0.7,-0.3,-0.008,-2.5,-1.4,-3.9,-0.7,
7,Curtis Rowe,29,PF,53,1222,7.7,.467,.217,7.1,14.9,11.0,7.3,0.6,0.6,18.8,14.9,-0.5,0.6,0.0,.001,-2.7,-1.4,-4.1,-0.6,
8,Billy Knight,26,SF,40,1119,12.1,.556,.335,4.0,13.2,8.6,8.4,1.2,0.1,20.5,22.0,0.1,0.6,0.7,.029,-1.5,-1.6,-3.2,-0.3,
9,Don Chaney,32,SG,65,1074,9.7,.444,.101,6.5,8.1,7.3,9.5,3.0,0.5,13.1,18.1,-0.3,1.0,0.6,.027,-3.5,0.8,-2.7,-0.2,
10,Rick Robey,23,C,36,914,15.5,.529,.272,10.6,20.9,15.7,12.4,1.1,0.2,15.1,21.3,1.1,0.7,1.8,.097,0.0,-1.0,-1.0,0.2,
11,Marvin Barnes,26,PF,38,796,12.3,.515,.244,7.9,16.9,12.3,9.1,2.2,2.5,18.5,18.1,0.1,0.9,1.0,.060,-2.7,1.2,-1.5,0.1,
12,Bob McAdoo,27,C,20,637,17.5,.534,.344,6.2,18.4,12.3,9.9,0.8,1.6,14.3,27.5,0.5,0.5,1.0,.073,0.6,-1.1,-0.5,0.2,
13,Earl Williams,27,C,20,273,15.3,.457,.195,16.5,26.2,21.4,6.3,2.0,1.7,13.0,22.0,0.0,0.4,0.4,.069,-1.7,-0.9,-2.6,0.0,
14,Kevin Stacom,27,SG,24,260,10.1,.414,.143,4.2,6.0,5.1,19.3,2.6,0.0,15.5,25.1,-0.4,0.2,-0.2,-0.046,-3.3,-1.1,-4.3,-0.2,
15,Dennis Awtrey,30,C,23,247,5.4,.473,.455,5.8,15.4,10.6,9.8,0.5,1.3,28.5,11.7,-0.2,0.1,0.0,-0.006,-4.1,0.0,-4.1,-0.1,
16,Frankie Sanders,22,SF,24,216,16.4,.504,.227,11.2,15.0,13.1,12.3,1.5,0.7,14.9,27.8,0.1,0.2,0.3,.059,-0.9,-1.2,-2.0,0.0,
17,Tom Barker,23,C,12,131,9.5,.485,.313,10.1,15.4,12.7,6.2,1.4,1.6,19.2,20.1,-0.1,0.1,0.0,.017,-4.0,-0.4,-4.4,-0.1,
18,Earl Tatum,25,SG,3,38,7.1,.450,.250,2.9,8.8,5.8,3.8,0.0,1.4,11.9,25.9,0.0,0.0,0.0,-0.036,-4.2,-0.7,-4.9,-0.1,
