Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Ben Wallace,29,C,81,81,3050,17.3,.441,.011,.388,12.5,25.5,19.1,7.7,2.6,6.1,12.3,15.3,1.1,9.1,10.2,.160,0.2,3.3,3.5,4.3,"MVP-7,DPOY-2,AS,NBA2"
2,Richard Hamilton,25,SG,78,78,2772,16.8,.522,.058,.293,3.3,8.3,5.8,22.2,2.0,0.5,13.8,25.7,3.8,4.4,8.1,.141,0.5,0.7,1.2,2.3,
3,Chauncey Billups,27,PG,78,78,2758,18.6,.550,.336,.462,1.5,10.0,5.8,29.3,1.7,0.2,13.6,23.5,7.1,4.2,11.3,.198,3.1,0.5,3.6,3.9,
4,Tayshaun Prince,23,SF,82,80,2701,13.3,.536,.217,.195,4.0,12.5,8.4,12.4,1.3,1.9,13.2,15.6,3.0,4.6,7.5,.134,0.4,1.4,1.8,2.6,
5,Mehmet Okur,24,PF,71,33,1580,18.3,.538,.089,.386,11.9,18.8,15.4,8.2,1.2,3.0,13.7,21.7,2.6,3.3,5.9,.179,1.0,0.6,1.5,1.4,
6,Corliss Williamson,30,PF,79,0,1574,14.4,.546,.000,.327,6.6,12.2,9.4,7.2,1.0,1.0,14.1,23.8,1.6,2.5,4.1,.124,-1.4,-0.1,-1.5,0.2,6MOY-10
7,Elden Campbell,35,C,65,27,892,13.8,.490,.000,.395,6.8,20.1,13.6,9.3,1.3,4.3,14.6,22.6,0.1,2.0,2.1,.115,-3.0,2.0,-1.0,0.2,
8,Chucky Atkins,29,PG,40,0,751,10.1,.490,.553,.183,0.9,6.4,3.7,21.9,1.4,0.1,15.9,18.8,0.3,1.0,1.2,.079,-1.3,-0.3,-1.6,0.1,
9,Bob Sura,30,SG,53,0,707,13.0,.489,.208,.399,5.0,11.8,8.4,21.2,2.9,1.0,16.1,16.0,0.6,1.4,2.0,.137,-1.5,3.1,1.6,0.6,
10,Rasheed Wallace,29,PF,22,21,673,18.8,.495,.246,.192,5.6,20.8,13.3,11.5,1.9,5.1,8.7,23.2,0.7,1.7,2.4,.171,1.4,3.2,4.6,1.1,
11,Lindsey Hunter,33,SG,33,8,661,9.0,.399,.350,.056,2.3,9.3,5.9,20.7,3.2,0.7,18.8,12.8,-0.4,1.3,0.9,.067,-3.4,3.1,-0.2,0.3,
12,Mike James,28,PG,26,0,512,14.3,.512,.374,.218,1.8,11.1,6.6,32.0,2.8,0.1,20.3,18.4,0.4,1.0,1.4,.130,-1.3,1.3,0.0,0.3,
13,Darvin Ham,30,SF,54,2,484,8.3,.531,.027,.467,11.4,10.8,11.1,5.3,1.5,1.3,25.5,11.7,0.1,0.8,0.9,.087,-3.9,0.8,-3.1,-0.1,
14,Tremaine Fowlkes,27,SF,36,0,261,6.5,.393,.167,.375,8.1,15.3,11.7,8.4,1.9,0.9,17.7,12.2,-0.1,0.5,0.4,.068,-4.9,2.2,-2.7,0.0,
15,Željko Rebrača,31,C,21,2,222,9.6,.498,.000,.519,10.1,15.4,12.8,3.0,1.2,3.1,16.4,16.7,0.1,0.4,0.5,.115,-5.1,1.2,-3.9,-0.1,
16,Darko Miličić,18,C,34,0,159,6.1,.318,.015,.369,8.1,22.9,15.6,7.5,2.4,7.2,14.7,26.0,-0.6,0.5,-0.2,-0.049,-11.6,1.2,-10.4,-0.3,
17,Hubert Davis,33,SG,3,0,23,-7.7,.000,.500,.000,0.0,0.0,0.0,6.3,0.0,0.0,33.3,6.1,-0.1,0.0,-0.1,-0.110,-11.1,-0.5,-11.6,-0.1,
