Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Khris Middleton,27,SF,15,15,515,14.8,.567,.458,.259,1.8,16.1,9.3,19.6,0.8,0.0,11.5,21.1,0.9,0.6,1.5,.137,0.7,0.6,1.3,0.5,
2,Giannis Antetokounmpo,24,PF,15,15,514,26.6,.572,.211,.644,7.3,27.7,17.9,25.1,1.7,5.3,13.0,32.2,1.2,1.2,2.4,.226,5.0,3.4,8.3,1.4,
3,Brook Lopez,30,C,15,15,438,13.9,.572,.560,.216,2.9,15.5,9.4,7.1,0.7,5.8,6.4,15.4,0.6,0.7,1.4,.149,0.0,2.4,2.4,0.5,
4,Eric Bledsoe,29,PG,15,15,423,14.3,.494,.389,.276,4.9,8.2,6.6,23.7,1.8,1.3,13.4,24.4,0.2,0.6,0.7,.083,-0.2,0.0,-0.2,0.2,
5,George Hill,32,PG,15,0,395,18.2,.653,.407,.280,4.0,9.3,6.7,16.2,1.5,0.9,4.3,15.1,1.4,0.5,1.9,.227,2.0,3.1,5.2,0.7,
6,Pat Connaughton,26,SG,15,0,324,13.5,.577,.545,.104,3.2,24.8,14.4,9.2,0.9,3.6,10.1,11.9,0.3,0.6,0.9,.138,0.3,2.7,3.0,0.4,
7,Nikola Mirotić,27,PF,14,8,298,12.0,.514,.650,.239,5.9,14.0,10.1,5.0,1.6,0.9,9.8,20.7,0.1,0.4,0.5,.086,-0.8,-0.1,-0.9,0.1,
8,Ersan İlyasova,31,PF,15,0,272,15.1,.554,.494,.309,7.7,18.1,13.1,11.2,1.8,2.0,7.1,15.7,0.6,0.5,1.0,.182,0.0,2.8,2.8,0.3,
9,Malcolm Brogdon,26,SG,7,2,198,14.4,.549,.474,.141,3.2,13.7,8.6,18.9,1.2,0.5,10.8,20.2,0.2,0.3,0.5,.119,1.4,0.9,2.4,0.2,
10,Sterling Brown,23,SG,11,5,162,10.6,.525,.553,.289,2.6,15.5,9.3,16.2,1.8,1.7,15.7,13.5,0.1,0.3,0.4,.107,-2.3,2.5,0.2,0.1,
11,D.J. Wilson,22,PF,8,0,43,6.6,.563,.313,.125,2.4,20.2,11.7,14.7,0.0,2.1,29.3,23.9,-0.1,0.1,0.0,-0.040,-7.9,0.7,-7.1,-0.1,
12,Tim Frazier,28,PG,11,0,40,22.9,.756,.462,.154,0.0,21.8,11.3,40.5,1.2,0.0,17.8,18.2,0.2,0.1,0.2,.288,2.5,4.1,6.6,0.1,
13,Tony Snell,27,SF,9,0,28,4.6,.417,.333,.000,7.4,3.5,5.4,0.0,1.7,3.2,14.3,10.8,0.0,0.0,0.0,.026,-4.2,0.6,-3.6,0.0,
