Rk,Player,Age,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,David Thompson,23,SG,80,3025,23.2,.578,.422,5.5,7.7,6.6,19.3,1.3,1.7,11.5,26.8,10.8,1.9,12.7,.202,5.5,-0.7,4.8,5.2,"MVP-3,AS,NBA1"
2,Dan Issel,29,C,82,2851,21.5,.571,.425,9.5,20.1,14.9,16.1,1.6,0.7,14.5,23.9,7.9,3.1,11.1,.186,3.4,-0.4,3.0,3.6,
3,Bob Wilkerson,23,SF,81,2780,10.0,.448,.224,3.8,13.4,8.8,20.9,2.0,0.4,22.2,18.2,-1.9,2.6,0.7,.011,-2.5,-0.3,-2.8,-0.6,
4,Bobby Jones,26,PF,75,2440,19.8,.616,.364,7.2,19.2,13.4,14.5,2.5,2.6,18.0,16.9,5.3,3.6,8.9,.175,2.7,2.0,4.7,4.1,AS
5,Anthony Roberts,22,SF,82,1598,12.2,.467,.288,9.0,13.4,11.3,9.4,1.1,0.2,12.5,22.7,0.8,1.1,1.9,.057,-1.8,-2.2,-4.0,-0.8,
6,Brian Taylor,26,PG,39,1222,11.6,.498,.285,2.6,5.5,4.1,14.5,2.6,0.4,14.5,16.6,0.9,0.9,1.8,.071,-1.8,0.3,-1.4,0.2,
7,Bo Ellis,23,PF,78,1213,9.1,.462,.325,10.0,15.5,12.9,7.7,1.8,2.0,21.3,14.6,-0.3,1.4,1.1,.044,-3.2,0.3,-2.9,-0.3,
8,Jim Price,28,PG,49,1090,11.2,.517,.225,2.9,11.7,7.5,18.9,2.8,0.2,23.9,14.8,0.1,1.1,1.3,.056,-2.2,0.9,-1.2,0.2,
9,Mack Calvin,30,PG,77,988,14.0,.551,.619,1.2,7.3,4.4,20.1,2.1,0.3,20.3,20.6,1.2,0.7,1.8,.090,-0.8,-0.9,-1.6,0.1,
10,Tom LaGarde,22,C,77,868,8.2,.505,.633,9.2,15.9,12.7,6.9,0.9,1.0,25.0,17.8,-0.3,0.7,0.4,.024,-4.1,-1.3,-5.5,-0.8,
11,Darnell Hillman,28,PF,33,746,12.1,.525,.388,10.4,22.0,16.4,9.4,0.8,2.5,21.2,15.9,0.4,0.9,1.3,.081,-2.2,0.1,-2.0,0.0,
12,Ralph Simpson,28,SG,32,584,8.1,.357,.174,4.7,8.3,6.6,16.0,3.3,0.3,16.2,19.3,-1.0,0.6,-0.4,-0.032,-3.9,0.2,-3.7,-0.3,
13,Robert Smith,22,PG,45,378,10.9,.562,.247,1.7,7.9,4.9,13.5,2.1,0.4,15.7,12.9,0.5,0.3,0.8,.097,-2.1,0.7,-1.4,0.1,
14,Jacky Dorsey,23,SF,7,37,9.2,.317,.417,14.4,40.2,27.7,6.6,2.4,2.7,17.4,17.8,-0.1,0.1,0.0,.020,-4.5,0.2,-4.3,0.0,
15,Norm Cook,22,SF,2,10,3.8,.333,.000,10.7,19.8,15.4,12.6,0.0,0.0,0.0,11.5,0.0,0.0,0.0,.064,-4.6,-0.1,-4.7,0.0,
