Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Julius Erving,30,SF,16,592,20.6,.527,.003,.355,10.5,11.3,10.9,15.5,1.8,3.8,13.6,28.6,0.9,0.6,1.4,.117,4.6,0.2,4.8,1.0,
2,Caldwell Jones,30,C,16,580,11.8,.612,.000,.442,7.6,21.9,15.1,6.3,0.6,3.0,22.5,10.6,0.5,0.6,1.1,.091,0.8,0.6,1.4,0.5,
3,Maurice Cheeks,24,PG,16,513,17.3,.585,.024,.336,0.9,9.9,5.6,32.4,3.8,1.3,20.1,14.7,0.9,0.6,1.5,.138,2.6,2.7,5.3,0.9,
4,Lionel Hollins,27,PG,16,490,11.3,.484,.007,.243,1.9,5.7,3.9,19.2,1.7,0.1,10.1,16.1,0.5,0.2,0.6,.063,0.1,-0.5,-0.4,0.2,
5,Bobby Jones,29,PF,16,443,19.5,.591,.000,.550,9.4,12.9,11.2,11.5,2.0,2.6,13.9,21.9,1.2,0.4,1.6,.173,3.8,0.8,4.6,0.7,
6,Darryl Dawkins,24,C,16,421,15.5,.604,.000,.444,7.9,17.9,13.2,5.3,0.3,2.1,16.4,21.9,0.7,0.3,1.0,.112,0.4,-1.0,-0.7,0.1,
7,Andrew Toney,23,SG,16,356,14.3,.512,.050,.450,3.3,8.2,5.9,24.7,1.5,1.1,20.0,31.8,-0.1,0.2,0.1,.009,0.2,-2.2,-2.0,0.0,
8,Steve Mix,33,SF,16,206,13.5,.498,.013,.338,11.0,12.0,11.5,7.2,0.9,0.5,11.1,20.3,0.3,0.1,0.4,.083,1.6,-2.2,-0.6,0.1,
9,Clint Richardson,24,SG,13,181,10.1,.539,.000,.447,5.9,7.1,6.6,9.2,1.6,0.9,15.0,12.4,0.1,0.1,0.2,.060,0.7,0.0,0.7,0.1,
10,Earl Cureton,23,C,9,36,8.0,.318,.000,.111,3.3,23.9,14.1,8.4,1.4,3.1,5.0,23.2,-0.1,0.0,-0.1,-0.075,-3.5,-1.4,-4.9,0.0,
11,Ollie Johnson,31,SF,8,22,9.1,.300,.100,.000,10.8,14.7,12.8,13.1,4.4,2.5,16.7,22.9,-0.1,0.0,0.0,-0.097,-2.1,0.8,-1.3,0.0,
